"TID","RU"
"TID_RAID_BOSS_ENRAGE_2","<c99bb2222>Босс В ЯРОСТИ!</c>"
"TID_RAID_BOSS_ENRAGE_3","<c99bbbb22>Босс В БЕШЕНСТВЕ!</c>"
"TID_RAID_BOSS_DIFFICULTY_0","Обычный"
"TID_RAID_BOSS_DIFFICULTY_1","Сложный"
"TID_RAID_BOSS_DIFFICULTY_2","Эксперт"
"TID_RAID_BOSS_DIFFICULTY_3","Мастер"
"TID_RAID_BOSS_DIFFICULTY_4","Безумие"
"TID_RAID_BOSS_DIFFICULTY_5","Безумие II"
"TID_RAID_BOSS_DIFFICULTY_6","Безумие III"
"TID_RAID_BOSS_DIFFICULTY_7","Безумие IV"
"TID_RAID_BOSS_DIFFICULTY_8","Безумие V"
"TID_RAID_BOSS_DIFFICULTY_9","Безумие VI"
"TID_RAID_BOSS_DIFFICULTY_10","Безумие VII"
"TID_RAID_BOSS_DIFFICULTY_11","Безумие VIII"
"TID_RAID_BOSS_DIFFICULTY_12","Безумие IX"
"TID_RAID_BOSS_DIFFICULTY_13","Безумие X"
"TID_RAID_BOSS_DIFFICULTY_14","Безумие XI"
"TID_RAID_BOSS_DIFFICULTY_15","Безумие XII"
"TID_RAID_BOSS_DIFFICULTY_16","Безумие XIII"
"TID_RAID_BOSS_DIFFICULTY_17","Безумие XIV"
"TID_RAID_BOSS_DIFFICULTY_18","Безумие XV"
"TID_RAID_BOSS_DIFFICULTY_19","Безумие XVI"
"TID_RAID_BOSS_DIFFICULTY_20","НУ ВЫ ДАЁТЕ, РЕБЯТА!"
"TID_MODES_NEW_EVENT","НОВОЕ СОБЫТИЕ!"
"TID_MODES_NEW_EVENTS","НОВЫЕ СОБЫТИЯ!"
"TID_TEAM_MEMBER_STATUS_NEW_0","<c999999>НЕ В СЕТИ</c>"
"TID_TEAM_MEMBER_STATUS_NEW_1","БОЙ"
"TID_TEAM_MEMBER_STATUS_NEW_2","НЕТ НА МЕСТЕ"
"TID_TEAM_MEMBER_STATUS_NEW_3","<EMPTY>"
"TID_TEAM_MEMBER_STATUS_NEW_4","ПОДБОР ПРОТИВНИКОВ"
"TID_TEAM_MEMBER_STATUS_NEW_5","ЭКРАН ОКОНЧАНИЯ"
"TID_TEAM_MEMBER_STATUS_NEW_6","<c999999>НЕ В СЕТИ</c>"
"TID_TEAM_MEMBER_STATUS_NEW_7","НАБЛЮДАЕТ"
"TID_TEAM_MEMBER_STATUS_NEW_8","ТРЕНИРУЕТСЯ"
"TID_TEAM_MEMBER_STATUS_NEW_9","ПЕЧАТАЕТ..."
"TID_TEAM_MEMBER_STATUS_NEW_10","ВЫБИРАЕТ БОЙЦА"
"TID_TEAM_MEMBER_STATUS_NEW_11","ПРОСМАТРИВАЕТ СОБЫТИЯ"
"TID_TEAM_MEMBER_STATUS_NEW_12","В ПОИСКЕ УЧАСТНИКА"
"TID_TEAM_MEMBER_STATUS_NEW_READY","ГОТОВО!"
"TID_BUTTON_SPECTATE","НАБЛЮДАТЬ"
"TID_NEW_EVENT_IN","До нового события <TIME>"
"TID_NEW_EVENT_NOW","НАЧАЛОСЬ НОВОЕ СОБЫТИЕ!"
"TID_SHOP_TITLE","МАГАЗИН"
"TID_SELECT_EVENT_TITLE","ВЫБЕРИ СОБЫТИЕ"
"TID_HERO_LIST_LABEL_NEW","<c53C5F7><COUNT> из <TOTAL></c> БОЙЦОВ"
"TID_KEY_COUNTER","<VALUE><c7984a8>/<MAX></c>"
"TID_ONLINE_TAB_1","ИГРОКИ В СЕТИ"
"TID_ONLINE_TAB_2","ЧАТ КОМАНДЫ"
"TID_ONLINE_TAB_3","ЧАТ КЛУБА"
"TID_ALLIANCE_CHAT_TAB_NOT_IN_ALLIANCE","Чтобы пользоваться чатом клуба, нужно состоять в клубе."
"TID_TEAM_CHAT_TAB_NOT_IN_TEAM","Чтобы пользоваться чатом команды, нужно вступить в команду."
"TID_NO_BAND_GO_TO_BANDS","К клубам"
"TID_SHARE_TEAM_CODE_NO_CODE","Дождись появления кода перед тем, как поделиться!"
"TID_TEAM_TEAMCODE_YOURS","Код твоей команды"
"TID_BACK_BUTTON","ПОКИНУТЬ КОМАНДУ"
"TID_BARLEY_WIZARD_SKIN","ВОЛШЕБНИК БАРЛИ"
"TID_EVENT_LOCKED_TROPHIES","Выиграй больше трофеев, чтобы разблокировать событие."
"TID_EVENT_LOCKED_PRO_LEAGUE","Получи звёздную силу для одного из бойцов, чтобы разблокировать это событие"
"TID_SHOTGUN_STAR_SKIN","ЗВЁЗДНАЯ ШЕЛЛИ"
"TID_PARTY_MODE_TITLE","ДРУЖЕСКАЯ ИГРА"
"TID_BUTTON_PARTY_MODE","ДРУЖЕСКАЯ ИГРА"
"TID_LEAVE_TEAM_TITLE","КОМАНДА"
"TID_LEAVE_TEAM_TXT","ВЫЙТИ"
"TID_PARTY_MODE_DESC","Дружеские игры не приносят трофеи, но в них можно потренироваться и даже провести дружеские соревнования!\n\nВ дружеских играх все бойцы полностью улучшены."
"TID_HEROES_TO_BE_UNLOCKED","НЕРАЗБЛОКИРОВАННЫЕ БОЙЦЫ"
"TID_NITA_REINDEER_SKIN","НИТА КРАСНЫЙ НОС"
"TID_PENNY_ELF_SKIN","ПОМОЩНИЦА ПЕННИ"
"TID_DYNAMIKE_SANTA_SKIN","САНТАМАЙК"
"TID_DYNAMIKE_CHEF_SKIN","МАЙК-ПОВАР"
"TID_BROCK_BOOMBOX_SKIN","БРЕЙК-ДАНСЕР БРОК"
"TID_EVENT_SLOT_NAME_1","ЗАХВАТ КРИСТАЛЛОВ"
"TID_EVENT_SLOT_NAME_2","СТОЛКНОВЕНИЕ"
"TID_EVENT_SLOT_NAME_3","СОБЫТИЯ ДНЯ"
"TID_EVENT_SLOT_NAME_4","КОМАНДНЫЕ СОБЫТИЯ"
"TID_EVENT_SLOT_NAME_7","СОБЫТИЯ ПО БИЛЕТАМ"
"TID_EVENT_SLOT_NAME_8","ОДИНОЧНЫЕ СОБЫТИЯ"
"TID_EVENT_SLOT_NAME_9","СИЛОВАЯ ГОНКА"
"TID_PENNY_ELF_SKIN_SHOP","ПОМОЩНИЦА\nПЕННИ"
"TID_DYNAMIKE_SANTA_SKIN_SHOP","САНТАМАЙК"
"TID_DYNAMIKE_CHEF_SKIN_SHOP","МАЙК-ПОВАР"
"TID_BROCK_BOOMBOX_SKIN_SHOP","БРЕЙК-ДАНСЕР\nБРОК"
"TID_NITA_REINDEER_SKIN_SHOP","НИТА\nКРАСНЫЙ НОС"
"TID_EVENT_STARTS_IN","Событие начинается через <TIME>"
"TID_UNDERTAKER_HAT_SKIN","МОРТИС В ЦИЛИНДРЕ"
"TID_CREATE_ROOM_CODE","СОЗДАТЬ КОД КОМАНДЫ"
"TID_EVENT_LOCKED_TEAM","В этом событии командная игра не поддерживается!"
"TID_EVENT_PREVIEW_TITLE","ИНФОРМАЦИЯ О СОБЫТИИ"
"TID_EVENT_POPUP_GAME_MODE_6_SOLO_DUO","Выживи на арене"
"TID_GAME_MODE_6_SOLO_DUO_DESC","Участвуй в столкновении на арене в одиночку или с напарником! Побеждает оставшийся в живых.\n\nСобирай кубики усилений, чтобы увеличить здоровье и наносимый урон. И не забывай двигаться: ядовитые облака подступают!"
"TID_INVITE_PENDING","ПРИГЛАШЕНИЕ"
"TID_JOIN_REQUEST_PENDING","ВСТУПЛЕНИЕ"
"TID_GOAL_MATCH_OVER","<name> забивает гол!\nМатч окончен."
"TID_GOLDRUSH_XMAS_1","Снежная крепость"
"TID_GOLDRUSH_XMAS_2","Праздничный мороз"
"TID_GOLDRUSH_XMAS_3","Игра в снежки"
"TID_GOLDRUSH_XMAS_4","Гора льда"
"TID_GOLDRUSH_XMAS_5","Снежная осада"
"TID_GOLDRUSH_XMAS_6","Подарочная упаковка"
"TID_GOLDRUSH_XMAS_7","Украшение"
"TID_GOLDRUSH_XMAS_8","Замёрзшее озеро"
"TID_GOLDRUSH_XMAS_9","Морозные кристаллы"
"TID_GOLDRUSH_XMAS_10","Охота за сокровищами"
"TID_RAID_BOSS_DIFFICULTY_CAP","Уровень испытания босса был понижен, чтобы соответствовать уровню участников команды. Для участия в испытании пониженного уровня не нужны билеты, но награду можно получить, только сражаясь с боссом своего уровня!"
"TID_RAID_BOSS_DIFFICULTY","Испытание:"
"TID_BOSS_3","Взбучка"
"TID_BOSS_4","Командный день"
"TID_BOSS_5","Погром"
"TID_BOSS_6","Охотничий отряд"
"TID_COOP_3","Защитники хранилища"
"TID_COOP_4","У чёрта на куличках"
"TID_COOP_5","Прерванный транзит"
"TID_COOP_6","Береги и берегись"
"TID_RAID_2","Игровая зона"
"TID_RAID_3","Металлолом"
"TID_BUTTON_INVITE_PLAYER","ПРИГЛАСИТЬ"
"TID_BUTTON_JOIN_TEAM","ПОПРОСИТЬ ПРИНЯТЬ"
"TID_BUTTON_TEAM_FULL","НАБРАНА"
"TID_DECIMAL_MARK",","
"TID_RARITY_HEADER_0","НАГРАДА ПУТИ К СЛАВЕ"
"TID_RARITY_HEADER_1","РЕДКИЙ"
"TID_RARITY_HEADER_2","СВЕРХРЕДКИЙ"
"TID_RARITY_HEADER_3","ЭПИЧЕСКИЙ"
"TID_RARITY_HEADER_4","МИФИЧЕСКИЙ"
"TID_RARITY_HEADER_5","ЛЕГЕНДАРНЫЙ"
"TID_SETTINGS_KAKAO","ДРУЗЬЯ В KAKAO"
"TID_HERO_INFO_LEVEL_WITH_NUMBER","СИЛА: <NUMBER>"
"TID_HERO_INFO_LEVEL_WITH_NUMBER_LONG","<NUMBER>-Й УРОВЕНЬ СИЛЫ"
"TID_IN_YOUR_TEAM","ТВОЯ КОМАНДА"
"TID_TEAM_REQEST_JOIN_FAIL_TEAM_FULL","Нельзя отправить запрос на вступление. Команда уже набрана."
"TID_EVENT_ENDS_IN","До конца события <TIME>"
"TID_EVENT_LOCKED_CAN_CLAIM_WARNING","Разблокируй событие на экране «Путь к славе»"
"TID_EVENT_LOCKED_CAN_CLAIM","Поздравляем! Теперь событие можно разблокировать на экране «Путь к славе»."
"TID_BATTLE_ROYALE_3D","Долина смерти"
"TID_BATTLE_ROYALE_7D","Каменистая долина"
"TID_WANTED_4D","Мухомор"
"TID_GOLDRUSH_3D","Грибная пещера"
"TID_WEEKEND_OFFER","Акция выходного дня"
"TID_EXCLUSIVE_OFFER","Эксклюзивная акция"
"TID_EPIC_OFFER","Эпическая акция"
"TID_MEGA_OFFER","Мегаакция"
"TID_FEATURED_OFFER","Рекомендованная акция"
"TID_TAIPEI_OFFER","Акция Taipei Game Show"
"TID_RAID_BOSS_ENRAGE_4","<c99ffffff>Босс вошёл в РЕЖИМ БОГА!</c>"
"TID_RAID_BOSS_ENRAGE_WARNING_1","Босс начнёт <cffbb22bb>ЗЛИТЬСЯ</c> через:"
"TID_RAID_BOSS_ENRAGE_WARNING_2","Босс придёт в <cffbb2222>ЯРОСТЬ</c> через:"
"TID_RAID_BOSS_ENRAGE_WARNING_3","Босс придёт в <cffbbbb22>БЕШЕНСТВО</c> через:"
"TID_RAID_BOSS_ENRAGE_WARNING_4","Босс перейдёт в <cffffffff>РЕЖИМ БОГА</c> через:"
"TID_HERO_INFO_LOCKED_INFO_SHORT","Чтобы разблокировать, открывай ящики!"
"TID_ROBO_WARS_1","Осада по-шведски"
"TID_ROBO_WARS_INTRO_TEXT","Уничтожь базу врага"
"TID_ROBO_WARS_SCRAP","Болты:"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_0","<c998888ff>Твоя команда</c> собрала осадного робота!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_0","<c99dd3333>Команда врага</c> собрала осадного робота!"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_1","<c998888ff>Твоя команда</c> собрала <c99bb22bb>ЗЛОГО робота!</c>"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_1","<c99dd3333>Команда врага</c> собрала <c99bb22bb>ЗЛОГО робота!</c>"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_2","<c998888ff>Твоя команда</c> собрала <c99bb2222>ЯРОСТНОГО робота!</c>"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_2","<c99dd3333>Команда врага</c> собрала <c99bb2222>ЯРОСТНОГО робота!</c>"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_3","<c998888ff>Твоя команда</c> собрала <c99bbbb22>БЕШЕНОГО робота</c>!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_3","<c99dd3333>Команда врага</c> собрала <c99bbbb22>БЕШЕНОГО робота</c>!"
"TID_ROBO_WARS_SCRAP_AMOUNT","<v1>/<v2>"
"TID_BRAWL_BOX_INFO","Собери в боях <c33a5d7><COUNT> жетонов</c>, чтобы открыть этот ящик."
"TID_STAR_BOX_INFO","Собери <cff8E1b><COUNT> звёздных жетонов</c> за первую победу в различных событиях, чтобы открыть большой ящик."
"TID_ALLIANCE_LOCATION","РАСПОЛОЖЕНИЕ КЛУБА"
"TID_LOCATION_TITLE","ВЫБРАТЬ РАСПОЛОЖЕНИЕ"
"TID_SETTINGS_LOCATION","РАСПОЛОЖЕНИЕ"
"TID_REGION_INT","Международный клуб"
"TID_POPUP_CHANGE_LOCATION_TITLE","Изменить расположение?"
"TID_POPUP_CHANGE_LOCATION","Точно хочешь изменить расположение? Расположение можно менять только раз в день."
"TID_CHANGE_LOCATION_RESULT_0","Новое расположение: <COUNTRY>"
"TID_CHANGE_LOCATION_RESULT_1","Расположение пока нельзя изменить. Попробуй снова через <TIME>."
"TID_SKIN_INFO_CAMPAIGN_2_AVAILABLE","Встречай лунный Новый год с праздничным скином!"
"TID_SKIN_INFO_CAMPAIGN_2_NOT_AVAILABLE","Скин к лунному Новому году"
"TID_SKIN_INFO_CAMPAIGN_5_AVAILABLE","Встречай лунный Новый год с праздничным скином!"
"TID_SKIN_INFO_CAMPAIGN_5_NOT_AVAILABLE","Скин к лунному Новому году"
"TID_CACTUS_PINK_SKIN","САКУРА СПАЙК"
"TID_CACTUS_PINK_SKIN_SHOP","САКУРА\nСПАЙК"
"TID_TRICKSHOT_DUDE","РИКО"
"TID_TRICKSHOT_GOLD_SKIN","МАЖОР РИКО"
"TID_TRICKSHOT_GOLD_SKIN_SHOP","МАЖОР\nРИКО"
"TID_SKIN_POPCORN_RICO","ПОПКОРН РИКО"
"TID_SKIN_POPCORN_RICO_SHOP","ПОПКОРН\nРИКО"
"TID_SKIN_FOOTBULL","ТАЧДАУН БУЛЛ"
"TID_SKIN_FOOTBULL_SHOP","ТАЧДАУН\nБУЛЛ"
"TID_SKIN_DUMPLING_DARRYL","СОЕВЫЙ ДЭРРИЛ"
"TID_SKIN_DUMPLING_DARRYL_SHOP","СОЕВЫЙ\nДЭРРИЛ"
"TID_SKIN_LUNAR_BROCK","КУНГ-ФУ БРОК"
"TID_SKIN_LUNAR_BROCK_SHOP","КУНГ-ФУ\nБРОК"
"TID_SKIN_LUNAR_COLT","ГВАРДЕЕЦ КОЛЬТ"
"TID_SKIN_LUNAR_COLT_SHOP","ГВАРДЕЕЦ\nКОЛЬТ"
"TID_SKIN_VALENTINE_POCO","МЕНЕСТРЕЛЬ ПОКО"
"TID_SKIN_VALENTINE_POCO_SHOP","МЕНЕСТРЕЛЬ\nПОКО"
"TID_BANKHEIST_9","Доля секунды"
"TID_BANKHEIST_10","Шум и ярость"
"TID_BANKHEIST_11","Перестрелка"
"TID_BANKHEIST_12","Взятие моста"
"TID_BANKHEIST_13","Загнанные в угол"
"TID_WANTED_10","Вечеринка в бассейне"
"TID_WANTED_11","Коррида"
"TID_WANTED_12","Царь горы"
"TID_WANTED_13","Кремовый торт"
"TID_WANTED_14","Засуха"
"TID_NOT_ENOUGH_LEGENDARY_TROPHIES","Не хватает звёздных очков!"
"TID_NOT_ENOUGH_GOLD_TITLE","Не хватает монет!"
"TID_NOT_ENOUGH_GOLD_TEXT","Купить недостающие монеты (<NUM>)?"
"TID_NOT_ENOUGH_GOLD_TEXT_ONE","Купить недостающие монеты?"
"TID_TEAM_INVITATION_POPUP_MUTE_ALL","БЛОКИРОВАТЬ ВСЕ ПРИГЛАШЕНИЯ НА 1 ЧАС"
"TID_TEAM_INVITATION_SETTING_MUTE","Блокировать все приглашения в команду"
"TID_BUTTON_TEAM_DND","НЕ БЕСПОКОИТЬ"
"TID_SHOP_VALENTINE_OFFER","Акция ко Дню святого Валентина"
"TID_SHOP_BRAWLER_BUNDLE","Комплект с бойцом"
