"TID","TR"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_BUTTON","Tamam"
"TID_CROW_PHEONIX_SKIN","ANKA CROW"
"TID_MECHANIC_SUMMER_SKIN","YAZLIKÇI JESSIE"
"TID_HERO_SCREEN_DIM_COLOR_MUL","222222"
"TID_GUNSLINGER_ROCKSTAR_SKIN_SHOP","ROCK YILDIZI\nCOLT"
"TID_ROCKET_BEACH_SKIN_SHOP","BROCK\nSAHİLDE"
"TID_CACTUS_PINK_SKIN_SHOP_OLD","PEMBE\nSPIKE"
"TID_SHAMAN_PANDA_SKIN_SHOP","PANDA\nNITA"
"TID_CROW_WHITE_SKIN_SHOP","BEYAZ\nCROW"
"TID_BULL_HAIR_SKIN_SHOP","VİKİNG\nBULL"
"TID_TRICKSHOT_GOLD_SKIN_SHOP_OLD","MADALYALI\nRICOCHET"
"TID_BARKEEP_GOLD_SKIN_SHOP","ALTIN\nBARLEY"
"TID_LUCHADOR_RUDO_SKIN_SHOP","EL RUDO\nPRIMO"
"TID_SHOTGUN_BANDITA_SKIN_SHOP","BANDİTA\nSHELLY"
"TID_LUCHADOR_KING_SKIN_SHOP","EL REY\nPRIMO"
"TID_MECHANIC_KNIGHT_SKIN_SHOP","ŞÖVALYE\nJESSIE"
"TID_FRANK_CAVEMAN_SKIN_SHOP","MAĞARA ADAMI\nFRANK"
"TID_MECHANIC_SUMMER_SKIN_SHOP","YAZLIKÇI\nJESSIE"
"TID_CROW_PHEONIX_SKIN_SHOP","ANKA\nCROW"
"TID_GOLDRUSH_10","Yankı Dairesi"
"TID_BANKHEIST_5","Çift Çitler"
"TID_BATTLE_ROYALE_D7","Alışveriş Delisi"
"TID_BATTLE_ROYALE_8","Ada İşgali"
"TID_BATTLE_ROYALE_6","Mağara Arası"
"TID_CLAN_CHAT_JUMP_TO_NEW","<count> Yeni Mesaj"
"TID_CLAN_CHAT_NEW","YENİ"
"TID_BANKHEIST_6","Yol Çatalı"
"TID_GOLDRUSH_11","Su Basmış Maden"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_ANDROID","Brawl Stars Beta'yı Google Play Store'dan indirmeniz gerekir (yalnızca belirli ülkelerde vardır). Root işlemi uygulanmış cihazlar desteklenmez. Daha sonra dene!"
"TID_RATE_APP_MESSAGE_ANDROID","Görüşlerini bizimle paylaşmak için lütfen Play Store'da Brawl Stars'a puan ver ya da yorum yap!"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE","Yeni Google Play girişi"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT","Şu anki oyununu bu Google Play hesabına kaydetmek istiyor musun?"
"TID_SHOWDOWN_END","HESAPLAŞMA!"
"TID_SETTINGS_FIXES_JOYSTICK","HAREKET KONTROLÜ KİLİDİ"
"TID_SETTINGS_SC_ID","SUPERCELL ID"
"TID_LANGUAGE_LOCALIZED_NAME","Türkçe"
"TID_POPUP_CHANGE_LANGUAGE_TITLE","Dil değiştirilsin mi?"
"TID_POPUP_CHANGE_LANGUAGE","Dil ayarını değiştirmek istediğine emin misin?"
"TID_SKIN_RARITY_1","<cffffff>Sıradan</c>"
"TID_SKIN_RARITY_2","<c0070dd>Ender</c>"
"TID_SKIN_RARITY_3","<ca335ee>Destansı</c>"
"TID_SKIN_RARITY_4","<cff8000>Efsanevi</c>"
"TID_BANKHEIST_7","Kaktüs Koridoru"
"TID_BATTLE_ROYALE_9","Western Rüzgarı"
"TID_BATTLE_ROYALE_10","Çöl Yarışı"
"TID_NO_FRIENDS_GO_TO_FRIENDS","Arkadaşlara git"
"TID_EVENT_MODIFIER_1","ENERJİ İÇECEĞİ"
"TID_EVENT_MODIFIER_2","ÖFKELİ ROBOT"
"TID_EVENT_MODIFIER_3","METEOR YAĞMURU"
"TID_EVENT_MODIFIER_4","MEZAR DEPREMİ"
"TID_EVENT_MODIFIER_DESC_1","Yalnız kaldığında yakınlarında bir enerji içeceği çıkabilir. Bu enerji içeceğini alarak savaşçının verdiği hasarı ve hızını kısa bir süreliğine artırırsın!"
"TID_EVENT_MODIFIER_DESC_2","Arada sırada öfkeli bir robot gelip en yakın savaşçıya saldıracak. Dikkatli ol!"
"TID_EVENT_MODIFIER_DESC_3","Durup izlemek isteyeceğin türden bir meteor yağmuru değil. Düşen koca taşlardan kaçmalısın!"
"TID_BALL_4","Sinsi Tarla"
"TID_EVENT_MODIFIER_DESC_4","Sağlığın sürekli azalıyor ama rakiplere zarar verince biraz iyileşiyorsun. Birini yok edersen sağlığın tam doluyor! Tüm iyileştirme yetenekleri normale göre daha az etkili."
"TID_BALL_5","Oyuncak Kale"
"TID_BALL_6","Süper Stadyum"
"TID_BALL_7","Bataklık"
"TID_BANKHEIST_8","Kemik Tüneli"
"TID_EVENT_MODIFIER_DESC_3_SD","Gökten dev taşlar yağarken arkadaşlarınla yan yana olmak tehlikeli olabilir!"
"TID_DEFEATED_SHOWDOWN","Yenildin"
"TID_OFFER_WATCH_AD","İZLE"
"TID_ERROR_REPLAY_DISABLED","Tekrar yok"
"TID_WANTED_9","Büyük Kanal"
"TID_HOOK","GENE"
"TID_STAR_KEY_INFO_EXTENSION","\n\nBüyük kutuları açmak için yıldız jetonları kullanılır."
"TID_TEAM_OWNER_TEXT","<NAME> adlı oyuncunun takımı"
"TID_SPECTATE_AUTO","Otomatik"
"TID_BATTLE_ROYALE_11","Kabile Dansı"
"TID_FRIEND_POPOVER_INVITE","TAKIMA DAVET ET"
"TID_TEAM_ERROR_ALREADY_IN_ROOM","Oyuncu zaten takımında!"
"TID_TEAM_ERROR_ALREADY_INVITED","Oyuncu zaten davet edildi!"
"TID_BATTLE_ROYALE_D2","Fırtınalı Çayır"
"TID_UNDERTAKER_GREASER_SKIN","ROCKABILLY MORTIS"
"TID_COMMUNITY_PROPS","Oyuncu haritası!\n\nTasarlayan:\n<cff8000><CREDIT></c>"
"TID_BATTLE_ROYALE_12","Sıcak Labirent"
"TID_TEAM_INVITE_ALREADY_IN_TEAM","Oyuncu zaten bir takımda!"
"TID_HINT_38","Savaşçının altında dönen mavi bir çember varsa Süper gücü hazır demektir!"
"TID_HINT_39","Savaşçının altında dönen sarı bir çember varsa bu, Süper gücüyle nişan aldığını gösterir!"
"TID_EVENT_NOT_AVAILABLE","Etkinlik yok"
"TID_SHOP_OFFER_PURCHASE_AD_NOT_AVAILABLE","Video yok. Daha sonra tekrar dene!"
"TID_SHOP_NOT_AVAILABLE","yok"
"TID_UNDERTAKER_GREASER_SKIN_SHOP","ROCKABILLY\nMORTIS"
"TID_HINT_40","Hesabını güvende tutmak ve oyunu birden fazla cihazda oynamak için ayarlar ekranından Supercell ID'ye bağlan. Ayrıca bunu yaparsan ücretsiz bir kostüm kazanırsın!"
"TID_GACHA_VIDEO_REWARD_RECEIVED","Ekstra ödül eklendi!"
"TID_BUTTON_NAVI_SHOP","DÜKKAN"
"TID_BUTTON_NAVI_SOCIAL","SOSYAL"
"TID_BUTTON_NAVI_BRAWLERS","SAVAŞÇILAR"
"TID_BRAWL_TICKETS_BUTTON","OYNA"
"TID_HOME_SCREEN_INVITE","DAVET ET"
"TID_HINT_41","Toplam kupa sayın, tüm savaşçılarının kupa sayısı toplamıdır."
"TID_GOAL","<name> gol attı!"
"TID_EVENT_MODIFIER_5","ŞİFA MANTARLARI"
"TID_EVENT_MODIFIER_DESC_5","Rastgele ortaya çıkan şifa mantarları, bir süreliğine yakınlarındaki her şeyi iyileştiriyor."
"TID_EVENT_MODIFIER_DESC_5_SD","Şifa mantarları rastgele çıkar ve arkadaşlarınızla toplu halde yaklaşırsanız korkutabilirsiniz."
"TID_NINJA","LEON"
"TID_ROSA","ROSA"
"TID_HINT_42","Savaşçın bir süre saldırı yapmaz ve zarar görmezse iyileşmeye başlar."
"TID_HOOK_SHORT_DESC","DESTEK"
"TID_HOOK_DESC","Gene, büyülü lambasıyla bölünen mermiler atar. Süper saldırısı ise düşmanlarını yakalayıp yakına çeken büyülü bir eldir!"
"TID_SPEC_ABI_HOOK","Büyülü Sis"
"TID_SPEC_ABI_HOOK_DESC","Gene takım arkadaşlarını saniyede <c00cc00><VALUE1></c> puan iyileştirir."
"TID_HOOK_WEAPON","DUMAN PATLAMASI"
"TID_HOOK_ULTI","BÜYÜLÜ EL"
"TID_HOOK_WEAPON_DESC","Gene lambasıyla büyülü bir duman topu atar. Duman topu hedefini vuramazsa küçük parçalara bölünür ve koni şeklinde bir alana hasar verir."
"TID_HOOK_ULTI_DESC","Gene lambasından büyülü bir el çıkarır. El düşmanı yakalarsa Gene'in bulunduğu yere çeker!"
"TID_NINJA_SHORT_DESC","HAYALET SUİKASTÇİ"
"TID_NINJA_DESC","Leon, hedefine hızlıca bir grup bıçak fırlatır. Süper saldırısında kendisini bir süreliğine görünmez kılan bir sis bombası atar."
"TID_SPEC_ABI_SPEED_INVISIBLE","Puslu Hava"
"TID_SPEC_ABI_SPEED_INVISIBLE_DESC","Leon, süper saldırısını kullandığında, görünmez olduğu süre boyunca <c00cc00>%<VALUE1></c> daha hızlı hareket eder."
"TID_NINJA_WEAPON","DÖNEN BIÇAKLAR"
"TID_NINJA_ULTI","SİS BOMBASI"
"TID_NINJA_WEAPON_DESC","Leon bir bilek hareketiyle dört dönen bıçak fırlatır. Bıçaklar uzaklaştıkça daha az hasar verirler."
"TID_NINJA_ULTI_DESC","Leon <time> saniyeliğine görünmez olur. Saldırı yaparsa görünür. Leon'a yaklaşan düşmanlar da onu görebilir."
"TID_ROSA_SHORT_DESC","AĞIR SIKLET"
"TID_ROSA_DESC","Bu boksör botanist arenaya kök salıp düşmanlarına dersini verir! Süper özelliğiyle kendini çok sağlam bir bitkisel zırhla koruma altına alır."
"TID_SPEC_ABI_HEAL_FOREST","Şifalı Otlar"
"TID_SPEC_ABI_HEAL_FOREST_DESC","Rosa, çalıların içindeyken her saniye <c00cc00><VALUE1></c> puan iyileşir."
"TID_ROSA_WEAPON","Taş Yumruk"
"TID_ROSA_ULTI","Güçlü Darbeler"
"TID_ROSA_WEAPON_DESC","Rosa, harika bir teknikle çok sayıda güçlü yumruk atar!"
"TID_ROSA_ULTI_DESC","Rosa, aldığı tüm hasarı <time> saniyeliğine %<num> azaltan bir sarmaşık zırha bürünür."
"TID_STAT_DAMAGE_PER_CLUSTER","Parça başına hasar"
"TID_STAT_DAMAGE_PER_SHURIKEN","Yakın mesafede bıçak başına hasar"
"TID_STAT_INVISIBLE","Sis Bombası"
"TID_STAT_SHIELD","Kalkan"
"TID_SELECT_HERO_INFO_RAID_BOSS","<c2288ff>Oyuncular x Boss</c>"
"TID_EVENT_POPUP_GMV_LABEL_RAID_BOSS","Üç oyuncuya karşı boss robot"
"TID_GAME_MODE_10","BOSS SAVAŞI"
"TID_RAID_BOSS_INTRO_TEXT","Boss'u yok et"
"TID_RAID_1","Boss Robot Arenası"
"TID_GAME_MODE_10_DESC","Güçlü boss robotu yenebilir misin? İki arkadaşınla güçlerini birleştir ve bu canavarı yok et. Takım arkadaşlarından en az biri hayatta olduğu sürece savaşa geri dönebilirsin. Herkes yok edildiğinde oyunu kaybedersin!\n\nBoss'u her yendiğinde boss savaşlarının zorluk derecesi, Normalden Çılgına doğru yükselir."
"TID_TEAM_MATE_GONE","<ccccc00>Takım arkadaşı yok edildi!</c>"
"TID_ALL_TEAM_MATES_GONE","<cee0000>İki takım arkadaşı da yok edildi!</c>"
"TID_RAID_BOSS_ENRAGE_1","<c99bb22bb>Boss ÖFKELENDİ!</c>"
"TID_RAID_BOSS_ENRAGE_2","<c99bb2222>Boss ÇILDIRDI!</c>"
"TID_RAID_BOSS_ENRAGE_3","<c99bbbb22>Boss DELİYE DÖNDÜ!</c>"
"TID_RAID_BOSS_DIFFICULTY_0","Normal"
"TID_RAID_BOSS_DIFFICULTY_1","Zor"
"TID_RAID_BOSS_DIFFICULTY_2","Uzman"
"TID_RAID_BOSS_DIFFICULTY_3","Usta"
"TID_RAID_BOSS_DIFFICULTY_4","Çılgın"
"TID_RAID_BOSS_DIFFICULTY_5","Çılgın II"
"TID_RAID_BOSS_DIFFICULTY_6","Çılgın III"
"TID_RAID_BOSS_DIFFICULTY_7","Çılgın IV"
"TID_RAID_BOSS_DIFFICULTY_8","Çılgın V"
"TID_RAID_BOSS_DIFFICULTY_9","Çılgın VI"
"TID_RAID_BOSS_DIFFICULTY_10","Çılgın VII"
"TID_RAID_BOSS_DIFFICULTY_11","Çılgın VIII"
"TID_RAID_BOSS_DIFFICULTY_12","Çılgın IX"
"TID_RAID_BOSS_DIFFICULTY_13","Çılgın X"
"TID_RAID_BOSS_DIFFICULTY_14","Çılgın XI"
"TID_RAID_BOSS_DIFFICULTY_15","Çılgın XII"
"TID_RAID_BOSS_DIFFICULTY_16","Çılgın XIII"
"TID_RAID_BOSS_DIFFICULTY_17","Çılgın XIV"
"TID_RAID_BOSS_DIFFICULTY_18","Çılgın XV"
"TID_RAID_BOSS_DIFFICULTY_19","Çılgın XVI"
"TID_RAID_BOSS_DIFFICULTY_20","HARİKASINIZ!"
"TID_MODES_NEW_EVENT","YENİ ETKİNLİK!"
"TID_MODES_NEW_EVENTS","YENİ ETKİNLİK!"
"TID_TEAM_MEMBER_STATUS_NEW_0","<c999999>ÇEVRİMDIŞI</c>"
"TID_TEAM_MEMBER_STATUS_NEW_1","SAVAŞIYOR"
"TID_TEAM_MEMBER_STATUS_NEW_2","UZAKTA"
"TID_TEAM_MEMBER_STATUS_NEW_3","<EMPTY>"
"TID_TEAM_MEMBER_STATUS_NEW_4","EŞLEŞTİRMEDE"
"TID_TEAM_MEMBER_STATUS_NEW_5","SON EKRANDA"
"TID_TEAM_MEMBER_STATUS_NEW_6","<c999999>ÇEVRİMDIŞI</c>"
"TID_TEAM_MEMBER_STATUS_NEW_7","İZLİYOR"
"TID_TEAM_MEMBER_STATUS_NEW_8","ALIŞTIRMA YAPIYOR"
"TID_TEAM_MEMBER_STATUS_NEW_9","YAZIYOR..."
"TID_TEAM_MEMBER_STATUS_NEW_10","SAVAŞÇI SEÇİYOR"
"TID_TEAM_MEMBER_STATUS_NEW_11","ETKİNLİKLERE BAKIYOR"
"TID_TEAM_MEMBER_STATUS_NEW_12","ÜYE ARIYOR"
"TID_TEAM_MEMBER_STATUS_NEW_READY","HAZIR"
"TID_BUTTON_SPECTATE","İZLE"
"TID_NEW_EVENT_IN","Yeni etkinliğe: <TIME>"
"TID_NEW_EVENT_NOW","YENİ ETKİNLİK BAŞLADI!"
"TID_SHOP_TITLE","DÜKKAN"
"TID_SELECT_EVENT_TITLE","ETKİNLİK SEÇİMİ"
"TID_HERO_LIST_LABEL_NEW","SAVAŞÇILAR <c53C5F7><COUNT>/<TOTAL></c>"
"TID_KEY_COUNTER","<VALUE><c7984a8>/<MAX></c>"
"TID_ONLINE_TAB_1","ÇEVRİMİÇİ OYUNCULAR"
"TID_ONLINE_TAB_2","TAKIM SOHBETİ"
"TID_ONLINE_TAB_3","KULÜP SOHBETİ"
"TID_ALLIANCE_CHAT_TAB_NOT_IN_ALLIANCE","Kulüp sohbetinin açılması için bir kulübe katılmalısın."
"TID_TEAM_CHAT_TAB_NOT_IN_TEAM","Takım sohbetinin açılması için diğer oyuncularla bir takım kurmalısın."
"TID_NO_BAND_GO_TO_BANDS","Kulüplere git"
"TID_SHARE_TEAM_CODE_NO_CODE","Paylaşmadan önce kodun oluşturulmasını bekle!"
"TID_TEAM_TEAMCODE_YOURS","Takım kodun"
"TID_BACK_BUTTON","TAKIMDAN AYRIL"
"TID_BARLEY_WIZARD_SKIN","BÜYÜCÜ BARLEY"
"TID_EVENT_LOCKED_TROPHIES","Etkinliği açmak için daha fazla kupa kazanmalısın."
"TID_EVENT_LOCKED_PRO_LEAGUE","Etkinliği açmak için savaşçılarından birinin yıldız gücünü açmalısın."
"TID_SHOTGUN_STAR_SKIN","YILDIZ SHELLY"
"TID_PARTY_MODE_TITLE","DOSTLUK MAÇI"
"TID_BUTTON_PARTY_MODE","DOSTLUK MAÇI"
"TID_LEAVE_TEAM_TITLE","TAKIM"
"TID_LEAVE_TEAM_TXT","ÇIK"
"TID_PARTY_MODE_DESC","Dostluk maçlarında kupa kazanmazsın ama istediğin etkinlikte alıştırma yapabilir ve dostluk mücadeleleri düzenleyebilirsin.\n\nDostluk maçlarında tüm savaşçılar son seviyededir."
"TID_HEROES_TO_BE_UNLOCKED","AÇILACAK SAVAŞÇILAR"
"TID_NITA_REINDEER_SKIN","KIRMIZI BURUNLU NITA"
"TID_PENNY_ELF_SKIN","ELF PENNY"
"TID_DYNAMIKE_SANTA_SKIN","NOEL BABA MIKE"
"TID_DYNAMIKE_CHEF_SKIN","AŞÇI MIKE"
"TID_BROCK_BOOMBOX_SKIN","TEYPLİ BROCK"
"TID_EVENT_SLOT_NAME_1","ELMAS KAPMACA"
"TID_EVENT_SLOT_NAME_2","HESAPLAŞMA"
"TID_EVENT_SLOT_NAME_3","GÜNLÜK ETKİNLİKLER"
"TID_EVENT_SLOT_NAME_4","TAKIM ETKİNLİKLERİ"
"TID_EVENT_SLOT_NAME_7","BİLETLİ ETKİNLİKLER"
"TID_EVENT_SLOT_NAME_8","TEK ETKİNLİKLER"
"TID_EVENT_SLOT_NAME_9","POWER PLAY"
"TID_PENNY_ELF_SKIN_SHOP","ELF\nPENNY"
"TID_DYNAMIKE_SANTA_SKIN_SHOP","NOEL BABA MIKE"
"TID_DYNAMIKE_CHEF_SKIN_SHOP","AŞÇI MIKE"
"TID_BROCK_BOOMBOX_SKIN_SHOP","TEYPLİ\nBROCK"
"TID_NITA_REINDEER_SKIN_SHOP","KIRMIZI BURUNLU\nNITA"
"TID_EVENT_STARTS_IN","Etkinliğin başlamasına: <TIME>"
"TID_UNDERTAKER_HAT_SKIN","FÖTR ŞAPKALI MORTIS"
"TID_CREATE_ROOM_CODE","TAKIM KODU OLUŞTUR"
"TID_EVENT_LOCKED_TEAM","Bu etkinlik takımlar halinde oynanamaz!"
"TID_EVENT_PREVIEW_TITLE","ETKİNLİK BİLGİLERİ"
"TID_EVENT_POPUP_GAME_MODE_6_SOLO_DUO","Arenada hayatta kal"
"TID_GAME_MODE_6_SOLO_DUO_DESC","Hesaplaşma arenasında ister tek ister bir arkadaşınla birlikte savaşabilirsin! Son hayatta kalan kazanır.\n\nSağlığını ve saldırı hasarını artırmak için güç küplerini topla. Zehir bulutları sürekli yaklaştığından zaman kaybetmemelisin!"
"TID_INVITE_PENDING","DAVET EDİLEN"
"TID_JOIN_REQUEST_PENDING","KATILIYOR"
"TID_GOAL_MATCH_OVER","<name> gol attı!\nMaç bitti."
"TID_GOLDRUSH_XMAS_1","Kar Kalesi"
"TID_GOLDRUSH_XMAS_2","Yılbaşı Soğuğu"
"TID_GOLDRUSH_XMAS_3","Kar Topu Savaşı"
"TID_GOLDRUSH_XMAS_4","Buzlu Kaya"
"TID_GOLDRUSH_XMAS_5","Karlı Kuşatma"
"TID_GOLDRUSH_XMAS_6","Hediye Paketi"
"TID_GOLDRUSH_XMAS_7","Çeki Düzen"
"TID_GOLDRUSH_XMAS_8","Donuk Göl"
"TID_GOLDRUSH_XMAS_9","Buz Kristalleri"
"TID_GOLDRUSH_XMAS_10","Hazine Avı"
"TID_RAID_BOSS_DIFFICULTY_CAP","Boss zorluk seviyesi takımının seviyesine uygun olacak şekilde düşürüldü. Düşük seviyedeki zorluklar için bilet ödemeye gerek yoktur, ancak sadece kendi seviyendeki boss'u yenerek ödül kazanabilirsin!"
"TID_RAID_BOSS_DIFFICULTY","Zorluk:"
"TID_BOSS_3","Arada"
"TID_BOSS_4","Takım Günü"
"TID_BOSS_5","Öfke"
"TID_BOSS_6","Av Partisi"
"TID_COOP_3","Kasa Koruyucuları"
"TID_COOP_4","Kırsal"
"TID_COOP_5","Aktarma"
"TID_COOP_6","Dikkat"
"TID_RAID_2","Makine Bölgesi"
"TID_RAID_3","Hurda Metal"
"TID_BUTTON_INVITE_PLAYER","DAVET ET"
"TID_BUTTON_JOIN_TEAM","KATIL"
"TID_BUTTON_TEAM_FULL","DOLU"
"TID_DECIMAL_MARK","."
"TID_RARITY_HEADER_0","KUPA YOLU ÖDÜLÜ"
"TID_RARITY_HEADER_1","ENDER"
"TID_RARITY_HEADER_2","SÜPER ENDER"
"TID_RARITY_HEADER_3","DESTANSI"
"TID_RARITY_HEADER_4","GİZEMLİ"
"TID_RARITY_HEADER_5","EFSANEVİ"
"TID_SETTINGS_KAKAO","KAKAO ARKADAŞLARI"
"TID_HERO_INFO_LEVEL_WITH_NUMBER","SEVİYE <NUMBER>"
"TID_HERO_INFO_LEVEL_WITH_NUMBER_LONG","SEVİYE <NUMBER>"
"TID_IN_YOUR_TEAM","TAKIMIN"
"TID_TEAM_REQEST_JOIN_FAIL_TEAM_FULL","Katılma isteği gönderilemiyor. Takımın dolu."
"TID_EVENT_ENDS_IN","Etkinliğin bitmesine: <TIME>"
"TID_EVENT_LOCKED_CAN_CLAIM_WARNING","Etkinliği önce kupa yolu ekranında açmalısın."
"TID_EVENT_LOCKED_CAN_CLAIM","Tebrikler! Şimdi Kupa Yolu ekranından etkinliği açabilirsin."
"TID_BATTLE_ROYALE_3D","Ölüm Vadisi"
"TID_BATTLE_ROYALE_7D","Kayalık Vadi"
"TID_WANTED_4D","Ölüm Tepesi"
"TID_GOLDRUSH_3D","Mantar Mağarası"
"TID_WEEKEND_OFFER","Hafta Sonu Teklifi"
"TID_EXCLUSIVE_OFFER","Özel Teklif"
"TID_EPIC_OFFER","Destansı Teklif"
"TID_MEGA_OFFER","Mega Teklif"
"TID_FEATURED_OFFER","Öne Çıkan Teklif"
"TID_TAIPEI_OFFER","Taipei Game Show Teklifi"
"TID_RAID_BOSS_ENRAGE_4","<c99ffffff>Boss YENİLMEZ MODA geçti!</c>"
"TID_RAID_BOSS_ENRAGE_WARNING_1","Boss'un <cffbb22bb>ÖFKELENME</c> süresi:"
"TID_RAID_BOSS_ENRAGE_WARNING_2","Boss'un <cffbb2222>ÇILDIRMA</c> süresi:"
"TID_RAID_BOSS_ENRAGE_WARNING_3","Boss'un <cffbbbb22>DELİYE DÖNME</c> süresi:"
"TID_RAID_BOSS_ENRAGE_WARNING_4","Boss'un <cffffffff>YENİLMEZ MODA</c> geçme süresi:"
"TID_HERO_INFO_LOCKED_INFO_SHORT","Savaş kutularından çıkar."
"TID_ROBO_WARS_1","Büyük Kuşatma"
"TID_ROBO_WARS_INTRO_TEXT","Düşman üssünü yok et"
"TID_ROBO_WARS_SCRAP","Cıvatalar:"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_0","<c998888ff>Takımın</c> bir kuşatma robotu üretti!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_0","<c99dd3333>Düşman takım</c> bir kuşatma robotu üretti!"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_1","<c998888ff>Takımın</c> <c99bb22bb>ÖFKELİ robot</c> üretti!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_1","<c99dd3333>Düşman takım</c> <c99bb22bb>ÖFKELİ robot</c> üretti!"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_2","<c998888ff>Takımın</c> <c99bb2222>ÇILDIRMIŞ robot</c> üretti!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_2","<c99dd3333>Düşman takım</c> <c99bb2222>ÇILDIRMIŞ robot</c> üretti!"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_3","<c998888ff>Takımın</c> <c99bbbb22>DELİYE DÖNMÜŞ robot</c> üretti!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_3","<c99dd3333>Düşman takım</c> <c99bbbb22>DELİYE DÖNMÜŞ robot</c> üretti!"
"TID_ROBO_WARS_SCRAP_AMOUNT","<v1>/<v2>"
"TID_BRAWL_BOX_INFO","Bu savaş kutusunu açmak için savaşlardan <c33a5d7><COUNT> jeton</c> topla."
"TID_STAR_BOX_INFO","Bu büyük kutuyu açmak için farklı etkinliklerdeki ilk galibiyetlerinden <cff8E1b><COUNT> yıldız jetonu</c> topla."
"TID_ALLIANCE_LOCATION","KULÜP KONUMU"
"TID_LOCATION_TITLE","KONUM SEÇ"
"TID_SETTINGS_LOCATION","KONUM"
"TID_REGION_INT","Uluslararası"
"TID_POPUP_CHANGE_LOCATION_TITLE","Konum değiştir"
"TID_POPUP_CHANGE_LOCATION","Konum değiştirmek istediğine emin misin? Konum günde bir kez değiştirilebilir."
"TID_CHANGE_LOCATION_RESULT_0","Konum <COUNTRY> olarak değiştirildi"
"TID_CHANGE_LOCATION_RESULT_1","Konum henüz değiştirilemiyor. <TIME> içinde tekrar dene."
"TID_SKIN_INFO_CAMPAIGN_2_AVAILABLE","Bu kostümle yeni ay yılını kutluyoruz!"
"TID_SKIN_INFO_CAMPAIGN_2_NOT_AVAILABLE","Yeni ay yılı kostümü."
"TID_SKIN_INFO_CAMPAIGN_5_AVAILABLE","Bu kostümle yeni ay yılını kutluyoruz!"
"TID_SKIN_INFO_CAMPAIGN_5_NOT_AVAILABLE","Yeni ay yılı kostümü."
"TID_CACTUS_PINK_SKIN","SAKURA SPIKE"
"TID_CACTUS_PINK_SKIN_SHOP","SAKURA\nSPIKE"
"TID_TRICKSHOT_DUDE","RICO"
"TID_TRICKSHOT_GOLD_SKIN","ALTIN RICO"
"TID_TRICKSHOT_GOLD_SKIN_SHOP","ALTIN\nRICO"
"TID_SKIN_POPCORN_RICO","MISIRCI RICO"
"TID_SKIN_POPCORN_RICO_SHOP","MISIRCI\nRICO"
"TID_SKIN_FOOTBULL","SPORCU BULL"
"TID_SKIN_FOOTBULL_SHOP","SPORCU\nBULL"
"TID_SKIN_DUMPLING_DARRYL","TIKNAZ DARRYL"
"TID_SKIN_DUMPLING_DARRYL_SHOP","TIKNAZ\nDARRYL"
"TID_SKIN_LUNAR_BROCK","ASLAN DANSÇISI BROCK"
"TID_SKIN_LUNAR_BROCK_SHOP","ASLAN DANSÇISI\nBROCK"
"TID_SKIN_LUNAR_COLT","AJAN COLT"
"TID_SKIN_LUNAR_COLT_SHOP","AJAN\nCOLT"
"TID_SKIN_VALENTINE_POCO","SERENATÇI POCO"
"TID_SKIN_VALENTINE_POCO_SHOP","SERENATÇI\nPOCO"
"TID_BANKHEIST_9","Kaşla Göz Arasında"
"TID_BANKHEIST_10","Büyük Gürültü"
"TID_BANKHEIST_11","Vuruşma"
"TID_BANKHEIST_12","Uzaktaki Köprü"
"TID_BANKHEIST_13","Dar Boğaz"
"TID_WANTED_10","Havuz Partisi"
"TID_WANTED_11","Boğa Ağılı"
"TID_WANTED_12","Zirve"
"TID_WANTED_13","Katmanlı Kek"
"TID_WANTED_14","Kurak Sezon"
"TID_NOT_ENOUGH_LEGENDARY_TROPHIES","Yıldız puanı yetersiz!"
"TID_NOT_ENOUGH_GOLD_TITLE","Altın yetersiz!"
"TID_NOT_ENOUGH_GOLD_TEXT","Eksik <NUM> altını satın almak istiyor musun?"
"TID_NOT_ENOUGH_GOLD_TEXT_ONE","Eksik altını satın al"
"TID_TEAM_INVITATION_POPUP_MUTE_ALL","1 SAAT BOYUNCA TÜM DAVETLERİ ENGELLE"
"TID_TEAM_INVITATION_SETTING_MUTE","Tüm takım davetlerini engelle"
"TID_BUTTON_TEAM_DND","RAHATSIZ ETME"
"TID_SHOP_VALENTINE_OFFER","Sevgililer Günü Teklifi"
"TID_SHOP_BRAWLER_BUNDLE","Savaşçı Seti"
"TID_SHOP_SEASONAL_SKIN_OFFER","Dönemsel Kostüm Teklifi"
"TID_SHOP_WELCOME_OFFER","Hoş Geldin Teklifi"
"TID_SHOP_BRAWLER_PACK","Savaşçı Paketi"
