"TID","CN"
"TID_HOOK_ULTI","神秘魔手"
"TID_HOOK_WEAPON_DESC","吉恩用神灯发射一团魔焰攻击敌人。如果魔焰没有击中敌人，其伤害会均分给分裂而成的数团小型魔焰，攻击前方扇形范围内的敌人。"
"TID_HOOK_ULTI_DESC","吉恩从神灯中伸出一只神秘魔手，被神秘魔手抓住的敌人会被拉到吉恩所在的位置！"
"TID_NINJA_SHORT_DESC","潜行刺客"
"TID_NINJA_DESC","里昂每次能朝目标投掷多把飞镖。他的超级技能是隐形烟雾，可以让自己在短时间内隐身！"
"TID_SPEC_ABI_SPEED_INVISIBLE","隐遁疾行"
"TID_SPEC_ABI_SPEED_INVISIBLE_DESC","在隐身状态下，里昂的移动速度提升<c00cc00><VALUE1>%</c>。"
"TID_NINJA_WEAPON","旋转飞镖"
"TID_NINJA_ULTI","隐形烟雾"
"TID_NINJA_WEAPON_DESC","里昂朝敌人扔出4把旋转飞镖。飞镖飞得越远，造成的伤害越低。"
"TID_NINJA_ULTI_DESC","里昂的隐形烟雾能让自己隐身<time>秒。如果里昂在隐身状态下发动攻击，其隐身状态将会解除。如果里昂太靠近敌人，就会被敌人发现。"
"TID_ROSA_SHORT_DESC","坦克"
"TID_ROSA_DESC","植物学家罗莎能像植物一样扎根大地，直面强敌！她的超级技能可为自己披上一件植物护甲。"
"TID_SPEC_ABI_HEAL_FOREST","百草恩惠"
"TID_SPEC_ABI_HEAL_FOREST_DESC","躲在草丛中时，罗莎每秒恢复<c00cc00><VALUE1></c>生命值。"
"TID_ROSA_WEAPON","碎石重拳"
"TID_ROSA_ULTI","藤蔓护甲"
"TID_ROSA_WEAPON_DESC","罗莎连续打出数记出神入化的重拳！"
"TID_ROSA_ULTI_DESC","罗莎在<time>秒内获得坚韧的藤蔓护甲保护，期间受到的所有伤害降低<num>%。"
"TID_STAT_DAMAGE_PER_CLUSTER","每颗子炸弹伤害"
"TID_STAT_DAMAGE_PER_SHURIKEN","每把飞镖近距离伤害"
"TID_STAT_INVISIBLE","隐形烟雾"
"TID_STAT_SHIELD","护盾"
"TID_SELECT_HERO_INFO_RAID_BOSS","<c2288ff>玩家对抗机甲首领</c>"
"TID_EVENT_POPUP_GMV_LABEL_RAID_BOSS","3名玩家 vs 机甲首领"
"TID_GAME_MODE_10","首领之战"
"TID_RAID_BOSS_INTRO_TEXT","击败首领"
"TID_RAID_1","机甲首领竞技场"
"TID_GAME_MODE_10_DESC","您能战胜强大的机甲首领吗？与另外两名队友一起，合力击败这个庞然大物吧。只要还有队友存活，您就可以不断复活并重回战场。队伍全灭，战斗结束！\n\n首领之战的难度分为普通到疯狂多个等级。您每次成功击败机甲首领后，挑战难度都会提升。"
"TID_TEAM_MATE_GONE","<ccccc00>有队友倒下了！</c>"
"TID_ALL_TEAM_MATES_GONE","<cee0000>两个队友都倒下了！</c>"
"TID_RAID_BOSS_ENRAGE_1","<c99bb22bb>首领已愤怒！</c>"
"TID_RAID_BOSS_ENRAGE_2","<c99bb2222>首领已狂怒！</c>"
"TID_RAID_BOSS_ENRAGE_3","<c99bbbb22>首领已暴怒！</c>"
"TID_RAID_BOSS_DIFFICULTY_0","普通"
"TID_RAID_BOSS_DIFFICULTY_1","困难"
"TID_RAID_BOSS_DIFFICULTY_2","专家"
"TID_RAID_BOSS_DIFFICULTY_3","大师"
"TID_RAID_BOSS_DIFFICULTY_4","疯狂"
"TID_RAID_BOSS_DIFFICULTY_5","疯狂II"
"TID_RAID_BOSS_DIFFICULTY_6","疯狂III"
"TID_RAID_BOSS_DIFFICULTY_7","疯狂IV"
"TID_RAID_BOSS_DIFFICULTY_8","疯狂V"
"TID_RAID_BOSS_DIFFICULTY_9","疯狂VI"
"TID_RAID_BOSS_DIFFICULTY_10","疯狂VII"
"TID_RAID_BOSS_DIFFICULTY_11","疯狂VIII"
"TID_RAID_BOSS_DIFFICULTY_12","疯狂IX"
"TID_RAID_BOSS_DIFFICULTY_13","疯狂X"
"TID_RAID_BOSS_DIFFICULTY_14","疯狂XI"
"TID_RAID_BOSS_DIFFICULTY_15","疯狂XII"
"TID_RAID_BOSS_DIFFICULTY_16","疯狂XIII"
"TID_RAID_BOSS_DIFFICULTY_17","疯狂XIV"
"TID_RAID_BOSS_DIFFICULTY_18","疯狂XV"
"TID_RAID_BOSS_DIFFICULTY_19","疯狂XVI"
"TID_RAID_BOSS_DIFFICULTY_20","你们真棒！"
"TID_MODES_NEW_EVENT","新活动!"
"TID_MODES_NEW_EVENTS","新活动!"
"TID_TEAM_MEMBER_STATUS_NEW_0","<c999999>离线</c>"
"TID_TEAM_MEMBER_STATUS_NEW_1","对战中"
"TID_TEAM_MEMBER_STATUS_NEW_2","离开"
"TID_TEAM_MEMBER_STATUS_NEW_3","<EMPTY>"
"TID_TEAM_MEMBER_STATUS_NEW_4","匹配"
"TID_TEAM_MEMBER_STATUS_NEW_5","结算界面"
"TID_TEAM_MEMBER_STATUS_NEW_6","<c999999>离线</c>"
"TID_TEAM_MEMBER_STATUS_NEW_7","观战中"
"TID_TEAM_MEMBER_STATUS_NEW_8","练习中"
"TID_TEAM_MEMBER_STATUS_NEW_9","输入中..."
"TID_TEAM_MEMBER_STATUS_NEW_10","选择英雄"
"TID_TEAM_MEMBER_STATUS_NEW_11","查看活动"
"TID_TEAM_MEMBER_STATUS_NEW_12","正在寻找队友"
"TID_TEAM_MEMBER_STATUS_NEW_READY","已就绪"
"TID_BUTTON_SPECTATE","观战"
"TID_NEW_EVENT_IN","活动刷新：<TIME>"
"TID_NEW_EVENT_NOW","有新活动啦！"
"TID_SHOP_TITLE","商店"
"TID_SELECT_EVENT_TITLE","选择活动"
"TID_HERO_LIST_LABEL_NEW","获得英雄 <c53C5F7><COUNT>/<TOTAL></c>"
"TID_KEY_COUNTER","<VALUE><c7984a8>/<MAX></c>"
"TID_ONLINE_TAB_1","在线玩家"
"TID_ONLINE_TAB_2","小队聊天"
"TID_ONLINE_TAB_3","战队聊天"
"TID_ALLIANCE_CHAT_TAB_NOT_IN_ALLIANCE","加入战队即可开启战队聊天"
"TID_TEAM_CHAT_TAB_NOT_IN_TEAM","与其他玩家组队即可开启小队聊天"
"TID_NO_BAND_GO_TO_BANDS","前往战队"
"TID_SHARE_TEAM_CODE_NO_CODE","请等待代码生成后再分享！"
"TID_TEAM_TEAMCODE_YOURS","您的小队代码"
"TID_BACK_BUTTON","离开小队"
"TID_BARLEY_WIZARD_SKIN","法师巴利"
"TID_EVENT_LOCKED_TROPHIES","赢得更多奖杯即可解锁活动"
"TID_EVENT_LOCKED_PRO_LEAGUE","获得任意一位英雄的星徽之力即可解锁该活动"
"TID_SHOTGUN_STAR_SKIN","明星雪莉"
"TID_PARTY_MODE_TITLE","友谊战"
"TID_BUTTON_PARTY_MODE","友谊战"
"TID_LEAVE_TEAM_TITLE","小队"
"TID_LEAVE_TEAM_TXT","离开"
"TID_PARTY_MODE_DESC","友谊战不提供奖杯奖励，但您可以在这里选择任何普通活动进行练习，或是与好友切磋！\n\n友谊战中所有英雄均为最高等级。"
"TID_HEROES_TO_BE_UNLOCKED","待解锁英雄"
"TID_NITA_REINDEER_SKIN","圣诞驯鹿妮塔"
"TID_PENNY_ELF_SKIN","圣诞精灵潘妮"
"TID_DYNAMIKE_SANTA_SKIN","圣诞老人麦克"
"TID_DYNAMIKE_CHEF_SKIN","劲辣麦克"
"TID_BROCK_BOOMBOX_SKIN","街舞布洛克"
"TID_EVENT_SLOT_NAME_1","宝石争霸"
"TID_EVENT_SLOT_NAME_2","荒野决斗"
"TID_EVENT_SLOT_NAME_3","每日活动"
"TID_EVENT_SLOT_NAME_4","组队活动"
"TID_EVENT_SLOT_NAME_7","门票活动"
"TID_EVENT_SLOT_NAME_8","单人活动"
"TID_EVENT_SLOT_NAME_9","星徽竞技场"
"TID_PENNY_ELF_SKIN_SHOP","圣诞精灵\n潘妮"
"TID_DYNAMIKE_SANTA_SKIN_SHOP","圣诞老人麦克"
"TID_DYNAMIKE_CHEF_SKIN_SHOP","劲辣麦克"
"TID_BROCK_BOOMBOX_SKIN_SHOP","街舞布洛克"
"TID_NITA_REINDEER_SKIN_SHOP","圣诞驯鹿\n妮塔"
"TID_EVENT_STARTS_IN","离活动开始还有：<TIME>"
"TID_UNDERTAKER_HAT_SKIN","高礼帽莫提斯"
"TID_CREATE_ROOM_CODE","生成小队代码"
"TID_EVENT_LOCKED_TEAM","该活动不支持组队游戏！"
"TID_EVENT_PREVIEW_TITLE","活动信息"
"TID_EVENT_POPUP_GAME_MODE_6_SOLO_DUO","乱斗求生"
"TID_GAME_MODE_6_SOLO_DUO_DESC","独自出战，或与一个伙伴合作战斗，在荒野决斗竞技场中与敌方一决高下！坚持活到最后的玩家获胜。\n\n收集能量块，提升您的生命值和攻击伤害。毒雾会不断从外向内扩散，所以不要在外围逗留！"
"TID_INVITE_PENDING","正在邀请"
"TID_JOIN_REQUEST_PENDING","等待确认"
"TID_GOAL_MATCH_OVER","<name>得分！\n比赛结束"
"TID_GOLDRUSH_XMAS_1","白雪堡垒"
"TID_GOLDRUSH_XMAS_2","假日冰峰"
"TID_GOLDRUSH_XMAS_3","雪球乐园"
"TID_GOLDRUSH_XMAS_4","冰封硬石"
"TID_GOLDRUSH_XMAS_5","飘雪围城"
"TID_GOLDRUSH_XMAS_6","礼物迷宫"
"TID_GOLDRUSH_XMAS_7","清新雪场"
"TID_GOLDRUSH_XMAS_8","冰封湖泊"
"TID_GOLDRUSH_XMAS_9","寒霜水晶"
"TID_GOLDRUSH_XMAS_10","寻宝游戏"
"TID_RAID_BOSS_DIFFICULTY_CAP","首领之战已降低至队友的难度。参加低难度挑战不会花费门票，但也无法获得奖励。只有挑战尚未完成的难度才能获得奖励！"
"TID_RAID_BOSS_DIFFICULTY","难度："
"TID_BOSS_3","火冒三丈"
"TID_BOSS_4","合作时刻"
"TID_BOSS_5","盛怒狂欢"
"TID_BOSS_6","追猎派对"
"TID_COOP_3","金库阵地"
"TID_COOP_4","偏远郊区"
"TID_COOP_5","曲折回路"
"TID_COOP_6","坚守到底"
"TID_RAID_2","机械迷城"
"TID_RAID_3","破铜烂铁"
"TID_BUTTON_INVITE_PLAYER","邀请"
"TID_BUTTON_JOIN_TEAM","请求加入"
"TID_BUTTON_TEAM_FULL","已满"
"TID_DECIMAL_MARK","."
"TID_RARITY_HEADER_0","荣誉之路奖励"
"TID_RARITY_HEADER_1","稀有"
"TID_RARITY_HEADER_2","超稀有"
"TID_RARITY_HEADER_3","史诗"
"TID_RARITY_HEADER_4","神话"
"TID_RARITY_HEADER_5","传奇"
"TID_SETTINGS_KAKAO","KAKAO好友"
"TID_HERO_INFO_LEVEL_WITH_NUMBER","等级 <NUMBER>"
"TID_HERO_INFO_LEVEL_WITH_NUMBER_LONG","战力等级<NUMBER>"
"TID_IN_YOUR_TEAM","已组队"
"TID_TEAM_REQEST_JOIN_FAIL_TEAM_FULL","无法发送组队请求，您的小队已满。"
"TID_EVENT_ENDS_IN","离活动结束还有：<TIME>"
"TID_EVENT_LOCKED_CAN_CLAIM_WARNING","前往荣誉之路界面解锁新活动"
"TID_EVENT_LOCKED_CAN_CLAIM","恭喜！您可以在荣誉之路界面解锁新活动了。"
"TID_BATTLE_ROYALE_3D","绝命山谷"
"TID_BATTLE_ROYALE_7D","巨石峡谷"
"TID_WANTED_4D","致命毒菇"
"TID_GOLDRUSH_3D","蘑菇洞穴"
"TID_WEEKEND_OFFER","周末特惠"
"TID_EXCLUSIVE_OFFER","专属特惠"
"TID_EPIC_OFFER","史诗特惠"
"TID_MEGA_OFFER","超级特惠"
"TID_FEATURED_OFFER","精选特惠"
"TID_TAIPEI_OFFER","台北电玩展礼包"
"TID_RAID_BOSS_ENRAGE_4","<c99ffffff>首领已神怒！</c>"
"TID_RAID_BOSS_ENRAGE_WARNING_1","首领<cffbb22bb>愤怒</c>倒计时："
"TID_RAID_BOSS_ENRAGE_WARNING_2","首领<cffbb2222>狂怒</c>倒计时："
"TID_RAID_BOSS_ENRAGE_WARNING_3","首领<cffbbbb22>暴怒</c>倒计时："
"TID_RAID_BOSS_ENRAGE_WARNING_4","首领<cffffffff>神怒</c>倒计时："
"TID_HERO_INFO_LOCKED_INFO_SHORT","从乱斗宝箱中开出"
"TID_ROBO_WARS_1","瑞典围城"
"TID_ROBO_WARS_INTRO_TEXT","摧毁敌方基地"
"TID_ROBO_WARS_SCRAP","螺栓："
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_0","<c998888ff>我方</c>制造了一个攻坚机甲！"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_0","<c99dd3333>敌方</c>制造了一个攻坚机甲！"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_1","<c998888ff>我方</c>制造了一个<c99bb22bb>愤怒机甲！</c>"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_1","<c99dd3333>敌方</c>制造了一个<c99bb22bb>愤怒机甲！</c>"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_2","<c998888ff>我方</c>制造了一个<c99bb2222>狂怒机甲！</c>"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_2","<c99dd3333>敌方</c>制造了一个<c99bb2222>狂怒机甲！</c>"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_3","<c998888ff>我方</c>制造了一个<c99bbbb22>暴怒机甲！</c>"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_3","<c99dd3333>敌方</c>制造了一个<c99bbbb22>暴怒机甲！</c>"
"TID_ROBO_WARS_SCRAP_AMOUNT","<v1>/<v2>"
"TID_BRAWL_BOX_INFO","通过对战收集<c33a5d7><COUNT>枚奖章</c>即可打开这个乱斗宝箱"
"TID_STAR_BOX_INFO","在各个活动中赢得首胜以获得胜利奖章，收集<cff8E1b><COUNT>枚胜利奖章</c>即可打开这个大型宝箱"
"TID_ALLIANCE_LOCATION","战队位置"
"TID_LOCATION_TITLE","选择位置"
"TID_SETTINGS_LOCATION","位置"
"TID_REGION_INT","全球"
"TID_POPUP_CHANGE_LOCATION_TITLE","更改位置？"
"TID_POPUP_CHANGE_LOCATION","每天只能更改一次位置，您确定要更改位置吗？"
"TID_CHANGE_LOCATION_RESULT_0","位置已更改到<COUNTRY>"
"TID_CHANGE_LOCATION_RESULT_1","不能更改位置，请等待<TIME>后重试"
"TID_SKIN_INFO_CAMPAIGN_2_AVAILABLE","换上新皮肤，一起闹新春！"
"TID_SKIN_INFO_CAMPAIGN_2_NOT_AVAILABLE","新春乱斗皮肤"
"TID_SKIN_INFO_CAMPAIGN_5_AVAILABLE","换上新皮肤，一起闹新春！"
"TID_SKIN_INFO_CAMPAIGN_5_NOT_AVAILABLE","新春乱斗皮肤"
"TID_CACTUS_PINK_SKIN","斯派克·樱"
"TID_CACTUS_PINK_SKIN_SHOP","斯派克·樱"
"TID_TRICKSHOT_DUDE","瑞科"
"TID_TRICKSHOT_GOLD_SKIN","紫金瑞科"
"TID_TRICKSHOT_GOLD_SKIN_SHOP","紫金瑞科"
"TID_SKIN_POPCORN_RICO","爆米花瑞科"
"TID_SKIN_POPCORN_RICO_SHOP","爆米花瑞科"
"TID_SKIN_FOOTBULL","达阵公牛"
"TID_SKIN_FOOTBULL_SHOP","达阵公牛"
"TID_SKIN_DUMPLING_DARRYL","蒸蒸日上达里尔"
"TID_SKIN_DUMPLING_DARRYL_SHOP","蒸蒸日上\n达里尔"
"TID_SKIN_LUNAR_BROCK","舞狮高手布洛克"
"TID_SKIN_LUNAR_BROCK_SHOP","舞狮高手\n布洛克"
"TID_SKIN_LUNAR_COLT","暗行御史柯尔特"
"TID_SKIN_LUNAR_COLT_SHOP","暗行御史\n柯尔特"
"TID_SKIN_VALENTINE_POCO","情歌王子波克"
"TID_SKIN_VALENTINE_POCO_SHOP","情歌王子\n波克"
"TID_BANKHEIST_9","分秒必争"
"TID_BANKHEIST_10","滚雷山谷"
"TID_BANKHEIST_11","狭路相逢"
"TID_BANKHEIST_12","遥远的桥"
"TID_BANKHEIST_13","偏安一隅"
"TID_WANTED_10","泳池派对"
"TID_WANTED_11","喧闹牛圈"
"TID_WANTED_12","格格不入"
"TID_WANTED_13","夹心蛋糕"
"TID_WANTED_14","酷热地带"
"TID_NOT_ENOUGH_LEGENDARY_TROPHIES","星光点数不足！"
"TID_NOT_ENOUGH_GOLD_TITLE","金币不足！"
"TID_NOT_ENOUGH_GOLD_TEXT","购买缺少的<NUM>金币？"
"TID_NOT_ENOUGH_GOLD_TEXT_ONE","购买缺少的金币？"
"TID_TEAM_INVITATION_POPUP_MUTE_ALL","屏蔽所有组队邀请1小时"
"TID_TEAM_INVITATION_SETTING_MUTE","屏蔽所有组队邀请"
"TID_BUTTON_TEAM_DND","请勿打扰"
"TID_SHOP_VALENTINE_OFFER","情人节特惠"
"TID_SHOP_BRAWLER_BUNDLE","英雄组合礼包"
"TID_SHOP_SEASONAL_SKIN_OFFER","节日皮肤特惠"
"TID_SHOP_WELCOME_OFFER","新手特惠"
"TID_SHOP_BRAWLER_PACK","英雄礼包"
"TID_SHOP_STAR_POWER_OFFER","星徽之力特惠"
"TID_SHOP_UPGRADE_BUNDLE","升级组合礼包"
"TID_SHOP_NEW_BRAWLER_OFFER","新英雄特惠"
"TID_SHOP_NEW_SKIN_RELEASE","新皮肤登场"
"TID_SHOP_NEW_SKIN_OFFER","新皮肤特惠"
"TID_FRIENDLY_GAME_ROOM_LOCKED","经验等级达到<NUM>级后即可解锁友谊战"
"TID_HEROES_COMING_SOON","即将推出新英雄"
"TID_RARITY_NAME_0_UPPER","荣誉之路奖励"
"TID_RARITY_NAME_1_UPPER","稀有"
"TID_RARITY_NAME_2_UPPER","超稀有"
"TID_RARITY_NAME_3_UPPER","史诗"
"TID_RARITY_NAME_4_UPPER","神话"
"TID_RARITY_NAME_5_UPPER","传奇"
"TID_STARTER_PACK_5","50级礼包"
"TID_STARTER_PACK_6","75级礼包"
"TID_STARTER_PACK_7","100级礼包"
"TID_STARTER_PACK_8","125级礼包"
"TID_WHIRLWIND","卡尔"
"TID_WHIRLWIND_SHORT_DESC","战士"
"TID_WHIRLWIND_DESC","卡尔扔出的十字镐就像回旋镖。他的超级技能是让自己的矿车飞速旋转，痛殴身边的敌人。"
"TID_WHIRLWIND_WEAPON","回旋十字镐"
"TID_WHIRLWIND_ULTI","旋风利镐"
"TID_WHIRLWIND_WEAPON_DESC","卡尔扔出的十字镐就像回旋镖。十字镐回到他手中后，他就能再次发动攻击。"
"TID_WHIRLWIND_ULTI_DESC","卡尔手持十字镐在几秒内疯狂旋转，不断对附近的敌人造成伤害。"
"TID_STAT_DAMAGE_EACH_WAY","单次命中伤害"
"TID_STAT_DAMAGE_PER_SWING","单次旋转伤害"
"TID_HINT_43","卡尔的十字镐击中掩体后会立刻返回，让卡尔可以更快进行下一次攻击。"
"TID_SPEC_ABI_PROJECTILE_SPEED","全力投掷"
"TID_SPEC_ABI_PROJECTILE_SPEED_DESC","十字镐的飞行速度提升<c00cc00><VALUE1>%</c>，可以更快飞抵目标和返回。"
"TID_SPEC_ABI_SUPERSPEED","马力全开"
"TID_SPEC_ABI_SUPERSPEED_DESC","超级技能持续期间，卡尔的矿车移动速度加快！"
"TID_HERO_SORTING_TROPHIES","按奖杯数递增"
"TID_HERO_SORTING_TROPHIES_DESC","按奖杯数递减"
"TID_HERO_SORTING_RARITY","按稀有度递增"
"TID_HERO_SORTING_RARITY_DESC","按稀有度递减"
"TID_HERO_SORTING_POWER_DESC","按战力等级递减"
"TID_HERO_SORTING_RANKUP","按提升荣誉所需奖杯"
"TID_MUTE_INVITES_LABEL","请勿打扰："
"TID_GEM_BALANCE_TITLE","宝石余额"
"TID_JP_BUTTON","宝石余额"
"TID_GEM_BALANCE","当前宝石余额：<total>\n\n免费宝石：<free>\n\n付费宝石：<paid>"
"TID_SETTINGS_LINE","LINE"
"TID_AVATAR_MESSAGE_TEXT_GEM_REVOKE","此账号进行的一笔交易已于<DATE>成功退款或已被确认为欺诈购买。申请退款后，退款将通过您购买时使用的付款方式退回。同时您的账号已被扣除共<X>宝石，扣除的数量与您所退订单对应的价值相符。您的宝石余额可能因此变为负数，您可以通过再次购买宝石或游戏内其他获取宝石的方式，来增加您的宝石数量。"
"TID_HERO_DISABLED_CURRENTLY","该英雄暂不可用"
"TID_SKIN_FARMER_POCO","农夫波克"
"TID_SKIN_FARMER_POCO_SHOP","农夫波克"
"TID_UNDERTAKER_NIGHTWITCH_SKIN","暗夜女巫莫提斯"
"TID_UNDERTAKER_NIGHTWITCH_SKIN_SHOP","暗夜女巫\n莫提斯"
"TID_FRIEND_ADDED","<FRIEND>已成为您的好友！"
"TID_IAP_REFRESHER_BUNDLE","基础组合礼包"
"TID_IAP_REFRESHER_PACK","基础礼包"
"TID_IAP_WOMENS_DAY_1","她的力量"
"TID_IAP_WOMENS_DAY_2","国际妇女节快乐"
"TID_IAP_LIMITED_TIME_DISCOUNT","限时特惠"
"TID_IAP_GOLDENWEEK_PACK","五一礼包"
"TID_IAP_GOLDENWEEK_PACK_DESC","欢庆五一"
"TID_LIMITED_AVAILABILITY","时间有限，心动不如行动！"
"TID_ROBO_WARS_2","机械赛场"
"TID_ROBO_WARS_3","工厂突袭"
"TID_ROBO_WARS_4","组合进攻"
"TID_ROBO_WARS_5","基地克星"
"TID_ROBO_WARS_6","天降机甲"
"TID_ROBO_WARS_7","螺栓螺母"
"TID_ROBO_WARS_8","等待组装"
"TID_ROBO_WARS_9","工厂对垒"
"TID_GOLDRUSH_12","钻石之尘"
"TID_GOLDRUSH_13","方方正正"
"TID_GOLDRUSH_14","地形优势"
"TID_GOLDRUSH_15","蹦蹦跳跳"
"TID_GOLDRUSH_16","倒数计时"
"TID_GOLDRUSH_17","逃逸速度"
"TID_GOLDRUSH_18","深度链接"
"TID_BATTLE_ROYALE_13","惊魂据点"
"TID_BATTLE_ROYALE_14","庭院深深"
"TID_BATTLE_ROYALE_15","日晷"
"TID_BATTLE_ROYALE_16","超级巨星"
"TID_BATTLE_ROYALE_17","幽暗通道"
"TID_BATTLE_ROYALE_18","发条装置"
"TID_BALL_8","贴边射门"
"TID_BALL_9","玩具箱"
"TID_BALL_10","点球大战"
"TID_BALL_11","替补队员"
"TID_BANKHEIST_14","皇室经典"
"TID_HERO_DISABLED_CURRENTLY_PRINT","该英雄暂不可用，请稍后再试！"
"TID_NEXT_ROBO_IN","下一波进攻："
"TID_ROBO_WARS_OWN_ROBO_SPAWNED","与<num>级<c998888ff>攻坚机甲</c>一起<c998888ff>进攻</c>！"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED","<c99dd3333>抵御</c>对方的<num>级<c99dd3333>攻坚机甲</c>！"
"TID_HERO_DISABLED_CURRENTLY_START_GAME","该英雄暂不可用，请选择其他英雄！"
"TID_HERO_COMING_SOON","新英雄即将登场！"
"TID_NO_ROBOS_SPAWNED","螺栓数相同，无攻坚机甲！"
"TID_LAST_ROBO_IN","最后一波进攻："
"TID_ROBO_LEVEL","<num>级攻坚机甲"
"TID_BATTLE_ROYALE_19","怪石嶙峋"
"TID_BATTLE_ROYALE_20","坠落星辰"
"TID_BATTLE_ROYALE_21","风暴之眼"
"TID_BATTLE_ROYALE_22","泛滥平原"
"TID_BATTLE_ROYALE_23","激流勇进"
"TID_BATTLE_ROYALE_24","双重否定"
"TID_BATTLE_ROYALE_25","高墙深院"
"TID_BATTLE_ROYALE_26","古城庭院"
"TID_BATTLE_ROYALE_27","斑驳雪地"
"TID_BALL_12","快乐大脚"
"TID_BALL_13","棋盘迷宫"
"TID_BALL_14","纸醉金迷"
"TID_BALL_15","梦幻弹珠"
"TID_BALL_16","弧形穹顶"
"TID_GOLDRUSH_19","弹簧陷阱"
"TID_GOLDRUSH_20","斜线切入"
"TID_GOLDRUSH_21","交叉剪接"
"TID_GOLDRUSH_22","锋利锐角"
"TID_GOLDRUSH_23","弹跳餐厅"
"TID_GOLDRUSH_24","细胞分裂"
"TID_GOLDRUSH_25","嗖嗖作响"
"TID_GOLDRUSH_26","太极阴阳"
"TID_ROBO_HEALTH","攻坚机甲："
"TID_TEAMING_WARNING","<c99dd3333>攻击敌人</c>，否则就会遭到<c99dd3333>超级流星</c>的攻击！"
"TID_FREE_NAME_CHANGE_INTRO_TEXT","您只有一次免费更改名称的机会，请谨慎使用。以后再次更改名称需要花费宝石。"
"TID_PAID_NAME_CHANGE_INTRO_TEXT","想花费宝石更改名称？\n如果您更改的名称令人不适，我们保留对其进行修改的权利，且不会退还宝石。"
"TID_NAME_CHANGE_INTRO_TITLE","更改名称"
"TID_NAME_CHANGE_ON_COOLDOWN","您需要等待<time>后才能再次更改名称。"
"TID_NAME_CHANGE_FREE","免费"
"TID_PLAYER_YOU","您"
"TID_NEWS_TAB_NEWS","新闻"
"TID_NEWS_TAB_VIDEOS","视频"
"TID_VS_TRAINING","训练洞窟"
"TID_TRAINING_DPS","每秒伤害："
"TID_SHOP_SHORTCUT_1","特惠"
"TID_SHOP_SHORTCUT_2","每日精选"
"TID_SHOP_SHORTCUT_NOT_USED","宝箱"
"TID_SHOP_SHORTCUT_3","皮肤"
"TID_SHOP_SHORTCUT_4","星光商店"
"TID_SHOP_SHORTCUT_5","资源"
"TID_SHOP_NOTIFICATION_NEW","新！"
"TID_SHOP_NOTIFICATION_FREE","免费！"
"TID_SKIN_INFO_INCLUDES","皮肤包括：\n"
"TID_SKIN_INFO_NORMAL","- 独特英雄模型"
"TID_SKIN_INFO_NORMAL_PET","- 独特英雄模型\n- 独特宠物模型"
"TID_SKIN_INFO_NORMAL_TURRET","- 独特英雄模型\n- 独特炮台模型"
"TID_SKIN_INFO_FX","- 独特英雄模型\n- 独特特效"
"TID_SKIN_INFO_ANIM_PET","- 独特英雄模型\n- 独特宠物模型\n- 独特动画"
"TID_SKIN_INFO_ANIM_TURRET","- 独特英雄模型\n- 独特炮台模型\n- 独特动画"
"TID_SKIN_INFO_ANIM_FX","- 独特英雄模型\n- 独特特效\n- 独特动画"
"TID_SKIN_INFO_ANIM_FX_PET","- 独特英雄模型\n- 独特宠物模型\n- 独特特效\n- 独特动画"
"TID_SKIN_INFO_ANIM_FX_SOUND_PET","- 独特英雄模型\n- 独特宠物模型\n- 独特特效\n- 独特动画\n- 独特音效"
"TID_SKIN_INFO_ANIM_FX_TURRET","- 独特英雄模型\n- 独特炮台模型\n- 独特特效\n- 独特动画"
"TID_SKIN_INFO_ANIM_FX_SOUND_TURRET","- 独特英雄模型\n- 独特炮台模型\n- 独特特效\n- 独特动画\n- 独特音效"
"TID_SKIN_INFO_ANIM","- 独特英雄模型\n- 独特动画"
"TID_SKIN_INFO_ANIM_SOUND_FX","- 独特英雄模型\n- 独特特效\n- 独特动画\n- 独特音效"
