"TID","NL"
"TID_GOLDRUSH_10","Echokamer"
"TID_BANKHEIST_5","Chique hekken"
"TID_BATTLE_ROYALE_D7","Supershoppen"
"TID_BATTLE_ROYALE_8","Eilandeninvasie"
"TID_BATTLE_ROYALE_6","Oproergrot"
"TID_CLAN_CHAT_JUMP_TO_NEW","<count> nieuwe berichten"
"TID_CLAN_CHAT_NEW","NIEUW"
"TID_BANKHEIST_6","Hooivorkenveld"
"TID_GOLDRUSH_11","Overstroomde mijn"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_ANDROID","Je moet de bètaversie van Brawl Stars downloaden via de Google Play Store (alleen beschikbaar in geselecteerde landen). Apparaten die zijn geroot, worden op dit moment niet ondersteund. Kom later terug!"
"TID_RATE_APP_MESSAGE_ANDROID","Schrijf een recensie of beoordeel Brawl Stars in de Google Play Store. Je feedback is voor ons heel waardevol!"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE","Nieuwe Google Play-aanmelding"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT","Wil je je huidige spel opslaan onder dit Google Play-account?"
"TID_SHOWDOWN_END","SHOWDOWN!"
"TID_SETTINGS_FIXES_JOYSTICK","VERPLAATSINGS-\nBESTURING OP SLOT"
"TID_SETTINGS_SC_ID","SUPERCELL ID"
"TID_LANGUAGE_LOCALIZED_NAME","Nederlands"
"TID_POPUP_CHANGE_LANGUAGE_TITLE","Taal wijzigen?"
"TID_POPUP_CHANGE_LANGUAGE","Weet je zeker dat je de taal wilt wijzigen?"
"TID_SKIN_RARITY_1","<cffffff>Gewoon</c>"
"TID_SKIN_RARITY_2","<c0070dd>Zeldzaam</c>"
"TID_SKIN_RARITY_3","<ca335ee>Episch</c>"
"TID_SKIN_RARITY_4","<cff8000>Legendarisch</c>"
"TID_BANKHEIST_7","Cactuscorridor"
"TID_BATTLE_ROYALE_9","Westenwind"
"TID_BATTLE_ROYALE_10","Wandelende duinen"
"TID_NO_FRIENDS_GO_TO_FRIENDS","Ga naar Vrienden"
"TID_EVENT_MODIFIER_1","ENERGIEDRANK"
"TID_EVENT_MODIFIER_2","BOZE ROBOT"
"TID_EVENT_MODIFIER_3","METEORENREGEN"
"TID_EVENT_MODIFIER_4","DOODSANGST"
"TID_EVENT_MODIFIER_DESC_1","Als je alleen bent, kan er een energiedrankje in de buurt verschijnen. Pak het om de schade die je knokker aanricht en de snelheid van je knokker tijdelijk te verhogen."
"TID_EVENT_MODIFIER_DESC_2","Een boze robot verschijnt willekeurig en valt de dichtstbijzijnde knokker aan. Kijk uit!"
"TID_EVENT_MODIFIER_DESC_3","Dit is geen meteorenregen waarvoor je stilstaat om hem te bewonderen. Kijk uit voor vallende keien!"
"TID_BALL_4","Geniepige velden"
"TID_EVENT_MODIFIER_DESC_4","Je gezondheid gaat continu omlaag, maar als je schade toebrengt aan vijandelijke knokkers, wordt wat van je gezondheid hersteld. Als je een knokker verslaat, wordt je gezondheid volledig hersteld. Alle genezing is minder effectief."
"TID_BALL_5","BB-fort"
"TID_BALL_6","Superstadium"
"TID_BALL_7","Plassenspat"
"TID_BANKHEIST_8","Knekeltunnel"
"TID_EVENT_MODIFIER_DESC_3_SD","Samenscholen met je vrienden kan gevaarlijk zijn als er enorme keien uit de lucht vallen!"
"TID_DEFEATED_SHOWDOWN","Verslagen"
"TID_OFFER_WATCH_AD","BEKIJKEN"
"TID_ERROR_REPLAY_DISABLED","Herhaling is niet beschikbaar."
"TID_WANTED_9","Koningenkanaal"
"TID_HOOK","GENE"
"TID_STAR_KEY_INFO_EXTENSION","\n\nStertokens worden gebruikt om grote dozen te openen."
"TID_TEAM_OWNER_TEXT","Team van <NAME>"
"TID_SPECTATE_AUTO","Automatisch"
"TID_BATTLE_ROYALE_11","Bow Wow"
"TID_FRIEND_POPOVER_INVITE","UITNODIGEN VOOR TEAM"
"TID_TEAM_ERROR_ALREADY_IN_ROOM","Deze speler zit al in je team!"
"TID_TEAM_ERROR_ALREADY_INVITED","Deze speler is al uitgenodigd."
"TID_BATTLE_ROYALE_D2","Stormachtige velden"
"TID_UNDERTAKER_GREASER_SKIN","ROCKABILLY-MORTIS"
"TID_COMMUNITY_PROPS","Kaart van de community!\n\nConcept van:\n<cff8000><CREDIT></c>"
"TID_BATTLE_ROYALE_12","Warmtedoolhof"
"TID_TEAM_INVITE_ALREADY_IN_TEAM","Deze speler zit al in een team!"
"TID_HINT_38","Een roterende blauwe cirkel onder een knokker betekent dat de super-aanval klaar is!"
"TID_HINT_39","Een roterende gele cirkel onder een knokker geeft aan dat hij zijn super-aanval richt."
"TID_EVENT_NOT_AVAILABLE","Geen evenement"
"TID_SHOP_OFFER_PURCHASE_AD_NOT_AVAILABLE","Geen video beschikbaar. Kom later terug."
"TID_SHOP_NOT_AVAILABLE","niet beschikbaar"
"TID_UNDERTAKER_GREASER_SKIN_SHOP","ROCKABILLY-\nMORTIS"
"TID_HINT_40","Verbind je spel met Supercell ID via de instellingen van het spel om je account veilig te houden en op meerdere apparaten te spelen. Je krijgt er bovendien een gratis skin voor!"
"TID_GACHA_VIDEO_REWARD_RECEIVED","Extra beloningen toegevoegd"
"TID_BUTTON_NAVI_SHOP","WINKEL"
"TID_BUTTON_NAVI_SOCIAL","SOCIAAL"
"TID_BUTTON_NAVI_BRAWLERS","KNOKKERS"
"TID_BRAWL_TICKETS_BUTTON","SPELEN"
"TID_HOME_SCREEN_INVITE","UITNODIGEN"
"TID_HINT_41","Je trofeeëntotaal is een combinatie van alle trofeeën van je individuele knokkers."
"TID_GOAL","<name> heeft gescoord!"
"TID_EVENT_MODIFIER_5","GENEZENDE CHAMPIGNONS"
"TID_EVENT_MODIFIER_DESC_5","Er verschijnen willekeurig genezende champignons! Ze genezen tijdelijk alles in hun buurt."
"TID_EVENT_MODIFIER_DESC_5_SD","Er verschijnen willekeurig genezende champignons! Als je met je vrienden dichtbij komt, zullen de champignons niet groeien."
"TID_NINJA","LEON"
"TID_ROSA","ROSA"
"TID_HINT_42","Als je een tijdje niet aanvalt of geen schade oploopt, dan begint je knokker te genezen."
"TID_HOOK_SHORT_DESC","HELPER"
"TID_HOOK_DESC","Gene gebruikt zijn magische lamp om een projectiel af te vuren dat zich opsplitst. Zijn superaanval is een magische hand die vijanden naar hem toe haalt!"
"TID_SPEC_ABI_HOOK","Magische pufjes"
"TID_SPEC_ABI_HOOK_DESC","Gene geneest de gezondheid van alle vriendschappelijke knokkers om hem heen met <c00cc00><VALUE1></c> punten per seconde."
"TID_HOOK_WEAPON","ROOKKNAL"
"TID_HOOK_ULTI","MAGISCHE HAND"
"TID_HOOK_WEAPON_DESC","Gene schiet een bol magische rook uit zijn lamp. Als de bol zijn doelwit niet raakt, splitst deze en verspreidt zich als een waaier."
"TID_HOOK_ULTI_DESC","Gene vuurt een magische hand af met zijn lamp. Als de hand een vijand grijpt, trekt hij hem naar Gene toe."
"TID_NINJA_SHORT_DESC","HEIMELIJKE AANVALLER"
"TID_NINJA_DESC","Leon schiet een snel salvo van lemmeten op zijn doel. Met zijn superaanval laat hij een rookbom afgaan die hem tijdelijk onzichtbaar maakt."
"TID_SPEC_ABI_SPEED_INVISIBLE","Rooksporen"
"TID_SPEC_ABI_SPEED_INVISIBLE_DESC","Als Leon zijn superaanval gebruikt, krijgt zijn verplaatsingssnelheid een boost van <c00cc00><VALUE1>%</c> zolang hij onzichtbaar is."
"TID_NINJA_WEAPON","TOLLENDE MESSEN"
"TID_NINJA_ULTI","ROOKBOM"
"TID_NINJA_WEAPON_DESC","Met een slag van zijn pols gooit Leon vier tollende messen. Hoe verder de messen vliegen, des te minder schade ze aanrichten."
"TID_NINJA_ULTI_DESC","Leon is <time> seconden lang onzichtbaar. Als hij aanvalt, wordt hij onthuld. Vijanden in Leons nabijheid kunnen hem spotten."
"TID_ROSA_SHORT_DESC","ZWAARGEWICHT"
"TID_ROSA_DESC","Deze boksende botaniste plant haar voeten in de aarde en geeft geen duimbreed toe. Haar super zorgt voor sterke plantaardige bescherming."
"TID_SPEC_ABI_HEAL_FOREST","Plantenleven"
"TID_SPEC_ABI_HEAL_FOREST_DESC","Rosa's gezondheid herstelt met <c00cc00><VALUE1></c> punten per seconde als ze zich in een struik bevindt."
"TID_ROSA_WEAPON","STENEN HANDEN"
"TID_ROSA_ULTI","STERK SPUL"
"TID_ROSA_WEAPON_DESC","Rosa laat een regen van krachtige klappen neerdalen met perfecte techniek."
"TID_ROSA_ULTI_DESC","Rosa krijgt <time> seconden lang een tweede huid van sterke planten, waarmee alle opgelopen schade zolang met <num>% wordt verminderd."
"TID_STAT_DAMAGE_PER_CLUSTER","Schade per cluster"
"TID_STAT_DAMAGE_PER_SHURIKEN","Schade per lemmet op korte afstand"
"TID_STAT_INVISIBLE","Rookbom"
"TID_STAT_SHIELD","Schild"
"TID_SELECT_HERO_INFO_RAID_BOSS","<c2288ff>Spelers tegen baas</c>"
"TID_EVENT_POPUP_GMV_LABEL_RAID_BOSS","Drie spelers tegen de robotbaas"
"TID_GAME_MODE_10","BAASGEVECHT"
"TID_RAID_BOSS_INTRO_TEXT","Versla de baas"
"TID_RAID_1","Robotbaasarena"
"TID_GAME_MODE_10_DESC","Kun jij de ontzagwekkende robotbaas verslaan? Werk samen met twee teamgenoten en schakel dit monster uit. Zo lang een van je teamgenoten nog overeind staat, kun je weer terugkomen en meedoen met het gevecht. Als iedereen is verslagen, is het game over.\n\nElke keer als je de baas verslaat, wordt het volgende baasgevecht weer moeilijker, van normaal tot waanzinnig."
"TID_TEAM_MATE_GONE","<ccccc00>Teamgenoot verslagen!</c>"
"TID_ALL_TEAM_MATES_GONE","<cee0000>Beide teamgenoten verslagen!</c>"
"TID_RAID_BOSS_ENRAGE_1","<c99bb22bb>De baas is boos!</c>"
"TID_RAID_BOSS_ENRAGE_2","<c99bb2222>De baas is woedend!</c>"
"TID_RAID_BOSS_ENRAGE_3","<c99bbbb22>De baas is ziedend!</c>"
"TID_RAID_BOSS_DIFFICULTY_0","Normaal"
"TID_RAID_BOSS_DIFFICULTY_1","Moeilijk"
"TID_RAID_BOSS_DIFFICULTY_2","Expert"
"TID_RAID_BOSS_DIFFICULTY_3","Meester"
"TID_RAID_BOSS_DIFFICULTY_4","Waanzinnig"
"TID_RAID_BOSS_DIFFICULTY_5","Waanzinnig II"
"TID_RAID_BOSS_DIFFICULTY_6","Waanzinnig III"
"TID_RAID_BOSS_DIFFICULTY_7","Waanzinnig IV"
"TID_RAID_BOSS_DIFFICULTY_8","Waanzinnig V"
"TID_RAID_BOSS_DIFFICULTY_9","Waanzinnig VI"
"TID_RAID_BOSS_DIFFICULTY_10","Waanzinnig VII"
"TID_RAID_BOSS_DIFFICULTY_11","Waanzinnig VIII"
"TID_RAID_BOSS_DIFFICULTY_12","Waanzinnig IX"
"TID_RAID_BOSS_DIFFICULTY_13","Waanzinnig X"
"TID_RAID_BOSS_DIFFICULTY_14","Waanzinnig XI"
"TID_RAID_BOSS_DIFFICULTY_15","Waanzinnig XII"
"TID_RAID_BOSS_DIFFICULTY_16","Waanzinnig XIII"
"TID_RAID_BOSS_DIFFICULTY_17","Waanzinnig XIV"
"TID_RAID_BOSS_DIFFICULTY_18","Waanzinnig XV"
"TID_RAID_BOSS_DIFFICULTY_19","Waanzinnig XVI"
"TID_RAID_BOSS_DIFFICULTY_20","JULLIE ZIJN TE GEK!"
"TID_MODES_NEW_EVENT","NIEUW EVENEMENT"
"TID_MODES_NEW_EVENTS","NIEUWE EVENEMENTEN!"
"TID_TEAM_MEMBER_STATUS_NEW_0","<c999999>OFFLINE</c>"
"TID_TEAM_MEMBER_STATUS_NEW_1","VECHT"
"TID_TEAM_MEMBER_STATUS_NEW_2","WEG"
"TID_TEAM_MEMBER_STATUS_NEW_3","<EMPTY>"
"TID_TEAM_MEMBER_STATUS_NEW_4","IN KOPPELPROCEDURE"
"TID_TEAM_MEMBER_STATUS_NEW_5","EINDSCHERM"
"TID_TEAM_MEMBER_STATUS_NEW_6","<c999999>OFFLINE</c>"
"TID_TEAM_MEMBER_STATUS_NEW_7","KIJKT TOE"
"TID_TEAM_MEMBER_STATUS_NEW_8","OEFENT"
"TID_TEAM_MEMBER_STATUS_NEW_9","TYPT..."
"TID_TEAM_MEMBER_STATUS_NEW_10","KIEST KNOKKER"
"TID_TEAM_MEMBER_STATUS_NEW_11","BEKIJKT EVENEMENTEN"
"TID_TEAM_MEMBER_STATUS_NEW_12","OP ZOEK NAAR EEN LID"
"TID_TEAM_MEMBER_STATUS_NEW_READY","KLAAR"
"TID_BUTTON_SPECTATE","TOEKIJKEN"
"TID_NEW_EVENT_IN","Nieuw evenement: <TIME>"
"TID_NEW_EVENT_NOW","NIEUW EVENEMENT BESCHIKBAAR"
"TID_SHOP_TITLE","WINKEL"
"TID_SELECT_EVENT_TITLE","EVENEMENT KIEZEN"
"TID_HERO_LIST_LABEL_NEW","KNOKKERS <c53C5F7><COUNT>/<TOTAL></c>"
"TID_KEY_COUNTER","<VALUE><c7984a8>/<MAX></c>"
"TID_ONLINE_TAB_1","ONLINE SPELERS"
"TID_ONLINE_TAB_2","TEAMCHAT"
"TID_ONLINE_TAB_3","CLUBCHAT"
"TID_ALLIANCE_CHAT_TAB_NOT_IN_ALLIANCE","Voeg je bij een club voor toegang tot de clubchat."
"TID_TEAM_CHAT_TAB_NOT_IN_TEAM","Vorm een team met andere spelers voor toegang tot de teamchat."
"TID_NO_BAND_GO_TO_BANDS","Ga naar clubs"
"TID_SHARE_TEAM_CODE_NO_CODE","Wacht tot de code is gegenereerd voor je deze deelt!"
"TID_TEAM_TEAMCODE_YOURS","Je teamcode"
"TID_BACK_BUTTON","TEAM VERLATEN"
"TID_BARLEY_WIZARD_SKIN","TOVENAAR-BARLEY"
"TID_EVENT_LOCKED_TROPHIES","Behaal meer trofeeën om evenement te ontgrendelen"
"TID_EVENT_LOCKED_PRO_LEAGUE","Bemachtig een sterrenkracht voor een van je knokkers om dit evenement te ontgrendelen."
"TID_SHOTGUN_STAR_SKIN","STER-SHELLY"
"TID_PARTY_MODE_TITLE","VRIENDSCHAPPELIJK"
"TID_BUTTON_PARTY_MODE","VRIENDSCHAPPELIJK"
"TID_LEAVE_TEAM_TITLE","TEAM"
"TID_LEAVE_TEAM_TXT","VERLATEN"
"TID_PARTY_MODE_DESC","Je verdient geen trofeeën met vriendschappelijke gevechten, maar je kunt gewone evenementen proberen of een vriendschappelijk toernooi spelen.\n\nAlle knokkers zijn volledig geüpgraded in vriendschappelijke gevechten."
"TID_HEROES_TO_BE_UNLOCKED","TE ONTGRENDELEN KNOKKERS"
"TID_NITA_REINDEER_SKIN","RENDIER-NITA"
"TID_PENNY_ELF_SKIN","KERSTELF-PENNY"
"TID_DYNAMIKE_SANTA_SKIN","SANTAMIKE"
"TID_DYNAMIKE_CHEF_SKIN","CHEF-MIKE"
"TID_BROCK_BOOMBOX_SKIN","BROCKDANCER"
"TID_EVENT_SLOT_NAME_1","EDELSTENENGRAAI"
"TID_EVENT_SLOT_NAME_2","SHOWDOWN"
"TID_EVENT_SLOT_NAME_3","DAGELIJKSE EVENEMENTEN"
"TID_EVENT_SLOT_NAME_4","TEAMEVENEMENTEN"
"TID_EVENT_SLOT_NAME_7","TICKETEVENEMENTEN"
"TID_EVENT_SLOT_NAME_8","SOLO-EVENEMENTEN"
"TID_EVENT_SLOT_NAME_9","KRACHTSPEL"
"TID_PENNY_ELF_SKIN_SHOP","KERSTELF-\nPENNY"
"TID_DYNAMIKE_SANTA_SKIN_SHOP","SANTAMIKE"
"TID_DYNAMIKE_CHEF_SKIN_SHOP","CHEF-MIKE"
"TID_BROCK_BOOMBOX_SKIN_SHOP","BROCK-\nDANCER"
"TID_NITA_REINDEER_SKIN_SHOP","RENDIER-\nNITA"
"TID_EVENT_STARTS_IN","Evenement begint over: <TIME>"
"TID_UNDERTAKER_HAT_SKIN","HEER MORTIS"
"TID_CREATE_ROOM_CODE","TEAMCODE CREËREN"
"TID_EVENT_LOCKED_TEAM","Je kunt dit evenement niet in teams spelen."
"TID_EVENT_PREVIEW_TITLE","EVENEMENTINFO"
"TID_EVENT_POPUP_GAME_MODE_6_SOLO_DUO","Overleef de arena"
"TID_GAME_MODE_6_SOLO_DUO_DESC","Vecht alleen of met een partner in de showdownarena! Wie aan het eind nog overeind staat, wint.\n\nVerzamel krachtkubussen om je gezondheid en aanvalsschade te verhogen. Er komen gifwolken aan, dus blijf in beweging!"
"TID_INVITE_PENDING","UITGENODIGD"
"TID_JOIN_REQUEST_PENDING","WACHTEN"
"TID_GOAL_MATCH_OVER","<name> heeft gescoord!\nGevecht voorbij."
"TID_GOLDRUSH_XMAS_1","Sneeuwfort"
"TID_GOLDRUSH_XMAS_2","Feestontspanning"
"TID_GOLDRUSH_XMAS_3","Sneeuwballengevecht"
"TID_GOLDRUSH_XMAS_4","IJsblokrots"
"TID_GOLDRUSH_XMAS_5","Sneeuwbelegering"
"TID_GOLDRUSH_XMAS_6","Ingepakt"
"TID_GOLDRUSH_XMAS_7","Versiering"
"TID_GOLDRUSH_XMAS_8","Bevroren meer"
"TID_GOLDRUSH_XMAS_9","Vorstkristallen"
"TID_GOLDRUSH_XMAS_10","Schattenjacht"
"TID_RAID_BOSS_DIFFICULTY_CAP","Je baasuitdagingslevel is verlaagd naar het level van je team. Een uitdaging van een lager level kost je geen tickets, maar je krijgt alleen beloningen voor het uitdagen van een baas van je eigen level."
"TID_RAID_BOSS_DIFFICULTY","Uitdaging:"
"TID_BOSS_3","Bestraffen"
"TID_BOSS_4","Teamdag"
"TID_BOSS_5","Tafelworp"
"TID_BOSS_6","Jachtgezelschap"
"TID_COOP_3","Kluisverdedigers"
"TID_COOP_4","Nergenshuizen"
"TID_COOP_5","Verbroken verbinding"
"TID_COOP_6","Kluiskluisteren"
"TID_RAID_2","Machinezone"
"TID_RAID_3","Schroot"
"TID_BUTTON_INVITE_PLAYER","UITNODIGEN"
"TID_BUTTON_JOIN_TEAM","DEELNEMEN"
"TID_BUTTON_TEAM_FULL","VOL"
"TID_DECIMAL_MARK",","
"TID_RARITY_HEADER_0","TROFEEËNPADBELONING"
"TID_RARITY_HEADER_1","ZELDZAAM"
"TID_RARITY_HEADER_2","SUPERZELDZAAM"
"TID_RARITY_HEADER_3","EPISCH"
"TID_RARITY_HEADER_4","MYTHISCH"
"TID_RARITY_HEADER_5","LEGENDARISCH"
"TID_SETTINGS_KAKAO","KAKAOVRIENDEN"
"TID_HERO_INFO_LEVEL_WITH_NUMBER","KRACHT <NUMBER>"
"TID_HERO_INFO_LEVEL_WITH_NUMBER_LONG","KRACHTLEVEL <NUMBER>"
"TID_IN_YOUR_TEAM","JOUW TEAM"
"TID_TEAM_REQEST_JOIN_FAIL_TEAM_FULL","Kan geen deelnameverzoek sturen. Je team is al vol."
"TID_EVENT_ENDS_IN","Evenement eindigt over: <TIME>"
"TID_EVENT_LOCKED_CAN_CLAIM_WARNING","Ontgrendel het evenement op het trofeeënpad."
"TID_EVENT_LOCKED_CAN_CLAIM","Gefeliciteerd! Je kunt het evenement nu ontgrendelen op het trofeeënpad."
"TID_BATTLE_ROYALE_3D","Dodenvallei"
"TID_BATTLE_ROYALE_7D","Rotsvallei"
"TID_WANTED_4D","Groene knolamaniet"
"TID_GOLDRUSH_3D","Paddenstoelengrot"
"TID_WEEKEND_OFFER","Weekendaanbieding"
"TID_EXCLUSIVE_OFFER","Exclusieve aanbieding"
"TID_EPIC_OFFER","Epische aanbieding"
"TID_MEGA_OFFER","Mega-aanbieding"
"TID_FEATURED_OFFER","Aanbevolen aanbieding"
"TID_TAIPEI_OFFER","TAIPEI GAME SHOW-AANBIEDING"
"TID_RAID_BOSS_ENRAGE_4","<c99ffffff>Baas in godmodus!</c>"
"TID_RAID_BOSS_ENRAGE_WARNING_1","Baas wordt <cffbb22bb>boos</c> over:"
"TID_RAID_BOSS_ENRAGE_WARNING_2","Baas wordt <cffbb2222>woedend</c> over:"
"TID_RAID_BOSS_ENRAGE_WARNING_3","Baas wordt <cffbbbb22>ziedend</c> over:"
"TID_RAID_BOSS_ENRAGE_WARNING_4","Baas gaat in <cffffffff>godmodus</c> over:"
"TID_HERO_INFO_LOCKED_INFO_SHORT","Open knokdozen om te ontgrendelen"
"TID_ROBO_WARS_1","Zweedse belegering"
"TID_ROBO_WARS_INTRO_TEXT","Vernietig de vijandelijke basis."
"TID_ROBO_WARS_SCRAP","Bouten:"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_0","<c998888ff>Jouw team</c> heeft een robot gebouwd!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_0","Het <c99dd3333>vijandelijke team</c> heeft een robot gebouwd!"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_1","<c998888ff>Jouw team</c> heeft een <c99bb22bb>boze robot</c> gebouwd!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_1","<c99dd3333>Vijandelijk team</c> heeft een <c99bb22bb>boze robot</c> gebouwd!"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_2","<c998888ff>Jouw team</c> heeft een <c99bb2222>woedende robot</c> gebouwd!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_2","<c99dd3333>Vijandelijk team</c> heeft een <c99bb2222>woedende robot</c> gebouwd!"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_3","<c998888ff>Jouw team</c> heeft een <c99bbbb22>ziedende robot</c> gebouwd!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_3","<c99dd3333>Vijandelijk team</c> heeft een <c99bbbb22>ziedende robot</c> gebouwd!"
"TID_ROBO_WARS_SCRAP_AMOUNT","<v1>/<v2>"
"TID_BRAWL_BOX_INFO","Verzamel <c33a5d7><COUNT> tokens</c> met gevechten om deze knokdoos open te maken."
"TID_STAR_BOX_INFO","Verzamel <cff8E1b><COUNT> stertokens</c> met je eerste overwinning in verschillende evenementen om deze grote doos open te maken."
"TID_ALLIANCE_LOCATION","CLUBLOCATIE"
"TID_LOCATION_TITLE","LOCATIE SELECTEREN"
"TID_SETTINGS_LOCATION","LOCATIE"
"TID_REGION_INT","Internationaal"
"TID_POPUP_CHANGE_LOCATION_TITLE","Locatie wijzigen?"
"TID_POPUP_CHANGE_LOCATION","Weet je zeker dat je de locatie wilt wijzigen? Dit kun je maar één keer per dag doen."
"TID_CHANGE_LOCATION_RESULT_0","Locatie gewijzigd naar: <COUNTRY>"
"TID_CHANGE_LOCATION_RESULT_1","De locatie kan nog niet worden gewijzigd. Probeer het nog een keer over <TIME>."
"TID_SKIN_INFO_CAMPAIGN_2_AVAILABLE","Vier lunaire knokpartijen met deze feestelijke skin!"
"TID_SKIN_INFO_CAMPAIGN_2_NOT_AVAILABLE","Lunaire knokskin"
"TID_SKIN_INFO_CAMPAIGN_5_AVAILABLE","Vier lunaire knokpartijen met deze feestelijke skin!"
"TID_SKIN_INFO_CAMPAIGN_5_NOT_AVAILABLE","Lunaire knokskin"
"TID_CACTUS_PINK_SKIN","SAKURA-SPIKE"
"TID_CACTUS_PINK_SKIN_SHOP","SAKURA-\nSPIKE"
"TID_TRICKSHOT_DUDE","RICO"
"TID_TRICKSHOT_GOLD_SKIN","RIJKE RICO"
"TID_TRICKSHOT_GOLD_SKIN_SHOP","RIJKE\nRICO"
"TID_SKIN_POPCORN_RICO","POPCORNRICO"
"TID_SKIN_POPCORN_RICO_SHOP","POPCORN-\nRICO"
"TID_SKIN_FOOTBULL","TOUCHDOWN-BULL"
"TID_SKIN_FOOTBULL_SHOP","TOUCHDOWN-\nBULL"
"TID_SKIN_DUMPLING_DARRYL","DIMSUM-DARRYL"
"TID_SKIN_DUMPLING_DARRYL_SHOP","DIMSUM-\nDARRYL"
"TID_SKIN_LUNAR_BROCK","LEEUWENDANS-BROCK"
"TID_SKIN_LUNAR_BROCK_SHOP","LEEUWENDANS-\nBROCK"
"TID_SKIN_LUNAR_COLT","KEIZERSWACHTER-COLT"
"TID_SKIN_LUNAR_COLT_SHOP","KEIZERSWACHTER-\nCOLT"
"TID_SKIN_VALENTINE_POCO","SERENADE-POCO"
"TID_SKIN_VALENTINE_POCO_SHOP","SERENADE-\nPOCO"
"TID_BANKHEIST_9","Fractie van een seconde"
"TID_BANKHEIST_10","Rollende donder"
"TID_BANKHEIST_11","Draaien en schieten"
"TID_BANKHEIST_12","Brug te ver"
"TID_BANKHEIST_13","Bijzondere situatie"
"TID_WANTED_10","Zwembadfeestje"
"TID_WANTED_11","Stierenverblijf"
"TID_WANTED_12","Uitblinken"
"TID_WANTED_13","Laagjestaart"
"TID_WANTED_14","Droog seizoen"
"TID_NOT_ENOUGH_LEGENDARY_TROPHIES","Niet genoeg sterpunten"
"TID_NOT_ENOUGH_GOLD_TITLE","Niet genoeg munten"
"TID_NOT_ENOUGH_GOLD_TEXT","Ontbrekende <NUM> munten kopen?"
"TID_NOT_ENOUGH_GOLD_TEXT_ONE","De ontbrekende munt kopen?"
"TID_TEAM_INVITATION_POPUP_MUTE_ALL","BLOKKEER ALLE UITNODIGINGEN GEDURENDE HET VOLGENDE UUR"
"TID_TEAM_INVITATION_SETTING_MUTE","Alle teamuitnodigingen blokkeren"
"TID_BUTTON_TEAM_DND","NIET STOREN"
"TID_SHOP_VALENTINE_OFFER","VALENTIJNSDAGAANBIEDING"
"TID_SHOP_BRAWLER_BUNDLE","KNOKKERBUNDEL"
"TID_SHOP_SEASONAL_SKIN_OFFER","SEIZOENSSKINAANBIEDING"
"TID_SHOP_WELCOME_OFFER","WELKOMSTAANBIEDING"
"TID_SHOP_BRAWLER_PACK","KNOKKERPAKKET"
"TID_SHOP_STAR_POWER_OFFER","STERRENKRACHTAANBIEDING"
"TID_SHOP_UPGRADE_BUNDLE","UPGRADEBUNDEL"
"TID_SHOP_NEW_BRAWLER_OFFER","AANBIEDING: NIEUWE KNOKKER"
"TID_SHOP_NEW_SKIN_RELEASE","NIEUWE SKIN UITGEBRACHT"
"TID_SHOP_NEW_SKIN_OFFER","AANBIEDING: NIEUWE SKIN"
"TID_FRIENDLY_GAME_ROOM_LOCKED","Bereik ervaringslevel <NUM> om vriendschappelijke gevechten te ontgrendelen."
"TID_HEROES_COMING_SOON","ER KOMEN KNOKKERS AAN"
"TID_RARITY_NAME_0_UPPER","TROFEEËNPADBELONING"
"TID_RARITY_NAME_1_UPPER","ZELDZAAM"
"TID_RARITY_NAME_2_UPPER","SUPERZELDZAAM"
"TID_RARITY_NAME_3_UPPER","EPISCH"
"TID_RARITY_NAME_4_UPPER","MYTHISCH"
"TID_RARITY_NAME_5_UPPER","LEGENDARISCH"
"TID_STARTER_PACK_5","LEVEL-50-PAKKET"
"TID_STARTER_PACK_6","LEVEL-75-PAKKET"
"TID_STARTER_PACK_7","LEVEL-100-PAKKET"
"TID_STARTER_PACK_8","LEVEL-125-PAKKET"
"TID_WHIRLWIND","CARL"
"TID_WHIRLWIND_SHORT_DESC","VECHTER"
"TID_WHIRLWIND_DESC","Carl gooit zijn pikhouweel als een soort boemerang. Met zijn superaanval tolt zijn mijnwagentje in het rond en beukt hij tegen iedereen om hem heen."
"TID_WHIRLWIND_WEAPON","PIKHOUWEEL"
"TID_WHIRLWIND_ULTI","SLIPPEN"
"TID_WHIRLWIND_WEAPON_DESC","Carl werpt zijn pikhouweel als een soort boemerang. Zodra hij zijn pikhouweel weer vangt, kan hij het weer gooien."
"TID_WHIRLWIND_ULTI_DESC","Carl tolt een paar seconden lang in het rond. Hij slaat om zich heen en brengt schade toe aan vijanden."
"TID_STAT_DAMAGE_EACH_WAY","Schade bij treffer"
"TID_STAT_DAMAGE_PER_SWING","Schade per slag"
