"TID","ES"
"TID_EVENT_MODIFIER_4","TUMBAS MALDITAS"
"TID_EVENT_MODIFIER_DESC_1","Puede que aparezca una bebida energética si no hay nadie cerca de tu brawler. Bébetela para potenciar la velocidad y el daño que inflige tu brawler durante un tiempo."
"TID_EVENT_MODIFIER_DESC_2","Un robot enojado aparece de repente y ataca al brawler más cercano. ¡Cuidado!"
"TID_EVENT_MODIFIER_DESC_3","Esta lluvia de meteoritos no es para detenerse a contemplarla. ¡Cuidado con las rocas que caen del cielo!"
"TID_BALL_4","Campos furtivos"
"TID_EVENT_MODIFIER_DESC_4","Perderás puntos de vida constantemente, pero infligir daño a los brawlers rivales te ayudará a recuperar salud. ¡Derrota a un brawler para recuperar toda tu salud! Todas las habilidades de curación estarán disminuidas."
"TID_BALL_5","Fuerte BB"
"TID_BALL_6","Superestadio"
"TID_BALL_7","Charca anegada"
"TID_BANKHEIST_8","Túnel de huesos"
"TID_EVENT_MODIFIER_DESC_3_SD","Estar cerca de tus aliados puede ser muy peligroso cuando caigan rocas gigantes del cielo."
"TID_DEFEATED_SHOWDOWN","Derrota"
"TID_OFFER_WATCH_AD","VER"
"TID_ERROR_REPLAY_DISABLED","Repetición no disponible"
"TID_WANTED_9","Canal grande"
"TID_HOOK","GENIO"
"TID_STAR_KEY_INFO_EXTENSION","\n\nLas fichas estelares sirven para abrir las cajas grandes."
"TID_TEAM_OWNER_TEXT","Equipo de <NAME>"
"TID_SPECTATE_AUTO","Automático"
"TID_BATTLE_ROYALE_11","Bow Wow"
"TID_FRIEND_POPOVER_INVITE","INVITAR AL EQUIPO"
"TID_TEAM_ERROR_ALREADY_IN_ROOM","El jugador ya pertenece a tu equipo."
"TID_TEAM_ERROR_ALREADY_INVITED","Ya se ha invitado a este jugador."
"TID_BATTLE_ROYALE_D2","Valle tempestuoso"
"TID_UNDERTAKER_GREASER_SKIN","MORTIS ROCKABILLY"
"TID_COMMUNITY_PROPS","Mapa de la comunidad\n\nConcepto de\n<cff8000><CREDIT></c>"
"TID_BATTLE_ROYALE_12","Laberinto caluroso"
"TID_TEAM_INVITE_ALREADY_IN_TEAM","El jugador ya pertenece a un equipo."
"TID_HINT_38","Si aparece un círculo azul debajo de un brawler, significa que su súper está listo."
"TID_HINT_39","Si aparece un círculo amarillo debajo de un brawler, significa que está apuntando su súper."
"TID_EVENT_NOT_AVAILABLE","No hay eventos disponibles."
"TID_SHOP_OFFER_PURCHASE_AD_NOT_AVAILABLE","No hay vídeos disponibles. Inténtalo más tarde."
"TID_SHOP_NOT_AVAILABLE","no disponible"
"TID_UNDERTAKER_GREASER_SKIN_SHOP","MORTIS\nROCKABILLY"
"TID_HINT_40","Conecta tu cuenta a Supercell ID en los ajustes para proteger tu cuenta y jugar en varios dispositivos. ¡También recibirás un aspecto gratis!"
"TID_GACHA_VIDEO_REWARD_RECEIVED","Se han añadido recompensas extras."
"TID_BUTTON_NAVI_SHOP","TIENDA"
"TID_BUTTON_NAVI_SOCIAL","SOCIAL"
"TID_BUTTON_NAVI_BRAWLERS","BRAWLERS"
"TID_BRAWL_TICKETS_BUTTON","JUGAR"
"TID_HOME_SCREEN_INVITE","INVITAR"
"TID_HINT_41","La cantidad total de trofeos es una combinación de los trofeos de todos los brawlers."
"TID_GOAL","¡Gol de <name>!"
"TID_EVENT_MODIFIER_5","SETAS CURATIVAS"
"TID_EVENT_MODIFIER_DESC_5","¡Las setas curativas aparecen aleatoriamente! Estas setas lo curan todo a su alrededor durante un tiempo."
"TID_EVENT_MODIFIER_DESC_5_SD","¡Las setas curativas aparecen aleatoriamente! Las setas no crecen donde haya muchos aliados reunidos."
"TID_NINJA","LEON"
"TID_ROSA","ROSA"
"TID_HINT_42","La salud de este brawler se regenera cuando no está atacando o recibiendo daño durante un tiempo."
"TID_HOOK_SHORT_DESC","APOYO"
"TID_HOOK_DESC","Este genio usa su lámpara mágica para disparar un proyectil divisible. Su súper es una mano mágica que agarra y acerca a los enemigos."
"TID_SPEC_ABI_HOOK","Curación mágica"
"TID_SPEC_ABI_HOOK_DESC","El genio regenera <c00cc00><VALUE1></c> puntos de salud por segundo a todos los aliados que se encuentren en su rango."
"TID_HOOK_WEAPON","HUMAREDA MÍSTICA"
"TID_HOOK_ULTI","MANO MÁGICA"
"TID_HOOK_WEAPON_DESC","El genio dispara una esfera con su lámpara. Si no alcanza al objetivo, se disuelve en una humareda mística que inflige menos daño."
"TID_HOOK_ULTI_DESC","La lámpara del genio lanza una mano mágica que, al alcanzar a un brawler enemigo, lo arrastra hacia él."
"TID_NINJA_SHORT_DESC","ASESINO SIGILOSO"
"TID_NINJA_DESC","Leon acribilla al enemigo con hojas afiladas. Su súper es una bomba de humo que lo vuelve invisible durante un tiempo."
"TID_SPEC_ABI_SPEED_INVISIBLE","Humareda"
"TID_SPEC_ABI_SPEED_INVISIBLE_DESC","Cuando Leon despliega su súper, se mueve un <c00cc00><VALUE1> %</c> más rápido mientras es invisible."
"TID_NINJA_WEAPON","ESTRELLAS NINJA"
"TID_NINJA_ULTI","BOMBA DE HUMO"
"TID_NINJA_WEAPON_DESC","Con un movimiento de muñeca, Leon lanza cuatro estrellas ninja. Las hojas infligen menos daño a mayor distancia."
"TID_NINJA_ULTI_DESC","Leon se vuelve invisible durante <time> segundos. Al atacar, quedará al descubierto. Además, los enemigos podrán verlo si se acercan mucho a él."
"TID_ROSA_SHORT_DESC","PESO PESADO"
"TID_ROSA_DESC","Rosa combina a la perfección sus dos pasiones: la botánica y el boxeo. Su súper la cubre con una robusta piel protectora hecha a base de plantas."
"TID_SPEC_ABI_HEAL_FOREST","Naturaleza viva"
"TID_SPEC_ABI_HEAL_FOREST_DESC","Rosa recupera <c00cc00><VALUE1></c> puntos de salud por segundo cuando se esconde entre los arbustos."
"TID_ROSA_WEAPON","MANOS DE PIEDRA"
"TID_ROSA_ULTI","DURA DE PODAR"
"TID_ROSA_WEAPON_DESC","Rosa reparte una somanta de puñetazos con una técnica envidiable."
"TID_ROSA_ULTI_DESC","Las plantas de Rosa le otorgan una segunda piel que la protege durante <time> segundos y reduce el daño recibido en un <num> %."
"TID_STAT_DAMAGE_PER_CLUSTER","Daño por bomba racimo"
"TID_STAT_DAMAGE_PER_SHURIKEN","Daño por hoja a corto alcance"
"TID_STAT_INVISIBLE","Bomba de humo"
"TID_STAT_SHIELD","Escudo"
"TID_SELECT_HERO_INFO_RAID_BOSS","<c2288ff>Jugadores contra jefe</c>"
"TID_EVENT_POPUP_GMV_LABEL_RAID_BOSS","3 contra un jefe robótico"
"TID_GAME_MODE_10","TODOS CONTRA UNO"
"TID_RAID_BOSS_INTRO_TEXT","Derrota al jefe"
"TID_RAID_1","Arena del jefe robótico"
"TID_GAME_MODE_10_DESC","¿Podréis derrotar al temido jefe robótico? Juega con otros dos miembros del equipo para derrotar a este villano. Reaparecerás siempre que alguno de tus aliados esté vivo. ¡Si todos sois derrotados, se acabará la partida!\n\nLas partidas de Todos contra uno aumentarán su dificultad, desde Normal hasta Demencial, cada vez que logres derrotar al jefe."
"TID_TEAM_MATE_GONE","<ccccc00>¡Aliado derrotado!</c>"
"TID_ALL_TEAM_MATES_GONE","<cee0000>¡Ambos aliados derrotados!</c>"
"TID_RAID_BOSS_ENRAGE_1","<c99bb22bb>¡El jefe está enfadado!</c>"
"TID_RAID_BOSS_ENRAGE_2","<c99bb2222>¡El jefe está furioso!</c>"
"TID_RAID_BOSS_ENRAGE_3","<c99bbbb22>¡El jefe está enfurecido!</c>"
"TID_RAID_BOSS_DIFFICULTY_0","Normal"
"TID_RAID_BOSS_DIFFICULTY_1","Difícil"
"TID_RAID_BOSS_DIFFICULTY_2","Experto"
"TID_RAID_BOSS_DIFFICULTY_3","Maestro"
"TID_RAID_BOSS_DIFFICULTY_4","Demencial"
"TID_RAID_BOSS_DIFFICULTY_5","Demencial II"
"TID_RAID_BOSS_DIFFICULTY_6","Demencial III"
"TID_RAID_BOSS_DIFFICULTY_7","Demencial IV"
"TID_RAID_BOSS_DIFFICULTY_8","Demencial V"
"TID_RAID_BOSS_DIFFICULTY_9","Demencial VI"
"TID_RAID_BOSS_DIFFICULTY_10","Demencial VII"
"TID_RAID_BOSS_DIFFICULTY_11","Demencial VIII"
"TID_RAID_BOSS_DIFFICULTY_12","Demencial IX"
"TID_RAID_BOSS_DIFFICULTY_13","Demencial X"
"TID_RAID_BOSS_DIFFICULTY_14","Demencial XI"
"TID_RAID_BOSS_DIFFICULTY_15","Demencial XII"
"TID_RAID_BOSS_DIFFICULTY_16","Demencial XIII"
"TID_RAID_BOSS_DIFFICULTY_17","Demencial XIV"
"TID_RAID_BOSS_DIFFICULTY_18","Demencial XV"
"TID_RAID_BOSS_DIFFICULTY_19","Demencial XVI"
"TID_RAID_BOSS_DIFFICULTY_20","¡SOIS LOS MEJORES!"
"TID_MODES_NEW_EVENT","NUEVO EVENTO"
"TID_MODES_NEW_EVENTS","NUEVOS EVENTOS"
"TID_TEAM_MEMBER_STATUS_NEW_0","<c999999>DESCONECTADO</c>"
"TID_TEAM_MEMBER_STATUS_NEW_1","LUCHANDO"
"TID_TEAM_MEMBER_STATUS_NEW_2","NO DISPONIBLE"
"TID_TEAM_MEMBER_STATUS_NEW_3","<EMPTY>"
"TID_TEAM_MEMBER_STATUS_NEW_4","BUSCANDO RIVALES"
"TID_TEAM_MEMBER_STATUS_NEW_5","EN LA PANTALLA FINAL"
"TID_TEAM_MEMBER_STATUS_NEW_6","<c999999>DESCONECTADO</c>"
"TID_TEAM_MEMBER_STATUS_NEW_7","VISIONANDO UNA BATALLA"
"TID_TEAM_MEMBER_STATUS_NEW_8","REALIZANDO UNA PRÁCTICA"
"TID_TEAM_MEMBER_STATUS_NEW_9","ESCRIBIENDO..."
"TID_TEAM_MEMBER_STATUS_NEW_10","ELIGIENDO"
"TID_TEAM_MEMBER_STATUS_NEW_11","EN EVENTOS"
"TID_TEAM_MEMBER_STATUS_NEW_12","BUSCANDO A UN MIEMBRO"
"TID_TEAM_MEMBER_STATUS_NEW_READY","LISTO"
"TID_BUTTON_SPECTATE","VISIONAR"
"TID_NEW_EVENT_IN","Evento nuevo dentro de <TIME>"
"TID_NEW_EVENT_NOW","¡NUEVO EVENTO DISPONIBLE!"
"TID_SHOP_TITLE","TIENDA"
"TID_SELECT_EVENT_TITLE","ELEGIR EVENTO"
"TID_HERO_LIST_LABEL_NEW","BRAWLERS <c53C5F7>(<COUNT>/<TOTAL>)</c>"
"TID_KEY_COUNTER","<VALUE><c7984a8>/<MAX></c>"
"TID_ONLINE_TAB_1","JUGADORES EN LÍNEA"
"TID_ONLINE_TAB_2","CHAT DEL EQUIPO"
"TID_ONLINE_TAB_3","CHAT DEL CLUB"
"TID_ALLIANCE_CHAT_TAB_NOT_IN_ALLIANCE","Únete a un club para acceder al chat del club."
"TID_TEAM_CHAT_TAB_NOT_IN_TEAM","Forma un equipo con otros jugadores para acceder al chat del equipo."
"TID_NO_BAND_GO_TO_BANDS","Ir a Clubs"
"TID_SHARE_TEAM_CODE_NO_CODE","¡Espera a que se genere el código antes de compartir!"
"TID_TEAM_TEAMCODE_YOURS","Código del equipo:"
"TID_BACK_BUTTON","ABANDONAR EQUIPO"
"TID_BARLEY_WIZARD_SKIN","BARLEY MAGO"
"TID_EVENT_LOCKED_TROPHIES","Gana más trofeos para desbloquear el evento."
"TID_EVENT_LOCKED_PRO_LEAGUE","Consigue una habilidad estelar de alguno de tus brawlers para desbloquear este evento."
"TID_SHOTGUN_STAR_SKIN","SHELLY ESTRELLA"
"TID_PARTY_MODE_TITLE","AMISTOSO"
"TID_BUTTON_PARTY_MODE","AMISTOSO"
"TID_LEAVE_TEAM_TITLE","EQUIPO"
"TID_LEAVE_TEAM_TXT","ABANDONAR"
"TID_PARTY_MODE_DESC","No ganarás trofeos por jugar partidas amistosas, pero podrás practicar todos los eventos u organizar una competición amistosa.\n\nEn las partidas amistosas, los brawlers cuentan con el nivel máximo."
"TID_HEROES_TO_BE_UNLOCKED","BRAWLERS POR DESBLOQUEAR"
"TID_NITA_REINDEER_SKIN","NITA ABRIGADITA"
"TID_PENNY_ELF_SKIN","PENNY DUENDECILLA"
"TID_DYNAMIKE_SANTA_SKIN","DYNAMIKE NAVIDEÑO"
"TID_DYNAMIKE_CHEF_SKIN","DYNAMIKE PICANTE"
"TID_BROCK_BOOMBOX_SKIN","BROCK RAPERO"
"TID_EVENT_SLOT_NAME_1","ATRAPAGEMAS"
"TID_EVENT_SLOT_NAME_2","SUPERVIVENCIA"
"TID_EVENT_SLOT_NAME_3","EVENTOS DIARIOS"
"TID_EVENT_SLOT_NAME_4","EVENTOS EN EQUIPO"
"TID_EVENT_SLOT_NAME_7","EVENTOS POR TIQUES"
"TID_EVENT_SLOT_NAME_8","EVENTOS INDIVIDUALES"
"TID_EVENT_SLOT_NAME_9","LUCHA ESTELAR"
"TID_PENNY_ELF_SKIN_SHOP","PENNY\nDUENDECILLA"
"TID_DYNAMIKE_SANTA_SKIN_SHOP","DYNAMIKE NAVIDEÑO"
"TID_DYNAMIKE_CHEF_SKIN_SHOP","DYNAMIKE PICANTE"
"TID_BROCK_BOOMBOX_SKIN_SHOP","BROCK\nRAPERO"
"TID_NITA_REINDEER_SKIN_SHOP","NITA\nABRIGADITA"
"TID_EVENT_STARTS_IN","El evento comienza dentro de <TIME>"
"TID_UNDERTAKER_HAT_SKIN","MORTIS CON SOMBRERO"
"TID_CREATE_ROOM_CODE","CREAR CÓDIGO DEL EQUIPO"
"TID_EVENT_LOCKED_TEAM","Este evento no se puede jugar en equipo."
"TID_EVENT_PREVIEW_TITLE","INFORMACIÓN DEL EVENTO"
"TID_EVENT_POPUP_GAME_MODE_6_SOLO_DUO","Arena de supervivencia"
"TID_GAME_MODE_6_SOLO_DUO_DESC","Lucha en solitario o por parejas en la arena de supervivencia. Ganará quien sobreviva hasta el final.\n\nRecoge cubos de fuerza para tener más salud y causar más daño con tus ataques. ¡Cuidado con las nubes venenosas!"
"TID_INVITE_PENDING","INVITADO"
"TID_JOIN_REQUEST_PENDING","PENDIENTE"
"TID_GOAL_MATCH_OVER","¡Gol de <name>!\n¡Fin de la partida!"
"TID_GOLDRUSH_XMAS_1","Fuerte de las nieves"
"TID_GOLDRUSH_XMAS_2","Brisa festiva"
"TID_GOLDRUSH_XMAS_3","Pelea de bolas de nieve"
"TID_GOLDRUSH_XMAS_4","Bloques de hielo"
"TID_GOLDRUSH_XMAS_5","Asedio nevado"
"TID_GOLDRUSH_XMAS_6","Papel de regalo"
"TID_GOLDRUSH_XMAS_7","Guirnaldas festivas"
"TID_GOLDRUSH_XMAS_8","Lago congelado"
"TID_GOLDRUSH_XMAS_9","Témpanos de cristal"
"TID_GOLDRUSH_XMAS_10","Caza del tesoro"
"TID_RAID_BOSS_DIFFICULTY_CAP","Se ha disminuido tu nivel de dificultad para adaptarlo al de tu equipo. No tendrás que usar tiques para jugar con menor dificultad, pero solo recibirás recompensas cuando juegues en el nivel que te corresponde."
"TID_RAID_BOSS_DIFFICULTY","Dificultad:"
"TID_BOSS_3","Relevo"
"TID_BOSS_4","Unión"
"TID_BOSS_5","Frenesí"
"TID_BOSS_6","Cazadores"
"TID_COOP_3","Custodia"
"TID_COOP_4","Suburbios"
"TID_COOP_5","Atasco"
"TID_COOP_6","Salvaguardia"
"TID_RAID_2","Zona de máquinas"
"TID_RAID_3","Chatarrería"
"TID_BUTTON_INVITE_PLAYER","INVITAR"
"TID_BUTTON_JOIN_TEAM","UNIRSE"
"TID_BUTTON_TEAM_FULL","LLENO"
"TID_DECIMAL_MARK",","
"TID_RARITY_HEADER_0","RECOMPENSA"
"TID_RARITY_HEADER_1","ESPECIAL"
"TID_RARITY_HEADER_2","SUPERESPECIAL"
"TID_RARITY_HEADER_3","ÉPICO"
"TID_RARITY_HEADER_4","MÍTICO"
"TID_RARITY_HEADER_5","LEGENDARIO"
"TID_SETTINGS_KAKAO","KAKAO FRIENDS"
"TID_HERO_INFO_LEVEL_WITH_NUMBER","FUERZA <NUMBER>"
"TID_HERO_INFO_LEVEL_WITH_NUMBER_LONG","NIVEL DE FUERZA <NUMBER>"
"TID_IN_YOUR_TEAM","TU EQUIPO"
"TID_TEAM_REQEST_JOIN_FAIL_TEAM_FULL","No es posible enviar la solicitud porque tu equipo ya está completo."
"TID_EVENT_ENDS_IN","El evento termina dentro de <TIME>"
"TID_EVENT_LOCKED_CAN_CLAIM_WARNING","Desbloquea este evento en el camino de trofeos."
"TID_EVENT_LOCKED_CAN_CLAIM","¡Enhorabuena! Ahora puedes desbloquear este evento en el camino de trofeos."
"TID_BATTLE_ROYALE_3D","Valle peligroso"
"TID_BATTLE_ROYALE_7D","Valle rocoso"
"TID_WANTED_4D","Setas venenosas"
"TID_GOLDRUSH_3D","Cueva de las setas"
"TID_WEEKEND_OFFER","Oferta de fin de semana"
"TID_EXCLUSIVE_OFFER","Oferta exclusiva"
"TID_EPIC_OFFER","Oferta épica"
"TID_MEGA_OFFER","Megaoferta"
"TID_FEATURED_OFFER","Oferta especial"
"TID_TAIPEI_OFFER","Oferta del Taipei Game Show"
"TID_RAID_BOSS_ENRAGE_4","<c99ffffff>¡El jefe ahora es implacable!</c>"
"TID_RAID_BOSS_ENRAGE_WARNING_1","El jefe se <cffbb22bb>enfadará</c> dentro de"
"TID_RAID_BOSS_ENRAGE_WARNING_2","El jefe se pondrá <cffbb2222>furioso</c> dentro de"
"TID_RAID_BOSS_ENRAGE_WARNING_3","El jefe se pondrá <cffbbbb22>enfurecido</c> dentro de"
"TID_RAID_BOSS_ENRAGE_WARNING_4","El jefe se volverá <cffffffff>implacable</c> dentro de"
"TID_HERO_INFO_LOCKED_INFO_SHORT","Se desbloquea en las cajas brawl."
"TID_ROBO_WARS_1","Asedio sueco"
"TID_ROBO_WARS_INTRO_TEXT","Destruye la base enemiga"
"TID_ROBO_WARS_SCRAP","Tornillos:"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_0","¡<c998888ff>Tu equipo</c> ha ensamblado un robot de asedio!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_0","¡<c99dd3333>El enemigo</c> ha ensamblado un robot de asedio!"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_1","¡<c998888ff>Tu equipo</c> ha construido un <c99bb22bb>robot enfadado</c>!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_1","¡<c99dd3333>El equipo enemigo</c> ha construido un <c99bb22bb>robot enfadado</c>!"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_2","¡<c998888ff>Tu equipo</c> ha construido un <c99bb2222>robot furioso</c>!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_2","¡<c99dd3333>El equipo enemigo</c> ha construido un <c99bb2222>robot furioso</c>!"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_3","¡<c998888ff>Tu equipo</c> ha construido un <c99bbbb22>robot enfurecido</c>!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_3","¡<c99dd3333>El equipo enemigo</c> ha construido un <c99bbbb22>robot enfurecido</c>!"
"TID_ROBO_WARS_SCRAP_AMOUNT","<v1>/<v2>"
"TID_BRAWL_BOX_INFO","Consigue <c33a5d7><COUNT> fichas</c> en las batallas para abrir esta caja brawl."
"TID_STAR_BOX_INFO","Consigue <cff8E1b><COUNT> fichas estelares</c> de tu primera victoria en cada evento para abrir esta caja grande."
"TID_ALLIANCE_LOCATION","UBICACIÓN DEL CLUB"
"TID_LOCATION_TITLE","SELECCIONAR UBICACIÓN"
"TID_SETTINGS_LOCATION","UBICACIÓN"
"TID_REGION_INT","Internacional"
"TID_POPUP_CHANGE_LOCATION_TITLE","Cambiar la ubicación"
"TID_POPUP_CHANGE_LOCATION","¿Seguro que quieres cambiar la ubicación? Solo se puede cambiar una vez al día."
"TID_CHANGE_LOCATION_RESULT_0","La ubicación se ha cambiado a <COUNTRY>."
"TID_CHANGE_LOCATION_RESULT_1","Todavía no puedes cambiar la ubicación. Vuelve a intentarlo dentro de <TIME>."
"TID_SKIN_INFO_CAMPAIGN_2_AVAILABLE","¡Celebra el Año Nuevo Lunar con este aspecto festivo!"
"TID_SKIN_INFO_CAMPAIGN_2_NOT_AVAILABLE","Aspecto de Año Nuevo Lunar"
"TID_SKIN_INFO_CAMPAIGN_5_AVAILABLE","¡Celebra el Año Nuevo Lunar con este aspecto festivo!"
"TID_SKIN_INFO_CAMPAIGN_5_NOT_AVAILABLE","Aspecto de Año Nuevo Lunar"
"TID_CACTUS_PINK_SKIN","SPIKE SONROSADO"
"TID_CACTUS_PINK_SKIN_SHOP","SPIKE\nSONROSADO"
"TID_TRICKSHOT_DUDE","RICO"
"TID_TRICKSHOT_GOLD_SKIN","RICO RICO"
"TID_TRICKSHOT_GOLD_SKIN_SHOP","RICO\nRICO"
"TID_SKIN_POPCORN_RICO","RICO PALOMITERO"
"TID_SKIN_POPCORN_RICO_SHOP","RICO\nPALOMITERO"
"TID_SKIN_FOOTBULL","BULL DEPORTISTA"
"TID_SKIN_FOOTBULL_SHOP","BULL\nDEPORTISTA"
"TID_SKIN_DUMPLING_DARRYL","DARRYL DIM SUM"
"TID_SKIN_DUMPLING_DARRYL_SHOP","DARRYL\nDIM SUM"
"TID_SKIN_LUNAR_BROCK","BROCK DANZANTE"
"TID_SKIN_LUNAR_BROCK_SHOP","BROCK\nDANZANTE"
"TID_SKIN_LUNAR_COLT","COLT GUARDA IMPERIAL"
"TID_SKIN_LUNAR_COLT_SHOP","COLT\nGUARDA IMPERIAL"
"TID_SKIN_VALENTINE_POCO","POCO ROMÁNTICO"
"TID_SKIN_VALENTINE_POCO_SHOP","POCO\nROMÁNTICO"
"TID_BANKHEIST_9","Segundo vital"
"TID_BANKHEIST_10","Reyerta enredada"
"TID_BANKHEIST_11","Disparo rotatorio"
"TID_BANKHEIST_12","Aguas turbulentas"
"TID_BANKHEIST_13","Saque de esquina"
"TID_WANTED_10","Fiesta fiera"
"TID_WANTED_11","Toril"
"TID_WANTED_12","Sobresaliente"
"TID_WANTED_13","Crimen organizado"
"TID_WANTED_14","Sequía sanguinaria"
"TID_NOT_ENOUGH_LEGENDARY_TROPHIES","¡No tienes suficientes puntos estelares!"
"TID_NOT_ENOUGH_GOLD_TITLE","¡Necesitas más monedas!"
"TID_NOT_ENOUGH_GOLD_TEXT","¿Quieres comprar <NUM> monedas?"
"TID_NOT_ENOUGH_GOLD_TEXT_ONE","¿Quieres comprar las monedas necesarias?"
"TID_TEAM_INVITATION_POPUP_MUTE_ALL","BLOQUEAR LAS INVITACIONES DURANTE LA PRÓXIMA HORA"
"TID_TEAM_INVITATION_SETTING_MUTE","Bloquear las invitaciones a equipos"
"TID_BUTTON_TEAM_DND","NO MOLESTAR"
"TID_SHOP_VALENTINE_OFFER","Oferta del Día de San Valentín"
"TID_SHOP_BRAWLER_BUNDLE","Oferta de brawler"
"TID_SHOP_SEASONAL_SKIN_OFFER","Oferta de aspecto de temporada"
"TID_SHOP_WELCOME_OFFER","Oferta de bienvenida"
"TID_SHOP_BRAWLER_PACK","Lote de brawler"
"TID_SHOP_STAR_POWER_OFFER","Oferta de habilidad estelar"
"TID_SHOP_UPGRADE_BUNDLE","Lote de mejora"
"TID_SHOP_NEW_BRAWLER_OFFER","Oferta de brawler nuevo"
"TID_SHOP_NEW_SKIN_RELEASE","Nuevo aspecto"
"TID_SHOP_NEW_SKIN_OFFER","Oferta de aspecto nuevo"
"TID_FRIENDLY_GAME_ROOM_LOCKED","Alcanza el nivel de experiencia <NUM> para desbloquear las partidas amistosas."
"TID_HEROES_COMING_SOON","NUEVOS BRAWLERS PRÓXIMAMENTE"
"TID_RARITY_NAME_0_UPPER","RECOMPENSA DE TROFEOS"
"TID_RARITY_NAME_1_UPPER","ESPECIAL"
"TID_RARITY_NAME_2_UPPER","SUPERESPECIAL"
"TID_RARITY_NAME_3_UPPER","ÉPICO"
"TID_RARITY_NAME_4_UPPER","MÍTICO"
"TID_RARITY_NAME_5_UPPER","LEGENDARIO"
"TID_STARTER_PACK_5","Lote de nivel 50"
"TID_STARTER_PACK_6","Lote de nivel 75"
"TID_STARTER_PACK_7","Lote de nivel 100"
"TID_STARTER_PACK_8","Lote de nivel 125"
"TID_WHIRLWIND","CARL"
"TID_WHIRLWIND_SHORT_DESC","LUCHADOR"
"TID_WHIRLWIND_DESC","Carl lanza una piqueta como si fuera un bumerán y su súper hace girar su carrito minero, aplastando a todo el que se encuentre a su alrededor."
"TID_WHIRLWIND_WEAPON","PIQUETA"
"TID_WHIRLWIND_ULTI","CARRO DESCARRILADO"
"TID_WHIRLWIND_WEAPON_DESC","Carl lanza su piqueta como si de un bumerán se tratase. Puede volver a tirarla cuando vuelve a su poder."
"TID_WHIRLWIND_ULTI_DESC","Carl gira como loco durante unos segundos, sacudiéndolo todo a su alrededor y dañando a sus rivales."
"TID_STAT_DAMAGE_EACH_WAY","Daño por golpe"
"TID_STAT_DAMAGE_PER_SWING","Daño por impacto"
"TID_HINT_43","La piqueta de Carl rebota en los obstáculos y vuelve a las manos de su dueño, lo que le permite lanzarla más rápido."
"TID_SPEC_ABI_PROJECTILE_SPEED","Lanzamiento veloz"
"TID_SPEC_ABI_PROJECTILE_SPEED_DESC","Carl lanza su piqueta un <c00cc00><VALUE1> %</c> más rápido, por lo que vuelve a sus manos mucho antes."
"TID_SPEC_ABI_SUPERSPEED","Espiral letal"
"TID_SPEC_ABI_SUPERSPEED_DESC","El carro rotatorio de Carl gana más velocidad cuando el súper está activo."
"TID_HERO_SORTING_TROPHIES","Menos trofeos"
"TID_HERO_SORTING_TROPHIES_DESC","Más trofeos"
"TID_HERO_SORTING_RARITY","Calidad"
"TID_HERO_SORTING_RARITY_DESC","Calidad (mayor a menor)"
"TID_HERO_SORTING_POWER_DESC","Nivel de fuerza"
"TID_HERO_SORTING_RANKUP","Cercanía a un nuevo rango"
"TID_MUTE_INVITES_LABEL","No molestar:"
"TID_GEM_BALANCE_TITLE","Cantidad de gemas"
"TID_JP_BUTTON","Cantidad de gemas"
"TID_GEM_BALANCE","Cantidad de gemas actual: <total>\n\nGemas gratis: <free>\n\nGemas compradas: <paid>"
"TID_IAP_INFO_TEXT","청약철회는 구매일로부터 7일 이내 가능(단, 사용시 철회불가) 법정대리인 동의 없는 미성년자명의 결제 시 취소가능"
"TID_SETTINGS_LINE","LINE"
"TID_AVATAR_MESSAGE_TEXT_GEM_REVOKE","Una transacción realizada con esta cuenta ha sido reembolsada el <DATE> o ha sido identificada como fraudulenta. Si solicitaste un reembolso, este se efectuará con el mismo método de pago con el que se realizó el pedido. Se ha deducido un total de <X> gemas, correspondientes al valor de la transacción. Puede que esto resulte en una cantidad de gemas negativa. Para restablecerla, puedes realizar otras compras o conseguir recursos en el juego."
"TID_HERO_DISABLED_CURRENTLY","Este brawler no está disponible."
"TID_SKIN_FARMER_POCO","POCO GRANJERO"
"TID_SKIN_FARMER_POCO_SHOP","POCO\nGRANJERO"
"TID_UNDERTAKER_NIGHTWITCH_SKIN","MORTIS BRUJA NOCTURNA"
"TID_UNDERTAKER_NIGHTWITCH_SKIN_SHOP","MORTIS\nBRUJA NOCTURNA"
"TID_FRIEND_ADDED","¡<FRIEND> está ahora en tu lista de amigos!"
"TID_IAP_REFRESHER_BUNDLE","Combo especial"
"TID_IAP_REFRESHER_PACK","Lote especial"
"TID_IAP_WOMENS_DAY_1","Poder femenino"
"TID_IAP_WOMENS_DAY_2","Feliz Día Internacional de la Mujer"
"TID_IAP_LIMITED_TIME_DISCOUNT","Descuento por tiempo limitado"
