"TID","PT"
"TID_SELECT_HERO_INFO_RAID_BOSS","<c2288ff>Jogadores x Chefe</c>"
"TID_EVENT_POPUP_GMV_LABEL_RAID_BOSS","Trio x ROBÔ CHEFÃO"
"TID_GAME_MODE_10","ROBÔ CHEFÃO"
"TID_RAID_BOSS_INTRO_TEXT","Derrote o Chefe!"
"TID_RAID_1","Arena do robô chefão"
"TID_GAME_MODE_10_DESC","Será que você é capaz de derrotar o robô chefão? Junte-se a dois colegas para derrubar esse monstro. É possível voltar à luta desde que pelo menos um dos seus colegas de equipe ainda esteja de pé. Se todos forem eliminados, é fim de jogo!\n\nA dificuldade no Robô Chefão aumenta, do nível Normal até o Insano, toda vez que você derrotar o chefão."
"TID_TEAM_MATE_GONE","<ccccc00>Aliado derrotado!</c>"
"TID_ALL_TEAM_MATES_GONE","<cee0000>Seus dois aliados foram derrotados!</c>"
"TID_RAID_BOSS_ENRAGE_1","<c99bb22bb>O chefe está BRAVO!</c>"
"TID_RAID_BOSS_ENRAGE_2","<c99bb2222>O chefe está FURIOSO!</c>"
"TID_RAID_BOSS_ENRAGE_3","<c99bbbb22>O Chefe está DESCONTROLADO!</c>"
"TID_RAID_BOSS_DIFFICULTY_0","Normal"
"TID_RAID_BOSS_DIFFICULTY_1","Difícil"
"TID_RAID_BOSS_DIFFICULTY_2","Veterano"
"TID_RAID_BOSS_DIFFICULTY_3","Mestre"
"TID_RAID_BOSS_DIFFICULTY_4","Insano"
"TID_RAID_BOSS_DIFFICULTY_5","Insano II"
"TID_RAID_BOSS_DIFFICULTY_6","Insano III"
"TID_RAID_BOSS_DIFFICULTY_7","Insano IV"
"TID_RAID_BOSS_DIFFICULTY_8","Insano V"
"TID_RAID_BOSS_DIFFICULTY_9","Insano VI"
"TID_RAID_BOSS_DIFFICULTY_10","Insano VII"
"TID_RAID_BOSS_DIFFICULTY_11","Insano VIII"
"TID_RAID_BOSS_DIFFICULTY_12","Insano IX"
"TID_RAID_BOSS_DIFFICULTY_13","Insano X"
"TID_RAID_BOSS_DIFFICULTY_14","Insano XI"
"TID_RAID_BOSS_DIFFICULTY_15","Insano XII"
"TID_RAID_BOSS_DIFFICULTY_16","Insano XIII"
"TID_RAID_BOSS_DIFFICULTY_17","Insano XIV"
"TID_RAID_BOSS_DIFFICULTY_18","Insano XV"
"TID_RAID_BOSS_DIFFICULTY_19","Insano XVI"
"TID_RAID_BOSS_DIFFICULTY_20","VOCÊS SÃO DEMAIS!"
"TID_MODES_NEW_EVENT","NOVO EVENTO!"
"TID_MODES_NEW_EVENTS","NOVOS EVENTOS"
"TID_TEAM_MEMBER_STATUS_NEW_0","<c999999>OFF-LINE</c>"
"TID_TEAM_MEMBER_STATUS_NEW_1","LUTANDO"
"TID_TEAM_MEMBER_STATUS_NEW_2","AUSENTE"
"TID_TEAM_MEMBER_STATUS_NEW_3","<EMPTY>"
"TID_TEAM_MEMBER_STATUS_NEW_4","PAREAMENTO"
"TID_TEAM_MEMBER_STATUS_NEW_5","TELA DE RESULTADOS"
"TID_TEAM_MEMBER_STATUS_NEW_6","<c999999>OFF-LINE</c>"
"TID_TEAM_MEMBER_STATUS_NEW_7","ASSISTINDO"
"TID_TEAM_MEMBER_STATUS_NEW_8","TREINANDO"
"TID_TEAM_MEMBER_STATUS_NEW_9","ESCREVENDO..."
"TID_TEAM_MEMBER_STATUS_NEW_10","ESCOLHENDO BRAWLER"
"TID_TEAM_MEMBER_STATUS_NEW_11","VENDO EVENTOS"
"TID_TEAM_MEMBER_STATUS_NEW_12","PROCURANDO UM INTEGRANTE"
"TID_TEAM_MEMBER_STATUS_NEW_READY","PRONTO"
"TID_BUTTON_SPECTATE","ASSISTIR"
"TID_NEW_EVENT_IN","Novo evento em: <TIME>"
"TID_NEW_EVENT_NOW","NOVO EVENTO DISPONÍVEL!"
"TID_SHOP_TITLE","LOJA"
"TID_SELECT_EVENT_TITLE","ESCOLHA UM EVENTO"
"TID_HERO_LIST_LABEL_NEW","BRAWLERS <c53C5F7>(<COUNT>/<TOTAL>)</c>"
"TID_KEY_COUNTER","<VALUE><c7984a8>/<MAX></c>"
"TID_ONLINE_TAB_1","JOGADORES ON-LINE"
"TID_ONLINE_TAB_2","BATE-PAPO DA EQUIPE"
"TID_ONLINE_TAB_3","BATE-PAPO DO CLUBE"
"TID_ALLIANCE_CHAT_TAB_NOT_IN_ALLIANCE","Entre num clube para acessar o bate-papo do clube."
"TID_TEAM_CHAT_TAB_NOT_IN_TEAM","Forme uma equipe com outros jogadores para acessar o bate-papo da equipe."
"TID_NO_BAND_GO_TO_BANDS","Ir a Clubes"
"TID_SHARE_TEAM_CODE_NO_CODE","Espere a geração do código antes de compartilhar!"
"TID_TEAM_TEAMCODE_YOURS","Código da sua equipe"
"TID_BACK_BUTTON","SAIR DA EQUIPE"
"TID_BARLEY_WIZARD_SKIN","BARLEY MAGO"
"TID_EVENT_LOCKED_TROPHIES","Consiga mais troféus para desbloquear o evento."
"TID_EVENT_LOCKED_PRO_LEAGUE","Consiga o poder de estrela para um dos seus Brawlers para liberar este evento."
"TID_SHOTGUN_STAR_SKIN","SHELLY ESTELAR"
"TID_PARTY_MODE_TITLE","AMISTOSO"
"TID_BUTTON_PARTY_MODE","AMISTOSO"
"TID_LEAVE_TEAM_TITLE","EQUIPE"
"TID_LEAVE_TEAM_TXT","SAIR"
"TID_PARTY_MODE_DESC","Jogos amistosos não dão troféus de recompensa, mas é possível treinar em qualquer evento regular ou organizar uma competição amistosa!\n\nTodos os Brawlers são maximizados em partidas amistosas."
"TID_HEROES_TO_BE_UNLOCKED","BRAWLERS A SEREM DESBLOQUEADOS"
"TID_NITA_REINDEER_SKIN","NITA RENA"
"TID_PENNY_ELF_SKIN","PENNY DUENDE"
"TID_DYNAMIKE_SANTA_SKIN","PAPAI MIKE"
"TID_DYNAMIKE_CHEF_SKIN","MIKE MALAGUETA"
"TID_BROCK_BOOMBOX_SKIN","UM BROCK NO PEDAÇO"
"TID_EVENT_SLOT_NAME_1","PIQUE-GEMA"
"TID_EVENT_SLOT_NAME_2","COMBATE"
"TID_EVENT_SLOT_NAME_3","EVENTOS DIÁRIOS"
"TID_EVENT_SLOT_NAME_4","EVENTOS EM EQUIPE"
"TID_EVENT_SLOT_NAME_7","EVENTOS RESTRITOS"
"TID_EVENT_SLOT_NAME_8","EVENTOS INDIVIDUAIS"
"TID_EVENT_SLOT_NAME_9","SEDE DE PODER"
"TID_PENNY_ELF_SKIN_SHOP","PENNY\nDUENDE"
"TID_DYNAMIKE_SANTA_SKIN_SHOP","PAPAI MIKE"
"TID_DYNAMIKE_CHEF_SKIN_SHOP","MIKE MALAGUETA"
"TID_BROCK_BOOMBOX_SKIN_SHOP","UM BROCK\nNO PEDAÇO"
"TID_NITA_REINDEER_SKIN_SHOP","NITA\nRENA"
"TID_EVENT_STARTS_IN","O evento começa em: <TIME>"
"TID_UNDERTAKER_HAT_SKIN","MORTIS DE CARTOLA"
"TID_CREATE_ROOM_CODE","GERAR CÓDIGO DE EQUIPE"
"TID_EVENT_LOCKED_TEAM","Este evento não permite que se jogue em equipe!"
"TID_EVENT_PREVIEW_TITLE","DETALHES DO EVENTO"
"TID_EVENT_POPUP_GAME_MODE_6_SOLO_DUO","Sobreviva na arena"
"TID_GAME_MODE_6_SOLO_DUO_DESC","Entre na arena de combate sozinho ou em dupla! O último de pé é o vencedor.\n\nJunte cubos de energia para aumentar seu ataque e sua saúde. Nuvens tóxicas se aproximam, então não fique parado!"
"TID_INVITE_PENDING","CONVITE"
"TID_JOIN_REQUEST_PENDING","ENTRANDO"
"TID_GOAL_MATCH_OVER","<name> marcou um gol!\nFim de jogo"
"TID_GOLDRUSH_XMAS_1","Fortaleza de neve"
"TID_GOLDRUSH_XMAS_2","Férias refrescantes"
"TID_GOLDRUSH_XMAS_3","Luta de bola de neve"
"TID_GOLDRUSH_XMAS_4","Pedra de gelo"
"TID_GOLDRUSH_XMAS_5","Cerco nevado"
"TID_GOLDRUSH_XMAS_6","Papel de presente"
"TID_GOLDRUSH_XMAS_7","Pinheiro maneiro"
"TID_GOLDRUSH_XMAS_8","Lago congelado"
"TID_GOLDRUSH_XMAS_9","Abaixo de zero"
"TID_GOLDRUSH_XMAS_10","Caça ao tesouro"
"TID_RAID_BOSS_DIFFICULTY_CAP","A dificuldade do Chefão foi reduzida para condizer com o nível da sua equipe. Você não gastará ingressos ao encarar um chefão com nível de dificuldade menor, mas você só receberá recompensas quando desafiar um chefão no seu nível!"
"TID_RAID_BOSS_DIFFICULTY","Dificuldade:"
"TID_BOSS_3","Invocado"
"TID_BOSS_4","Dia de equipe"
"TID_BOSS_5","Zangado"
"TID_BOSS_6","Grupo de caça"
"TID_COOP_3","Defensores do cofre"
"TID_COOP_4","Meio do nada"
"TID_COOP_5","Desalinhado"
"TID_COOP_6","Pela sombra"
"TID_RAID_2","Zona de máquinas"
"TID_RAID_3","Ferro-velho"
"TID_BUTTON_INVITE_PLAYER","CONVIDAR"
"TID_BUTTON_JOIN_TEAM","PEDIR PARA ENTRAR"
"TID_BUTTON_TEAM_FULL","CHEIO"
"TID_DECIMAL_MARK",","
"TID_RARITY_HEADER_0","CAMINHO DE TROFÉUS"
"TID_RARITY_HEADER_1","RARO"
"TID_RARITY_HEADER_2","SUPER-RARO"
"TID_RARITY_HEADER_3","ÉPICO"
"TID_RARITY_HEADER_4","MÍTICO"
"TID_RARITY_HEADER_5","LENDÁRIO"
"TID_SETTINGS_KAKAO","KAKAO FRIENDS"
"TID_HERO_INFO_LEVEL_WITH_NUMBER","PODER <NUMBER>"
"TID_HERO_INFO_LEVEL_WITH_NUMBER_LONG","NÍVEL DE PODER <NUMBER>"
"TID_IN_YOUR_TEAM","SUA EQUIPE"
"TID_TEAM_REQEST_JOIN_FAIL_TEAM_FULL","Não é possível enviar o pedido. Sua equipe está cheia."
"TID_EVENT_ENDS_IN","Evento acaba em: <TIME>"
"TID_EVENT_LOCKED_CAN_CLAIM_WARNING","Desbloqueie o evento na tela do Caminho de troféus."
"TID_EVENT_LOCKED_CAN_CLAIM","Parabéns! Agora você pode desbloquear o evento na tela do Caminho de troféus."
"TID_BATTLE_ROYALE_3D","Vale da morte"
"TID_BATTLE_ROYALE_7D","Vale rochoso"
"TID_WANTED_4D","Esporos letais"
"TID_GOLDRUSH_3D","Gruta dos cogumelos"
"TID_WEEKEND_OFFER","OFERTA DE FIM DE SEMANA"
"TID_EXCLUSIVE_OFFER","OFERTA EXCLUSIVA"
"TID_EPIC_OFFER","OFERTA ÉPICA"
"TID_MEGA_OFFER","MEGAOFERTA"
"TID_FEATURED_OFFER","OFERTA DESTAQUE"
"TID_TAIPEI_OFFER","OFERTA TAIPEI GAME SHOW"
"TID_RAID_BOSS_ENRAGE_4","<c99ffffff>O Chefe ficou IMPLACÁVEL!</c>"
"TID_RAID_BOSS_ENRAGE_WARNING_1","O Chefe ficará <cffbb22bb>IRRITADO</c> em:"
"TID_RAID_BOSS_ENRAGE_WARNING_2","O Chefe ficará <cffbb2222>FURIOSO</c> em:"
"TID_RAID_BOSS_ENRAGE_WARNING_3","O Chefe ficará <cffbbbb22>ENSANDECIDO</c> em:"
"TID_RAID_BOSS_ENRAGE_WARNING_4","O Chefe ficará <cffffffff>IMPLACÁVEL</c> em:"
"TID_HERO_INFO_LOCKED_INFO_SHORT","Abra Caixas Brawl para desbloquear."
"TID_ROBO_WARS_1","Cerco sueco"
"TID_ROBO_WARS_INTRO_TEXT","Destrua a base inimiga"
"TID_ROBO_WARS_SCRAP","Peças:"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_0","<c998888ff>Sua equipe</c> montou um Robô de Cerco!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_0","A <c99dd3333>equipe inimiga</c> montou um Robô de Cerco!"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_1","<c998888ff>Sua equipe</c> construiu um <c99bb22bb>robô IRRITADO</c>!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_1","A <c99dd3333>equipe inimiga</c> construiu um <c99bb22bb>robô IRRITADO</c>!"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_2","<c998888ff>Sua equipe</c> construiu um <c99bb2222>robô FURIOSO</c>!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_2","A <c99dd3333>equipe inimiga</c> construiu um <c99bb2222>robô FURIOSO</c>!"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_3","<c998888ff>Sua equipe</c> construiu um <c99bbbb22>robô ENSANDECIDO</c>!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_3","A <c99dd3333>equipe inimiga</c> construiu um <c99bbbb22>robô ENSANDECIDO</c>!"
"TID_ROBO_WARS_SCRAP_AMOUNT","<v1>/<v2>"
"TID_BRAWL_BOX_INFO","Colete <c33a5d7><COUNT> fichas</c> nas batalhas para abrir esta Caixa Brawl."
"TID_STAR_BOX_INFO","Colete <cff8E1b><COUNT> fichas estrelas</c> nas primeiras vitórias em eventos diferentes para abrir esta Caixa Grande."
"TID_ALLIANCE_LOCATION","LOCALIZAÇÃO DO CLUBE"
"TID_LOCATION_TITLE","SELECIONAR LOCALIZAÇÃO"
"TID_SETTINGS_LOCATION","LOCALIZAÇÃO"
"TID_REGION_INT","Internacional"
"TID_POPUP_CHANGE_LOCATION_TITLE","Alterar a localização?"
"TID_POPUP_CHANGE_LOCATION","Deseja mesmo alterar a localização? Ela só pode ser alterada uma vez ao dia."
"TID_CHANGE_LOCATION_RESULT_0","Localização alterada para <COUNTRY>."
"TID_CHANGE_LOCATION_RESULT_1","Alteração da localização indisponível. Tente em <TIME>."
"TID_SKIN_INFO_CAMPAIGN_2_AVAILABLE","Comemore o Brawl Lunar com este visual divertido!"
"TID_SKIN_INFO_CAMPAIGN_2_NOT_AVAILABLE","Visual de Brawl Lunar"
"TID_SKIN_INFO_CAMPAIGN_5_AVAILABLE","Comemore o Brawl Lunar com este visual divertido!"
"TID_SKIN_INFO_CAMPAIGN_5_NOT_AVAILABLE","Visual de Brawl Lunar"
"TID_CACTUS_PINK_SKIN","SPIKE SAKURA"
"TID_CACTUS_PINK_SKIN_SHOP","SPIKE\nSAKURA"
"TID_TRICKSHOT_DUDE","RICO"
"TID_TRICKSHOT_GOLD_SKIN","RICO PODRE DE RICO"
"TID_TRICKSHOT_GOLD_SKIN_SHOP","RICO\nPODRE DE RICO"
"TID_SKIN_POPCORN_RICO","RICO PIPOQUEIRA"
"TID_SKIN_POPCORN_RICO_SHOP","RICO\nPIPOQUEIRA"
"TID_SKIN_FOOTBULL","BULL TOUCHDOWN"
"TID_SKIN_FOOTBULL_SHOP","BULL\nTOUCHDOWN"
"TID_SKIN_DUMPLING_DARRYL","DARRYL DIM SUM"
"TID_SKIN_DUMPLING_DARRYL_SHOP","DARRYL\nDIM SUM"
"TID_SKIN_LUNAR_BROCK","BROCK DANÇA DO LEÃO"
"TID_SKIN_LUNAR_BROCK_SHOP","BROCK\nDANÇA DO LEÃO"
"TID_SKIN_LUNAR_COLT","COLT AGENTE IMPERIAL"
"TID_SKIN_LUNAR_COLT_SHOP","COLT\nAGENTE IMPERIAL"
"TID_SKIN_VALENTINE_POCO","POCO SERESTEIRO"
"TID_SKIN_VALENTINE_POCO_SHOP","POCO\nSERESTEIRO"
"TID_BANKHEIST_9","Piscar de olhos"
"TID_BANKHEIST_10","Estrondo contínuo"
"TID_BANKHEIST_11","Vire e atire"
"TID_BANKHEIST_12","Ponte inalcançável"
"TID_BANKHEIST_13","Margem de erro"
"TID_WANTED_10","Piscina festiva"
"TID_WANTED_11","Touril"
"TID_WANTED_12","Eminente"
"TID_WANTED_13","Bolo em camadas"
"TID_WANTED_14","Estação seca"
"TID_NOT_ENOUGH_LEGENDARY_TROPHIES","Pontos estelares insuficientes!"
"TID_NOT_ENOUGH_GOLD_TITLE","Moedas insuficientes!"
"TID_NOT_ENOUGH_GOLD_TEXT","Comprar o restante das moedas: <NUM>?"
"TID_NOT_ENOUGH_GOLD_TEXT_ONE","Comprar as moedas restantes?"
"TID_TEAM_INVITATION_POPUP_MUTE_ALL","BLOQUEAR CONVITES POR UMA HORA"
"TID_TEAM_INVITATION_SETTING_MUTE","Bloquear convites para equipe"
"TID_BUTTON_TEAM_DND","NÃO PERTURBE"
"TID_SHOP_VALENTINE_OFFER","OFERTA DE VALENTINE'S DAY"
"TID_SHOP_BRAWLER_BUNDLE","COMBO DE BRAWLER"
"TID_SHOP_SEASONAL_SKIN_OFFER","OFERTA DE VISUAL SAZONAL"
"TID_SHOP_WELCOME_OFFER","OFERTA INICIAL"
"TID_SHOP_BRAWLER_PACK","PACOTE DE BRAWLER"
"TID_SHOP_STAR_POWER_OFFER","OFERTA DE PODER DE ESTRELA"
"TID_SHOP_UPGRADE_BUNDLE","COMBO DE MELHORIA"
"TID_SHOP_NEW_BRAWLER_OFFER","OFERTA DE NOVO BRAWLER"
"TID_SHOP_NEW_SKIN_RELEASE","LANÇAMENTO DE NOVO VISUAL"
"TID_SHOP_NEW_SKIN_OFFER","OFERTA DE NOVO VISUAL"
"TID_FRIENDLY_GAME_ROOM_LOCKED","Desbloqueie jogos amistosos no nível de experiência <NUM>."
"TID_HEROES_COMING_SOON","MAIS BRAWLERS EM BREVE!"
"TID_RARITY_NAME_0_UPPER","CAMINHO DE TROFÉUS"
"TID_RARITY_NAME_1_UPPER","RARO"
"TID_RARITY_NAME_2_UPPER","SUPER-RARO"
"TID_RARITY_NAME_3_UPPER","ÉPICO"
"TID_RARITY_NAME_4_UPPER","MÍTICO"
"TID_RARITY_NAME_5_UPPER","LENDÁRIO"
"TID_STARTER_PACK_5","PACOTE DE NÍVEL 50"
"TID_STARTER_PACK_6","PACOTE DE NÍVEL 75"
"TID_STARTER_PACK_7","PACOTE DE NÍVEL 100"
"TID_STARTER_PACK_8","PACOTE DE NÍVEL 125"
"TID_WHIRLWIND","CARL"
"TID_WHIRLWIND_SHORT_DESC","LUTADOR"
"TID_WHIRLWIND_DESC","Carl lança sua picareta como se fosse um bumerangue. Seu Super é um carrinho descontrolado que sai limpando a área ao seu redor."
"TID_WHIRLWIND_WEAPON","PICARETA"
"TID_WHIRLWIND_ULTI","DERRAPADA"
"TID_WHIRLWIND_WEAPON_DESC","Carl lança sua picareta como se fosse um bumerangue e pode arremessá-la novamente assim que a apanhar."
"TID_WHIRLWIND_ULTI_DESC","Carl rodopia descontroladamente por alguns segundos, triturando tudo e infligindo dano aos inimigos próximos."
"TID_STAT_DAMAGE_EACH_WAY","Dano por golpe"
"TID_STAT_DAMAGE_PER_SWING","Dano por impacto"
"TID_HINT_43","A picareta do Carl quica ao acertar obstáculos e, ao retornar, pode ser arremessada outra vez mais rapidamente."
"TID_SPEC_ABI_PROJECTILE_SPEED","Arremesso travesso"
"TID_SPEC_ABI_PROJECTILE_SPEED_DESC","Carl lança sua picareta <c00cc00><VALUE1>%</c> mais rapidamente, fazendo com que ela vá e volte mais depressa."
"TID_SPEC_ABI_SUPERSPEED","Descarrilhado"
"TID_SPEC_ABI_SUPERSPEED_DESC","O carrinho descontrolado do Carl fica mais rápido enquanto o Super estiver ativo!"
"TID_HERO_SORTING_TROPHIES","Menos troféus"
"TID_HERO_SORTING_TROPHIES_DESC","Mais troféus"
"TID_HERO_SORTING_RARITY","Raridade crescente"
"TID_HERO_SORTING_RARITY_DESC","Raridade decrescente"
"TID_HERO_SORTING_POWER_DESC","Nível de poder"
"TID_HERO_SORTING_RANKUP","Subindo de classe"
"TID_MUTE_INVITES_LABEL","Não perturbe"
"TID_GEM_BALANCE_TITLE","Quantidade de gemas"
"TID_JP_BUTTON","Quantidade de gemas"
"TID_GEM_BALANCE","Quantidade de gemas atual: <total>\n\nGemas grátis: <free>\n\nGemas compradas: <paid>"
"TID_IAP_INFO_TEXT","청약철회는 구매일로부터 7일 이내 가능(단, 사용시 철회불가) 법정대리인 동의 없는 미성년자명의 결제 시 취소가능"
"TID_SETTINGS_LINE","LINE"
"TID_AVATAR_MESSAGE_TEXT_GEM_REVOKE","Uma transação feita com esta conta foi reembolsada em <DATE> ou foi considerada fraudulenta. Os reembolsos solicitados serão feitos por meio do mesmo método de pagamento com o qual o pedido foi feito. As <X> gemas correspondentes ao valor da compra em questão foram retiradas da sua conta, o que poderá resultar num saldo negativo de gemas. Um saldo positivo pode ser alcançado com novas compras e coletas de recursos no jogo."
"TID_HERO_DISABLED_CURRENTLY","Indisponível temporariamente"
"TID_SKIN_FARMER_POCO","POCO FAZENDEIRO"
"TID_SKIN_FARMER_POCO_SHOP","POCO\nFAZENDEIRO"
"TID_UNDERTAKER_NIGHTWITCH_SKIN","MORTIS BRUXA SOMBRIA"
"TID_UNDERTAKER_NIGHTWITCH_SKIN_SHOP","MORTIS\nBRUXA SOMBRIA"
"TID_FRIEND_ADDED","<FRIEND> está na sua lista de amigos!"
"TID_IAP_REFRESHER_BUNDLE","COMBO ESPECIAL"
"TID_IAP_REFRESHER_PACK","PACOTE ESPECIAL"
"TID_IAP_WOMENS_DAY_1","GIRL POWER!"
"TID_IAP_WOMENS_DAY_2","FELIZ DIA INTERNACIONAL DA MULHER!"
"TID_IAP_LIMITED_TIME_DISCOUNT","OFERTA POR TEMPO LIMITADO!"
"TID_IAP_GOLDENWEEK_PACK","PACOTE DE GOLDEN WEEK"
"TID_IAP_GOLDENWEEK_PACK_DESC","Comemorando a Golden Week!"
"TID_LIMITED_AVAILABILITY","APROVEITE ENQUANTO DURAR!"
"TID_ROBO_WARS_2","Batalha mecânica"
"TID_ROBO_WARS_3","Fábrica tumultuada"
"TID_ROBO_WARS_4","Ataque planejado"
"TID_ROBO_WARS_5","Destruidores de base"
"TID_ROBO_WARS_6","Lança-robôs"
"TID_ROBO_WARS_7","Peças e parafusos"
"TID_ROBO_WARS_8","Montagem necessária"
"TID_ROBO_WARS_9","Cerco industrial"
"TID_GOLDRUSH_12","Pó de diamante"
"TID_GOLDRUSH_13","Apoio total"
"TID_GOLDRUSH_14","Vantagem"
"TID_GOLDRUSH_15","Pulinhos"
"TID_GOLDRUSH_16","Contagem regressiva"
"TID_GOLDRUSH_17","Fuga veloz"
"TID_GOLDRUSH_18","Referência"
"TID_BATTLE_ROYALE_13","Ponto espectral"
"TID_BATTLE_ROYALE_14","Átrio"
"TID_BATTLE_ROYALE_15","Relógio solar"
"TID_BATTLE_ROYALE_16","Astro"
"TID_BATTLE_ROYALE_17","Passagem sombria"
"TID_BATTLE_ROYALE_18","Engrenagem"
"TID_BALL_8","Ricochete"
"TID_BALL_9","Parquinho"
"TID_BALL_10","Pênalti"
"TID_BALL_11","Substituto"
"TID_BANKHEIST_14","Homenagem real"
"TID_HERO_DISABLED_CURRENTLY_PRINT","Este Brawler está indisponível temporariamente. Tente mais tarde!"
"TID_NEXT_ROBO_IN","Construção do próximo robô:"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED","<c998888ff>ATAQUE</c> com o <c998888ff>ROBÔ DE CERCO</c> de nível <num>!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED","<c99dd3333>DEFENDA-SE</c> contra o <c99dd3333>ROBÔ DE CERCO</c> de nível <num>!"
"TID_HERO_DISABLED_CURRENTLY_START_GAME","Este Brawler está indisponível temporariamente. Use outro!"
"TID_HERO_COMING_SOON","Brawler a caminho!"
"TID_NO_ROBOS_SPAWNED","Empate! Nenhum ROBÔ DE CERCO!"
"TID_LAST_ROBO_IN","Última construção em:"
"TID_ROBO_LEVEL","Robô de Cerco NVL: <num>"
"TID_BATTLE_ROYALE_19","Blocos erráticos"
"TID_BATTLE_ROYALE_20","Estrela caída"
"TID_BATTLE_ROYALE_21","Olho do furacão"
"TID_BATTLE_ROYALE_22","Pantanal"
"TID_BATTLE_ROYALE_23","Boia cross"
"TID_BATTLE_ROYALE_24","Cruz dupla"
"TID_BATTLE_ROYALE_25","Jardim cercado"
"TID_BATTLE_ROYALE_26","Tribunal"
"TID_BATTLE_ROYALE_27","Neve de algodão"
"TID_BALL_12","Sapateado"
"TID_BALL_13","Confronto"
"TID_BALL_14","Caça-níqueis"
"TID_BALL_15","Pintando o pinball"
"TID_BALL_16","Abóbada de canhão"
"TID_GOLDRUSH_19","Armadilha de mola"
"TID_GOLDRUSH_20","Bispo para rei 4"
"TID_GOLDRUSH_21","Cruzado"
"TID_GOLDRUSH_22","Ângulo agudo"
"TID_GOLDRUSH_23","Bodega saltitante"
"TID_GOLDRUSH_24","Divisão celular"
"TID_GOLDRUSH_25","Arco duplo"
"TID_GOLDRUSH_26","Yin yang"
"TID_ROBO_HEALTH","ROBÔ DE CERCO:"
"TID_TEAMING_WARNING","<c99dd3333>ATAQUE OS INIMIGOS</c> ou seja atingido pelos <c99dd3333>METEOROS</c>!"
"TID_FREE_NAME_CHANGE_INTRO_TEXT","Só é possível trocar o nome gratuitamente uma vez. Use essa oportunidade com cautela, pois mudanças futuras custarão gemas."
"TID_PAID_NAME_CHANGE_INTRO_TEXT","Usar gemas para escolher um novo nome?\nCaso você escolha um nome inapropriado, nós nos reservamos o direito de alterá-lo sem ressarcir as gemas."
"TID_NAME_CHANGE_INTRO_TITLE","ALTERAR NOME"
"TID_NAME_CHANGE_ON_COOLDOWN","É preciso aguardar <time> para mudar o nome de novo."
"TID_NAME_CHANGE_FREE","GRÁTIS"
"TID_PLAYER_YOU","VOCÊ"
"TID_NEWS_TAB_NEWS","NOTÍCIAS"
"TID_NEWS_TAB_VIDEOS","VÍDEOS"
"TID_VS_TRAINING","Caverna de treinamento"
"TID_TRAINING_DPS","Dano por segundo:"
"TID_SHOP_SHORTCUT_1","OFERTAS"
"TID_SHOP_SHORTCUT_2","OFERTAS DIÁRIAS"
"TID_SHOP_SHORTCUT_NOT_USED","CAIXAS"
"TID_SHOP_SHORTCUT_3","VISUAIS"
"TID_SHOP_SHORTCUT_4","LOJA ESTELAR"
"TID_SHOP_SHORTCUT_5","RECURSOS"
"TID_SHOP_NOTIFICATION_NEW","NOVO!"
"TID_SHOP_NOTIFICATION_FREE","GRÁTIS!"
"TID_SKIN_INFO_INCLUDES","O visual inclui:\n"
"TID_SKIN_INFO_NORMAL","- Modelo personalizado de Brawler"
"TID_SKIN_INFO_NORMAL_PET","- Modelo personalizado de Brawler\n- Modelo personalizado de companheiro"
"TID_SKIN_INFO_NORMAL_TURRET","- Modelo personalizado de Brawler\n- Modelo personalizado de torreta"
"TID_SKIN_INFO_FX","- Modelo personalizado de Brawler\n- Efeitos personalizados"
"TID_SKIN_INFO_ANIM_PET","- Modelo personalizado de Brawler\n- Modelo personalizado de companheiro\n- Animações personalizadas"
"TID_SKIN_INFO_ANIM_TURRET","- Modelo personalizado de Brawler\n- Modelo personalizado de torreta\n- Animações personalizadas"
"TID_SKIN_INFO_ANIM_FX","- Modelo personalizado de Brawler\n- Efeitos personalizados\n- Animações personalizadas"
"TID_SKIN_INFO_ANIM_FX_PET","- Modelo personalizado de Brawler\n- Modelo personalizado de companheiro\n- Efeitos personalizados\n- Animações personalizadas"
"TID_SKIN_INFO_ANIM_FX_SOUND_PET","- Modelo personalizado de Brawler\n- Modelo personalizado de companheiro\n- Efeitos personalizados\n- Animações personalizadas\n- Sons personalizados"
"TID_SKIN_INFO_ANIM_FX_TURRET","- Modelo personalizado de Brawler\n- Modelo personalizado de torreta\n- Efeitos personalizados\n- Animações personalizadas"
"TID_SKIN_INFO_ANIM_FX_SOUND_TURRET","- Modelo personalizado de Brawler\n- Modelo personalizado de torreta\n- Efeitos personalizados\n- Animações personalizadas\n- Sons personalizados"
"TID_SKIN_INFO_ANIM","- Modelo personalizado de Brawler\n- Animações personalizadas"
