"TID","IT"
"TID_FRANK_CAVEMAN_SKIN_SHOP","FRANK\nCAVERNICOLO"
"TID_MECHANIC_SUMMER_SKIN_SHOP","JESSIE\nESTIVA"
"TID_CROW_PHEONIX_SKIN_SHOP","CORVO\nFENICE"
"TID_GOLDRUSH_10","Grotta dell'eco"
"TID_BANKHEIST_5","Giardini recintati"
"TID_BATTLE_ROYALE_D7","Via dei negozi"
"TID_BATTLE_ROYALE_8","Isola invasa"
"TID_BATTLE_ROYALE_6","Caverna rumorosa"
"TID_CLAN_CHAT_JUMP_TO_NEW","Nuovi messaggi (<count>)"
"TID_CLAN_CHAT_NEW","NUOVO"
"TID_BANKHEIST_6","Cava"
"TID_GOLDRUSH_11","Miniera allagata"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_ANDROID","Devi scaricare la beta di Brawl Stars dal Google Play Store, la quale è disponibile solo in certi paesi. Al momento la beta non è disponibile per i dispositivi su cui è stato eseguito il rooting. Prova più tardi."
"TID_RATE_APP_MESSAGE_ANDROID","Valuta o recensisci Brawl Stars sul Play Store: la tua opinione è preziosa!"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE","Nuovo accesso a Google Play"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT","Vuoi salvare la partita in corso su questo account di Google Play?"
"TID_SHOWDOWN_END","SCONTRO FINALE!"
"TID_SETTINGS_FIXES_JOYSTICK","BLOCCO ICONA LEVETTE"
"TID_SETTINGS_SC_ID","SUPERCELL ID"
"TID_LANGUAGE_LOCALIZED_NAME","Italiano"
"TID_POPUP_CHANGE_LANGUAGE_TITLE","Cambiare lingua?"
"TID_POPUP_CHANGE_LANGUAGE","Vuoi davvero cambiare la lingua?"
"TID_SKIN_RARITY_1","<cffffff>Comune</c>"
"TID_SKIN_RARITY_2","<c0070dd>Rara</c>"
"TID_SKIN_RARITY_3","<ca335ee>Epica</c>"
"TID_SKIN_RARITY_4","<cff8000>Leggendaria</c>"
"TID_BANKHEIST_7","Recinto dei cactus"
"TID_BATTLE_ROYALE_9","Landa del ponente"
"TID_BATTLE_ROYALE_10","Deserto delle dune"
"TID_NO_FRIENDS_GO_TO_FRIENDS","Vai agli amici"
"TID_EVENT_MODIFIER_1","ENERGY DRINK"
"TID_EVENT_MODIFIER_2","ROBOT INCAVOLATO"
"TID_EVENT_MODIFIER_3","STELLE CADENTI"
"TID_EVENT_MODIFIER_4","BANCHETTO MACABRO"
"TID_EVENT_MODIFIER_DESC_1","Se non c'è nessuno nelle vicinanze, apparirà un energy drink con cui aumenterai temporaneamente la velocità del brawler e i suoi danni."
"TID_EVENT_MODIFIER_DESC_2","A un robot gli sono girati troppo i circuiti e ha deciso di apparire a caso sulla mappa per menare chiunque gli capiti a tiro. Così, per sport."
"TID_EVENT_MODIFIER_DESC_3","Ti piacerebbe vedere una stella cadente da vicino? Ora puoi realizzare il tuo sogno! Fa' attenzione che non sia l'ultimo però..."
"TID_BALL_4","Campetto incolto"
"TID_EVENT_MODIFIER_DESC_4","Perderai salute di continuo, ma puoi recuperarne un po' colpendo i brawler avversari. Eliminane uno e i tuoi punti salute saranno ripristinati. I brawler capaci di curare vedranno questa abilità notevolmente ridotta."
"TID_BALL_5","Brawlimpico"
"TID_BALL_6","Brawl Stadium"
"TID_BALL_7","Campo allagato"
"TID_BANKHEIST_8","Tunnel d'ossa"
"TID_EVENT_MODIFIER_DESC_3_SD","È bello stare vicino agli amici. Un po' meno quando c'è il rischio che una meteora vi schiacci tutti in un colpo solo."
"TID_DEFEATED_SHOWDOWN","Sconfitta"
"TID_OFFER_WATCH_AD","GUARDA"
"TID_ERROR_REPLAY_DISABLED","Replay non disponibile"
"TID_WANTED_9","Canal Grande"
"TID_HOOK","EUGENIO"
"TID_STAR_KEY_INFO_EXTENSION","\n\nI gettoni stella servono ad aprire le casse enormi."
"TID_TEAM_OWNER_TEXT","Squadra di <NAME>"
"TID_SPECTATE_AUTO","azione"
"TID_BATTLE_ROYALE_11","Steppa grandiosa"
"TID_FRIEND_POPOVER_INVITE","INVITA NELLA SQUADRA"
"TID_TEAM_ERROR_ALREADY_IN_ROOM","Il giocatore è già in squadra."
"TID_TEAM_ERROR_ALREADY_INVITED","Il giocatore è stato già invitato."
"TID_BATTLE_ROYALE_D2","Lande tempestose"
"TID_UNDERTAKER_GREASER_SKIN","MORTIS ROCKETTARO"
"TID_COMMUNITY_PROPS","Mappa della community!\n\nCreata da:\n<cff8000><CREDIT></c>"
"TID_BATTLE_ROYALE_12","Labirinto"
"TID_TEAM_INVITE_ALREADY_IN_TEAM","Il giocatore è già in una squadra."
"TID_HINT_38","Il cerchio blu rotante sotto a un brawler indica che la sua super è pronta!"
"TID_HINT_39","Il cerchio giallo rotante sotto a un brawler indica che sta mirando la super!"
"TID_EVENT_NOT_AVAILABLE","Nessun evento"
"TID_SHOP_OFFER_PURCHASE_AD_NOT_AVAILABLE","Nessun video disponibile. Controlla più tardi!"
"TID_SHOP_NOT_AVAILABLE","non disponibile"
"TID_UNDERTAKER_GREASER_SKIN_SHOP","MORTIS\nROCKETTARO"
"TID_HINT_40","Collegati a Supercell ID dalle impostazioni per tenere al sicuro il tuo account e giocare su più dispositivi. Inoltre, se lo fai, riceverai una skin gratuita!"
"TID_GACHA_VIDEO_REWARD_RECEIVED","Nuovi premi disponibili!"
"TID_BUTTON_NAVI_SHOP","NEGOZIO"
"TID_BUTTON_NAVI_SOCIAL","SOCIAL"
"TID_BUTTON_NAVI_BRAWLERS","BRAWLER"
"TID_BRAWL_TICKETS_BUTTON","GIOCA"
"TID_HOME_SCREEN_INVITE","INVITA"
"TID_HINT_41","I trofei totali sono la somma dei trofei di ogni tuo brawler."
"TID_GOAL","<name> ha segnato!"
"TID_EVENT_MODIFIER_5","FUNGHI CURATIVI"
"TID_EVENT_MODIFIER_DESC_5","Sulla mappa spuntano dei funghi curativi che fanno recuperare salute a chi gli sta vicino per un po'."
"TID_EVENT_MODIFIER_DESC_5_SD","Nell'arena spuntano dei funghi curativi che, però, smettono di crescere se tu e i tuoi alleati vi avvicinate troppo tutti insieme."
"TID_NINJA","LEON"
"TID_ROSA","ROSA"
"TID_HINT_42","Se il brawler non attacca o non subisce danni per un po', la sua salute si rigenera."
"TID_HOOK_SHORT_DESC","SUPPORTO"
"TID_HOOK_DESC","Eugenio usa una lampada magica per sparare un proiettile a frammentazione, mentre con la super evoca una mano magica che trascina i nemici verso di lui."
"TID_SPEC_ABI_HOOK","Sbuffi magici"
"TID_SPEC_ABI_HOOK_DESC","Eugenio cura gli alleati attorno a lui, facendogli recuperare <c00cc00><VALUE1></c> punti salute al secondo."
"TID_HOOK_WEAPON","FUMO ESPLOSIVO"
"TID_HOOK_ULTI","MANO DEL FATO"
"TID_HOOK_WEAPON_DESC","Eugenio spara con la lampada una sfera di fumo magico. Se non colpisce un obiettivo, la sfera si frammenta coprendo un'area a cono."
"TID_HOOK_ULTI_DESC","Eugenio evoca dalla lampada una mano magica che trascina verso di lui chiunque riesca ad afferrare."
"TID_NINJA_SHORT_DESC","SICARIO FURTIVO"
"TID_NINJA_DESC","Leon lancia delle lame contro gli avversari e può diventare invisibile per un breve periodo dopo aver attivato un fumogeno con la super."
"TID_SPEC_ABI_SPEED_INVISIBLE","Scie di fumo"
"TID_SPEC_ABI_SPEED_INVISIBLE_DESC","Quando Leon usa la super, la sua velocità di movimento aumenta del <c00cc00><VALUE1>%</c> per tutta la durata dell'invisibilità."
"TID_NINJA_WEAPON","SHURIKEN"
"TID_NINJA_ULTI","FUMOGENO"
"TID_NINJA_WEAPON_DESC","Da buon ninja che si rispetti, Leon attacca con quattro stelle ninja affilate come rasoi, che però causano meno danni ai nemici più distanti."
"TID_NINJA_ULTI_DESC","Leon diventa invisibile per <time> secondi, ma se attacca o è troppo vicino ai nemici, sarà subito individuato."
"TID_ROSA_SHORT_DESC","TANK"
"TID_ROSA_DESC","Questa esperta di botanica e cazzotti ha il pollice verde e fa occhi neri a chiunque. Con la super si protegge dai danni con una tuta vegetale."
"TID_SPEC_ABI_HEAL_FOREST","Erborista"
"TID_SPEC_ABI_HEAL_FOREST_DESC","Rosa recupera <c00cc00><VALUE1></c> punti salute al secondo quando si trova nei cespugli."
"TID_ROSA_WEAPON","MANI DI PIETRA"
"TID_ROSA_ULTI","SCORZA DURA"
"TID_ROSA_WEAPON_DESC","Rosa sferra potenti pugni a destra e a manca con una precisione invidiabile!"
"TID_ROSA_ULTI_DESC","Rosa si riveste di piante resistenti per <time> secondi e riduce i danni ricevuti di una certa quantità (<num>%)."
"TID_STAT_DAMAGE_PER_CLUSTER","Danni per grappolo"
"TID_STAT_DAMAGE_PER_SHURIKEN","Danni per shuriken da vicino"
"TID_STAT_INVISIBLE","Fumogeno"
"TID_STAT_SHIELD","Scudo"
"TID_SELECT_HERO_INFO_RAID_BOSS","<c2288ff>Giocatori vs boss</c>"
"TID_EVENT_POPUP_GMV_LABEL_RAID_BOSS","Tre giocatori vs il ROBOBOSS"
"TID_GAME_MODE_10","RAID"
"TID_RAID_BOSS_INTRO_TEXT","Sconfiggi il boss."
"TID_RAID_1","Arena del Roboboss"
"TID_GAME_MODE_10_DESC","Pensi di poter battere il formidabile Roboboss? Unisci le forze con i tuoi compagni di squadra per abbatterlo. Tornerai sempre in battaglia, finché c'è almeno un alleato in vita, ma se il boss vi elimina tutti, è game over!\n\nQuesto evento presenta diversi livelli di difficoltà, da normale a smodata, che sblocchi ogni volta che sconfiggi il boss."
"TID_TEAM_MATE_GONE","<ccccc00>Alleato sconfitto</c>"
"TID_ALL_TEAM_MATES_GONE","<cee0000>Alleati sconfitti</c>"
"TID_RAID_BOSS_ENRAGE_1","<c99bb22bb>Il boss è ARRABBIATO!</c>"
"TID_RAID_BOSS_ENRAGE_2","<c99bb2222>Il boss è FURIOSO!</c>"
"TID_RAID_BOSS_ENRAGE_3","<c99bbbb22>Il boss è SCATENATO!</c>"
"TID_RAID_BOSS_DIFFICULTY_0","Normale"
"TID_RAID_BOSS_DIFFICULTY_1","Difficile"
"TID_RAID_BOSS_DIFFICULTY_2","Esperta"
"TID_RAID_BOSS_DIFFICULTY_3","Letale"
"TID_RAID_BOSS_DIFFICULTY_4","Smodata"
"TID_RAID_BOSS_DIFFICULTY_5","Smodata II"
"TID_RAID_BOSS_DIFFICULTY_6","Smodata III"
"TID_RAID_BOSS_DIFFICULTY_7","Smodata IV"
"TID_RAID_BOSS_DIFFICULTY_8","Smodata V"
"TID_RAID_BOSS_DIFFICULTY_9","Smodata VI"
"TID_RAID_BOSS_DIFFICULTY_10","Smodata VII"
"TID_RAID_BOSS_DIFFICULTY_11","Smodata VIII"
"TID_RAID_BOSS_DIFFICULTY_12","Smodata IX"
"TID_RAID_BOSS_DIFFICULTY_13","Smodata X"
"TID_RAID_BOSS_DIFFICULTY_14","Smodata XI"
"TID_RAID_BOSS_DIFFICULTY_15","Smodata XII"
"TID_RAID_BOSS_DIFFICULTY_16","Smodata XIII"
"TID_RAID_BOSS_DIFFICULTY_17","Smodata XIV"
"TID_RAID_BOSS_DIFFICULTY_18","Smodata XV"
"TID_RAID_BOSS_DIFFICULTY_19","Smodata XVI"
"TID_RAID_BOSS_DIFFICULTY_20","SIETE IMBATTIBILI!"
"TID_MODES_NEW_EVENT","NUOVO EVENTO!"
"TID_MODES_NEW_EVENTS","NUOVI EVENTI!"
"TID_TEAM_MEMBER_STATUS_NEW_0","<c999999>OFFLINE</c>"
"TID_TEAM_MEMBER_STATUS_NEW_1","IN BATTAGLIA"
"TID_TEAM_MEMBER_STATUS_NEW_2","NON PRESENTE"
"TID_TEAM_MEMBER_STATUS_NEW_3","<EMPTY>"
"TID_TEAM_MEMBER_STATUS_NEW_4","MATCHMAKING"
"TID_TEAM_MEMBER_STATUS_NEW_5","FINE SCONTRO"
"TID_TEAM_MEMBER_STATUS_NEW_6","<c999999>OFFLINE</c>"
"TID_TEAM_MEMBER_STATUS_NEW_7","VEDE SCONTRI"
"TID_TEAM_MEMBER_STATUS_NEW_8","ALLENAMENTO"
"TID_TEAM_MEMBER_STATUS_NEW_9","SCRIVE..."
"TID_TEAM_MEMBER_STATUS_NEW_10","SELEZIONE BRAWLER"
"TID_TEAM_MEMBER_STATUS_NEW_11","SELEZIONE EVENTO"
"TID_TEAM_MEMBER_STATUS_NEW_12","IN CERCA DI UN MEMBRO"
"TID_TEAM_MEMBER_STATUS_NEW_READY","PRONTO"
"TID_BUTTON_SPECTATE","Osserva"
"TID_NEW_EVENT_IN","Nuovo evento tra: <TIME>"
"TID_NEW_EVENT_NOW","NUOVO EVENTO DISPONIBILE!"
"TID_SHOP_TITLE","NEGOZIO"
"TID_SELECT_EVENT_TITLE","SCEGLI EVENTO"
"TID_HERO_LIST_LABEL_NEW","BRAWLER: <c53C5F7><COUNT>/<TOTAL></c>"
"TID_KEY_COUNTER","<VALUE><c7984a8>/<MAX></c>"
"TID_ONLINE_TAB_1","GIOCATORI ONLINE"
"TID_ONLINE_TAB_2","CHAT DELLA SQUADRA"
"TID_ONLINE_TAB_3","CHAT DEL CLUB"
"TID_ALLIANCE_CHAT_TAB_NOT_IN_ALLIANCE","Unisciti a un club per chattare coi soci"
"TID_TEAM_CHAT_TAB_NOT_IN_TEAM","Entra in una squadra per chattare coi membri"
"TID_NO_BAND_GO_TO_BANDS","Vai ai club"
"TID_SHARE_TEAM_CODE_NO_CODE","Attendi che il codice sia generato prima di condividerlo!"
"TID_TEAM_TEAMCODE_YOURS","Codice squadra"
"TID_BACK_BUTTON","ESCI"
"TID_BARLEY_WIZARD_SKIN","BOMBARDINO STREGONE"
"TID_EVENT_LOCKED_TROPHIES","Vinci altri trofei per sbloccare l'evento"
"TID_EVENT_LOCKED_PRO_LEAGUE","Ottieni un'abilità stellare di un brawler per sbloccare l'evento."
"TID_SHOTGUN_STAR_SKIN","SHELLY STELLARE"
"TID_PARTY_MODE_TITLE","AMICHEVOLE"
"TID_BUTTON_PARTY_MODE","AMICHEVOLE"
"TID_LEAVE_TEAM_TITLE","SQUADRA"
"TID_LEAVE_TEAM_TXT","ESCI"
"TID_PARTY_MODE_DESC","Le amichevoli non ti premiano con trofei, ma puoi far pratica con tutti gli eventi normali o lanciare una sfida agli amici.\n\nNelle amichevoli, i brawler saranno potenziati al massimo."
"TID_HEROES_TO_BE_UNLOCKED","BRAWLER DA SBLOCCARE"
"TID_NITA_REINDEER_SKIN","NITA RUDOLPH"
"TID_PENNY_ELF_SKIN","ELFA PENNY"
"TID_DYNAMIKE_SANTA_SKIN","BABBO DYNATALE"
"TID_DYNAMIKE_CHEF_SKIN","CHEF DYNAMIKE"
"TID_BROCK_BOOMBOX_SKIN","BROCK B-BOY"
"TID_EVENT_SLOT_NAME_1","ARRAFFAGEMME"
"TID_EVENT_SLOT_NAME_2","SOPRAVVIVENZA"
"TID_EVENT_SLOT_NAME_3","EVENTI DEL GIORNO"
"TID_EVENT_SLOT_NAME_4","EVENTI DI SQUADRA"
"TID_EVENT_SLOT_NAME_7","EVENTI CON BIGLIETTI"
"TID_EVENT_SLOT_NAME_8","EVENTI IN SINGOLO"
"TID_EVENT_SLOT_NAME_9","SETE DI POTERE"
"TID_PENNY_ELF_SKIN_SHOP","ELFA\nPENNY"
"TID_DYNAMIKE_SANTA_SKIN_SHOP","BABBO DYNATALE"
"TID_DYNAMIKE_CHEF_SKIN_SHOP","CHEF DYNAMIKE"
"TID_BROCK_BOOMBOX_SKIN_SHOP","BROCK\nB-BOY"
"TID_NITA_REINDEER_SKIN_SHOP","NITA\nRUDOLPH"
"TID_EVENT_STARTS_IN","L'evento inizia tra: <TIME>"
"TID_UNDERTAKER_HAT_SKIN","MORTIS DA GALA"
"TID_CREATE_ROOM_CODE","CREA CODICE SQUADRA"
"TID_EVENT_LOCKED_TEAM","Questo evento non prevede la presenza di squadre."
"TID_EVENT_PREVIEW_TITLE","INFO EVENTO"
"TID_EVENT_POPUP_GAME_MODE_6_SOLO_DUO","Sopravvivi nell'arena"
"TID_GAME_MODE_6_SOLO_DUO_DESC","Affronta l'arena in solitaria o in coppia e batti tutti gli avversari per vincere!\n\nRaccogli i cubi di energia per aumentare la salute e la potenza di attacco, ma fa' attenzione alle nubi tossiche che avanzano!"
"TID_INVITE_PENDING","INVITATO"
"TID_JOIN_REQUEST_PENDING","IN ATTESA"
"TID_GOAL_MATCH_OVER","<name> ha segnato!\nPartita conclusa!"
"TID_GOLDRUSH_XMAS_1","Castello di neve"
"TID_GOLDRUSH_XMAS_2","Paese delle feste"
"TID_GOLDRUSH_XMAS_3","Campo innevato"
"TID_GOLDRUSH_XMAS_4","Rocciafredda"
"TID_GOLDRUSH_XMAS_5","Arena delle nevi"
"TID_GOLDRUSH_XMAS_6","Landa dei regali"
"TID_GOLDRUSH_XMAS_7","Grotta di zenzero"
"TID_GOLDRUSH_XMAS_8","Lago ghiacciato"
"TID_GOLDRUSH_XMAS_9","Cava glaciale"
"TID_GOLDRUSH_XMAS_10","Grotta del tesoro"
"TID_RAID_BOSS_DIFFICULTY_CAP","Il tuo livello di difficoltà contro il boss è stato adeguato a quello della squadra. In questo caso non spenderai alcun biglietto, ma ricorda che riceverai premi solo affrontando un boss del livello migliore da te raggiunto!"
"TID_RAID_BOSS_DIFFICULTY","Difficoltà:"
"TID_BOSS_3","Arena distruttiva"
"TID_BOSS_4","Selva"
"TID_BOSS_5","Radura"
"TID_BOSS_6","Tenuta di caccia"
"TID_COOP_3","Cripta"
"TID_COOP_4","Distesa isolata"
"TID_COOP_5","Strada interrotta"
"TID_COOP_6","Caveau"
"TID_RAID_2","Robolandia"
"TID_RAID_3","Sfasciacarrozze"
"TID_BUTTON_INVITE_PLAYER","INVITA"
"TID_BUTTON_JOIN_TEAM","MANDA RICHIESTA"
"TID_BUTTON_TEAM_FULL","PIENA"
"TID_DECIMAL_MARK",","
"TID_RARITY_HEADER_0","PREMIO DEL CAMMINO DEI TROFEI"
"TID_RARITY_HEADER_1","RARO"
"TID_RARITY_HEADER_2","SUPER RARO"
"TID_RARITY_HEADER_3","EPICO"
"TID_RARITY_HEADER_4","MITICO"
"TID_RARITY_HEADER_5","LEGGENDARIO"
"TID_SETTINGS_KAKAO","AMICI DI KakaoTalk"
"TID_HERO_INFO_LEVEL_WITH_NUMBER","LIVELLO <NUMBER>"
"TID_HERO_INFO_LEVEL_WITH_NUMBER_LONG","LIVELLO <NUMBER>"
"TID_IN_YOUR_TEAM","LA TUA SQUADRA"
"TID_TEAM_REQEST_JOIN_FAIL_TEAM_FULL","Impossibile inviare la richiesta. La squadra è piena."
"TID_EVENT_ENDS_IN","L'evento termina tra: <TIME>"
"TID_EVENT_LOCKED_CAN_CLAIM_WARNING","Sblocca l'evento nel cammino dei trofei."
"TID_EVENT_LOCKED_CAN_CLAIM","Congratulazioni! Ora puoi sbloccare l'evento nel cammino dei trofei."
"TID_BATTLE_ROYALE_3D","Valle della morte"
"TID_BATTLE_ROYALE_7D","Valle desolata"
"TID_WANTED_4D","Valle pestifera"
"TID_GOLDRUSH_3D","Grotta dei funghi"
"TID_WEEKEND_OFFER","OFFERTA DEL WEEKEND"
"TID_EXCLUSIVE_OFFER","OFFERTA ESCLUSIVA"
"TID_EPIC_OFFER","OFFERTA EPICA"
"TID_MEGA_OFFER","MEGA OFFERTA"
"TID_FEATURED_OFFER","OFFERTA IMPERDIBILE"
"TID_TAIPEI_OFFER","OFFERTA DEL TAIPEI GAME SHOW"
"TID_RAID_BOSS_ENRAGE_4","<c99ffffff>Il boss è diventato IMPLACABILE!</c>"
"TID_RAID_BOSS_ENRAGE_WARNING_1","Il boss si <cffbb22bb>ARRABBIERÀ</c> tra:"
"TID_RAID_BOSS_ENRAGE_WARNING_2","Il boss si <cffbb2222>INFURIERÀ</c> tra:"
"TID_RAID_BOSS_ENRAGE_WARNING_3","Il boss si <cffbbbb22>SCATENERÀ</c> tra:"
"TID_RAID_BOSS_ENRAGE_WARNING_4","Il boss diventerà <cffffffff>IMPLACABILE</c> tra:"
"TID_HERO_INFO_LOCKED_INFO_SHORT","Si sblocca aprendo le casse brawl"
"TID_ROBO_WARS_1","Fabbrica dei robot"
"TID_ROBO_WARS_INTRO_TEXT","Distruggi la base nemica!"
"TID_ROBO_WARS_SCRAP","Bulloni:"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_0","Robot d'assedio <c998888ff>alleato</c> assemblato!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_0","Robot d'assedio <c99dd3333>nemico</c> assemblato!"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_1","<c998888ff>La tua squadra</c> ha costruito un <c99bb22bb>robot ARRABBIATO</c>!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_1","<c99dd3333>La squadra nemica</c> ha costruito un <c99bb22bb>robot ARRABBIATO</c>!"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_2","<c998888ff>La tua squadra</c> ha costruito un <c99bb2222>robot FURIOSO</c>!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_2","<c99dd3333>La squadra nemica</c> ha costruito un <c99bb2222>robot FURIOSO</c>!"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_3","<c998888ff>La tua squadra</c> ha costruito un <c99bbbb22>robot SCATENATO</c>!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_3","<c99dd3333>La squadra nemica</c> ha costruito un <c99bbbb22>robot SCATENATO</c>!"
"TID_ROBO_WARS_SCRAP_AMOUNT","<v1>/<v2>"
"TID_BRAWL_BOX_INFO","Ottieni <c33a5d7><COUNT> gettoni</c> dalle battaglie per aprire questa cassa brawl."
"TID_STAR_BOX_INFO","Ottieni <cff8E1b><COUNT> gettoni stella</c> dalla tua prima vittoria nei vari eventi per aprire questa cassa enorme."
"TID_ALLIANCE_LOCATION","UBICAZIONE DEL CLUB"
"TID_LOCATION_TITLE","SCEGLI UBICAZIONE"
"TID_SETTINGS_LOCATION","UBICAZIONE"
"TID_REGION_INT","Internazionale"
"TID_POPUP_CHANGE_LOCATION_TITLE","Cambiare ubicazione?"
"TID_POPUP_CHANGE_LOCATION","Vuoi davvero cambiare l'ubicazione? Puoi farlo solo una volta al giorno."
"TID_CHANGE_LOCATION_RESULT_0","Ora l'ubicazione è: <COUNTRY>"
"TID_CHANGE_LOCATION_RESULT_1","Impossibile cambiare l'ubicazione ora. Riprova tra: <TIME>."
"TID_SKIN_INFO_CAMPAIGN_2_AVAILABLE","Festeggia la mischia lunare con questa skin celebrativa!"
"TID_SKIN_INFO_CAMPAIGN_2_NOT_AVAILABLE","Skin della mischia lunare"
"TID_SKIN_INFO_CAMPAIGN_5_AVAILABLE","Festeggia la mischia lunare con questa skin celebrativa!"
"TID_SKIN_INFO_CAMPAIGN_5_NOT_AVAILABLE","Skin della mischia lunare"
"TID_CACTUS_PINK_SKIN","SPIKE SAKURA"
"TID_CACTUS_PINK_SKIN_SHOP","SPIKE\nSAKURA"
"TID_TRICKSHOT_DUDE","STECCA"
"TID_TRICKSHOT_GOLD_SKIN","RE STECCA"
"TID_TRICKSHOT_GOLD_SKIN_SHOP","RE\nSTECCA"
"TID_SKIN_POPCORN_RICO","STECCA SCOPPIETTANTE"
"TID_SKIN_POPCORN_RICO_SHOP","STECCA\nSCOPPIETTANTE"
"TID_SKIN_FOOTBULL","BULL QUARTERBACK"
"TID_SKIN_FOOTBULL_SHOP","BULL\nQUARTERBACK"
"TID_SKIN_DUMPLING_DARRYL","BARRYL RAVIOLONE"
"TID_SKIN_DUMPLING_DARRYL_SHOP","BARRYL\nRAVIOLONE"
"TID_SKIN_LUNAR_BROCK","KUNG FU BROCK"
"TID_SKIN_LUNAR_BROCK_SHOP","KUNG FU\nBROCK"
"TID_SKIN_LUNAR_COLT","COLT GUARDIA IMPERIALE"
"TID_SKIN_LUNAR_COLT_SHOP","COLT\nGUARDIA IMPERIALE"
"TID_SKIN_VALENTINE_POCO","POCHO ROMANTICONE"
"TID_SKIN_VALENTINE_POCO_SHOP","POCHO\nROMANTICONE"
"TID_BANKHEIST_9","Camera blindata"
"TID_BANKHEIST_10","Caveau tonante"
"TID_BANKHEIST_11","Banco dei brawler"
"TID_BANKHEIST_12","Ponte"
"TID_BANKHEIST_13","Antro delle ricchezze"
"TID_WANTED_10","Piscina"
"TID_WANTED_11","Recinto dei tori"
"TID_WANTED_12","Arena dei ricercati"
"TID_WANTED_13","Arena stratificata"
"TID_WANTED_14","Steppa arida"
"TID_NOT_ENOUGH_LEGENDARY_TROPHIES","Punti stellari insufficienti!"
"TID_NOT_ENOUGH_GOLD_TITLE","Monete insufficienti!"
"TID_NOT_ENOUGH_GOLD_TEXT","Vuoi comprare le monete mancanti (<NUM>)?"
"TID_NOT_ENOUGH_GOLD_TEXT_ONE","Vuoi comprare la moneta mancante?"
"TID_TEAM_INVITATION_POPUP_MUTE_ALL","BLOCCA GLI INVITI RICEVUTI NELLA PROSSIMA ORA"
"TID_TEAM_INVITATION_SETTING_MUTE","Blocca tutti gli inviti alla squadra"
"TID_BUTTON_TEAM_DND","NON DISTURBARE"
"TID_SHOP_VALENTINE_OFFER","OFFERTA DI SAN VALENTINO"
"TID_SHOP_BRAWLER_BUNDLE","BUNDLE BRAWLER"
"TID_SHOP_SEASONAL_SKIN_OFFER","OFFERTA SKIN STAGIONALE"
"TID_SHOP_WELCOME_OFFER","OFFERTA DI BENVENUTO"
"TID_SHOP_BRAWLER_PACK","PACCHETTO BRAWLER"
"TID_SHOP_STAR_POWER_OFFER","OFFERTA ABILITÀ STELLARE"
"TID_SHOP_UPGRADE_BUNDLE","BUNDLE MIGLIORAMENTO"
"TID_SHOP_NEW_BRAWLER_OFFER","OFFERTA NUOVO BRAWLER"
"TID_SHOP_NEW_SKIN_RELEASE","RILASCIO NUOVA SKIN"
"TID_SHOP_NEW_SKIN_OFFER","OFFERTA NUOVA SKIN"
"TID_FRIENDLY_GAME_ROOM_LOCKED","Le amichevoli si sbloccano al livello di esperienza <NUM>"
"TID_HEROES_COMING_SOON","NUOVI BRAWLER IN ARRIVO"
"TID_RARITY_NAME_0_UPPER","PREMIO DEL CAMMINO DEI TROFEI"
"TID_RARITY_NAME_1_UPPER","RARO"
"TID_RARITY_NAME_2_UPPER","SUPER RARO"
"TID_RARITY_NAME_3_UPPER","EPICO"
"TID_RARITY_NAME_4_UPPER","MITICO"
"TID_RARITY_NAME_5_UPPER","LEGGENDARIO"
"TID_STARTER_PACK_5","PACCHETTO LIV. 50"
"TID_STARTER_PACK_6","PACCHETTO LIV. 75"
"TID_STARTER_PACK_7","PACCHETTO LIV. 100"
"TID_STARTER_PACK_8","PACCHETTO LIV. 125"
"TID_WHIRLWIND","CARL"
"TID_WHIRLWIND_SHORT_DESC","COMBATTENTE"
"TID_WHIRLWIND_DESC","Carl lancia il suo piccone come un boomerang, mentre con la super rotea vorticosamente sul suo carrello elargendo sane picconate a chi gli sta attorno."
"TID_WHIRLWIND_WEAPON","PICCONE"
"TID_WHIRLWIND_ULTI","TORNADO"
"TID_WHIRLWIND_WEAPON_DESC","Il piccone si comporta come un boomerang: una volta lanciato, Carl dovrà aspettare che ritorni prima di attaccare nuovamente."
"TID_WHIRLWIND_ULTI_DESC","Carl esegue una serie di testacoda da capogiro, che oltre a dargli la nausea, gli permettono di danneggiare seriamente chi gli sta vicino."
"TID_STAT_DAMAGE_EACH_WAY","Danno per colpo"
"TID_STAT_DAMAGE_PER_SWING","Danno per rotazione"
"TID_HINT_43","Il piccone di Carl rimbalza e torna indietro subito quando colpisce un ostacolo, permettendoti così di rilanciarlo più velocemente."
"TID_SPEC_ABI_PROJECTILE_SPEED","Picconata turbo"
