"TID","JP"
"TID_EVENT_MODIFIER_DESC_2","怒り狂ったロボットがランダムに現れ、近くにいるプレイヤーを攻撃する。気をつけて！"
"TID_EVENT_MODIFIER_DESC_3","遠くに降る星は立ち止まって眺めたいけど... こちらに向かってくる隕石は何としても避けたい！"
"TID_BALL_4","静かな広場"
"TID_EVENT_MODIFIER_DESC_4","時間とともにHPが減っていき、敵にダメージを与えると回復する。完全に倒すとHPが満タンに！あらゆる回復能力の効果が低下する。"
"TID_BALL_5","鉄の城砦"
"TID_BALL_6","スーパースタジアム"
"TID_BALL_7","水たまり地獄"
"TID_BANKHEIST_8","ボーントンネル"
"TID_EVENT_MODIFIER_DESC_3_SD","空から巨大な隕石が降ってくる！仲間の近くにいすぎると、どちらもやられてしまうかも..."
"TID_DEFEATED_SHOWDOWN","敗北"
"TID_OFFER_WATCH_AD","観る"
"TID_ERROR_REPLAY_DISABLED","リプレイは利用できません"
"TID_WANTED_9","グランドカナル"
"TID_HOOK","ジーン"
"TID_STAR_KEY_INFO_EXTENSION","\n\nスタートークンはビッグボックスを開けるために使用します。"
"TID_TEAM_OWNER_TEXT","<NAME>のチーム"
"TID_SPECTATE_AUTO","自動"
"TID_BATTLE_ROYALE_11","悲鳴の谷"
"TID_FRIEND_POPOVER_INVITE","チームへ招待"
"TID_TEAM_ERROR_ALREADY_IN_ROOM","プレイヤーはすでにあなたのチームに参加しています！"
"TID_TEAM_ERROR_ALREADY_INVITED","プレイヤーはすでに招待されています！"
"TID_BATTLE_ROYALE_D2","嵐の平野"
"TID_UNDERTAKER_GREASER_SKIN","ロカビリー モーティス"
"TID_COMMUNITY_PROPS","コミュニティマップ！\n\n発案：\n<cff8000><CREDIT></c>"
"TID_BATTLE_ROYALE_12","灼熱の迷路"
"TID_TEAM_INVITE_ALREADY_IN_TEAM","プレイヤーはすでにチームに参加しています！"
"TID_HINT_38","キャラクターの足元の青い円は\n必殺技のゲージが溜まっていることを示します！"
"TID_HINT_39","キャラクターの足元の黄色い円は\n必殺技の狙いを定めていることを示します！"
"TID_EVENT_NOT_AVAILABLE","イベントなし"
"TID_SHOP_OFFER_PURCHASE_AD_NOT_AVAILABLE","利用できる動画がありません。後ほどご確認ください！"
"TID_SHOP_NOT_AVAILABLE","利用できません"
"TID_UNDERTAKER_GREASER_SKIN_SHOP","ロカビリー\nモーティス"
"TID_HINT_40","設定画面からSupercell IDに接続して、アカウントを保護したり複数デバイスでプレイを楽しみましょう。無料スキンももらえます！"
"TID_GACHA_VIDEO_REWARD_RECEIVED","追加報酬が追加されました！"
"TID_BUTTON_NAVI_SHOP","ショップ"
"TID_BUTTON_NAVI_SOCIAL","ソーシャル"
"TID_BUTTON_NAVI_BRAWLERS","キャラクター"
"TID_BRAWL_TICKETS_BUTTON","プレイ"
"TID_HOME_SCREEN_INVITE","招待"
"TID_HINT_41","合計トロフィー数は、すべてのキャラクターの\nトロフィーを合算したものです。"
"TID_GOAL","<name>のゴール！"
"TID_EVENT_MODIFIER_5","癒しのキノコ"
"TID_EVENT_MODIFIER_DESC_5","回復能力を持つキノコがランダムに現れる！一定期間、周辺にいるものを癒す力がある。"
"TID_EVENT_MODIFIER_DESC_5_SD","回復能力を持つキノコがランダムに現れる！大勢で近寄ると、キノコの成長が止まってしまうので注意。"
"TID_NINJA","レオン"
"TID_ROSA","ローサ"
"TID_HINT_42","しばらく攻撃をやめるかダメージを受けなければ\nキャラクターのHPが少しずつ回復します。"
"TID_HOOK_SHORT_DESC","サポート"
"TID_HOOK_DESC","ジーンの武器は、分裂する魔法の弾を発射する魔法のランプ。必殺技を発動すると、敵を掴んで引き寄せる魔法の手が現れる。"
"TID_SPEC_ABI_HOOK","魔法の吐息"
"TID_SPEC_ABI_HOOK_DESC","周囲にいる仲間のHPが毎秒<c00cc00><VALUE1></c>回復する。"
"TID_HOOK_WEAPON","魔法の煙"
"TID_HOOK_ULTI","魔法の手"
"TID_HOOK_WEAPON_DESC","ランプから魔法でできた弾を撃ち出す。敵に命中しなければ、途中で分裂して扇型に広がりながらダメージを与える。"
"TID_HOOK_ULTI_DESC","ランプから現れるのは巨大な魔法の手！敵に届くと、そのまま掴んで彼のところまで引き寄せる。"
"TID_NINJA_SHORT_DESC","ステルスアサシン"
"TID_NINJA_DESC","レオンは複数の手裏剣を素早く投げる。必殺技は、しばらくの間、姿を隠すことができる煙幕だ！"
"TID_SPEC_ABI_SPEED_INVISIBLE","煙遁の術"
"TID_SPEC_ABI_SPEED_INVISIBLE_DESC","必殺技を発動すると、周りから姿が見えない間の移動速度が<c00cc00><VALUE1>%</c>ブーストされる。"
"TID_NINJA_WEAPON","手裏剣"
"TID_NINJA_ULTI","煙玉"
"TID_NINJA_WEAPON_DESC","手首のスナップをきかせて、4枚の手裏剣を投げる。近距離の方がより大きなダメージを与えられる。"
"TID_NINJA_ULTI_DESC","煙玉で<time>秒間姿を消すことができる。発動中に攻撃すると効果が切れてしまうので要注意。近くにいる敵には気配で気付かれてしまう。"
"TID_ROSA_SHORT_DESC","ヘビーウェイト"
"TID_ROSA_DESC","パンチの応酬にもひるまないボクサーにして植物学者。必殺技は、植物由来の頑丈な保護スーツだ。"
"TID_SPEC_ABI_HEAL_FOREST","雑草魂"
"TID_SPEC_ABI_HEAL_FOREST_DESC","やぶに入ると自身のHPが毎秒<c00cc00><VALUE1></c>回復する。"
"TID_ROSA_WEAPON","石の拳"
"TID_ROSA_ULTI","鋼のガード"
"TID_ROSA_WEAPON_DESC","鍛え抜かれたテクニックで強力なパンチを連打する！"
"TID_ROSA_ULTI_DESC","<time>秒間、植物由来の頑丈なスーツを身にまとう。発動中に受けるダメージのすべてが<num>%低減される。"
"TID_STAT_DAMAGE_PER_CLUSTER","クラスターのダメージ"
"TID_STAT_DAMAGE_PER_SHURIKEN","手裏剣のダメージ（近距離）"
"TID_STAT_INVISIBLE","煙玉"
"TID_STAT_SHIELD","シールド"
"TID_SELECT_HERO_INFO_RAID_BOSS","<c2288ff>プレイヤー対ボス</c>"
"TID_EVENT_POPUP_GMV_LABEL_RAID_BOSS","プレイヤー3人VSボスロボット"
"TID_GAME_MODE_10","ボスファイト"
"TID_RAID_BOSS_INTRO_TEXT","ボスを撃破しよう"
"TID_RAID_1","ボスロボットアリーナ"
"TID_GAME_MODE_10_DESC","手強いボスロボットと、いざ対決！2人のチームメイトと協力して撃破しよう。チームメイトが一人でも生きていれば、何度でもリスポーンできる。全員倒されてしまうとゲームオーバー！\n\nボスファイトのチャレンジレベルにはノーマルからクレイジーまで段階があり、ボスを倒すたびに難易度が上がる。"
"TID_TEAM_MATE_GONE","<ccccc00>チームメイトがやられた！</c>"
"TID_ALL_TEAM_MATES_GONE","<cee0000>チームメイトがどちらもやられた！</c>"
"TID_RAID_BOSS_ENRAGE_1","<c99bb22bb>ボスが怒っている！</c>"
"TID_RAID_BOSS_ENRAGE_2","<c99bb2222>ボスが激怒している！</c>"
"TID_RAID_BOSS_ENRAGE_3","<c99bbbb22>ボスが激怒している！</c>"
"TID_RAID_BOSS_DIFFICULTY_0","ノーマル"
"TID_RAID_BOSS_DIFFICULTY_1","ハード"
"TID_RAID_BOSS_DIFFICULTY_2","エキスパート"
"TID_RAID_BOSS_DIFFICULTY_3","マスター"
"TID_RAID_BOSS_DIFFICULTY_4","クレイジー"
"TID_RAID_BOSS_DIFFICULTY_5","クレイジー II"
"TID_RAID_BOSS_DIFFICULTY_6","クレイジー III"
"TID_RAID_BOSS_DIFFICULTY_7","クレイジー IV"
"TID_RAID_BOSS_DIFFICULTY_8","クレイジー V"
"TID_RAID_BOSS_DIFFICULTY_9","クレイジー VI"
"TID_RAID_BOSS_DIFFICULTY_10","クレイジー VII"
"TID_RAID_BOSS_DIFFICULTY_11","クレイジー VIII"
"TID_RAID_BOSS_DIFFICULTY_12","クレイジー IX"
"TID_RAID_BOSS_DIFFICULTY_13","クレイジー X"
"TID_RAID_BOSS_DIFFICULTY_14","クレイジー XI"
"TID_RAID_BOSS_DIFFICULTY_15","クレイジー XII"
"TID_RAID_BOSS_DIFFICULTY_16","クレイジー XIII"
"TID_RAID_BOSS_DIFFICULTY_17","クレイジー XIV"
"TID_RAID_BOSS_DIFFICULTY_18","クレイジー XV"
"TID_RAID_BOSS_DIFFICULTY_19","クレイジー XVI"
"TID_RAID_BOSS_DIFFICULTY_20","お見事！"
"TID_MODES_NEW_EVENT","新イベント！"
"TID_MODES_NEW_EVENTS","新イベント！"
"TID_TEAM_MEMBER_STATUS_NEW_0","<c999999>オフライン</c>"
"TID_TEAM_MEMBER_STATUS_NEW_1","バトル中"
"TID_TEAM_MEMBER_STATUS_NEW_2","退席中"
"TID_TEAM_MEMBER_STATUS_NEW_3","<EMPTY>"
"TID_TEAM_MEMBER_STATUS_NEW_4","マッチメイキング中"
"TID_TEAM_MEMBER_STATUS_NEW_5","終了画面"
"TID_TEAM_MEMBER_STATUS_NEW_6","<c999999>オフライン</c>"
"TID_TEAM_MEMBER_STATUS_NEW_7","観戦中"
"TID_TEAM_MEMBER_STATUS_NEW_8","練習中"
"TID_TEAM_MEMBER_STATUS_NEW_9","入力中..."
"TID_TEAM_MEMBER_STATUS_NEW_10","キャラ選択中"
"TID_TEAM_MEMBER_STATUS_NEW_11","イベント画面"
"TID_TEAM_MEMBER_STATUS_NEW_12","メンバーを検索中"
"TID_TEAM_MEMBER_STATUS_NEW_READY","準備完了"
"TID_BUTTON_SPECTATE","観戦"
"TID_NEW_EVENT_IN","新イベントまで：<TIME>"
"TID_NEW_EVENT_NOW","新イベントが登場！"
"TID_SHOP_TITLE","ショップ"
"TID_SELECT_EVENT_TITLE","イベントを選択"
"TID_HERO_LIST_LABEL_NEW","キャラクター <c53C5F7><COUNT>/<TOTAL></c>"
"TID_KEY_COUNTER","<VALUE><c7984a8>/<MAX></c>"
"TID_ONLINE_TAB_1","オンラインのプレイヤー"
"TID_ONLINE_TAB_2","チームチャット"
"TID_ONLINE_TAB_3","クラブチャット"
"TID_ALLIANCE_CHAT_TAB_NOT_IN_ALLIANCE","クラブに参加してクラブチャットを活用しましょう"
"TID_TEAM_CHAT_TAB_NOT_IN_TEAM","他のプレイヤーとチームを組んでチームチャットをご利用ください"
"TID_NO_BAND_GO_TO_BANDS","クラブ画面へ"
"TID_SHARE_TEAM_CODE_NO_CODE","コードが発行されるまでお待ちください！"
"TID_TEAM_TEAMCODE_YOURS","チームコード"
"TID_BACK_BUTTON","チームを脱退する"
"TID_BARLEY_WIZARD_SKIN","ウィザード バーリー"
"TID_EVENT_LOCKED_TROPHIES","トロフィーを集めてイベントをアンロックしましょう"
"TID_EVENT_LOCKED_PRO_LEAGUE","いずれかのキャラクターの\nスターパワーを獲得して\nアンロックしましょう"
"TID_SHOTGUN_STAR_SKIN","スター シェリー"
"TID_PARTY_MODE_TITLE","フレンドゲーム"
"TID_BUTTON_PARTY_MODE","フレンドゲーム"
"TID_LEAVE_TEAM_TITLE","チーム"
"TID_LEAVE_TEAM_TXT","脱退"
"TID_PARTY_MODE_DESC","フレンドゲームからはトロフィーを獲得できませんが、通常イベントの練習や仲間内での大会に活用できます！\n\nここではすべてのキャラクターが最大レベルにアップグレードされます。"
"TID_HEROES_TO_BE_UNLOCKED","アンロックされるキャラクター"
"TID_NITA_REINDEER_SKIN","トナカイ ニタ"
"TID_PENNY_ELF_SKIN","妖精 ペニー"
"TID_DYNAMIKE_SANTA_SKIN","サンタマイク"
"TID_DYNAMIKE_CHEF_SKIN","コック ダイナマイク"
"TID_BROCK_BOOMBOX_SKIN","DJ ブロック"
"TID_EVENT_SLOT_NAME_1","エメラルドハント"
"TID_EVENT_SLOT_NAME_2","バトルロイヤル"
"TID_EVENT_SLOT_NAME_3","日替わりイベント"
"TID_EVENT_SLOT_NAME_4","チームイベント"
"TID_EVENT_SLOT_NAME_7","チケットイベント"
"TID_EVENT_SLOT_NAME_8","ソロイベント"
"TID_EVENT_SLOT_NAME_9","パワープレイ"
"TID_PENNY_ELF_SKIN_SHOP","妖精\nペニー"
"TID_DYNAMIKE_SANTA_SKIN_SHOP","サンタマイク"
"TID_DYNAMIKE_CHEF_SKIN_SHOP","コック ダイナマイク"
"TID_BROCK_BOOMBOX_SKIN_SHOP","DJ\nブロック"
"TID_NITA_REINDEER_SKIN_SHOP","トナカイ\nニタ"
"TID_EVENT_STARTS_IN","イベント開始まで：<TIME>"
"TID_UNDERTAKER_HAT_SKIN","シルクハット モーティス"
"TID_CREATE_ROOM_CODE","チームコードを作成"
"TID_EVENT_LOCKED_TEAM","このイベントはチームではプレイできません！"
"TID_EVENT_PREVIEW_TITLE","イベント情報"
"TID_EVENT_POPUP_GAME_MODE_6_SOLO_DUO","アリーナで生き残れ"
"TID_GAME_MODE_6_SOLO_DUO_DESC","1人で、またはパートナーと一緒にバトルロイヤルを戦おう。最後に生き残ったプレイヤーが勝者！\n\nパワーキューブを集めると、HPと攻撃力を上げることができる。毒ガスが戦場を狭めるため、動き続けることをお忘れなく！"
"TID_INVITE_PENDING","招待中"
"TID_JOIN_REQUEST_PENDING","申請中"
"TID_GOAL_MATCH_OVER","<name>のゴール！\nバトル終了"
"TID_GOLDRUSH_XMAS_1","雪の要塞"
"TID_GOLDRUSH_XMAS_2","クリスマス休暇"
"TID_GOLDRUSH_XMAS_3","雪合戦"
"TID_GOLDRUSH_XMAS_4","氷塊ロック"
"TID_GOLDRUSH_XMAS_5","長い冬"
"TID_GOLDRUSH_XMAS_6","ギフト包装"
"TID_GOLDRUSH_XMAS_7","雪化粧"
"TID_GOLDRUSH_XMAS_8","凍てつく湖"
"TID_GOLDRUSH_XMAS_9","霜降りクリスタル"
"TID_GOLDRUSH_XMAS_10","宝探し"
"TID_RAID_BOSS_DIFFICULTY_CAP","ボスのチャレンジレベルがチームに合わせて下げられました。低レベルのチャレンジではチケットは不要ですが、報酬が得られるのは自分のチャレンジレベルでボスと戦う時だけです！"
"TID_RAID_BOSS_DIFFICULTY","チャレンジレベル："
"TID_BOSS_3","非難轟々"
"TID_BOSS_4","チームデー"
"TID_BOSS_5","ちゃぶ台返し"
"TID_BOSS_6","ハンティングパーティー"
"TID_COOP_3","宝庫の守り人"
"TID_COOP_4","秘境の地"
"TID_COOP_5","通行止め"
"TID_COOP_6","絶対防御"
"TID_RAID_2","マシンゾーン"
"TID_RAID_3","金属塊"
"TID_BUTTON_INVITE_PLAYER","招待"
"TID_BUTTON_JOIN_TEAM","参加申請"
"TID_BUTTON_TEAM_FULL","満員"
"TID_DECIMAL_MARK","."
"TID_RARITY_HEADER_0","トロフィー目標報酬"
"TID_RARITY_HEADER_1","レア"
"TID_RARITY_HEADER_2","スーパーレア"
"TID_RARITY_HEADER_3","ハイパーレア"
"TID_RARITY_HEADER_4","ウルトラレア"
"TID_RARITY_HEADER_5","レジェンドレア"
"TID_SETTINGS_KAKAO","カカオフレンド"
"TID_HERO_INFO_LEVEL_WITH_NUMBER","パワー<NUMBER>"
"TID_HERO_INFO_LEVEL_WITH_NUMBER_LONG","パワーレベル<NUMBER>"
"TID_IN_YOUR_TEAM","あなたの\nチーム"
"TID_TEAM_REQEST_JOIN_FAIL_TEAM_FULL","チームが満員のため参加申請を送信できません。"
"TID_EVENT_ENDS_IN","イベント終了まで：<TIME>"
"TID_EVENT_LOCKED_CAN_CLAIM_WARNING","トロフィー目標画面でイベントをアンロックしましょう"
"TID_EVENT_LOCKED_CAN_CLAIM","トロフィー目標画面でイベントをアンロックできるようになりました！"
"TID_BATTLE_ROYALE_3D","黄泉の谷"
"TID_BATTLE_ROYALE_7D","ロッキー・バレー"
"TID_WANTED_4D","デスキャップ"
"TID_GOLDRUSH_3D","キノコ洞窟"
"TID_WEEKEND_OFFER","週末セール"
"TID_EXCLUSIVE_OFFER","特別セール"
"TID_EPIC_OFFER","ドリームセール"
"TID_MEGA_OFFER","メガセール"
"TID_FEATURED_OFFER","おすすめセール"
"TID_TAIPEI_OFFER","台北ゲームショーセール"
"TID_RAID_BOSS_ENRAGE_4","<c99ffffff>ボスが怒り狂っている！</c>"
"TID_RAID_BOSS_ENRAGE_WARNING_1","ボスが<cffbb22bb>イライラする</c>まで："
"TID_RAID_BOSS_ENRAGE_WARNING_2","ボスが<cffbb2222>怒る</c>まで："
"TID_RAID_BOSS_ENRAGE_WARNING_3","ボスが<cffbbbb22>激怒する</c>まで："
"TID_RAID_BOSS_ENRAGE_WARNING_4","ボスが<cffffffff>怒り狂う</c>まで："
"TID_HERO_INFO_LOCKED_INFO_SHORT","ブロスタボックスからアンロック"
"TID_ROBO_WARS_1","四面楚歌"
"TID_ROBO_WARS_INTRO_TEXT","敵拠点を破壊しよう"
"TID_ROBO_WARS_SCRAP","ボルト："
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_0","<c998888ff>あなたのチーム</c>が制圧ロボットを製造した！"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_0","<c99dd3333>敵チーム</c>が制圧ロボットを製造した！"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_1","<c998888ff>あなたのチーム</c>が<c99bb22bb>イライラしたロボット</c>を作りました！"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_1","<c99dd3333>敵チーム</c>が<c99bb22bb>イライラしたロボット</c>を作りました！"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_2","<c998888ff>あなたのチーム</c>が<c99bb2222>怒ったロボット</c>を作りました！"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_2","<c99dd3333>敵チーム</c>が<c99bb2222>怒ったロボット</c>を作りました！"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_3","<c998888ff>あなたのチーム</c>が<c99bbbb22>激怒したロボット</c>を作りました！"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_3","<c99dd3333>敵チーム</c>が<c99bbbb22>激怒したロボット</c>を作りました！"
"TID_ROBO_WARS_SCRAP_AMOUNT","<v1>/<v2>"
"TID_BRAWL_BOX_INFO","バトルから<c33a5d7>トークン<COUNT>個</c>を集めて、このブロスタボックスを開けましょう"
"TID_STAR_BOX_INFO","各イベントの初勝利から<cff8E1b>スタートークン<COUNT>個</c>を集めて、このビッグボックスを開けましょう"
"TID_ALLIANCE_LOCATION","クラブの地域"
"TID_LOCATION_TITLE","地域を選択"
"TID_SETTINGS_LOCATION","地域"
