"TID","FI"
"TID_SPEC_ABI_HOOK_DESC","Gene parantaa lähellään olevia oman joukkueen rämäpäitä <c00cc00><VALUE1></c> elinvoimapistettä sekunnissa."
"TID_HOOK_WEAPON","SAVUPAUKKU"
"TID_HOOK_ULTI","TAIKAKÄSI"
"TID_HOOK_WEAPON_DESC","Gene ampuu lampustaan jykevän pilven taikasavua. Jos paukku ei osu kohteeseen, se hajoaa ja tuho leviää ennen hälvenemistään."
"TID_HOOK_ULTI_DESC","Gene lähettää lampustaan matkaan taikakäden. Vastustaja, johon käsi osuu, tulee raahatuksi Genen luokse."
"TID_NINJA_SHORT_DESC","HUOMAAMATON SALAMURHAAJA"
"TID_NINJA_DESC","Leon ampuu vastustajaansa kohti joukon teriä. Hänen supertemppunsa on savupommi, joka tekee hänestä näkymättömän hetkeksi aikaa."
"TID_SPEC_ABI_SPEED_INVISIBLE","Savumerkit"
"TID_SPEC_ABI_SPEED_INVISIBLE_DESC","Kun Leon käyttää supervoimaansa, hän liikkuu näkymättömyytensä ajan <c00cc00><VALUE1> %</c> nopeammin."
"TID_NINJA_WEAPON","HYRRÄTERÄT"
"TID_NINJA_ULTI","SAVUPOMMI"
"TID_NINJA_WEAPON_DESC","Leon viskaa matkaan neljä pyörivää terää, jotka tekevät sitä vähemmän vahinkoa, mitä pidemmälle lentävät."
"TID_NINJA_ULTI_DESC","Leon muuttuu näkymättömäksi <time> sekunnin ajaksi, mutta tulee näkyviin, jos hyökkää. Leonin lähellä olevat vastustajat näkevät hänet."
"TID_ROSA_SHORT_DESC","RASKASSARJALAINEN"
"TID_ROSA_DESC","Tämä nyrkkeilevä botanisti ei epäröi astua kehään! Rosan supervoima luo tämän ylle vahvan mutta luonnonmukaisen suojavarustuksen."
"TID_SPEC_ABI_HEAL_FOREST","Viherparannus"
"TID_SPEC_ABI_HEAL_FOREST_DESC","Rosa paranee <c00cc00><VALUE1></c> elinvoimapistettä sekunnissa, kun hän on pensaassa."
"TID_ROSA_WEAPON","KIVIKOURA"
"TID_ROSA_ULTI","KASVIHAARNISKA"
"TID_ROSA_WEAPON_DESC","Rosa iskee sarjan voimakkaita lyöntejä täydellisellä tekniikalla."
"TID_ROSA_ULTI_DESC","Rosa saa lujan köynnöskasvi-ihon <time> sekunniksi, jolloin häneen kohdistuva tuhovoima pienenee <num> %."
"TID_STAT_DAMAGE_PER_CLUSTER","Tuhovoima sirpaletta kohti"
"TID_STAT_DAMAGE_PER_SHURIKEN","Tuhovoima terää kohti läheltä"
"TID_STAT_INVISIBLE","Savupommi"
"TID_STAT_SHIELD","Suoja"
"TID_SELECT_HERO_INFO_RAID_BOSS","<c2288ff>Pelaajat vs pomo</c>"
"TID_EVENT_POPUP_GMV_LABEL_RAID_BOSS","Kolme pelaajaa vs pomorobotti"
"TID_GAME_MODE_10","POMO-OTTELU"
"TID_RAID_BOSS_INTRO_TEXT","Kukista pomo"
"TID_RAID_1","Pomorobotin areena"
"TID_GAME_MODE_10_DESC","Pystytkö kukistamaan mahtavan pomorobotin? Yhdistä voimasi kahden joukkuekaverin kanssa ja nujerra se ilkimys. Pääset takaisin otteluun niin kauan, kun vähintään yksi joukkuekaverisi on vielä mukana pelissä. Jos kaikki tyrmätään, se oli siinä!\n\nPomo-otteluiden vaikeustaso kasvaa tavallisesta aina järjettömään saakka sitä mukaa, kun onnistut voittamaan pomon."
"TID_TEAM_MATE_GONE","<ccccc00>Joukkuekaveri tyrmätty!</c>"
"TID_ALL_TEAM_MATES_GONE","<cee0000>Molemmat joukkuekaverit tyrmätty!</c>"
"TID_RAID_BOSS_ENRAGE_1","<c99bb22bb>Pomo on vihainen!</c>"
"TID_RAID_BOSS_ENRAGE_2","<c99bb2222>Pomo on raivoissaan!</c>"
"TID_RAID_BOSS_ENRAGE_3","<c99bbbb22>Pomo on suunniltaan!</c>"
"TID_RAID_BOSS_DIFFICULTY_0","Tavallinen"
"TID_RAID_BOSS_DIFFICULTY_1","Vaikea"
"TID_RAID_BOSS_DIFFICULTY_2","Taituritaso"
"TID_RAID_BOSS_DIFFICULTY_3","Mestaritaso"
"TID_RAID_BOSS_DIFFICULTY_4","Järjetön"
"TID_RAID_BOSS_DIFFICULTY_5","Järjetön 2"
"TID_RAID_BOSS_DIFFICULTY_6","Järjetön 3"
"TID_RAID_BOSS_DIFFICULTY_7","Järjetön 4"
"TID_RAID_BOSS_DIFFICULTY_8","Järjetön 5"
"TID_RAID_BOSS_DIFFICULTY_9","Järjetön 6"
"TID_RAID_BOSS_DIFFICULTY_10","Järjetön 7"
"TID_RAID_BOSS_DIFFICULTY_11","Järjetön 8"
"TID_RAID_BOSS_DIFFICULTY_12","Järjetön 9"
"TID_RAID_BOSS_DIFFICULTY_13","Järjetön 10"
"TID_RAID_BOSS_DIFFICULTY_14","Järjetön 11"
"TID_RAID_BOSS_DIFFICULTY_15","Järjetön 12"
"TID_RAID_BOSS_DIFFICULTY_16","Järjetön 13"
"TID_RAID_BOSS_DIFFICULTY_17","Järjetön 14"
"TID_RAID_BOSS_DIFFICULTY_18","Järjetön 15"
"TID_RAID_BOSS_DIFFICULTY_19","Järjetön 16"
"TID_RAID_BOSS_DIFFICULTY_20","OLETTE PARHAITA!"
"TID_MODES_NEW_EVENT","UUSI TAPAHTUMA"
"TID_MODES_NEW_EVENTS","UUSIA TAPAHTUMIA"
"TID_TEAM_MEMBER_STATUS_NEW_0","<c999999>POISSA</c>"
"TID_TEAM_MEMBER_STATUS_NEW_1","OTTELUSSA"
"TID_TEAM_MEMBER_STATUS_NEW_2","POISSA"
"TID_TEAM_MEMBER_STATUS_NEW_3","<EMPTY>"
"TID_TEAM_MEMBER_STATUS_NEW_4","ODOTTAA OTTELUA"
"TID_TEAM_MEMBER_STATUS_NEW_5","OTTELU PÄÄTTYI"
"TID_TEAM_MEMBER_STATUS_NEW_6","<c999999>POISSA</c>"
"TID_TEAM_MEMBER_STATUS_NEW_7","KATSELEE"
"TID_TEAM_MEMBER_STATUS_NEW_8","HARJOITUS"
"TID_TEAM_MEMBER_STATUS_NEW_9","KIRJOITTAA"
"TID_TEAM_MEMBER_STATUS_NEW_10","VALITSEE RÄMÄPÄÄTÄ"
"TID_TEAM_MEMBER_STATUS_NEW_11","KATSELEE TAPAHTUMIA"
"TID_TEAM_MEMBER_STATUS_NEW_12","ETSIMME JÄSENTÄ"
"TID_TEAM_MEMBER_STATUS_NEW_READY","VALMIINA"
"TID_BUTTON_SPECTATE","KATSELE"
"TID_NEW_EVENT_IN","Uusi tapahtuma <TIME> kuluttua"
"TID_NEW_EVENT_NOW","UUSI TAPAHTUMA SAATAVILLA!"
"TID_SHOP_TITLE","KAUPPA"
"TID_SELECT_EVENT_TITLE","VALITSE TAPAHTUMA"
"TID_HERO_LIST_LABEL_NEW","RÄMÄPÄÄT <c53C5F7>(<COUNT>/<TOTAL>)</c>"
"TID_KEY_COUNTER","<VALUE><c7984a8>/<MAX></c>"
"TID_ONLINE_TAB_1","PAIKALLA"
"TID_ONLINE_TAB_2","JOUKKUECHAT"
"TID_ONLINE_TAB_3","JENGICHAT"
"TID_ALLIANCE_CHAT_TAB_NOT_IN_ALLIANCE","Liity jengiin, niin pääset mukaan jengikeskusteluun."
"TID_TEAM_CHAT_TAB_NOT_IN_TEAM","Liity joukkueeseen, niin pääset mukaan joukkuekeskusteluun."
"TID_NO_BAND_GO_TO_BANDS","Siirry jengeihin"
"TID_SHARE_TEAM_CODE_NO_CODE","Odota, että koodi luodaan."
"TID_TEAM_TEAMCODE_YOURS","Joukkuekoodisi"
"TID_BACK_BUTTON","POISTU JOUKKUEESTA"
"TID_BARLEY_WIZARD_SKIN","VELHO-BARLEY"
"TID_EVENT_LOCKED_TROPHIES","Voita lisää pokaaleja, niin voit avata tämän tapahtuman."
"TID_EVENT_LOCKED_PRO_LEAGUE","Avaa tämä tapahtuma hankkimalla tähtivoima yhdelle rämäpäällesi."
"TID_SHOTGUN_STAR_SKIN","TÄHTI-SHELLY"
"TID_PARTY_MODE_TITLE","YSTÄVYYSOTTELU"
"TID_BUTTON_PARTY_MODE","YSTÄVYYSOTTELU"
"TID_LEAVE_TEAM_TITLE","JOUKKUE"
"TID_LEAVE_TEAM_TXT","POISTU"
"TID_PARTY_MODE_DESC","Ystävyysotteluista ei saa pokaaleja, mutta niissä voit harjoitella mitä tahansa tavallista tapahtumaa tai järjestää rennon kilpailun!\n\nYstävyysotteluissa kaikki rämäpäät ovat täysin päivitettyjä."
"TID_HEROES_TO_BE_UNLOCKED","AVATTAVAT RÄMÄPÄÄT"
"TID_NITA_REINDEER_SKIN","PORO-NITA"
"TID_PENNY_ELF_SKIN","TONTTU-PENNY"
"TID_DYNAMIKE_SANTA_SKIN","PUKKI-MIKE"
"TID_DYNAMIKE_CHEF_SKIN","MAUSTE-MIKE"
"TID_BROCK_BOOMBOX_SKIN","BOOMBOX-BROCK"
"TID_EVENT_SLOT_NAME_1","JALOKIVIKAAPPAUS"
"TID_EVENT_SLOT_NAME_2","SELKKAUS"
"TID_EVENT_SLOT_NAME_3","PÄIVITTÄISET TAPAHTUMAT"
"TID_EVENT_SLOT_NAME_4","JOUKKUETAPAHTUMAT"
"TID_EVENT_SLOT_NAME_7","LIPPUTAPAHTUMAT"
"TID_EVENT_SLOT_NAME_8","YKSINPELITAPAHTUMAT"
"TID_EVENT_SLOT_NAME_9","TÄHTITAISTELU"
"TID_PENNY_ELF_SKIN_SHOP","TONTTU-PENNY"
"TID_DYNAMIKE_SANTA_SKIN_SHOP","PUKKI-MIKE"
"TID_DYNAMIKE_CHEF_SKIN_SHOP","MAUSTE-MIKE"
"TID_BROCK_BOOMBOX_SKIN_SHOP","BOOMBOX-\nBROCK"
"TID_NITA_REINDEER_SKIN_SHOP","PORO-NITA"
"TID_EVENT_STARTS_IN","Tapahtuman alkamiseen <TIME>"
"TID_UNDERTAKER_HAT_SKIN","SILINTERI-MORTIS"
"TID_CREATE_ROOM_CODE","LUO JOUKKUEKOODI"
"TID_EVENT_LOCKED_TEAM","Tässä tapahtumassa ei voi pelata joukkueessa."
"TID_EVENT_PREVIEW_TITLE","TAPAHTUMAN TIEDOT"
"TID_EVENT_POPUP_GAME_MODE_6_SOLO_DUO","Selviytymisareena"
"TID_GAME_MODE_6_SOLO_DUO_DESC","Ottele yksin tai kaverisi kanssa selkkausareenalla! Viimeiseksi selviytyvä voittaa.\n\nKerää voimakuutioita, jotka lisäävät elinvoimaasi ja hyökkäyksesi tuhovoimaa. Myrkkypilvet lähestyvät hiljalleen, joten pysy liikkeessä!"
"TID_INVITE_PENDING","KUTSUTTU"
"TID_JOIN_REQUEST_PENDING","LIITYTÄÄN"
"TID_GOAL_MATCH_OVER","<name> teki maalin!\nOttelu päättyi."
"TID_GOLDRUSH_XMAS_1","Lumilinna"
"TID_GOLDRUSH_XMAS_2","Lomalepo"
"TID_GOLDRUSH_XMAS_3","Lumisota"
"TID_GOLDRUSH_XMAS_4","Jääjärkäle"
"TID_GOLDRUSH_XMAS_5","Luminen motti"
"TID_GOLDRUSH_XMAS_6","Lahjapaketti"
"TID_GOLDRUSH_XMAS_7","Pakkasen puolella"
"TID_GOLDRUSH_XMAS_8","Jäätynyt järvi"
"TID_GOLDRUSH_XMAS_9","Kuurankukat"
"TID_GOLDRUSH_XMAS_10","Aarteenmetsästys"
"TID_RAID_BOSS_DIFFICULTY_CAP","Pomotaistelusi haastetasoa on madallettu vastaamaan joukkueesi tasoa. Et tarvitse lippuja alemmalla tasolla ottelemiseen, mutta saat palkintoja ainoastaan omaa tasoasi vastaavan pomon haastamisesta!"
"TID_RAID_BOSS_DIFFICULTY","Vaikeustaso:"
"TID_BOSS_3","Kärhämä"
"TID_BOSS_4","Joukkuepäivä"
"TID_BOSS_5","Pöytien raivaus"
"TID_BOSS_6","Metsästysbileet"
"TID_COOP_3","Säilön suojelijat"
"TID_COOP_4","Takapajula"
"TID_COOP_5","Oikosulku"
"TID_COOP_6","Suljettu alue"
"TID_RAID_2","Konesektori"
"TID_RAID_3","Romuvaja"
"TID_BUTTON_INVITE_PLAYER","KUTSU"
"TID_BUTTON_JOIN_TEAM","LIITY"
"TID_BUTTON_TEAM_FULL","TÄYNNÄ"
"TID_DECIMAL_MARK",","
"TID_RARITY_HEADER_0","POKAALIPOLUN PALKINTO"
"TID_RARITY_HEADER_1","HARVINAINEN"
"TID_RARITY_HEADER_2","SUPERHARVINAINEN"
"TID_RARITY_HEADER_3","EEPPINEN"
"TID_RARITY_HEADER_4","MYYTTINEN"
"TID_RARITY_HEADER_5","LEGENDAARINEN"
"TID_SETTINGS_KAKAO","KAKAOTALK-KAVERIT"
"TID_HERO_INFO_LEVEL_WITH_NUMBER","TEHO <NUMBER>"
"TID_HERO_INFO_LEVEL_WITH_NUMBER_LONG","TEHOTASO <NUMBER>"
"TID_IN_YOUR_TEAM","JOUK-\nKUEESI"
"TID_TEAM_REQEST_JOIN_FAIL_TEAM_FULL","Pyyntöä ei voida lähettää. Joukkueesi on täynnä."
"TID_EVENT_ENDS_IN","Tapahtuman päättymiseen: <TIME>"
"TID_EVENT_LOCKED_CAN_CLAIM_WARNING","Avaa tapahtuma pokaalipolkunäytöllä."
"TID_EVENT_LOCKED_CAN_CLAIM","Onnea! Voit nyt avata tapahtuman pokaalipolkunäytöllä."
"TID_BATTLE_ROYALE_3D","Kalmanlaakso"
"TID_BATTLE_ROYALE_7D","Kivinen laakso"
"TID_WANTED_4D","Kärpässieni"
"TID_GOLDRUSH_3D","Sieniluola"
"TID_WEEKEND_OFFER","Viikonlopputarjous"
"TID_EXCLUSIVE_OFFER","Ainutlaatuinen tarjous"
"TID_EPIC_OFFER","Eeppinen tarjous"
"TID_MEGA_OFFER","Megatarjous"
"TID_FEATURED_OFFER","Erikoistarjous"
"TID_TAIPEI_OFFER","Taipei Game Show -tarjous"
"TID_RAID_BOSS_ENRAGE_4","<c99ffffff>Pomosta tuli pitelemätön!</c>"
"TID_RAID_BOSS_ENRAGE_WARNING_1","Pomosta tulee <cffbb22bb>kiukkuinen</c> ajassa:"
"TID_RAID_BOSS_ENRAGE_WARNING_2","Pomosta tulee <cffbb2222>vihainen</c> ajassa:"
"TID_RAID_BOSS_ENRAGE_WARNING_3","Pomosta tulee <cffbbbb22>raivostunut</c> ajassa:"
"TID_RAID_BOSS_ENRAGE_WARNING_4","Pomosta tulee <cffffffff>pitelemätön</c> ajassa:"
"TID_HERO_INFO_LOCKED_INFO_SHORT","Avaa rähinälippaasta."
"TID_ROBO_WARS_1","Saartorengas"
"TID_ROBO_WARS_INTRO_TEXT","Tuhoa vastustajan tukikohta"
"TID_ROBO_WARS_SCRAP","Pultteja:"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_0","<c998888ff>Joukkueesi</c> kokosi piiritysrobotin!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_0","<c99dd3333>Vastustajajoukkue</c> kokosi piiritysrobotin!"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_1","<c998888ff>Joukkueesi</c> rakensi <c99bb22bb>kiukkuisen robotin!</c>"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_1","<c99dd3333>Vastustajajoukkue</c> rakensi <c99bb22bb>kiukkuisen robotin!</c>"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_2","<c998888ff>Joukkueesi</c> rakensi <c99bb2222>vihaisen robotin!</c>"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_2","<c99dd3333>Vastustajajoukkue</c> rakensi <c99bb2222> vihaisen robotin!</c>"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_3","<c998888ff>Joukkueesi</c> rakensi <c99bbbb22>raivostuneen robotin!</c>"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_3","<c99dd3333>Vastustajajoukkue</c> rakensi <c99bbbb22>raivostuneen robotin</c>!"
"TID_ROBO_WARS_SCRAP_AMOUNT","<v1>/<v2>"
"TID_BRAWL_BOX_INFO","Tämän rähinälippaan avaamiseen tarvitset <c33a5d7><COUNT> polettia</c>."
"TID_STAR_BOX_INFO","Tämän ison lippaan avaamiseen tarvitset <cff8E1b><COUNT> tähtipolettia</c>, joita saat ensimmäisistä tapahtumavoitoistasi."
"TID_ALLIANCE_LOCATION","JENGIN SIJAINTI"
"TID_LOCATION_TITLE","VALITSE SIJAINTI"
"TID_SETTINGS_LOCATION","SIJAINTI"
"TID_REGION_INT","Kansainvälinen"
"TID_POPUP_CHANGE_LOCATION_TITLE","Vaihdetaanko sijaintia?"
"TID_POPUP_CHANGE_LOCATION","Haluatko varmasti muuttaa sijainnin? Sijainnin voi muuttaa vain kerran päivässä."
"TID_CHANGE_LOCATION_RESULT_0","Sijainti vaihdettu. Uusi sijainti on <COUNTRY>."
"TID_CHANGE_LOCATION_RESULT_1","Sijaintia ei voida muuttaa vielä. Yritä uudelleen <TIME> kuluttua."
"TID_SKIN_INFO_CAMPAIGN_2_AVAILABLE","Osallistu alkuvuoden nujakoihin tässä juhla-asussa!"
"TID_SKIN_INFO_CAMPAIGN_2_NOT_AVAILABLE","Kiinalaisen uudenvuoden asu"
"TID_SKIN_INFO_CAMPAIGN_5_AVAILABLE","Osallistu kiinalaisen uudenvuoden nujakoihin tässä juhla-asussa!"
"TID_SKIN_INFO_CAMPAIGN_5_NOT_AVAILABLE","Kiinalaisen uudenvuoden asu"
"TID_CACTUS_PINK_SKIN","SAKURA-SPIKE"
"TID_CACTUS_PINK_SKIN_SHOP","SAKURA-\nSPIKE"
"TID_TRICKSHOT_DUDE","RICO"
"TID_TRICKSHOT_GOLD_SKIN","RICO RICAS"
"TID_TRICKSHOT_GOLD_SKIN_SHOP","RICO\nRICAS"
"TID_SKIN_POPCORN_RICO","POPCORN-RICO"
"TID_SKIN_POPCORN_RICO_SHOP","POPCORN-\nRICO"
"TID_SKIN_FOOTBULL","TOUCHDOWN-BULL"
"TID_SKIN_FOOTBULL_SHOP","TOUCHDOWN-\nBULL"
"TID_SKIN_DUMPLING_DARRYL","DIM SUM -DARRYL"
"TID_SKIN_DUMPLING_DARRYL_SHOP","DIM SUM\n-DARRYL"
"TID_SKIN_LUNAR_BROCK","LEIJONATANSSI-BROCK"
"TID_SKIN_LUNAR_BROCK_SHOP","LEIJONATANSSI-\nBROCK"
"TID_SKIN_LUNAR_COLT","KEISARILLINEN COLT"
"TID_SKIN_LUNAR_COLT_SHOP","KEISARILLINEN\nCOLT"
"TID_SKIN_VALENTINE_POCO","BALLADI-POCO"
"TID_SKIN_VALENTINE_POCO_SHOP","BALLADI-\nPOCO"
"TID_BANKHEIST_9","Sekunnin murto-osa"
"TID_BANKHEIST_10","Ryminärata"
"TID_BANKHEIST_11","Yllätyslaukaus"
"TID_BANKHEIST_12","Yksi silta liikaa"
"TID_BANKHEIST_13","Rajatapaus"
"TID_WANTED_10","Allasbileet"
"TID_WANTED_11","Raivohärän häkki"
"TID_WANTED_12","Loistava tulevaisuus"
"TID_WANTED_13","Kerroskakku"
"TID_WANTED_14","Kuiva kausi"
"TID_NOT_ENOUGH_LEGENDARY_TROPHIES","Ei tarpeeksi tähtipisteitä!"
"TID_NOT_ENOUGH_GOLD_TITLE","Tarvitset enemmän kolikoita!"
"TID_NOT_ENOUGH_GOLD_TEXT","Haluatko ostaa puuttuvat <NUM> kolikkoa?"
"TID_NOT_ENOUGH_GOLD_TEXT_ONE","Haluatko ostaa puuttuvan kolikon?"
"TID_TEAM_INVITATION_POPUP_MUTE_ALL","ESTÄ KAIKKI KUTSUT 1 TUNNIN AJAN."
"TID_TEAM_INVITATION_SETTING_MUTE","Estä kaikki joukkuekutsut."
"TID_BUTTON_TEAM_DND","EI SAA HÄIRITÄ"
"TID_SHOP_VALENTINE_OFFER","Ystävänpäivätarjous"
"TID_SHOP_BRAWLER_BUNDLE","Rämäpääsetti"
"TID_SHOP_SEASONAL_SKIN_OFFER","Kauden asutarjous"
"TID_SHOP_WELCOME_OFFER","Tervetuliaistarjous"
"TID_SHOP_BRAWLER_PACK","Rämäpääpaketti"
"TID_SHOP_STAR_POWER_OFFER","Tähtivoimatarjous"
"TID_SHOP_UPGRADE_BUNDLE","Päivityssetti"
"TID_SHOP_NEW_BRAWLER_OFFER","Uusi rämäpää -tarjous"
"TID_SHOP_NEW_SKIN_RELEASE","Uusi asujulkaisu"
"TID_SHOP_NEW_SKIN_OFFER","Uusi asu -tarjous"
"TID_FRIENDLY_GAME_ROOM_LOCKED","Ystävyysottelut avautuvat kokemustasolla <NUM>."
"TID_HEROES_COMING_SOON","TULOSSA OLEVIA RÄMÄPÄITÄ"
"TID_RARITY_NAME_0_UPPER","POKAALIPOLUN PALKINTO"
"TID_RARITY_NAME_1_UPPER","HARVINAINEN"
"TID_RARITY_NAME_2_UPPER","SUPERHARVINAINEN"
"TID_RARITY_NAME_3_UPPER","EEPPINEN"
"TID_RARITY_NAME_4_UPPER","MYYTTINEN"
"TID_RARITY_NAME_5_UPPER","LEGENDAARINEN"
"TID_STARTER_PACK_5","Tason 50 paketti"
"TID_STARTER_PACK_6","Tason 75 paketti"
"TID_STARTER_PACK_7","Tason 100 paketti"
"TID_STARTER_PACK_8","Tason 125 paketti"
"TID_WHIRLWIND","CARL"
"TID_WHIRLWIND_SHORT_DESC","TAISTELIJA"
"TID_WHIRLWIND_DESC","Carl heittää hakkunsa kuin bumerangin. Supervoimaansa käyttäessään hän kaahaa pyörivällä kärryllä ja kolkkaa kaikki lähellä olevat."
"TID_WHIRLWIND_WEAPON","HAKKU"
"TID_WHIRLWIND_ULTI","SYÖKSYKIERRE"
"TID_WHIRLWIND_WEAPON_DESC","Carl heittää hakkunsa bumerangin tavoin. Kun hakku palaa Carlille, hän voi heittää sen uudelleen."
"TID_WHIRLWIND_ULTI_DESC","Muutaman sekunnin ajan Carl pyörii hullun lailla heiluttaen samalla hakkuaan, joka vahingoittaa lähistöllä olevia vastustajia."
"TID_STAT_DAMAGE_EACH_WAY","Tuhovoima osumaa kohti"
"TID_STAT_DAMAGE_PER_SWING","Tuhovoima heilautusta kohti"
"TID_HINT_43","Kun Carlin hakku osuu kohteeseen, se kimpoaa ja palaa takaisin, ja Carl voi heittää sen uudelleen nopeammin."
"TID_SPEC_ABI_PROJECTILE_SPEED","Vinha viskaus"
"TID_SPEC_ABI_PROJECTILE_SPEED_DESC","Carl heittää hakkunsa <c00cc00><VALUE1> %</c> voimakkaammin, jolloin hakku lentää ja palaa nopeammin."
"TID_SPEC_ABI_SUPERSPEED","Rullaus"
"TID_SPEC_ABI_SUPERSPEED_DESC","Carlin kärry saa lisänopeutta supervoiman käyttämisen aikana."
"TID_HERO_SORTING_TROPHIES","Vähiten pokaaleja"
"TID_HERO_SORTING_TROPHIES_DESC","Eniten pokaaleja"
"TID_HERO_SORTING_RARITY","Yleisestä harvinaiseen"
"TID_HERO_SORTING_RARITY_DESC","Harvinaisesta yleiseen"
"TID_HERO_SORTING_POWER_DESC","Tehotaso"
"TID_HERO_SORTING_RANKUP","Lähimpänä seuraavaa arvoa"
"TID_MUTE_INVITES_LABEL","Ei saa häiritä"
"TID_GEM_BALANCE_TITLE","Jalokivisaldo"
"TID_JP_BUTTON","Jalokivisaldo"
"TID_GEM_BALANCE","Nykyinen jalokivisaldo: <total>\n\nIlmaisia jalokiviä: <free>\n\nOstettuja jalokiviä: <paid>"
"TID_IAP_INFO_TEXT","청약철회는 구매일로부터 7일 이내 가능(단, 사용시 철회불가) 법정대리인 동의 없는 미성년자명의 결제 시 취소가능"
"TID_SETTINGS_LINE","LINE"
"TID_AVATAR_MESSAGE_TEXT_GEM_REVOKE","Tällä pelitilillä tehty maksutapahtuma on hyvitetty <DATE> tai maksutapahtuma on todettu vilpilliseksi. Jos olet anonut hyvitystä, se myönnetään sille maksutavalle, jolla tilaus maksettiin. Pelitililtä on poistettu kyseessä olevan maksutapahtuman/maksutapahtumien arvoa vastaava määrä jalokiviä (yhteensä <X>). Tästä johtuen jalokivisaldosi voi olla negatiivinen. Pääset takaisin plussan puolelle ostamalla lisää jalokiviä tai keräämällä resursseja pelissä."
"TID_HERO_DISABLED_CURRENTLY","Tämä rämäpää ei tällä hetkellä ole saatavilla."
"TID_SKIN_FARMER_POCO","HEINÄHATTU-POCO"
"TID_SKIN_FARMER_POCO_SHOP","HEINÄHATTU-\nPOCO"
"TID_UNDERTAKER_NIGHTWITCH_SKIN","YÖN NOITA -MORTIS"
"TID_UNDERTAKER_NIGHTWITCH_SKIN_SHOP","YÖN NOITA\n-MORTIS"
"TID_FRIEND_ADDED","<FRIEND> on nyt kaverisi!"
"TID_IAP_REFRESHER_BUNDLE","Piristyssetti"
"TID_IAP_REFRESHER_PACK","Piristyspaketti"
"TID_IAP_WOMENS_DAY_1","Tyttöenergia"
"TID_IAP_WOMENS_DAY_2","Hyvää kansainvälistä naistenpäivää!"
"TID_IAP_LIMITED_TIME_DISCOUNT","Rajoitetun ajan alennus"
"TID_IAP_GOLDENWEEK_PACK","Kultaisen viikon paketti"
"TID_IAP_GOLDENWEEK_PACK_DESC","Juhlistetaan kultaista viikkoa!"
"TID_LIMITED_AVAILABILITY","Toimi nopeasti!"
"TID_ROBO_WARS_2","Mekaniikkamatsi"
"TID_ROBO_WARS_3","Tehdastuholaiset"
"TID_ROBO_WARS_4","Asentajan anarkia"
"TID_ROBO_WARS_5","Tukikohtajengi"
"TID_ROBO_WARS_6","Pultittajat"
"TID_ROBO_WARS_7","Ruuvit löysällä"
"TID_ROBO_WARS_8","Kokoa jos osaat"
"TID_ROBO_WARS_9","Teollinen vallankumous"
"TID_GOLDRUSH_12","Timanttipöly"
"TID_GOLDRUSH_13","Kulmasta kulmaan"
"TID_GOLDRUSH_14","Näkökulma"
"TID_GOLDRUSH_15","Ruutuhyppely"
"TID_GOLDRUSH_16","Lähtölaskenta"
"TID_GOLDRUSH_17","Pikapako"
"TID_GOLDRUSH_18","Kiinteä yhteys"
"TID_BATTLE_ROYALE_13","Haamupiste"
"TID_BATTLE_ROYALE_14","Sisäpiha"
"TID_BATTLE_ROYALE_15","Aurinkokello"
"TID_BATTLE_ROYALE_16","Supertähti"
"TID_BATTLE_ROYALE_17","Jäytävä käytävä"
"TID_BATTLE_ROYALE_18","Kellopeli"
"TID_BALL_8","Laitojen kautta"
"TID_BALL_9","Pelipaikka"
"TID_BALL_10","Rangaistuspotku"
"TID_BALL_11","Vaihtopelaaja"
"TID_BANKHEIST_14","Royale-ryöstö"
"TID_HERO_DISABLED_CURRENTLY_PRINT","Tämä rämäpää ei tällä hetkellä ole saatavilla. Yritä myöhemmin uudelleen!"
"TID_NEXT_ROBO_IN","Seuraava piiritys ajassa"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED","<c998888ff>Hyökkää</c> tason <num> <c998888ff>piiritysrobotin</c> kanssa!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED","<c99dd3333>Puolusta</c> tason <num> <c99dd3333>piiritysrobottia</c> vastaan!"
"TID_HERO_DISABLED_CURRENTLY_START_GAME","Tämä rämäpää ei tällä hetkellä ole saatavilla. Valitse toinen rämäpää!"
"TID_HERO_COMING_SOON","Rämäpää tulossa pian!"
"TID_NO_ROBOS_SPAWNED","Tasapeli! Ei piiritystä."
"TID_LAST_ROBO_IN","Viimeinen piiritys ajassa"
"TID_ROBO_LEVEL","PIIRITYSROBOTTI (TASO <num>)"
"TID_BATTLE_ROYALE_19","Pitkin poikin"
"TID_BATTLE_ROYALE_20","Sammunut tähti"
"TID_BATTLE_ROYALE_21","Myrskynsilmä"
"TID_BATTLE_ROYALE_22","Tulvavaroitus"
"TID_BATTLE_ROYALE_23","Koskenlasku"
"TID_BATTLE_ROYALE_24","Tuplaristeys"
