"TID","TH"
"TID_EVENT_LOCKED_PRO_LEAGUE","รับพลังดวงดาวให้กับบรอว์เลอร์ตัวใดตัวหนึ่งเพื่อปลดล็อคอีเวนท์นี้"
"TID_SHOTGUN_STAR_SKIN","สตาร์เชลลี่!"
"TID_PARTY_MODE_TITLE","เกมฉันมิตร"
"TID_BUTTON_PARTY_MODE","เกมฉันมิตร"
"TID_LEAVE_TEAM_TITLE","ทีม"
"TID_LEAVE_TEAM_TXT","ออก"
"TID_PARTY_MODE_DESC","เกมฉันมิตรไม่มีถ้วยรางวัลให้ แต่คุณสามารถฝึกเล่นอีเวนท์ทั่วไปใดๆ ก็ได้หรือจะจัดการแข่งขันฉันมิตรกับเพื่อนก็ดูเข้าท่า!\n\nบรอว์เลอร์ทั้งหมดจะได้รับการอัปเกรดจนเต็มในเกมฉันมิตร"
"TID_HEROES_TO_BE_UNLOCKED","บรอว์เลอร์ที่จะต้องปลดล็อค"
"TID_NITA_REINDEER_SKIN","นิต้าจมูกแดง"
"TID_PENNY_ELF_SKIN","เพนนี ผู้ช่วยตัวจิ๋ว"
"TID_DYNAMIKE_SANTA_SKIN","ซานต้าไมค์"
"TID_DYNAMIKE_CHEF_SKIN","ไมค์เผ็ดจี๊ด"
"TID_BROCK_BOOMBOX_SKIN","บร็อคลำโพงสนั่น"
"TID_EVENT_SLOT_NAME_1","ศึกชิงอัญมณี"
"TID_EVENT_SLOT_NAME_2","ศึกประจันหน้า"
"TID_EVENT_SLOT_NAME_3","อีเวนท์รายวัน"
"TID_EVENT_SLOT_NAME_4","อีเวนท์ทีม"
"TID_EVENT_SLOT_NAME_7","อีเวนท์ได้รับตั๋ว"
"TID_EVENT_SLOT_NAME_8","อีเวนท์เดี่ยว"
"TID_EVENT_SLOT_NAME_9","ศึกพลังดวงดาว"
"TID_PENNY_ELF_SKIN_SHOP","เพนนี\nผู้ช่วยตัวจิ๋ว"
"TID_DYNAMIKE_SANTA_SKIN_SHOP","ซานต้าไมค์"
"TID_DYNAMIKE_CHEF_SKIN_SHOP","ไมค์เผ็ดจี๊ด"
"TID_BROCK_BOOMBOX_SKIN_SHOP","บร็อค\nลำโพงสนั่น"
"TID_NITA_REINDEER_SKIN_SHOP","นิต้า\nจมูกแดง"
"TID_EVENT_STARTS_IN","อีเวนท์เริ่มใน: <TIME>"
"TID_UNDERTAKER_HAT_SKIN","มอร์ติสหมวกสูง"
"TID_CREATE_ROOM_CODE","สร้างรหัสทีม"
"TID_EVENT_LOCKED_TEAM","อีเวนท์นี้ไม่รองรับการเล่นเป็นทีม!"
"TID_EVENT_PREVIEW_TITLE","ข้อมูลอีเวนท์"
"TID_EVENT_POPUP_GAME_MODE_6_SOLO_DUO","ต้องรอดในอารีน่า"
"TID_GAME_MODE_6_SOLO_DUO_DESC","ไปคนเดียวหรือไปกับคู่หูเพื่อสู้ในอารีน่าศึกประจันหน้า! ใครก็ตามที่มีชีวิตอยู่จนถึงท้ายที่สุดจะเป็นผู้ชนะ\n\nเก็บลูกบาศก์พลังเพื่อเพิ่มพลังชีวิตและความเสียหายในการโจมตี โดยจะมีควันพิษกระชั้นเข้ามาเรื่อยๆ จงเคลื่อนที่ตลอดเวลา!"
"TID_INVITE_PENDING","กำลังเชิญ"
"TID_JOIN_REQUEST_PENDING","กำลังเข้าร่วม"
"TID_GOAL_MATCH_OVER","<name> ทำคะแนน!\nแมตช์จบแล้ว"
"TID_GOLDRUSH_XMAS_1","ป้อมหิมะ"
"TID_GOLDRUSH_XMAS_2","วันเทศกาลหนาวเย็น"
"TID_GOLDRUSH_XMAS_3","สงครามปาหิมะ"
"TID_GOLDRUSH_XMAS_4","หินบล็อคน้ำแข็ง"
"TID_GOLDRUSH_XMAS_5","หิมะล้อมโอบ"
"TID_GOLDRUSH_XMAS_6","ห่อของขวัญ"
"TID_GOLDRUSH_XMAS_7","จัดระเบียบ"
"TID_GOLDRUSH_XMAS_8","ทะเลสาบเยือกแข็ง"
"TID_GOLDRUSH_XMAS_9","ผลึกน้ำแข็ง"
"TID_GOLDRUSH_XMAS_10","ล่าขุมทรัพย์"
"TID_RAID_BOSS_DIFFICULTY_CAP","เลเวลความท้าทายบอสของคุณถูกลดลงให้เหมาะกับคนในทีม ความท้าทายที่มีเลเวลต่ำจะไม่ทำให้คุณเสียตั๋วใดๆ แต่คุณจะได้รับเฉพาะรางวัลสำหรับการท้าทายบอสในระดับเลเวลของคุณ!"
"TID_RAID_BOSS_DIFFICULTY","ความท้าทาย:"
"TID_BOSS_3","ปรามาส"
"TID_BOSS_4","วันของทีม"
"TID_BOSS_5","พลิกเกม"
"TID_BOSS_6","งานเลี้ยงงานล่า"
"TID_COOP_3","ผู้ปกป้องตู้นิรภัย"
"TID_COOP_4","บ้านนอก"
"TID_COOP_5","ทางส่งผ่านหักพัง"
"TID_COOP_6","อยู่รอดปลอดภัย"
"TID_RAID_2","เขตจักรกล"
"TID_RAID_3","เศษโลหะ"
"TID_BUTTON_INVITE_PLAYER","เชิญ"
"TID_BUTTON_JOIN_TEAM","ขอเข้าร่วม"
"TID_BUTTON_TEAM_FULL","เต็ม"
"TID_DECIMAL_MARK","."
"TID_RARITY_HEADER_0","รางวัลจากถนนถ้วยรางวัล"
"TID_RARITY_HEADER_1","แรร์"
"TID_RARITY_HEADER_2","ซูเปอร์แรร์"
"TID_RARITY_HEADER_3","อีปิค"
"TID_RARITY_HEADER_4","มีธิค"
"TID_RARITY_HEADER_5","เลเจนดารี"
"TID_SETTINGS_KAKAO","เพื่อนใน Kakao"
"TID_HERO_INFO_LEVEL_WITH_NUMBER","พลัง <NUMBER>"
"TID_HERO_INFO_LEVEL_WITH_NUMBER_LONG","เลเวลพลัง <NUMBER>"
"TID_IN_YOUR_TEAM","ทีมของคุณ"
"TID_TEAM_REQEST_JOIN_FAIL_TEAM_FULL","ไม่สามารถส่งคำขอเข้าร่วมได้ ทีมของคุณเต็มแล้ว"
"TID_EVENT_ENDS_IN","อีเวนท์จะจบลงใน: <TIME>"
"TID_EVENT_LOCKED_CAN_CLAIM_WARNING","ปลดล็อคอีเวนท์จากหน้าจอถนนถ้วยรางวัล"
"TID_EVENT_LOCKED_CAN_CLAIM","ขอแสดงความยินดี! คุณสามารถปลดล็อคอีเวนท์จากหน้าจอถนนถ้วยรางวัลได้แล้ว"
"TID_BATTLE_ROYALE_3D","หุบเขามรณะ"
"TID_BATTLE_ROYALE_7D","หุบเขาหินผา"
"TID_WANTED_4D","เห็ดพิษ"
"TID_GOLDRUSH_3D","อุโมงค์เห็ด"
"TID_WEEKEND_OFFER","ข้อเสนอสุดสัปดาห์"
"TID_EXCLUSIVE_OFFER","ข้อเสนอเอ็กซ์คลูซีฟ"
"TID_EPIC_OFFER","ข้อเสนออีปิค"
"TID_MEGA_OFFER","ข้อเสนอเมกะ"
"TID_FEATURED_OFFER","ข้อเสนอที่แนะนำ"
"TID_TAIPEI_OFFER","ข้อเสนอ Taipei Game Show"
"TID_RAID_BOSS_ENRAGE_4","<c99ffffff>บอสสำแดงความพิโรธแล้ว!</c>"
"TID_RAID_BOSS_ENRAGE_WARNING_1","บอสจะ<cffbb22bb>โกรธ</c>ใน:"
"TID_RAID_BOSS_ENRAGE_WARNING_2","บอสจะ<cffbb2222>เกรี้ยวกราด</c>ใน:"
"TID_RAID_BOSS_ENRAGE_WARNING_3","บอสจะ<cffbbbb22>บ้าคลั่งใน</c>ใน:"
"TID_RAID_BOSS_ENRAGE_WARNING_4","บอสจะ<cffffffff>สำแดงความพิโรธ</c>ใน:"
"TID_HERO_INFO_LOCKED_INFO_SHORT","เปิดกล่องบรอว์เพื่อปลดล็อค"
"TID_ROBO_WARS_1","เมืองโอบล้อม"
"TID_ROBO_WARS_INTRO_TEXT","ทำลายฐานศัตรู"
"TID_ROBO_WARS_SCRAP","สลัก:"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_0","<c998888ff>ทีมของคุณ</c>ประกอบร่างหุ่นยนต์ตีโอบ!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_0","<c99dd3333>ทีมศัตรู</c>ประกอบร่างหุ่นยนต์ตีโอบ!"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_1","<c998888ff>ทีมของคุณ</c>สร้าง<c99bb22bb>หุ่นยนต์โกรธเคือง!</c>"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_1","<c99dd3333>ทีมศัตรู</c>สร้าง<c99bb22bb>หุ่นยนต์โกรธเคือง!</c>"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_2","<c998888ff>ทีมของคุณ</c>สร้าง<c99bb2222>หุ่นยนต์เกรี้ยวกราด!</c>"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_2","<c99dd3333>ทีมศัตรู</c>สร้าง<c99bb2222>หุ่นยนต์เกรี้ยวกราด!</c>"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_3","<c998888ff>ทีมของคุณ</c>สร้าง<c99bbbb22>หุ่นยนต์บ้าคลั่ง!</c>"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_3","<c99dd3333>ทีมศัตรู</c>สร้าง<c99bbbb22>หุ่นยนต์บ้าคลั่ง!</c>"
"TID_ROBO_WARS_SCRAP_AMOUNT","<v1>/<v2>"
"TID_BRAWL_BOX_INFO","รวบรวม <c33a5d7><COUNT> โทเค็น</c> จากการต่อสู้เพื่อเปิดกล่องบรอว์"
"TID_STAR_BOX_INFO","รวบรวม <cff8E1b><COUNT> โทเค็นดวงดาว</c> จากชัยชนะครั้งแรกของอีเวนท์ต่างๆ เพื่อเปิดกล่องใหญ่"
"TID_ALLIANCE_LOCATION","ที่ตั้งคลับ"
"TID_LOCATION_TITLE","เลือกที่ตั้ง"
"TID_SETTINGS_LOCATION","ที่ตั้ง"
"TID_REGION_INT","นานาชาติ"
"TID_POPUP_CHANGE_LOCATION_TITLE","เปลี่ยนที่ตั้ง?"
"TID_POPUP_CHANGE_LOCATION","คุณแน่ใจหรือไม่ว่าต้องการเปลี่ยนประเทศ? คุณเปลี่ยนประเทศได้วันละครั้งเท่านั้น"
"TID_CHANGE_LOCATION_RESULT_0","ที่ตั้งเปลี่ยนเป็น <COUNTRY>"
"TID_CHANGE_LOCATION_RESULT_1","ยังไม่สามารถเปลี่ยนประเทศได้ตอนนี้ ลองใหม่อีกครั้งใน <TIME>"
"TID_SKIN_INFO_CAMPAIGN_2_AVAILABLE","ฉลองศึกตรุษจีนด้วยสกินช่วงเทศกาล!"
"TID_SKIN_INFO_CAMPAIGN_2_NOT_AVAILABLE","สกินศึกตรุษจีน"
"TID_SKIN_INFO_CAMPAIGN_5_AVAILABLE","ฉลองศึกตรุษจีนด้วยสกินช่วงเทศกาล!"
"TID_SKIN_INFO_CAMPAIGN_5_NOT_AVAILABLE","สกินศึกตรุษจีน"
"TID_CACTUS_PINK_SKIN","สไปค์ซากุระ"
"TID_CACTUS_PINK_SKIN_SHOP","สไปค์\nซากุระ"
"TID_TRICKSHOT_DUDE","ริโค"
"TID_TRICKSHOT_GOLD_SKIN","เจ้าสัวริโค"
"TID_TRICKSHOT_GOLD_SKIN_SHOP","เจ้าสัว\nริโค"
"TID_SKIN_POPCORN_RICO","ป๊อปคอร์นริโค"
"TID_SKIN_POPCORN_RICO_SHOP","ป๊อปคอร์น\nริโค"
"TID_SKIN_FOOTBULL","ทัชดาวน์บูล"
"TID_SKIN_FOOTBULL_SHOP","ทัชดาวน์\nบูล"
"TID_SKIN_DUMPLING_DARRYL","ดารีล เข่งติ่มซำ"
"TID_SKIN_DUMPLING_DARRYL_SHOP","ดารีล\nเข่งติ่มซำ"
"TID_SKIN_LUNAR_BROCK","บร็อค นักเชิดสิงโต"
"TID_SKIN_LUNAR_BROCK_SHOP","บร็อค\nนักเชิดสิงโต"
"TID_SKIN_LUNAR_COLT","โคลท์ ราชองครักษ์"
"TID_SKIN_LUNAR_COLT_SHOP","โคลท์\nราชองครักษ์"
"TID_SKIN_VALENTINE_POCO","โปโค่ นักร้องเพลงรัก"
"TID_SKIN_VALENTINE_POCO_SHOP","โปโค่\nนักร้องเพลงรัก"
"TID_BANKHEIST_9","เสี้ยววินาทีเดือด"
"TID_BANKHEIST_10","มะรุมมะตุ้มหมุนติ้ว"
"TID_BANKHEIST_11","เอี้ยวตัวยิงแหลก"
"TID_BANKHEIST_12","สะพานไกลโพ้น"
"TID_BANKHEIST_13","มุมอันตราย"
"TID_WANTED_10","ปาร์ตี้ริมสระ"
"TID_WANTED_11","คอกสยองขวัญ"
"TID_WANTED_12","เอ็กเซล"
"TID_WANTED_13","เลเยอร์เค้กแสนอร่อย"
"TID_WANTED_14","ฤดูกาลแล้ง"
"TID_NOT_ENOUGH_LEGENDARY_TROPHIES","มีค่าดวงดาวไม่เพียงพอ!"
"TID_NOT_ENOUGH_GOLD_TITLE","เหรียญไม่เพียงพอ!"
"TID_NOT_ENOUGH_GOLD_TEXT","ซื้อ <NUM> เหรียญที่ขาดไปหรือไม่?"
"TID_NOT_ENOUGH_GOLD_TEXT_ONE","ซื้อเหรียญที่ขาดไปหรือไม่?"
"TID_TEAM_INVITATION_POPUP_MUTE_ALL","บล็อคคำเชิญทั้งหมดเป็นเวลา 1 ชั่วโมง"
"TID_TEAM_INVITATION_SETTING_MUTE","บล็อคคำเชิญทีมทั้งหมด"
"TID_BUTTON_TEAM_DND","ห้ามรบกวน"
"TID_SHOP_VALENTINE_OFFER","ข้อเสนอวันวาเลนไทน์"
"TID_SHOP_BRAWLER_BUNDLE","ห่อบรอว์เลอร์"
"TID_SHOP_SEASONAL_SKIN_OFFER","ข้อเสนอสกินประจำฤดูกาล"
