"TID","PL"
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_YOU","Wysłano zbyt wiele zaproszeń do grona znajomych. Usuń jedno i spróbuj ponownie."
"TID_ADD_FRIEND_ERROR_GENERIC","Nie można wysłać zaproszenia do znajomych. Spróbuj ponownie później."
"TID_ADD_FRIEND_ERROR_DOES_NOT_EXIST","Gracz, którego próbujesz dodać, nie istnieje."
"TID_ADD_FRIEND_ERROR_OWN_AVATAR","Nie możesz zaprosić siebie do grona znajomych!"
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER","Twój znajomy ma zbyt duże grono przyjaciół. Spróbuj ponownie później."
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU","Masz za dużo znajomych. Usuń jednego z nich, aby dodać nowych."
"TID_HINT_26","Penny może zadać duże obrażenia swoim atakiem obszarowym, jeśli jej cele ustawią się w rzędzie."
"TID_HINT_27","Zebranie drużyny przed rozgrywką umożliwi zaplanowanie działań i wybranie dobrej kombinacji Zadymiarzy."
"TID_HINT_28","Spróbuj zagrać w gry dla znajomych, aby ćwiczyć przed konkretnymi wydarzeniami, organizować konkursy dla znajomych itp."
"TID_HINT_29","Po udanej rozgrywce z nowymi członkami drużyny możesz nacisnąć przycisk Zagraj ponownie, aby zagrać z nimi jeszcze raz."
"TID_HINT_30","W grach dla znajomych można wybierać dowolne wydarzenia i mapy, a Zadymiarze będą w pełni rozwinięci!"
"TID_HINT_31","Frank przestaje atakować i wykonywać superatak, dając przeciwnikom możliwość wycofania się poza jego zasięg."
"TID_EXPERIENCE","DOŚWIADCZENIE"
"TID_HINT_32","Wydarzenia biletowane nie zużywają paska żetonów. Zamiast tego potrzebne są na nie bilety."
"TID_HINT_33","Korzystając z listy członków klubu, możesz zaprosić wybrane osoby do grona swoich znajomych."
"TID_HINT_34","Do grona znajomych możesz zaprosić osoby ze swojej drużyny."
"TID_HINT_35","Po kilku udanych grach z daną osobą możesz zaprosić ją do znajomych z listy sugerowanych znajomych."
"TID_HINT_36","Do grona znajomych możesz zaprosić osoby ze swojej drużyny."
"TID_HINT_37","Możesz użyć przycisku ogłoszenia, żeby zareklamować swoją drużynę znajomym i członkom klubu."
"TID_COOP_GENERATED","Arena Walki"
"TID_MECHANIC_KNIGHT_SKIN","SMOCZY RYCERZ JESSIE"
"TID_FRANK_CAVEMAN_SKIN","JASKINIOWIEC FRANK"
"TID_SOLO","GRA SOLO"
"TID_DUO","GRA W PARZE"
"TID_INVITE_FRIEND_TOKEN_ERROR_FRIENDS_FULL","Lista znajomych jest pełna!"
"TID_INVITE_FRIEND_TOKEN_ERROR_TOO_MANY","Za dużo aktywnych zaproszeń, spróbuj ponownie później."
"TID_INVITE_FRIEND_TOKEN_ERROR","Wystąpił błąd podczas zapraszania znajomych"
"TID_GOLDRUSH_9","Ciemne wody"
"TID_TEAM_JOIN_FINISH_TUTORIAL","Ukończ samouczek, aby dołączyć do drużyny"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_TITLE","Logowanie nie powiodło się"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED","Wersja beta Brawl Stars nie jest jeszcze dostępna w twoim kraju. Sprawdź za jakiś czas!"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_BUTTON","OK"
"TID_CROW_PHEONIX_SKIN","FENIKS KRUK"
"TID_MECHANIC_SUMMER_SKIN","LETNIA JESSIE"
"TID_HERO_SCREEN_DIM_COLOR_MUL","222222"
"TID_GUNSLINGER_ROCKSTAR_SKIN_SHOP","ROCKMAN\nCOLT"
"TID_ROCKET_BEACH_SKIN_SHOP","PLAŻOWICZ\nBROCK"
"TID_CACTUS_PINK_SKIN_SHOP_OLD","RÓŻOWY\nSPIKE"
"TID_SHAMAN_PANDA_SKIN_SHOP","PANDA\nNITA"
"TID_CROW_WHITE_SKIN_SHOP","BIAŁY\nKRUK"
"TID_BULL_HAIR_SKIN_SHOP","WIKING\nBULL"
"TID_TRICKSHOT_GOLD_SKIN_SHOP_OLD","ZŁOTY MEDALISTA\nRICOCHET"
"TID_BARKEEP_GOLD_SKIN_SHOP","ZŁOTY\nBARLEY"
"TID_LUCHADOR_RUDO_SKIN_SHOP","EL RUDO\nPRIMO"
"TID_SHOTGUN_BANDITA_SKIN_SHOP","ROZBÓJNICZKA\nSHELLY"
"TID_LUCHADOR_KING_SKIN_SHOP","EL REY\nPRIMO"
"TID_MECHANIC_KNIGHT_SKIN_SHOP","SMOCZY RYCERZ\nJESSIE"
"TID_FRANK_CAVEMAN_SKIN_SHOP","JASKINIOWIEC\nFRANK"
"TID_MECHANIC_SUMMER_SKIN_SHOP","LETNIA\nJESSIE"
"TID_CROW_PHEONIX_SKIN_SHOP","FENIKS\nKRUK"
"TID_GOLDRUSH_10","Komnata echa"
"TID_BANKHEIST_5","Wielki napad"
"TID_BATTLE_ROYALE_D7","Superzakupowicz"
"TID_BATTLE_ROYALE_8","Wyspiarska inwazja"
"TID_BATTLE_ROYALE_6","Wzburzona pieczara"
"TID_CLAN_CHAT_JUMP_TO_NEW","Nowe wiadomości: <count>"
"TID_CLAN_CHAT_NEW","NOWOŚĆ"
"TID_BANKHEIST_6","Rozwidlenie"
"TID_GOLDRUSH_11","Zatopiona kopalnia"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_ANDROID","Musisz pobrać grę Brawl Stars w wersji Beta ze sklepu Google Play Store (do pobrania jedynie w wybranych krajach). Tzw. urządzenia rootowane nie są obecnie obsługiwane. Sprawdź ponownie później."
"TID_RATE_APP_MESSAGE_ANDROID","Oceń grę Brawl Stars albo napisz jej recenzję w sklepie Play Store. Chcielibyśmy poznać Twoją opinię!"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE","Nowe logowanie do Google Play"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT","Czy chcesz zapisać swoją obecną grę na koncie Google Play?"
"TID_SHOWDOWN_END","WIELKIE STARCIE!"
"TID_SETTINGS_FIXES_JOYSTICK","ZABLOKOWANA KONTROLA RUCHÓW"
"TID_SETTINGS_SC_ID","SUPERCELL ID"
"TID_LANGUAGE_LOCALIZED_NAME","Polski"
"TID_POPUP_CHANGE_LANGUAGE_TITLE","Czy zmienić język?"
"TID_POPUP_CHANGE_LANGUAGE","Czy na pewno chcesz zmienić język?"
"TID_SKIN_RARITY_1","<cffffff>Popularny</c>"
"TID_SKIN_RARITY_2","<c0070dd>Rzadki</c>"
"TID_SKIN_RARITY_3","<ca335ee>Epicki</c>"
"TID_SKIN_RARITY_4","<cff8000>Legendarny</c>"
"TID_BANKHEIST_7","Kaktusowy korytarz"
"TID_BATTLE_ROYALE_9","Zachodni wiatr"
"TID_BATTLE_ROYALE_10","Dryfowanie wśród wydm"
"TID_NO_FRIENDS_GO_TO_FRIENDS","Idź do znajomych"
"TID_EVENT_MODIFIER_1","NAPÓJ ENERGETYCZNY"
"TID_EVENT_MODIFIER_2","GNIEWNY ROBO"
"TID_EVENT_MODIFIER_3","DESZCZ METEORYTÓW"
"TID_EVENT_MODIFIER_4","CMENTARNA ZMIANA"
"TID_EVENT_MODIFIER_DESC_1","Jeśli jesteś samotny, w pobliżu może pojawić się napój energetyczny. Złap go, a twój Zadymiarz na chwilę stanie się szybszy i będzie zadawać większe obrażenia!"
"TID_EVENT_MODIFIER_DESC_2","Gniewny robot będzie pojawiał się losowo i atakował najbliższego Zadymiarza. Uważaj!"
"TID_EVENT_MODIFIER_DESC_3","Tego deszczu meteorytów nie da się podziwiać z daleka. Uważaj na wielkie spadające kamienie!"
"TID_BALL_4","Zdradliwe pola"
"TID_EVENT_MODIFIER_DESC_4","Nieustannie tracisz punkty życia, ale zadawanie obrażeń wrogim Zadymiarzom przywróci część utraconych punktów. Pokonanie Zadymiarza przywróci pełną liczbę punktów życia! Wszystkie zdolności leczące mają mniejszą skuteczność."
"TID_BALL_5","Fort BB"
"TID_BALL_6","Superstadion"
"TID_BALL_7","Plusk w kałużę"
"TID_BANKHEIST_8","Kościany tunel"
"TID_EVENT_MODIFIER_DESC_3_SD","Trzymanie się blisko znajomych może być niebezpieczne, gdy z nieba spadają wielkie głazy!"
"TID_DEFEATED_SHOWDOWN","Porażka"
"TID_OFFER_WATCH_AD","OGLĄDAJ"
"TID_ERROR_REPLAY_DISABLED","Powtórka jest niedostępna"
"TID_WANTED_9","Canal Grande"
"TID_HOOK","GENE"
"TID_STAR_KEY_INFO_EXTENSION","\n\nGwiezdne żetony używane są do otwierania dużych skrzynek."
"TID_TEAM_OWNER_TEXT","Drużyna gracza <NAME>"
"TID_SPECTATE_AUTO","Automatyczny"
"TID_BATTLE_ROYALE_11","Bow Wow"
"TID_FRIEND_POPOVER_INVITE","ZAPROŚ DO DRUŻYNY"
"TID_TEAM_ERROR_ALREADY_IN_ROOM","Ten gracz jest już w twojej drużynie!"
"TID_TEAM_ERROR_ALREADY_INVITED","Ten gracz jest już zaproszony!"
"TID_BATTLE_ROYALE_D2","Burzowe równiny"
"TID_UNDERTAKER_GREASER_SKIN","ROCKANDROLLOWY MORTIS"
"TID_COMMUNITY_PROPS","Mapa społecznościowa!\n\nPomysł:\n<cff8000><CREDIT></c>"
"TID_BATTLE_ROYALE_12","Gorący labirynt"
"TID_TEAM_INVITE_ALREADY_IN_TEAM","Ten gracz jest już w drużynie!"
"TID_HINT_38","Obracający się niebieski okrąg pod Zadymiarzem oznacza, że jego superatak jest gotowy."
"TID_HINT_39","Obracający się żółty okrąg pod Zadymiarzem oznacza, że obecnie próbuje wycelować swój superatak."
"TID_EVENT_NOT_AVAILABLE","Brak wydarzeń"
"TID_SHOP_OFFER_PURCHASE_AD_NOT_AVAILABLE","Brak dostępnego wideo. Sprawdź ponownie później!"
"TID_SHOP_NOT_AVAILABLE","niedostępne"
"TID_UNDERTAKER_GREASER_SKIN_SHOP","ROCKANDROLLOWY\nMORTIS"
"TID_HINT_40","Połącz konto z Supercell ID na ekranie ustawień, aby zapewnić bezpieczeństwo konta i grać na różnych urządzeniach. W nagrodę otrzymasz także darmowe przebranie!"
"TID_GACHA_VIDEO_REWARD_RECEIVED","Dodano dodatkowe nagrody!"
"TID_BUTTON_NAVI_SHOP","SKLEP"
"TID_BUTTON_NAVI_SOCIAL","SPOŁECZNOŚĆ"
"TID_BUTTON_NAVI_BRAWLERS","ZADYMIARZE"
"TID_BRAWL_TICKETS_BUTTON","GRAJ"
"TID_HOME_SCREEN_INVITE","ZAPROŚ"
"TID_HINT_41","Liczba wszystkich pucharów jest sumą pucharów zdobytych przez twoich Zadymiarzy."
"TID_GOAL","Gracz <name> strzelił gola!"
"TID_EVENT_MODIFIER_5","GRZYBY LECZNICZE"
"TID_EVENT_MODIFIER_DESC_5","Grzyby lecznicze pojawiają się losowo. Przez pewien czas będą leczyć każdego, kto znajduje się w pobliżu."
"TID_EVENT_MODIFIER_DESC_5_SD","Grzyby lecznicze pojawiają się losowo. Jeśli będziecie się trzymać ze znajomymi bardzo blisko siebie, grzyby nie będą rosnąć."
"TID_NINJA","LEON"
"TID_ROSA","ROSA"
"TID_HINT_42","Gdy Zadymiarz nie atakuje ani nie odnosi przez pewien czas obrażeń, zaczyna się leczyć."
"TID_HOOK_SHORT_DESC","WSPARCIE"
"TID_HOOK_DESC","Gene wystrzeliwuje pocisk rozszczepiający za pomocą swojej magicznej lampy. Jego superatak to magiczna dłoń, która łapie wrogów i przyciąga ich na bliską odległość."
"TID_SPEC_ABI_HOOK","Magiczne obłoczki"
"TID_SPEC_ABI_HOOK_DESC","Gene leczy wszystkich przyjaznych Zadymiarzy znajdujących się wokół niego. Odzyskują oni <c00cc00><VALUE1></c> pkt. życia na sekundę."
"TID_HOOK_WEAPON","ZASŁONA DYMNA"
"TID_HOOK_ULTI","MAGICZNA DŁOŃ"
"TID_HOOK_WEAPON_DESC","Gene ciska potężną kulą magicznego dymu ze swojej lampy. Jeśli kula nie trafi w cel, dym się rozprasza i zadaje obrażenia na obszarze o kształcie stożka."
"TID_HOOK_ULTI_DESC","Gene wywołuje magiczną dłoń ze swojej lampy. Jeśli dłoń trafi we wroga, zostanie on przyciągnięty do miejsca, w którym znajduje się Gene."
"TID_NINJA_SHORT_DESC","UKRADKOWY ZABÓJCA"
"TID_NINJA_DESC","Leon błyskawicznie zasypuje wroga ostrzami. Jego superatak to bomba dymna, która sprawia, że na chwilę staje się niewidzialny!"
"TID_SPEC_ABI_SPEED_INVISIBLE","Zadymienie"
"TID_SPEC_ABI_SPEED_INVISIBLE_DESC","Gdy Leon używa swojego superataku, osiąga <c00cc00><VALUE1>%</c> przyspieszenia przez cały czas, gdy jest niewidzialny."
"TID_NINJA_WEAPON","WIRUJĄCE OSTRZA"
"TID_NINJA_ULTI","BOMBA DYMNA"
"TID_NINJA_WEAPON_DESC","Jednym ruchem nadgarstka Leon rzuca cztery wirujące ostrza. Im dalej lecą, tym mniejsze zadają obrażenia."
"TID_NINJA_ULTI_DESC","Leon staje się niewidzialny na <time>s. Jeśli zaatakuje, stanie się widzialny. Wrogowie znajdujący się blisko Leona zauważą go."
"TID_ROSA_SHORT_DESC","WAGA CIĘŻKA"
"TID_ROSA_DESC","Botanistka z zamiłowaniem do boksu zasadza się na wroga i wali go z liścia! Superatak zapewnia jej solidną i w pełni wegańską tarczę ochronną."
"TID_SPEC_ABI_HEAL_FOREST","Życiodajna flora"
"TID_SPEC_ABI_HEAL_FOREST_DESC","Rosa ukryta w gąszczu odzyskuje <c00cc00><VALUE1></c> pkt. życia na sekundę."
"TID_ROSA_WEAPON","KAMIENNE PIĘŚCI"
"TID_ROSA_ULTI","MOCNY MATERIAŁ"
"TID_ROSA_WEAPON_DESC","Rosa zasypuje wrogów lawiną potężnych i perfekcyjnych technicznie ciosów!"
"TID_ROSA_ULTI_DESC","Rosa zostaje szczelnie opleciona twardym pnączem, które przez <time> s pochłania <num>% wszystkich zadawanych jej obrażeń."
"TID_STAT_DAMAGE_PER_CLUSTER","Obrażenia kasetowe"
"TID_STAT_DAMAGE_PER_SHURIKEN","Obrażenia od ostrza na krótkim dystansie"
"TID_STAT_INVISIBLE","Bomba dymna"
"TID_STAT_SHIELD","Tarcza"
"TID_SELECT_HERO_INFO_RAID_BOSS","<c2288ff>Gracze kontra Boss</c>"
"TID_EVENT_POPUP_GMV_LABEL_RAID_BOSS","Trzech graczy kontra BOSS ROBOT"
"TID_GAME_MODE_10","WALKA Z BOSSEM"
"TID_RAID_BOSS_INTRO_TEXT","Pokonaj Bossa"
"TID_RAID_1","Arena Bossa Robota"
"TID_GAME_MODE_10_DESC","Czy wygrasz z potężnym Bossem Robotem? Połącz siły z dwoma graczami z drużyny i pokonajcie tego potwora. Możesz wrócić do walki, jeśli tylko co najmniej jeden członek drużyny nadal stoi na nogach. Jeśli wszyscy zostaną pokonani, nastąpi koniec gry!\n\nZa każdym razem, gdy próbujecie pokonać Bossa, walki z nim stają się coraz trudniejsze - od poziomu Normalnego aż do Ekstremalnego."
"TID_TEAM_MATE_GONE","<ccccc00>Członek drużyny pokonany!</c>"
"TID_ALL_TEAM_MATES_GONE","<cee0000>Obaj członkowie drużyny pokonani!</c>"
"TID_RAID_BOSS_ENRAGE_1","<c99bb22bb>Boss jest ZŁY!</c>"
"TID_RAID_BOSS_ENRAGE_2","<c99bb2222>Boss jest WŚCIEKŁY!</c>"
"TID_RAID_BOSS_ENRAGE_3","<c99bbbb22>Boss wpadł w FURIĘ!</c>"
"TID_RAID_BOSS_DIFFICULTY_0","Normalny"
"TID_RAID_BOSS_DIFFICULTY_1","Trudny"
"TID_RAID_BOSS_DIFFICULTY_2","Ekspercki"
"TID_RAID_BOSS_DIFFICULTY_3","Mistrzowski"
"TID_RAID_BOSS_DIFFICULTY_4","Ekstremalny"
"TID_RAID_BOSS_DIFFICULTY_5","Ekstremalny II"
"TID_RAID_BOSS_DIFFICULTY_6","Ekstremalny III"
"TID_RAID_BOSS_DIFFICULTY_7","Ekstremalny IV"
"TID_RAID_BOSS_DIFFICULTY_8","Ekstremalny V"
"TID_RAID_BOSS_DIFFICULTY_9","Ekstremalny VI"
"TID_RAID_BOSS_DIFFICULTY_10","Ekstremalny VII"
"TID_RAID_BOSS_DIFFICULTY_11","Ekstremalny VIII"
"TID_RAID_BOSS_DIFFICULTY_12","Ekstremalny IX"
"TID_RAID_BOSS_DIFFICULTY_13","Ekstremalny X"
"TID_RAID_BOSS_DIFFICULTY_14","Ekstremalny XI"
"TID_RAID_BOSS_DIFFICULTY_15","Ekstremalny XII"
"TID_RAID_BOSS_DIFFICULTY_16","Ekstremalny XIII"
"TID_RAID_BOSS_DIFFICULTY_17","Ekstremalny XIV"
"TID_RAID_BOSS_DIFFICULTY_18","Ekstremalny XV"
"TID_RAID_BOSS_DIFFICULTY_19","Ekstremalny XVI"
"TID_RAID_BOSS_DIFFICULTY_20","JESTEŚCIE NIESAMOWICI!"
"TID_MODES_NEW_EVENT","NOWE WYDARZENIE!"
"TID_MODES_NEW_EVENTS","NOWE WYDARZENIA"
"TID_TEAM_MEMBER_STATUS_NEW_0","<c999999>OFFLINE</c>"
"TID_TEAM_MEMBER_STATUS_NEW_1","W BITWIE"
"TID_TEAM_MEMBER_STATUS_NEW_2","NIEOBECNY"
"TID_TEAM_MEMBER_STATUS_NEW_3","<EMPTY>"
"TID_TEAM_MEMBER_STATUS_NEW_4","WYBÓR PRZECIWNIKÓW"
"TID_TEAM_MEMBER_STATUS_NEW_5","EKRAN KOŃCOWY"
"TID_TEAM_MEMBER_STATUS_NEW_6","<c999999>OFFLINE</c>"
"TID_TEAM_MEMBER_STATUS_NEW_7","OGLĄDA"
"TID_TEAM_MEMBER_STATUS_NEW_8","ĆWICZY"
"TID_TEAM_MEMBER_STATUS_NEW_9","PISZE..."
"TID_TEAM_MEMBER_STATUS_NEW_10","WYBIERA ZADYMIARZA"
"TID_TEAM_MEMBER_STATUS_NEW_11","PRZEGLĄDA WYDARZENIA"
"TID_TEAM_MEMBER_STATUS_NEW_12","SZUKANIE CZŁONKA"
"TID_TEAM_MEMBER_STATUS_NEW_READY","GOTOWY"
"TID_BUTTON_SPECTATE","OGLĄDAJ"
"TID_NEW_EVENT_IN","Nowe wydarzenie za: <TIME>"
"TID_NEW_EVENT_NOW","DOSTĘPNE NOWE WYDARZENIE!"
"TID_SHOP_TITLE","SKLEP"
"TID_SELECT_EVENT_TITLE","WYBIERZ WYDARZENIE"
"TID_HERO_LIST_LABEL_NEW","ZADYMIARZE <c53C5F7><COUNT>/<TOTAL></c>"
"TID_KEY_COUNTER","<VALUE><c7984a8>/<MAX></c>"
"TID_ONLINE_TAB_1","GRACZE W TRYBIE ONLINE"
"TID_ONLINE_TAB_2","CZAT DRUŻYNY"
"TID_ONLINE_TAB_3","CZAT KLUBOWY"
"TID_ALLIANCE_CHAT_TAB_NOT_IN_ALLIANCE","Dołącz do klubu, aby uzyskać dostęp do czatu klubowego."
"TID_TEAM_CHAT_TAB_NOT_IN_TEAM","Połącz siły z innymi graczami, aby uzyskać dostęp do czatu drużynowego"
"TID_NO_BAND_GO_TO_BANDS","Przejdź do klubów"
"TID_SHARE_TEAM_CODE_NO_CODE","Zanim udostępnisz, poczekaj na wygenerowanie kodu!"
"TID_TEAM_TEAMCODE_YOURS","Twój kod drużyny"
"TID_BACK_BUTTON","OPUŚĆ DRUŻYNĘ"
"TID_BARLEY_WIZARD_SKIN","CZARODZIEJ BARLEY"
"TID_EVENT_LOCKED_TROPHIES","Aby odblokować wydarzenie, musisz zdobyć więcej pucharów"
"TID_EVENT_LOCKED_PRO_LEAGUE","Aby odblokować to wydarzenie, zdobądź gwiezdną moc dla jednego ze swoich Zadymiarzy"
"TID_SHOTGUN_STAR_SKIN","GWIAZDA SHELLY"
"TID_PARTY_MODE_TITLE","GRA DLA ZNAJOMYCH"
"TID_BUTTON_PARTY_MODE","GRA DLA ZNAJOMYCH"
"TID_LEAVE_TEAM_TITLE","DRUŻYNA"
"TID_LEAVE_TEAM_TXT","OPUŚĆ"
"TID_PARTY_MODE_DESC","W grach dla znajomych nie zdobywa się pucharów, ale można za to ćwiczyć umiejętności w konkretnych wydarzeniach albo zorganizować konkurs dla znajomych.\n\nW grach dla znajomych wszyscy Zadymiarze są w pełni rozwinięci."
"TID_HEROES_TO_BE_UNLOCKED","ZADYMIARZE DO ODBLOKOWANIA"
"TID_NITA_REINDEER_SKIN","CZERWONONOSA NITA"
"TID_PENNY_ELF_SKIN","POMOCNICA PENNY"
"TID_DYNAMIKE_SANTA_SKIN","ŚWIĘTY MIKEOŁAJ"
"TID_DYNAMIKE_CHEF_SKIN","PIKANTNY MIKE"
"TID_BROCK_BOOMBOX_SKIN","BUMBOKS BROCK"
"TID_EVENT_SLOT_NAME_1","ZBIORY KLEJNOTÓW"
"TID_EVENT_SLOT_NAME_2","STARCIE"
"TID_EVENT_SLOT_NAME_3","CODZIENNE WYDARZENIA"
"TID_EVENT_SLOT_NAME_4","WYDARZENIA DRUŻYNOWE"
"TID_EVENT_SLOT_NAME_7","WYDARZENIA BILETOWANE"
"TID_EVENT_SLOT_NAME_8","WYDARZENIA SOLOWE"
"TID_EVENT_SLOT_NAME_9","IGRZYSKA MOCY"
"TID_PENNY_ELF_SKIN_SHOP","POMOCNICA\nPENNY"
"TID_DYNAMIKE_SANTA_SKIN_SHOP","ŚWIĘTY MIKEOŁAJ"
"TID_DYNAMIKE_CHEF_SKIN_SHOP","PIKANTNY MIKE"
"TID_BROCK_BOOMBOX_SKIN_SHOP","BUMBOKS\nBROCK"
"TID_NITA_REINDEER_SKIN_SHOP","CZERWONONOSA\nNITA"
"TID_EVENT_STARTS_IN","Wydarzenie rozpoczyna się za: <TIME>"
"TID_UNDERTAKER_HAT_SKIN","MORTIS W CYLINDRZE"
"TID_CREATE_ROOM_CODE","UTWÓRZ KOD DRUŻYNY"
"TID_EVENT_LOCKED_TEAM","Drużyny nie mogą brać udziału w tym wydarzeniu!"
"TID_EVENT_PREVIEW_TITLE","INFORMACJE O WYDARZENIU"
"TID_EVENT_POPUP_GAME_MODE_6_SOLO_DUO","Przetrwaj na Arenie"
"TID_GAME_MODE_6_SOLO_DUO_DESC","Udaj się na Arenę Rozgrywek - w pojedynkę lub w parze! Wygrywa ten, kto pozostanie przy życiu na końcu rozgrywki.\n\nZbieraj kostki mocy, aby zwiększać liczbę punktów życia oraz zadawanych obrażeń. Nadciągają trujące chmury, więc nie stój w miejscu!"
"TID_INVITE_PENDING","ZAPRASZA"
"TID_JOIN_REQUEST_PENDING","DOŁĄCZA"
"TID_GOAL_MATCH_OVER","Gracz <name> zdobył gola!\nRozgrywka zakończona"
"TID_GOLDRUSH_XMAS_1","Śnieżny fort"
"TID_GOLDRUSH_XMAS_2","Mroźne święta"
"TID_GOLDRUSH_XMAS_3","Walka na śnieżki"
"TID_GOLDRUSH_XMAS_4","Lodowe bloki"
"TID_GOLDRUSH_XMAS_5","Śnieżne oblężenie"
"TID_GOLDRUSH_XMAS_6","Opakowanie na prezent"
"TID_GOLDRUSH_XMAS_7","Świerkowo"
"TID_GOLDRUSH_XMAS_8","Zamarznięte jezioro"
"TID_GOLDRUSH_XMAS_9","Mroźne kryształy"
"TID_GOLDRUSH_XMAS_10","Wyprawa po skarby"
"TID_RAID_BOSS_DIFFICULTY_CAP","Poziom wyzwania walki z Bossem został obniżony, aby był taki sam dla wszystkich członków drużyny. Niższy poziom wyzwania oznacza, że nie musisz zużywać biletów, ale nagrody dostaniesz tylko za walkę z Bossem na Twoim poziomie."
"TID_RAID_BOSS_DIFFICULTY","Wyzwanie:"
"TID_BOSS_3","Potężny wróg"
"TID_BOSS_4","Dzień drużyny"
"TID_BOSS_5","Zamiana stron"
"TID_BOSS_6","Polowanie"
"TID_COOP_3","Obrońcy skarbca"
"TID_COOP_4","Zdobywcy przygód"
"TID_COOP_5","Przerwa w transporcie"
"TID_COOP_6","Bezpieczeństwo to podstawa"
"TID_RAID_2","Strefa maszyn"
"TID_RAID_3","Złom"
"TID_BUTTON_INVITE_PLAYER","ZAPROŚ"
"TID_BUTTON_JOIN_TEAM","POPROŚ O DOŁĄCZENIE"
"TID_BUTTON_TEAM_FULL","PEŁNA"
"TID_DECIMAL_MARK","."
"TID_RARITY_HEADER_0","NAGRODA ALEI PUCHARÓW"
"TID_RARITY_HEADER_1","RZADKI"
"TID_RARITY_HEADER_2","BARDZO RZADKI"
"TID_RARITY_HEADER_3","EPICKI"
"TID_RARITY_HEADER_4","MITYCZNY"
"TID_RARITY_HEADER_5","LEGENDARNY"
"TID_SETTINGS_KAKAO","KAKAO FRIENDS"
"TID_HERO_INFO_LEVEL_WITH_NUMBER","MOC <NUMBER>"
"TID_HERO_INFO_LEVEL_WITH_NUMBER_LONG","POZIOM MOCY <NUMBER>"
"TID_IN_YOUR_TEAM","TWOJA DRUŻYNA"
"TID_TEAM_REQEST_JOIN_FAIL_TEAM_FULL","Nie możesz wysłać prośby o dołączenie. W Twojej drużynie nie ma miejsca"
"TID_EVENT_ENDS_IN","Koniec wydarzenia za: <TIME>"
"TID_EVENT_LOCKED_CAN_CLAIM_WARNING","Odblokuj wydarzenie z ekranu Alei Pucharów"
"TID_EVENT_LOCKED_CAN_CLAIM","Gratulacje! Możesz teraz odblokować wydarzenie z ekranu Alei Pucharów"
"TID_BATTLE_ROYALE_3D","Dolina śmierci"
"TID_BATTLE_ROYALE_7D","Skalista dolina"
"TID_WANTED_4D","Sromotnik"
"TID_GOLDRUSH_3D","Grzybowa jaskinia"
"TID_WEEKEND_OFFER","Oferta weekendowa"
"TID_EXCLUSIVE_OFFER","Oferta ekskluzywna"
"TID_EPIC_OFFER","Oferta epicka"
"TID_MEGA_OFFER","Mega oferta"
"TID_FEATURED_OFFER","Wyróżniona oferta"
"TID_TAIPEI_OFFER","Oferta z okazji targów Taipei Game Show"
"TID_RAID_BOSS_ENRAGE_4","<c99ffffff>Boss jest w trybie BOSKIM!</c>"
"TID_RAID_BOSS_ENRAGE_WARNING_1","Boss będzie <cffbb22bb>ZŁY</c> za:"
"TID_RAID_BOSS_ENRAGE_WARNING_2","Boss będzie <cffbb2222>WŚCIEKŁY</c> za:"
"TID_RAID_BOSS_ENRAGE_WARNING_3","Boss wpadnie w <cffbbbb22>FURIĘ</c> za:"
"TID_RAID_BOSS_ENRAGE_WARNING_4","Boss wejdzie w tryb <cffffffff>BOSKI</c> za:"
"TID_HERO_INFO_LOCKED_INFO_SHORT","Aby odblokować, otwieraj skrzynki Zadymiarza"
"TID_ROBO_WARS_1","Szwedzkie oblężenie"
"TID_ROBO_WARS_INTRO_TEXT","Zniszcz bazę wroga"
"TID_ROBO_WARS_SCRAP","Śruby:"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_0","<c998888ff>Twoja drużyna</c> zbudowała robota oblężniczego!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_0","<c99dd3333>Wroga drużyna</c> zbudowała robota oblężniczego!"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_1","<c998888ff>Twoja drużyna</c> skonstruowała <c99bb22bb>GNIEWNEGO Robota!</c>"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_1","<c99dd3333>Wroga drużyna</c> skonstruowała <c99bb22bb>GNIEWNEGO Robota!</c>"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_2","<c998888ff>Twoja drużyna</c> skonstruowała <c99bb2222>WŚCIEKŁEGO Robota!</c>"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_2","<c99dd3333>Wroga drużyna</c> skonstruowała <c99bb2222>WŚCIEKŁEGO Robota!</c>"
