"TID","AR"
"TID_INVITE_FRIEND_TOKEN_ERROR_FRIENDS_FULL","قائمة الأصدقاء مكتملة!"
"TID_INVITE_FRIEND_TOKEN_ERROR_TOO_MANY","توجد العديد من الدعوات النشطة. حاول مرة أخرى في وقت لاحق."
"TID_INVITE_FRIEND_TOKEN_ERROR","خطأ في دعوة الأصدقاء"
"TID_GOLDRUSH_9","بركة الظلام"
"TID_TEAM_JOIN_FINISH_TUTORIAL","أكمل العرض التوضيحي للانضمام إلى فريق."
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_TITLE","فشل تسجيل الدخول"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED","إصدار Brawl Stars التجريبي غير متوفر في بلدك بعد. الرجاء التحقق مرة أخرى في وقت لاحق!"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_BUTTON","موافق"
"TID_CROW_PHEONIX_SKIN","كرو الناري"
"TID_MECHANIC_SUMMER_SKIN","جيسي في الصيف"
"TID_HERO_SCREEN_DIM_COLOR_MUL","222222"
"TID_GUNSLINGER_ROCKSTAR_SKIN_SHOP","كولت\nنجم الروك"
"TID_ROCKET_BEACH_SKIN_SHOP","بروك\nعلى الشاطئ"
"TID_CACTUS_PINK_SKIN_SHOP_OLD","سبايك\nالوردي"
"TID_SHAMAN_PANDA_SKIN_SHOP","نيتا\nالباندا"
"TID_CROW_WHITE_SKIN_SHOP","كرو\nالأبيض"
"TID_BULL_HAIR_SKIN_SHOP","بول\nالفايكنج"
"TID_TRICKSHOT_GOLD_SKIN_SHOP_OLD","ريكوشيه\nالذهبي"
"TID_BARKEEP_GOLD_SKIN_SHOP","بارلي\nالذهبي"
"TID_LUCHADOR_RUDO_SKIN_SHOP","بريمو\nالشرس"
"TID_SHOTGUN_BANDITA_SKIN_SHOP","شيلي\nقاطعة الطريق"
"TID_LUCHADOR_KING_SKIN_SHOP","بريمو\nالملك"
"TID_MECHANIC_KNIGHT_SKIN_SHOP","جيسي\nفارسة التنين"
"TID_FRANK_CAVEMAN_SKIN_SHOP","فرانك\nرجل الكهف"
"TID_MECHANIC_SUMMER_SKIN_SHOP","جيسي\nفي الصيف"
"TID_CROW_PHEONIX_SKIN_SHOP","كرو\nالناري"
"TID_GOLDRUSH_10","غرفة الصدى"
"TID_BANKHEIST_5","الأسوار المنيعة"
"TID_BATTLE_ROYALE_D7","جنون التسوق"
"TID_BATTLE_ROYALE_8","غزو الجزيرة"
"TID_BATTLE_ROYALE_6","كهف الزلزال"
"TID_CLAN_CHAT_JUMP_TO_NEW","<count> من الرسائل الجديدة"
"TID_CLAN_CHAT_NEW","جديد"
"TID_BANKHEIST_6","عالم التبذير"
"TID_GOLDRUSH_11","منجم الفيضان"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_ANDROID","يجب تنزيل Brawl Stars Beta من Google Play Store (متوفرة فقط في بلدان مختارة). الأجهزة ذات الوصول الجذري غير مدعومة حاليًا. الرجاء التحقق مرة أخرى في وقت لاحق!"
"TID_RATE_APP_MESSAGE_ANDROID","رجاءً ضع تقييمًا أو اكتب مراجعة للعبة Brawl Stars على Play Store لتصلنا أراؤك وملاحظاتك القيمة."
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE","تسجيل دخول جديد في Google Play"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT","هل تريد حفظ اللعبة الحالية على حساب Google Play هذا؟"
"TID_SHOWDOWN_END","المواجهة الحاسمة!"
"TID_SETTINGS_FIXES_JOYSTICK","تثبيت لوحة الاتجاهات"
"TID_SETTINGS_SC_ID","SUPERCELL ID"
"TID_LANGUAGE_LOCALIZED_NAME","العربية"
"TID_POPUP_CHANGE_LANGUAGE_TITLE","أتريد تغيير اللغة؟"
"TID_POPUP_CHANGE_LANGUAGE","أترغب بالتأكيد في تغيير اللغة؟"
"TID_SKIN_RARITY_1","<cffffff>شائع</c>"
"TID_SKIN_RARITY_2","<c0070dd>نادر</c>"
"TID_SKIN_RARITY_3","<ca335ee>استثنائي</c>"
"TID_SKIN_RARITY_4","<cff8000>أسطوري</c>"
"TID_BANKHEIST_7","دهليز الصبار"
"TID_BATTLE_ROYALE_9","الرياح الغربية"
"TID_BATTLE_ROYALE_10","الحلبة الرملية"
"TID_NO_FRIENDS_GO_TO_FRIENDS","اذهب إلى الأصدقاء"
"TID_EVENT_MODIFIER_1","مشروب الطاقة"
"TID_EVENT_MODIFIER_2","الروبوت الغاضب"
"TID_EVENT_MODIFIER_3","سيل النيازك"
"TID_EVENT_MODIFIER_4","النوبة الليلية"
"TID_EVENT_MODIFIER_DESC_1","إذا كنت وحدك، قد يظهر قربك مشروب طاقة. التقطه لزيادة ضرر بطلك وسرعته لمدة قصيرة!"
"TID_EVENT_MODIFIER_DESC_2","سيظهر روبوت غاضب بشكل عشوائي ليهاجم البطل الأقرب إليه. حذارِ منه!"
"TID_EVENT_MODIFIER_DESC_3","سيل النيازك هذا ليس للمشاهدة والتفحص. احذر تساقط الصخور الضخمة!"
"TID_BALL_4","الحقول الخدّاعة"
"TID_EVENT_MODIFIER_DESC_4","تتناقص صحتك باستمرار، لكنك تسترجع جزءًا منها عندما تُلحق الضرر بالأبطال الأعداء! ستستعيد صحتك بالكامل عند هزيمة أحد الأبطال. لاحظ أنه تم تخفيض فعالية قدرات الشفاء كافة."
"TID_BALL_5","حصن BB"
"TID_BALL_6","المدرج الكبير"
"TID_BALL_7","الحلبة المائية"
"TID_BANKHEIST_8","نفق العظام"
"TID_EVENT_MODIFIER_DESC_3_SD","قد يكون التكتل مع أصدقائك في المكان نفسه خطرًا عندما تتساقط صخور عملاقة من السماء!"
"TID_DEFEATED_SHOWDOWN","هزيمة"
"TID_OFFER_WATCH_AD","المشاهدة"
"TID_ERROR_REPLAY_DISABLED","إعادة عرض غير متوفرة"
"TID_WANTED_9","القناة الكبيرة"
"TID_HOOK","الجني"
"TID_STAR_KEY_INFO_EXTENSION","\n\nتستعمل أقراص النجوم لفتح الصناديق الكبيرة"
"TID_TEAM_OWNER_TEXT","فريق <NAME>"
"TID_SPECTATE_AUTO","تلقائي"
"TID_BATTLE_ROYALE_11","باو واو"
"TID_FRIEND_POPOVER_INVITE","الدعوة إلى الفريق"
"TID_TEAM_ERROR_ALREADY_IN_ROOM","هذا اللاعب في فريقك بالفعل!"
"TID_TEAM_ERROR_ALREADY_INVITED","تمت دعوة هذا اللاعب بالفعل!"
"TID_BATTLE_ROYALE_D2","سهول العاصفة"
"TID_UNDERTAKER_GREASER_SKIN","مورتيس بريسلي"
"TID_COMMUNITY_PROPS","خريطة من تصميم مجتمع اللعبة!\n\nفكرة:\n<cff8000><CREDIT></c>"
"TID_BATTLE_ROYALE_12","متاهة الصحراء"
"TID_TEAM_INVITE_ALREADY_IN_TEAM","هذا اللاعب ضمن فريق بالفعل!"
"TID_HINT_38","يشير وجود دائرة زرقاء تحت البطل إلى أن ضربة الزخم الخاصة به جاهزة!"
"TID_HINT_39","يشير وجود دائرة صفراء تحت بطل إلى أنه يوجه ضربة الزخم الخاصة به تجاه العدو!"
"TID_EVENT_NOT_AVAILABLE","لا توجد أحداث"
"TID_SHOP_OFFER_PURCHASE_AD_NOT_AVAILABLE","لا توجد فيديوهات. عُد لاحقًا!"
"TID_SHOP_NOT_AVAILABLE","غير متوفر"
"TID_UNDERTAKER_GREASER_SKIN_SHOP","مورتيس\nبريسلي"
"TID_HINT_40","اتصل بـ Supercell ID من شاشة الإعدادات لحفظ حسابك من الضياع، واللعب على أجهزة متعددة، والحصول على مظهر جديد!"
"TID_GACHA_VIDEO_REWARD_RECEIVED","تمت إضافة مكافآت أخرى!"
"TID_BUTTON_NAVI_SHOP","المتجر"
"TID_BUTTON_NAVI_SOCIAL","التواصل الاجتماعي"
"TID_BUTTON_NAVI_BRAWLERS","الأبطال"
"TID_BRAWL_TICKETS_BUTTON","اللعب"
"TID_HOME_SCREEN_INVITE","الدعوة"
"TID_HINT_41","إجمالي كؤوسك يعبر عن مجموع الكؤوس الخاصة بأبطالك كلهم."
"TID_GOAL","سجل <name> هدفًا!"
"TID_EVENT_MODIFIER_5","الفطريات المعالجة"
"TID_EVENT_MODIFIER_DESC_5","تظهر الفطريات المعالجة بشكل عشوائي! تشفي هذه الفطريات كل شيء قريب منها لبعض الوقت."
"TID_EVENT_MODIFIER_DESC_5_SD","تظهر الفطريات المعالجة بشكل عشوائي! يمنع التكتل مع أصدقائك في المكان نفسه الفطريات من النمو."
"TID_NINJA","ليون"
"TID_ROSA","روزا"
"TID_HINT_42","يبدأ بطلك في استرجاع صحته عندما يتوقف عن الهجوم وتكبُد الضرر."
"TID_HOOK_SHORT_DESC","داعم"
"TID_HOOK_DESC","يطلق الجني قذيفة انشطارية من مصباحه السحري، وعند استخدامه الزخم، تظهر يد سحرية تقبض على أعدائه وتسحبهم قربه."
"TID_SPEC_ABI_HOOK","النفخات السحرية"
"TID_SPEC_ABI_HOOK_DESC","يعالج الجني جميع زملائه القريبين بمقدار <c00cc00><VALUE1></c> من نقاط الصحة في الثانية."
"TID_HOOK_WEAPON","الانفجار الدخاني"
"TID_HOOK_ULTI","اليد السحرية"
"TID_HOOK_WEAPON_DESC","يقذف الجني من مصباحه كرة صلبة من الدخان السحري. إذا فشلت في إصابة هدفها، تتحول إلى مخروط يلحق ضررًا أقل."
"TID_HOOK_ULTI_DESC","يطلق الجني يدًا سحرية من مصباحه تسحب أي عدو تصيبه نحو مكان تواجده."
"TID_NINJA_SHORT_DESC","مقاتل خفي"
"TID_NINJA_DESC","يطلق ليون دفعة شفرات حادة على أهدافه. ويتمثل الزخم لديه في خدعة قنبلة الدخان التي تجعله يختفي لبعض الوقت."
"TID_SPEC_ABI_SPEED_INVISIBLE","ألسنة الدخان"
"TID_SPEC_ABI_SPEED_INVISIBLE_DESC","عندما يستخدم ليون الزخم، يكتسب دفعة نسبتها <c00cc00><VALUE1>%</c> في سرعة تحركه طوال مدة اختفائه."
"TID_NINJA_WEAPON","الشفرات المعدنية"
"TID_NINJA_ULTI","قنبلة الدخان"
"TID_NINJA_WEAPON_DESC","يرمي ليون أربع شفرات معدنية فعالة في المدى القريب؛ حيث يقل ضررها كلما طال مداها."
"TID_NINJA_ULTI_DESC","يختفي ليون لمدة <time> ث، لكنه يظهر من جديد إذا شن هجومًا، وسيستطيع أعداؤه القريبون منه رؤيته."
"TID_ROSA_SHORT_DESC","عالية الصمود"
"TID_ROSA_DESC","تقاتل هذه الملاكمة المتخصصة في علم النبات بجدارة! عند استخدامها الزخم، تكسو نفسها ببذلة نباتية واقية."
"TID_SPEC_ABI_HEAL_FOREST","الحياة النباتية"
"TID_SPEC_ABI_HEAL_FOREST_DESC","تسترجع روزا <c00cc00><VALUE1></c> من نقاط الصحة في الثانية عند وجودها وسط الشجيرات."
"TID_ROSA_WEAPON","الأيدي الحجرية"
"TID_ROSA_ULTI","اللكمات القاضية"
"TID_ROSA_WEAPON_DESC","توجه روزا سلسلة من اللكمات القوية بأسلوب متقن!"
"TID_ROSA_ULTI_DESC","تكسو روزا نفسها بنبات مقاوم لمدة <time> ث، مما يخفض الضرر الذي تتلقاه بنسبة <num>% طوال مدة فعاليته."
"TID_STAT_DAMAGE_PER_CLUSTER","ضرر العنقود الواحد"
"TID_STAT_DAMAGE_PER_SHURIKEN","ضرر الشفرة في المدى القريب"
"TID_STAT_INVISIBLE","قنبلة الدخان"
"TID_STAT_SHIELD","الدرع"
"TID_SELECT_HERO_INFO_RAID_BOSS","<c2288ff>لاعبون ضد زعيم</c>"
"TID_EVENT_POPUP_GMV_LABEL_RAID_BOSS","ثلاثة لاعبين ضد زعيم الروبوتات"
"TID_GAME_MODE_10","قتال الزعماء"
"TID_RAID_BOSS_INTRO_TEXT","اهزموا الزعيم"
"TID_RAID_1","ساحة زعيم الروبوتات"
"TID_GAME_MODE_10_DESC","أيمكنك هزيمة زعيم الروبوتات الجبار؟ شكل فريقًا مع زميلين واقضوا على هذا الوحش. يمكنك العودة للقتال ما دام أحد زميليك في الفريق صامدًا. تنتهي المواجهة إذا انهزم الجميع!\n\nتزداد صعوبة قتالات الزعماء كلما نجحت في هزيمة الزعيم، وهي تبدأ بمستوى الصعوبة العادي وتنتهي بالمستحيل."
"TID_TEAM_MATE_GONE","<ccccc00>هُزم زميلك!</c>"
"TID_ALL_TEAM_MATES_GONE","<cee0000>هُزم زميليك الاثنين!</c>"
"TID_RAID_BOSS_ENRAGE_1","<c99bb22bb>الزعيم غاضب!</c>"
"TID_RAID_BOSS_ENRAGE_2","<c99bb2222>الزعيم ثائر!</c>"
"TID_RAID_BOSS_ENRAGE_3","<c99bbbb22>الزعيم مهتاج!</c>"
"TID_RAID_BOSS_DIFFICULTY_0","عادي"
"TID_RAID_BOSS_DIFFICULTY_1","صعب"
"TID_RAID_BOSS_DIFFICULTY_2","خبير"
"TID_RAID_BOSS_DIFFICULTY_3","محترف"
"TID_RAID_BOSS_DIFFICULTY_4","مستحيل"
"TID_RAID_BOSS_DIFFICULTY_5","مستحيل 2"
"TID_RAID_BOSS_DIFFICULTY_6","مستحيل 3"
"TID_RAID_BOSS_DIFFICULTY_7","مستحيل 4"
"TID_RAID_BOSS_DIFFICULTY_8","مستحيل 5"
"TID_RAID_BOSS_DIFFICULTY_9","مستحيل 6"
"TID_RAID_BOSS_DIFFICULTY_10","مستحيل 7"
"TID_RAID_BOSS_DIFFICULTY_11","مستحيل 8"
"TID_RAID_BOSS_DIFFICULTY_12","مستحيل 9"
"TID_RAID_BOSS_DIFFICULTY_13","مستحيل 10"
"TID_RAID_BOSS_DIFFICULTY_14","مستحيل 11"
"TID_RAID_BOSS_DIFFICULTY_15","مستحيل 12"
"TID_RAID_BOSS_DIFFICULTY_16","مستحيل 13"
"TID_RAID_BOSS_DIFFICULTY_17","مستحيل 14"
"TID_RAID_BOSS_DIFFICULTY_18","مستحيل 15"
"TID_RAID_BOSS_DIFFICULTY_19","مستحيل 16"
"TID_RAID_BOSS_DIFFICULTY_20","أداء رائع يا رفاق!"
"TID_MODES_NEW_EVENT","حدث جديد!"
"TID_MODES_NEW_EVENTS","أحداث جديدة!"
"TID_TEAM_MEMBER_STATUS_NEW_0","<c999999>غير متصل</c>"
"TID_TEAM_MEMBER_STATUS_NEW_1","في معركة"
"TID_TEAM_MEMBER_STATUS_NEW_2","بعيد عن الجهاز"
"TID_TEAM_MEMBER_STATUS_NEW_3","<EMPTY>"
"TID_TEAM_MEMBER_STATUS_NEW_4","في المطابقة"
"TID_TEAM_MEMBER_STATUS_NEW_5","شاشة النهاية"
"TID_TEAM_MEMBER_STATUS_NEW_6","<c999999>غير متصل</c>"
"TID_TEAM_MEMBER_STATUS_NEW_7","في وضع المشاهدة"
"TID_TEAM_MEMBER_STATUS_NEW_8","في التدريب"
"TID_TEAM_MEMBER_STATUS_NEW_9","يكتب..."
"TID_TEAM_MEMBER_STATUS_NEW_10","يختار أحد الأبطال"
"TID_TEAM_MEMBER_STATUS_NEW_11","يتصفح الأحداث"
"TID_TEAM_MEMBER_STATUS_NEW_12","يبحث عن عضو"
"TID_TEAM_MEMBER_STATUS_NEW_READY","مستعد"
"TID_BUTTON_SPECTATE","المشاهدة"
"TID_NEW_EVENT_IN","حدث جديد بعد: <TIME>"
"TID_NEW_EVENT_NOW","هناك حدث جديد!"
"TID_SHOP_TITLE","المتجر"
"TID_SELECT_EVENT_TITLE","اختر أحد الأحداث"
"TID_HERO_LIST_LABEL_NEW","الأبطال <c53C5F7><TOTAL>/<COUNT></c>"
"TID_KEY_COUNTER","<c7984a8><MAX>/</c><VALUE>"
"TID_ONLINE_TAB_1","اللاعبون المتصلون"
"TID_ONLINE_TAB_2","دردشة الفريق"
"TID_ONLINE_TAB_3","دردشة الاتحاد"
"TID_ALLIANCE_CHAT_TAB_NOT_IN_ALLIANCE","انضم إلى اتحاد للدردشة مع أعضاء الاتحاد"
"TID_TEAM_CHAT_TAB_NOT_IN_TEAM","شكل فريقًا مع لاعبين آخرين للدخول إلى دردشة الفريق"
"TID_NO_BAND_GO_TO_BANDS","الذهاب إلى الاتحادات"
"TID_SHARE_TEAM_CODE_NO_CODE","انتظر صدور الرمز للمشاركة"
"TID_TEAM_TEAMCODE_YOURS","رمز فريقك"
"TID_BACK_BUTTON","مغادرة الفريق"
"TID_BARLEY_WIZARD_SKIN","بارلي الساحر"
"TID_EVENT_LOCKED_TROPHIES","اربح المزيد من الكؤوس لفتح الحدث"
"TID_EVENT_LOCKED_PRO_LEAGUE","احصل على قدرة خاصة لأحد أبطالك لفتح هذا الحدث."
"TID_SHOTGUN_STAR_SKIN","شيلي النجمة"
"TID_PARTY_MODE_TITLE","المواجهة الودية"
"TID_BUTTON_PARTY_MODE","المواجهة الودية"
"TID_LEAVE_TEAM_TITLE","الفريق"
"TID_LEAVE_TEAM_TXT","الخروج"
"TID_PARTY_MODE_DESC","لا تحصل على كؤوس من المواجهات الودية، إلا أنه يمكنك لعب أي حدث عادي أو تنظيم منافسة ودية.\n\nتتم ترقية جميع الأبطال بالكامل في المواجهات الودية."
"TID_HEROES_TO_BE_UNLOCKED","الأبطال المراد فتحهم"
"TID_NITA_REINDEER_SKIN","نيتا حمراء الأنف"
"TID_PENNY_ELF_SKIN","بيني رأس السنة"
"TID_DYNAMIKE_SANTA_SKIN","بابا مايك"
"TID_DYNAMIKE_CHEF_SKIN","الشيف مايك"
"TID_BROCK_BOOMBOX_SKIN","بروك ذو المذياع المحمول"
"TID_EVENT_SLOT_NAME_1","جمع الجواهر"
"TID_EVENT_SLOT_NAME_2","المواجهة الحاسمة"
"TID_EVENT_SLOT_NAME_3","الأحداث اليومية"
"TID_EVENT_SLOT_NAME_4","أحداث الفريق"
"TID_EVENT_SLOT_NAME_7","أحداث التذاكر"
"TID_EVENT_SLOT_NAME_8","الأحداث الفردية"
"TID_EVENT_SLOT_NAME_9","التكتيكات الهجومية"
"TID_PENNY_ELF_SKIN_SHOP","بيني\nرأس السنة"
"TID_DYNAMIKE_SANTA_SKIN_SHOP","بابا مايك"
"TID_DYNAMIKE_CHEF_SKIN_SHOP","الشيف مايك"
"TID_BROCK_BOOMBOX_SKIN_SHOP","بروك\nذو المذياع المحمول"
"TID_NITA_REINDEER_SKIN_SHOP","نيتا\nحمراء الأنف"
"TID_EVENT_STARTS_IN","يبدأ الحدث بعد: <TIME>"
"TID_UNDERTAKER_HAT_SKIN","لورد مورتيس"
"TID_CREATE_ROOM_CODE","إنشاء رمز الفريق"
"TID_EVENT_LOCKED_TEAM","هذا الحدث لا يدعم اللعب ضمن فرق!"
"TID_EVENT_PREVIEW_TITLE","معلومات الحدث"
"TID_EVENT_POPUP_GAME_MODE_6_SOLO_DUO","اصمد في الساحة"
"TID_GAME_MODE_6_SOLO_DUO_DESC","اذهب وحدك أو برفقة زميل للقتال في ساحة المواجهة الحاسمة! يفوز بالمواجهة من يبقى إلى النهاية.\n\nاجمع مكعبات القوة لزيادة صحتك وضرر هجومك. هنالك سحب مسمومة تقترب منك؛ لذا فاستمر في التحرك!"
"TID_INVITE_PENDING","قيد المعالجة"
"TID_JOIN_REQUEST_PENDING","الانضمام قيد المعالجة"
"TID_GOAL_MATCH_OVER","سجل <name> هدفًا!\nانتهت المواجهة"
"TID_GOLDRUSH_XMAS_1","حصن الثلوج"
"TID_GOLDRUSH_XMAS_2","أجواء البهجة"
"TID_GOLDRUSH_XMAS_3","عراك كرات الثلج"
