"TID","HE"
"TID_TEAM_TEAMCODE_YOURS","קוד הקבוצה שלך"
"TID_BACK_BUTTON","עזיבת הקבוצה"
"TID_BARLEY_WIZARD_SKIN","בארלי הקוסם"
"TID_EVENT_LOCKED_TROPHIES","יש לזכות בעוד גביעים לפתיחת אירוע"
"TID_EVENT_LOCKED_PRO_LEAGUE","יש להשיג כוח כוכב לאחד מהבראולרים שלך כדי לפתוח אירוע זה"
"TID_SHOTGUN_STAR_SKIN","שלי הכוכבת"
"TID_PARTY_MODE_TITLE","משחק ידידות"
"TID_BUTTON_PARTY_MODE","משחק ידידות"
"TID_LEAVE_TEAM_TITLE","קבוצה"
"TID_LEAVE_TEAM_TXT","עזיבה"
"TID_PARTY_MODE_DESC","משחקי ידידות לא מזכים אותך בגביעים, אבל אפשר להתאמן על כל אירוע רגיל או לקיים תחרות ידידותית!\n\nכל הבראולרים משודרגים לחלוטין במשחקי ידידות."
"TID_HEROES_TO_BE_UNLOCKED","בראולרים לפתיחה"
"TID_NITA_REINDEER_SKIN","ניטה אדומת האף"
"TID_PENNY_ELF_SKIN","פני העוזרת הקטנה"
"TID_DYNAMIKE_SANTA_SKIN","סנטה מייק"
"TID_DYNAMIKE_CHEF_SKIN","מייק החריף"
"TID_BROCK_BOOMBOX_SKIN","ברוק עם טייפ"
"TID_EVENT_SLOT_NAME_1","תופסים יהלומים"
"TID_EVENT_SLOT_NAME_2","קרב מכריע"
"TID_EVENT_SLOT_NAME_3","אירועים יומיים"
"TID_EVENT_SLOT_NAME_4","אירועי קבוצות"
"TID_EVENT_SLOT_NAME_7","אירועים שדורשים כרטיסים"
"TID_EVENT_SLOT_NAME_8","אירועי סולו"
"TID_EVENT_SLOT_NAME_9","מהלך כוחני"
"TID_PENNY_ELF_SKIN_SHOP","פני\nהעוזרת הקטנה"
"TID_DYNAMIKE_SANTA_SKIN_SHOP","סנטה מייק"
"TID_DYNAMIKE_CHEF_SKIN_SHOP","מייק החריף"
"TID_BROCK_BOOMBOX_SKIN_SHOP","ברוק\nעם טייפ"
"TID_NITA_REINDEER_SKIN_SHOP","ניטה\nאדומת האף"
"TID_EVENT_STARTS_IN","האירוע מתחיל בעוד: <TIME>"
"TID_UNDERTAKER_HAT_SKIN","מורטיס עם מגבעת"
"TID_CREATE_ROOM_CODE","יצירת קוד קבוצה"
"TID_EVENT_LOCKED_TEAM","אירוע זה לא תומך במשחק בקבוצות!"
"TID_EVENT_PREVIEW_TITLE","מידע על אירוע"
"TID_EVENT_POPUP_GAME_MODE_6_SOLO_DUO","לשרוד בזירה"
"TID_GAME_MODE_6_SOLO_DUO_DESC","אפשר לצאת לבד או עם שותף להילחם בזירת הקרב המכריע! מי שנשאר עומד בסוף מנצח.\n\nצריך לצבור קוביות כוח כדי להגביר את החיים שלך ואת הנזק שהמתקפות שלך גורמות. ענני רעל מתקרבים, אז לא לעצור!"
"TID_INVITE_PENDING","מזמין"
"TID_JOIN_REQUEST_PENDING","מצטרף"
"TID_GOAL_MATCH_OVER","<name> הבקיע! המשחק הסתיים"
"TID_GOLDRUSH_XMAS_1","מבצר השלג"
"TID_GOLDRUSH_XMAS_2","חגים קפואים"
"TID_GOLDRUSH_XMAS_3","קרב כדורי שלג"
"TID_GOLDRUSH_XMAS_4","אבני קרח"
"TID_GOLDRUSH_XMAS_5","מצור בשלג"
"TID_GOLDRUSH_XMAS_6","עטיפת מתנה"
"TID_GOLDRUSH_XMAS_7","אשוח קשוח"
"TID_GOLDRUSH_XMAS_8","אגם קפוא"
"TID_GOLDRUSH_XMAS_9","קריסטלים צוננים"
"TID_GOLDRUSH_XMAS_10","חפש את המטמון"
"TID_RAID_BOSS_DIFFICULTY_CAP","הרמה של אתגר הבוס שלך הונמכה כדי להתאים לשאר הקבוצה שלך. אתגר ברמה נמוכה יותר לא יעלה לך בכרטיסים, אבל יתקבלו פרסים רק אם הקרב הוא נגד בוס ברמה שלך!"
"TID_RAID_BOSS_DIFFICULTY","אתגר:"
"TID_BOSS_3","נזיפה"
"TID_BOSS_4","יום קבוצות"
"TID_BOSS_5","שולחן הפוך"
"TID_BOSS_6","משלחת ציד"
"TID_COOP_3","מגיני הכספת"
"TID_COOP_4","סוף העולם ימינה"
"TID_COOP_5","טרנזיט שבור"
"TID_COOP_6","שמור על הכספת"
"TID_RAID_2","אזור המכונה"
"TID_RAID_3","שאריות מתכת"
"TID_BUTTON_INVITE_PLAYER","הזמנה"
"TID_BUTTON_JOIN_TEAM","בקשה להצטרף"
"TID_BUTTON_TEAM_FULL","מלא"
"TID_DECIMAL_MARK","."
"TID_RARITY_HEADER_0","פרס צבירת גביעים"
"TID_RARITY_HEADER_1","נדיר"
"TID_RARITY_HEADER_2","נדיר במיוחד"
"TID_RARITY_HEADER_3","אדיר"
"TID_RARITY_HEADER_4","מדהים"
"TID_RARITY_HEADER_5","אגדי"
"TID_SETTINGS_KAKAO","חברים ב-Kakao"
"TID_HERO_INFO_LEVEL_WITH_NUMBER","כוח <NUMBER>"
"TID_HERO_INFO_LEVEL_WITH_NUMBER_LONG","רמת כוח <NUMBER>"
"TID_IN_YOUR_TEAM","הקבוצה שלך"
"TID_TEAM_REQEST_JOIN_FAIL_TEAM_FULL","לא ניתן לשלוח בקשת הצטרפות. הקבוצה שלך מלאה"
"TID_EVENT_ENDS_IN","האירוע מסתיים בעוד: <TIME>"
"TID_EVENT_LOCKED_CAN_CLAIM_WARNING","צריך לפתוח את האירוע ממסך צבירת הגביעים"
"TID_EVENT_LOCKED_CAN_CLAIM","ברכות! כעת ניתן לפתוח את האירוע ממסך צבירת הגביעים"
"TID_BATTLE_ROYALE_3D","עמק המוות"
"TID_BATTLE_ROYALE_7D","עמק הסלעים"
"TID_WANTED_4D","פטריות רעילות"
"TID_GOLDRUSH_3D","מערת הפטריות"
"TID_WEEKEND_OFFER","הצעה לסוף השבוע"
"TID_EXCLUSIVE_OFFER","הצעה בלעדית"
"TID_EPIC_OFFER","הצעה אדירה"
"TID_MEGA_OFFER","מגה הצעה"
"TID_FEATURED_OFFER","הצעה מיוחדת"
"TID_TAIPEI_OFFER","הצעה של Taipei Game Show"
"TID_RAID_BOSS_ENRAGE_4","<c99ffffff>הבוס נכנס למצב אל!</c>"
"TID_RAID_BOSS_ENRAGE_WARNING_1","הבוס עומד להיות <cffbb22bb>כועס</c> בעוד:"
"TID_RAID_BOSS_ENRAGE_WARNING_2","הבוס עומד להיות <cffbb2222>רותח</c> בעוד:"
"TID_RAID_BOSS_ENRAGE_WARNING_3","הבוס עומד להיות <cffbbbb22>זועם</c> בעוד:"
"TID_RAID_BOSS_ENRAGE_WARNING_4","הבוד עומד להיות <cffffffff>במצב אל</c> בעוד:"
"TID_HERO_INFO_LOCKED_INFO_SHORT","יש לפתוח תיבות בראולר לפתיחה"
"TID_ROBO_WARS_1","מצור שוודי"
"TID_ROBO_WARS_INTRO_TEXT","משמידים בסיס אויב"
"TID_ROBO_WARS_SCRAP","ברגים:"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_0","<c998888ff>הקבוצה שלך</c> הרכיבה רובוט מצור!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_0","<c99dd3333>הקבוצה היריבה</c> הרכיבה רובוט מצור!"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_1","<c998888ff>הקבוצה שלך</c> הרכיבה <c99bb22bb>רובוט כועס!</c>"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_1","<c99dd3333>הקבוצה היריבה</c> הרכיבה <c99bb22bb>רובוט כועס!</c>"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_2","<c998888ff>הקבוצה שלך</c> הרכיבה <c99bb2222>רובוט רותח!</c>"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_2","<c99dd3333>הקבוצה היריבה</c> הרכיבה <c99bb2222>רובוט רותח!</c>"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_3","<c998888ff>הקבוצה שלך</c> הרכיבה <c99bbbb22>רובוט זועם!</c>"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_3","<c99dd3333>הקבוצה היריבה</c> הרכיבה <c99bbbb22>רובוט זועם!</c>"
"TID_ROBO_WARS_SCRAP_AMOUNT","<v1>/<v2>"
"TID_BRAWL_BOX_INFO","צריך לצבור <c33a5d7><COUNT>טוקנים</c> מקרבות לפתיחת תיבת הבראולר הזו"
"TID_STAR_BOX_INFO","יש לצבור <cff8E1b><COUNT>טוקנים של כוכבים</c> מהניצחון הראשון באירועים שונים לפתיחת התיבה הגדולה הזו."
"TID_ALLIANCE_LOCATION","מיקום המועדון"
"TID_LOCATION_TITLE","בחר מיקום"
"TID_SETTINGS_LOCATION","מיקום"
"TID_REGION_INT","בינלאומי"
"TID_POPUP_CHANGE_LOCATION_TITLE","להחליף מיקום?"
"TID_POPUP_CHANGE_LOCATION","האם באמת ברצונך להחליף מיקום? ניתן לשנות מיקום פעם אחת ביום בלבד"
"TID_CHANGE_LOCATION_RESULT_0","המיקום הוחלף ל-<COUNTRY>"
"TID_CHANGE_LOCATION_RESULT_1","לא ניתן להחליף מיקום עדיין. יש לנסות שוב בעוד <TIME>"
"TID_SKIN_INFO_CAMPAIGN_2_AVAILABLE","חגוג את השנה הסינית עם הבראולרים באמצעות הסקין החגיגי הזה!"
"TID_SKIN_INFO_CAMPAIGN_2_NOT_AVAILABLE","סקין לשנה הסינית."
"TID_SKIN_INFO_CAMPAIGN_5_AVAILABLE","כדאי לחגוג את שנת הירח עם הסקין החגיגי הזה!"
"TID_SKIN_INFO_CAMPAIGN_5_NOT_AVAILABLE","סקין לשנת הירח."
"TID_CACTUS_PINK_SKIN","ספייק סאקורה"
"TID_CACTUS_PINK_SKIN_SHOP","ספייק\nסאקורה"
"TID_TRICKSHOT_DUDE","ריקו"
"TID_TRICKSHOT_GOLD_SKIN","ריקו טעון"
"TID_TRICKSHOT_GOLD_SKIN_SHOP","ריקו\nטעון"
"TID_SKIN_POPCORN_RICO","ריקו פופקורן"
"TID_SKIN_POPCORN_RICO_SHOP","ריקו\nפופקורן"
"TID_SKIN_FOOTBULL","בול טאצ‘דאון"
"TID_SKIN_FOOTBULL_SHOP","בול\nטאצ‘דאון"
"TID_SKIN_DUMPLING_DARRYL","דאריל כופתה"
"TID_SKIN_DUMPLING_DARRYL_SHOP","דאריל\nכופתה"
"TID_SKIN_LUNAR_BROCK","ברוק ריקוד אריה"
"TID_SKIN_LUNAR_BROCK_SHOP","ברוק\nריקוד אריה"
"TID_SKIN_LUNAR_COLT","קולט סוכן חשאי"
"TID_SKIN_LUNAR_COLT_SHOP","קולט\nסוכן חשאי"
"TID_SKIN_VALENTINE_POCO","פוקו סרנדה"
"TID_SKIN_VALENTINE_POCO_SHOP","פוקו\nסרנדה"
"TID_BANKHEIST_9","שבריר שנייה"
"TID_BANKHEIST_10","קרב מתגלגל"
"TID_BANKHEIST_11","ריקודים ויריות"
"TID_BANKHEIST_12","גשר רחוק מדי"
"TID_BANKHEIST_13","כספת בפינה"
"TID_WANTED_10","מסיבת בריכה"
"TID_WANTED_11","מכלאה"
"TID_WANTED_12","הצטיינות"
"TID_WANTED_13","עוגת שכבות"
"TID_WANTED_14","עונה יבשה"
"TID_NOT_ENOUGH_LEGENDARY_TROPHIES","אין מספיק נקודות כוכב!"
"TID_NOT_ENOUGH_GOLD_TITLE","אין מספיק מטבעות!"
"TID_NOT_ENOUGH_GOLD_TEXT","לקנות את <NUM> המטבעות שחסרים?"
"TID_NOT_ENOUGH_GOLD_TEXT_ONE","לקנות את המטבע החסר?"
"TID_TEAM_INVITATION_POPUP_MUTE_ALL","חסימת כל ההזמנות למשך השעה הקרובה"
"TID_TEAM_INVITATION_SETTING_MUTE","חסימת כל ההזמנות לקבוצות"
"TID_BUTTON_TEAM_DND","נא לא להפריע"
"TID_SHOP_VALENTINE_OFFER","הצעה ליום האהבה"
"TID_SHOP_BRAWLER_BUNDLE","חבילת בראולרים"
"TID_SHOP_SEASONAL_SKIN_OFFER","הצעה של סקין עונתי"
"TID_SHOP_WELCOME_OFFER","הצעת הצטרפות"
"TID_SHOP_BRAWLER_PACK","מארז בראולרים"
"TID_SHOP_STAR_POWER_OFFER","הצעת כוח כוכב"
"TID_SHOP_UPGRADE_BUNDLE","חבילת שדרוג"
"TID_SHOP_NEW_BRAWLER_OFFER","הצעת בראולר חדש"
"TID_SHOP_NEW_SKIN_RELEASE","גרסת סקין חדשה"
"TID_SHOP_NEW_SKIN_OFFER","הצעת סקין חדשה"
"TID_FRIENDLY_GAME_ROOM_LOCKED","יש להגיע לרמת ניסיון <NUM> כדי לפתוח משחקי ידידות"
"TID_HEROES_COMING_SOON","בראולרים חדשים בקרוב"
"TID_RARITY_NAME_0_UPPER","פרס צבירת גביעים"
"TID_RARITY_NAME_1_UPPER","נדיר"
"TID_RARITY_NAME_2_UPPER","נדיר במיוחד"
"TID_RARITY_NAME_3_UPPER","אדיר"
"TID_RARITY_NAME_4_UPPER","מדהים"
"TID_RARITY_NAME_5_UPPER","אגדי"
"TID_STARTER_PACK_5","חבילה לרמה 50"
"TID_STARTER_PACK_6","חבילה לרמה 75"
"TID_STARTER_PACK_7","חבילה לרמה 100"
"TID_STARTER_PACK_8","חבילה לרמה 125"
"TID_WHIRLWIND","קארל"
"TID_WHIRLWIND_SHORT_DESC","לוחם"
"TID_WHIRLWIND_DESC","קארל זורק את המעדר שלו כמו בומרנג. תכונת הסופר שלו היא סחרור מטורף בעגלה, שפוגע בכל מי שסביבו."
"TID_WHIRLWIND_WEAPON","מעדר"
"TID_WHIRLWIND_ULTI","סחרור"
"TID_WHIRLWIND_WEAPON_DESC","קארל זורק את המעדר שלו כמו בומרנג. כשהוא תופס את המעדר שחוזר אליו, הוא יכול לזרוק אותו שוב."
"TID_WHIRLWIND_ULTI_DESC","קארל נכנס לסחרור מטורף למשך כמה שניות, מסתובב ומסב נזק ליריבים שבסביבה."
"TID_STAT_DAMAGE_EACH_WAY","נזק בפגיעה"
"TID_STAT_DAMAGE_PER_SWING","נזק מכל הנפה"
"TID_HINT_43","כשהמעדר של קארל פוגע במכשול, הוא ניתז ממנו וחוזר, וכך קארל יכול לזרוק אותו שוב מהר יותר."
"TID_SPEC_ABI_PROJECTILE_SPEED","זריקה חזקה"
"TID_SPEC_ABI_PROJECTILE_SPEED_DESC","קארל זורק את הגרזן שלו במהירות מוגברת ב-<c00cc00><VALUE1>%</c>, וכך הוא עף מהר יותר וחוזר מהר יותר."
"TID_SPEC_ABI_SUPERSPEED","גלגולים"
"TID_SPEC_ABI_SUPERSPEED_DESC","העגלה המסתובבת של קארל צוברת יותר מהירות כשתכונת הסופר שלו פעילה!"
"TID_HERO_SORTING_TROPHIES","הכי פחות גביעים"
"TID_HERO_SORTING_TROPHIES_DESC","הכי הרבה גביעים"
"TID_HERO_SORTING_RARITY","לפי רמת נדירות"
"TID_HERO_SORTING_RARITY_DESC","לפי רמת נדירות בסדר יורד"
"TID_HERO_SORTING_POWER_DESC","רמת כוח"
"TID_HERO_SORTING_RANKUP","הקרוב ביותר לדירוג הבא"
"TID_MUTE_INVITES_LABEL","נא לא להפריע:"
"TID_GEM_BALANCE_TITLE","יתרת יהלומים"
"TID_JP_BUTTON","יתרת יהלומים"
"TID_GEM_BALANCE","יתרת יהלומים נוכחית: <total>\n\nיהלומים בחינם: <free>\n\nיהלומים שנקנו:<paid>"
"TID_IAP_INFO_TEXT","청약철회는 구매일로부터 7일 이내 가능(단, 사용시 철회불가) 법정대리인 동의 없는 미성년자명의 결제 시 취소가능"
"TID_SETTINGS_LINE","שורה"
"TID_AVATAR_MESSAGE_TEXT_GEM_REVOKE","עסקה שבוצעה בחשבון הזה זוכתה בתאריך <DATE> או זוהתה כהונאה. אם נשלחה בקשה להחזר, החשבון יזוכה דרך אמצעי התשלום בו בוצעה ההזמנה. הופחתו בסה\qכ <X> יהלומים שתואמים לערך העסקאות המדוברות. הדבר עלול להוביל ליתרה שלילית של יהלומים. יש לך אפשרות לחזור ליתרה חיובית על-ידי ביצוע הזמנות נוספות ואיסוף משאבים בתוך המשחק."
"TID_HERO_DISABLED_CURRENTLY","הבראולר הזה לא זמין באופן זמני"
"TID_SKIN_FARMER_POCO","פוקו החקלאי"
"TID_SKIN_FARMER_POCO_SHOP","פוקו\nהחקלאי"
"TID_UNDERTAKER_NIGHTWITCH_SKIN","מורטיס מכשפת הלילה"
"TID_UNDERTAKER_NIGHTWITCH_SKIN_SHOP","מורטיס\nמכשפת הלילה"
"TID_FRIEND_ADDED","<FRIEND> חברים אתך כעת!"
"TID_IAP_REFRESHER_BUNDLE","חבילת רענון"
"TID_IAP_REFRESHER_PACK","מארז רענון"
"TID_IAP_WOMENS_DAY_1","כוח נשי"
"TID_IAP_WOMENS_DAY_2","יום האישה הבינלאומי שמח"
"TID_IAP_LIMITED_TIME_DISCOUNT","הנחה לזמן מוגבל"
"TID_IAP_GOLDENWEEK_PACK","חבילה לשבוע הזהב"
"TID_IAP_GOLDENWEEK_PACK_DESC","חוגגים את שבוע הזהב"
"TID_LIMITED_AVAILABILITY","מהר לפני שייגמר"
"TID_ROBO_WARS_2","Mecha Match"
"TID_ROBO_WARS_3","Factory Rush"
"TID_ROBO_WARS_4","מתקפת הרכבה"
"TID_ROBO_WARS_5","Base Busters"
"TID_ROBO_WARS_6","רובוטים עם ביטים"
"TID_ROBO_WARS_7","ברגים זה בסיסי"
"TID_ROBO_WARS_8","דרושה הרכבה חלקית"
"TID_ROBO_WARS_9","מצור במפעל"
"TID_GOLDRUSH_12","אבק יהלומים"
"TID_GOLDRUSH_13","ארבע בריבוע"
"TID_GOLDRUSH_14","נקודת מבט"
"TID_GOLDRUSH_15","קפיצות ודילוגים"
"TID_GOLDRUSH_16","ספירה לאחור"
"TID_GOLDRUSH_17","מהירות בריחה"
"TID_GOLDRUSH_18","קישור עמוק"
"TID_BATTLE_ROYALE_13","נקודה חמה"
"TID_BATTLE_ROYALE_14","חצר"
"TID_BATTLE_ROYALE_15","שעון שמש"
"TID_BATTLE_ROYALE_16","כוכב על"
"TID_BATTLE_ROYALE_17","מעבר"
"TID_BATTLE_ROYALE_18","מנגנון מכני"
"TID_BALL_8","זריקה מוצלחת"
"TID_BALL_9","קופסת משחקים"
"TID_BALL_10","בעיטת עונשין"
"TID_BALL_11","מחליף"
"TID_BANKHEIST_14","מחווה לרויאל"
"TID_HERO_DISABLED_CURRENTLY_PRINT","הבראולר הזה לא זמין באופן זמני. יש לנסות שוב מאוחר יותר!"
"TID_NEXT_ROBO_IN","המצור הבא בעוד:"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED","<c998888ff>מתקפה</c> עם <c998888ff>רובוט מצור</c> ברמה <num>!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED","<c99dd3333>הגנה</c> נגד <c99dd3333>רובוט מצור</c> ברמה <num>!"
"TID_HERO_DISABLED_CURRENTLY_START_GAME","הבראולר הזה לא זמין באופן זמני. אפשר לנסות בראולר אחר!"
"TID_HERO_COMING_SOON","הבראולר יגיע בקרוב!"
"TID_NO_ROBOS_SPAWNED","תיקו! אין מצור"
"TID_LAST_ROBO_IN","המצור האחרון ב:"
"TID_ROBO_LEVEL","רמת רובוט מצור: <num>"
"TID_BATTLE_ROYALE_19","לבנים לא צפויות"
"TID_BATTLE_ROYALE_20","כוכב נופל"
"TID_BATTLE_ROYALE_21","עין הסערה"
"TID_BATTLE_ROYALE_22","מישורים מוצפים"
"TID_BATTLE_ROYALE_23","נהר זורם"
"TID_BATTLE_ROYALE_24","בגידה"
"TID_BATTLE_ROYALE_25","גן מוקף חומה"
"TID_BATTLE_ROYALE_26","בית המשפט"
"TID_BATTLE_ROYALE_27","שלג מפויח"
"TID_BALL_12","רגליים שמחות"
"TID_BALL_13","בוא נריב"
"TID_BALL_14","מכונת מזל"
"TID_BALL_15","פינבול חלומות"
"TID_BALL_16","כספת חבית"
"TID_GOLDRUSH_19","מלכודת קפיץ"
"TID_GOLDRUSH_20","הצרחה"
"TID_GOLDRUSH_21","קיצור דרך"
"TID_GOLDRUSH_22","זווית חדה"
"TID_GOLDRUSH_23","מסעדה מקפצת"
"TID_GOLDRUSH_24","חלוקת תאים"
"TID_GOLDRUSH_25","סלסול כפול"
"TID_GOLDRUSH_26","יין-יאנג"
"TID_ROBO_HEALTH","רובוט מצור:"
"TID_TEAMING_WARNING","<c99dd3333>יש לתקוף אויבים</c> או שיפגעו בך <c99dd3333>סופר מטאורים</c>!!!"
"TID_FREE_NAME_CHANGE_INTRO_TEXT","אפשר לשנות את השם בחינם רק פעם אחת. יש לנצל את זה בחוכמה, כי שינויי שם בעתיד יעלו לך ביהלומים."
"TID_PAID_NAME_CHANGE_INTRO_TEXT","האם להשתמש ביהלומים כדי לבחור שם חדש?\nאם ייבחר שם לא הולם, אנחנו שומרים את הזכות לשנות אותו בלי להחזיר לך את היהלומים."
"TID_NAME_CHANGE_INTRO_TITLE","שינוי שם"
"TID_NAME_CHANGE_ON_COOLDOWN","יש לחכות עוד <time> כדי לשנות את השם שוב."
"TID_NAME_CHANGE_FREE","חינם"
"TID_PLAYER_YOU","אתם"
"TID_NEWS_TAB_NEWS","חדשות"
"TID_NEWS_TAB_VIDEOS","סרטונים"
"TID_VS_TRAINING","מערת אימונים"
"TID_TRAINING_DPS","נזק בכל שנייה:"
"TID_SHOP_SHORTCUT_1","הצעות"
"TID_SHOP_SHORTCUT_2","עסקאות יומיות"
"TID_SHOP_SHORTCUT_NOT_USED","תיבות"
"TID_SHOP_SHORTCUT_3","סקינים"
"TID_SHOP_SHORTCUT_4","חנות כוכבים"
"TID_SHOP_SHORTCUT_5","משאבים"
"TID_SHOP_NOTIFICATION_NEW","חדש!"
"TID_SHOP_NOTIFICATION_FREE","חינם!"
"TID_SKIN_INFO_INCLUDES","הסקין כולל:\n"
"TID_SKIN_INFO_NORMAL","מודל בראולר בהתאמה אישית"
"TID_SKIN_INFO_NORMAL_PET","מודל בראולר בהתאמה אישית\n- מודל חיית מחמד בהתאמה אישית"
"TID_SKIN_INFO_NORMAL_TURRET","מודל בראולר בהתאמה אישית\nמודל צריח בהתאמה אישית"
"TID_SKIN_INFO_FX","מודל בראולר בהתאמה אישית\nאפקטים בהתאמה אישית"
"TID_SKIN_INFO_ANIM_PET","מודל בראולר בהתאמה אישית\nמודל חיית מחמד בהתאמה אישית\nהנפשות בהתאמה אישית"
"TID_SKIN_INFO_ANIM_TURRET","מודל בראולר בהתאמה אישית\nמודל צריח בהתאמה אישית\nהנפשות בהתאמה אישית"
"TID_SKIN_INFO_ANIM_FX","מודל בראולר בהתאמה אישית\nאפקטים בהתאמה אישית\nהנפשות בהתאמה אישית"
"TID_SKIN_INFO_ANIM_FX_PET","מודל בראולר בהתאמה אישית\nמודל חיית מחמד בהתאמה אישית\nאפקטים בהתאמה אישית\nהנפשות בהתאמה אישית"
