"TID","MS"
"TID_NO_FRIENDS_GO_TO_FRIENDS","Pergi ke tab Rakan"
"TID_EVENT_MODIFIER_1","MINUMAN TENAGA"
"TID_EVENT_MODIFIER_2","ROBO BERANG"
"TID_EVENT_MODIFIER_3","HUJAN METEOR"
"TID_EVENT_MODIFIER_4","GILIRAN KERJA MALAM"
"TID_EVENT_MODIFIER_DESC_1","Jika anda keseorangan, minuman tenaga mungkin muncul berdekatan. Rebut minuman tenaga untuk menggalakkan kerosakan dan kelajuan Brawler buat seketika!"
"TID_EVENT_MODIFIER_DESC_2","Robot berang akan muncul secara rawak dan serang Brawler terdekat. Berhati-hati!"
"TID_EVENT_MODIFIER_DESC_3","Ini bukan hujan meteor yang anda ingin berhenti dan mengagumi. Berhati-hati dengan batu besar yang jatuh!"
"TID_BALL_4","Padang Licik"
"TID_EVENT_MODIFIER_DESC_4","Anda sentiasa hilang nilai nyawa, tetapi melakukan kerosakan pada musuh Brawler akan memulihkan nilai nyawa anda. Mengalahkan satu Brawler akan memulihkan nilai nyawa sepenuhnya! Semua kuasa keupayaan penyembuhan dikurangkan."
"TID_BALL_5","Kubu BB"
"TID_BALL_6","Stadium Super"
"TID_BALL_7","Percikan Lopak"
"TID_BANKHEIST_8","Terowong Tulang"
"TID_EVENT_MODIFIER_DESC_3_SD","Berkumpul rapat bersama rakan anda adalah berbahaya apabila batu besar jatuh dari langit!"
"TID_DEFEATED_SHOWDOWN","Ditewaskan"
"TID_OFFER_WATCH_AD","TONTON"
"TID_ERROR_REPLAY_DISABLED","Ulangan tidak tersedia"
"TID_WANTED_9","Terusan Grande"
"TID_HOOK","GENE"
"TID_STAR_KEY_INFO_EXTENSION","\n\nToken Bintang digunakan untuk membuka Kotak Besar."
"TID_TEAM_OWNER_TEXT","Pasukan <NAME>"
"TID_SPECTATE_AUTO","Automatik"
"TID_BATTLE_ROYALE_11","Bow Wow"
"TID_FRIEND_POPOVER_INVITE","JEMPUT KE PASUKAN"
"TID_TEAM_ERROR_ALREADY_IN_ROOM","Pemain sudah berada dalam pasukan anda!"
"TID_TEAM_ERROR_ALREADY_INVITED","Pemain sudah dijemput!"
"TID_BATTLE_ROYALE_D2","Dataran Beribut"
"TID_UNDERTAKER_GREASER_SKIN","ROCKABILLY MORTIS"
"TID_COMMUNITY_PROPS","Peta komuniti!\n\nKonsep daripada:\n<cff8000><CREDIT></c>"
"TID_BATTLE_ROYALE_12","Labirin Panas"
"TID_TEAM_INVITE_ALREADY_IN_TEAM","Pemain sudah berada dalam pasukan!"
"TID_HINT_38","Bulatan biru berputar di bawah Brawler bermaksud Super mereka sudah bersedia!"
"TID_HINT_39","Bulatan kuning berputar di bawah Brawler bermaksud mereka sedang menyasarkan Super mereka!"
"TID_EVENT_NOT_AVAILABLE","Tiada Acara"
"TID_SHOP_OFFER_PURCHASE_AD_NOT_AVAILABLE","Tiada video tersedia. Semak kembali kemudian!"
"TID_SHOP_NOT_AVAILABLE","tidak tersedia"
"TID_UNDERTAKER_GREASER_SKIN_SHOP","ROCKABILLY\nMORTIS"
"TID_HINT_40","Sambung ke Supercell ID dari skrin tetapan untuk memastikan akaun anda selamat dan dimainkan pada berbilang peranti. Anda juga mendapat kulit percuma dengan melakukan ini!"
"TID_GACHA_VIDEO_REWARD_RECEIVED","Ganjaran ekstra ditambah!"
"TID_BUTTON_NAVI_SHOP","KEDAI"
"TID_BUTTON_NAVI_SOCIAL","SOSIAL"
"TID_BUTTON_NAVI_BRAWLERS","BRAWLER"
"TID_BRAWL_TICKETS_BUTTON","MAIN"
"TID_HOME_SCREEN_INVITE","JEMPUT"
"TID_HINT_41","Kiraan jumlah trofi anda ialah kombinasi semua trofi individu bagi Brawler anda."
"TID_GOAL","<name> mendapat skor!"
"TID_EVENT_MODIFIER_5","CENDAWAN PENYEMBUHAN"
"TID_EVENT_MODIFIER_DESC_5","Cendawan penyembuhan muncul secara rawak! Mereka akan memulihkan semua yang berdekatan untuk seketika."
"TID_EVENT_MODIFIER_DESC_5_SD","Cendawan penyembuhan muncul secara rawak! Berkumpul rapat bersama rakan anda akan menghalang cendawan membesar."
"TID_NINJA","LEON"
"TID_ROSA","ROSA"
"TID_HINT_42","Brawler anda mula memulih apabila tidak diserang atau mengalami kerosakan untuk seketika."
"TID_HOOK_SHORT_DESC","SOKONGAN"
"TID_HOOK_DESC","Gene menggunakan lampu saktinya untuk menembak peluru pemisah. Supernya ialah tangan ajaib yang meragut dan menarik musuh ke arahnya!"
"TID_SPEC_ABI_HOOK","Paf Sakti"
"TID_SPEC_ABI_HOOK_DESC","Gene menyembuhkan semua Brawler sepasukan di sekelilingnya sebanyak <c00cc00> <VALUE1> </c> nilai nyawa dalam sesaat."
"TID_HOOK_WEAPON","LETUPAN ASAP"
"TID_HOOK_ULTI","TANGAN AJAIB"
"TID_HOOK_WEAPON_DESC","Gene menembak bola pejal asap ajaib dari lampunya. Jika ia tidak menepati sasaran, ia berpecah dan menyebarkan kerosakan dalam kawasan berbentuk kon."
"TID_HOOK_ULTI_DESC","Gene melancarkan tangan sakti dari lampunya. Sekiranya tangan itu terkena musuh, mereka akan ditarik balik ke lokasi Gene!"
"TID_NINJA_SHORT_DESC","PEMBUNUH SENYAP"
"TID_NINJA_DESC","Leon membaling pisau bilah dengan pantas pada sasarannya. Helah Supernya adalah bom asap yang menjadikannya halimunan untuk seketika!"
"TID_SPEC_ABI_SPEED_INVISIBLE","Jejakan Asap"
"TID_SPEC_ABI_SPEED_INVISIBLE_DESC","Apabila Leon menggunakan Supernya, dia mendapat <c00cc00><VALUE1>%</c> galakan gerakan kelajuan untuk tempoh dia berhalimunan."
"TID_NINJA_WEAPON","PISAU PEMINTAL"
"TID_NINJA_ULTI","BOM ASAP"
"TID_NINJA_WEAPON_DESC","Leon melemparkan empat Pisau Pemintal. Semakin jauh ia bergerak, semakin kecil kerosakan dilakukan."
"TID_NINJA_ULTI_DESC","Leon menjadi halimunan selama <time> saat. Dia akan terdedah jika melakukan serangan. Musuh yang dekat dengan Leon akan dapat melihatnya."
"TID_ROSA_SHORT_DESC","BERAT"
"TID_ROSA_DESC","Ahli botani tinju ini tidak berasa gentar dan lawan secara bersemuka! Supernya memberikannya peralatan perlindungan yang keras dan vegan."
"TID_SPEC_ABI_HEAL_FOREST","Kehidupan Tumbuhan"
"TID_SPEC_ABI_HEAL_FOREST_DESC","Rosa memulihkan <c00cc00><VALUE1></c> nilai nyawa sesaat apabila berada di dalam semak."
"TID_ROSA_WEAPON","TANGAN BATU"
"TID_ROSA_ULTI","GAGAH PERKASA"
"TID_ROSA_WEAPON_DESC","Rosa melepaskan tumbukan mengejut yang berkuasa dengan teknik sempurna!"
"TID_ROSA_ULTI_DESC","Rosa mendapat kulit pokok menjalar keras yang kedua selama <time> saat, mengurangkan semua kerosakan yang diterima sebanyak <num>% sepanjang tempoh itu."
"TID_STAT_DAMAGE_PER_CLUSTER","Kerosakan setiap kelompok"
"TID_STAT_DAMAGE_PER_SHURIKEN","Kerosakan setiap bilah di julat dekat"
"TID_STAT_INVISIBLE","bom asap"
"TID_STAT_SHIELD","Perisai"
"TID_SELECT_HERO_INFO_RAID_BOSS","<c2288ff>Pemain lwn Bos</c>"
"TID_EVENT_POPUP_GMV_LABEL_RAID_BOSS","Tiga pemain lwn ROBOT BOS"
"TID_GAME_MODE_10","PERTEMPURAN BOS"
"TID_RAID_BOSS_INTRO_TEXT","Kalahkan Bos"
"TID_RAID_1","Arena Robot Bos"
"TID_GAME_MODE_10_DESC","Bolehkah anda menewaskan Robot Bos yang menggerunkan? Bekerjasama dengan dua rakan pasukan dan menewaskan raksasa ini. Anda boleh kembali bertempur selagi sekurang-kurangnya seorang rakan pasukan anda masih hidup. Permainan akan tamat apabila semua ditewaskan!\n\nCabaran pertempuran Bos meningkat dari mod Biasa sehingga Gila-Gila setiap kali anda berjaya menewaskan Bos."
"TID_TEAM_MATE_GONE","<ccccc00>Rakan sepasukan ditewaskan!</c>"
"TID_ALL_TEAM_MATES_GONE","<cee0000>Kedua-dua rakan sepasukan ditewaskan!</c>"
"TID_RAID_BOSS_ENRAGE_1","<c99bb22bb>Bos NAIK BERANG!</c>"
"TID_RAID_BOSS_ENRAGE_2","<c99bb2222>Boss SANGAT MARAH!</c>"
"TID_RAID_BOSS_ENRAGE_3","<c99bbbb22>Bos MARAH!</c>"
"TID_RAID_BOSS_DIFFICULTY_0","Biasa"
"TID_RAID_BOSS_DIFFICULTY_1","Sukar"
"TID_RAID_BOSS_DIFFICULTY_2","Pakar"
"TID_RAID_BOSS_DIFFICULTY_3","Jaguh"
"TID_RAID_BOSS_DIFFICULTY_4","Gila"
"TID_RAID_BOSS_DIFFICULTY_5","Gila II"
"TID_RAID_BOSS_DIFFICULTY_6","Gila III"
"TID_RAID_BOSS_DIFFICULTY_7","Gila IV"
"TID_RAID_BOSS_DIFFICULTY_8","Gila V"
"TID_RAID_BOSS_DIFFICULTY_9","Gila VI"
"TID_RAID_BOSS_DIFFICULTY_10","Gila VII"
"TID_RAID_BOSS_DIFFICULTY_11","Gila VIII"
"TID_RAID_BOSS_DIFFICULTY_12","Gila IX"
"TID_RAID_BOSS_DIFFICULTY_13","Gila X"
"TID_RAID_BOSS_DIFFICULTY_14","Gila XI"
"TID_RAID_BOSS_DIFFICULTY_15","Gila XII"
"TID_RAID_BOSS_DIFFICULTY_16","Gila XIII"
"TID_RAID_BOSS_DIFFICULTY_17","Gila XIV"
"TID_RAID_BOSS_DIFFICULTY_18","Gila XV"
"TID_RAID_BOSS_DIFFICULTY_19","Gila XVI"
"TID_RAID_BOSS_DIFFICULTY_20","ANDA MEMANG TERBAIK!"
"TID_MODES_NEW_EVENT","ACARA BAHARU!"
"TID_MODES_NEW_EVENTS","ACARA BAHARU!"
"TID_TEAM_MEMBER_STATUS_NEW_0","<c999999>LUAR TALIAN</c>"
"TID_TEAM_MEMBER_STATUS_NEW_1","BERTEMPUR"
"TID_TEAM_MEMBER_STATUS_NEW_2","TIADA"
"TID_TEAM_MEMBER_STATUS_NEW_3","<EMPTY>"
"TID_TEAM_MEMBER_STATUS_NEW_4","MENCARI PADAN"
"TID_TEAM_MEMBER_STATUS_NEW_5","SKRIN TAMAT"
"TID_TEAM_MEMBER_STATUS_NEW_6","<c999999>LUAR TALIAN</c>"
"TID_TEAM_MEMBER_STATUS_NEW_7","MENONTON"
"TID_TEAM_MEMBER_STATUS_NEW_8","BERLATIH"
"TID_TEAM_MEMBER_STATUS_NEW_9","MENAIP..."
"TID_TEAM_MEMBER_STATUS_NEW_10","MEMILIH BRAWLER"
"TID_TEAM_MEMBER_STATUS_NEW_11","MELAYARI ACARA"
"TID_TEAM_MEMBER_STATUS_NEW_12","SEDANG MENCARI AHLI"
"TID_TEAM_MEMBER_STATUS_NEW_READY","SEDIA"
"TID_BUTTON_SPECTATE","TONTON"
"TID_NEW_EVENT_IN","Acara baharu dalam: <TIME>"
"TID_NEW_EVENT_NOW","ACARA BAHARU TERSEDIA!"
"TID_SHOP_TITLE","KEDAI"
"TID_SELECT_EVENT_TITLE","PILIH ACARA"
"TID_HERO_LIST_LABEL_NEW","BRAWLER <c53C5F7><COUNT>/<TOTAL></c>"
"TID_KEY_COUNTER","<VALUE><c7984a8>/<MAX></c>"
"TID_ONLINE_TAB_1","PEMAIN DALAM TALIAN"
"TID_ONLINE_TAB_2","RUANGAN BUAL PASUKAN"
"TID_ONLINE_TAB_3","RUANGAN BUAL KELAB"
"TID_ALLIANCE_CHAT_TAB_NOT_IN_ALLIANCE","Sertai kelab untuk mengakses ruangan bual kelab."
"TID_TEAM_CHAT_TAB_NOT_IN_TEAM","Bina pasukan dengan pemain lain untuk mengakses ruangan bual pasukan."
"TID_NO_BAND_GO_TO_BANDS","Pergi ke kelab"
"TID_SHARE_TEAM_CODE_NO_CODE","Tunggu sehingga kod dijanakan sebelum berkongsi!"
"TID_TEAM_TEAMCODE_YOURS","Kod pasukan anda"
"TID_BACK_BUTTON","TINGGALKAN PASUKAN"
"TID_BARLEY_WIZARD_SKIN","BARLEY AHLI SIHIR"
"TID_EVENT_LOCKED_TROPHIES","Menang lebih trofi untuk membuka kunci Acara"
"TID_EVENT_LOCKED_PRO_LEAGUE","Dapatkan Kuasa Bintang bagi salah satu Brawler untuk buka acara ini"
"TID_SHOTGUN_STAR_SKIN","SHELLY BINTANG"
"TID_PARTY_MODE_TITLE","PERSAHABATAN"
"TID_BUTTON_PARTY_MODE","PERSAHABATAN"
"TID_LEAVE_TEAM_TITLE","PASUKAN"
"TID_LEAVE_TEAM_TXT","KELUAR"
"TID_PARTY_MODE_DESC","Permainan persahabatan tidak memberi ganjaran trofi tetapi anda boleh berlatih sebarang acara biasa atau anjurkan pertandingan persahabatan!\n\nSemua Brawler dalam permainan persahabatan telah dinaikkan taraf sepenuhnya."
"TID_HEROES_TO_BE_UNLOCKED","BRAWLERS UNTUK DIBUKA KUNCI"
"TID_NITA_REINDEER_SKIN","NITA HIDUNG MERAH"
"TID_PENNY_ELF_SKIN","PENNY SI PEMBANTU KECIL"
"TID_DYNAMIKE_SANTA_SKIN","SANTAMIKE"
"TID_DYNAMIKE_CHEF_SKIN","MIKE PEREMPAH"
"TID_BROCK_BOOMBOX_SKIN","BROCK BOOM BOX"
"TID_EVENT_SLOT_NAME_1","REBUT PERMATA"
"TID_EVENT_SLOT_NAME_2","PERTEMPURAN TERAKHIR"
"TID_EVENT_SLOT_NAME_3","ACARA HARIAN"
"TID_EVENT_SLOT_NAME_4","ACARA PASUKAN"
"TID_EVENT_SLOT_NAME_7","ACARA GUNA TIKET"
"TID_EVENT_SLOT_NAME_8","ACARA SOLO"
"TID_EVENT_SLOT_NAME_9","ARENA BINTANG"
"TID_PENNY_ELF_SKIN_SHOP","PENNY\nPEMBANTU KECIL"
"TID_DYNAMIKE_SANTA_SKIN_SHOP","SANTAMIKE"
"TID_DYNAMIKE_CHEF_SKIN_SHOP","MIKE PEREMPAH"
"TID_BROCK_BOOMBOX_SKIN_SHOP","BROCK\nBOOM BOX"
"TID_NITA_REINDEER_SKIN_SHOP","NITA\nHIDUNG MERAH"
"TID_EVENT_STARTS_IN","Acara Bermula dalam: <TIME>"
"TID_UNDERTAKER_HAT_SKIN","MORTIS SI TOPI TINGGI"
"TID_CREATE_ROOM_CODE","CIPTA KOD PASUKAN"
"TID_EVENT_LOCKED_TEAM","Acara ini tidak disokong di dalam Pasukan!"
"TID_EVENT_PREVIEW_TITLE","MAKLUMAT ACARA"
"TID_EVENT_POPUP_GAME_MODE_6_SOLO_DUO","Kekal Hidup dalam Arena"
"TID_GAME_MODE_6_SOLO_DUO_DESC","Lawan bersendirian atau bersama rakan dalam Arena Pertempuran Terakhir! Pemain yang bertahan sehingga akhir akan menang.\n\nKumpul Kiub Kuasa untuk meningkatkan nilai nyawa dan kerosakan serangan anda. Awan beracun menghampiri, terus bergerak!"
"TID_INVITE_PENDING","MENJEMPUT"
"TID_JOIN_REQUEST_PENDING","SEDANG MENYERTAI"
"TID_GOAL_MATCH_OVER","<name> mendapat skor!\nPertempuran tamat"
"TID_GOLDRUSH_XMAS_1","Kubu Salji"
"TID_GOLDRUSH_XMAS_2","Percutian Dingin"
"TID_GOLDRUSH_XMAS_3","Perang Bola Salji"
"TID_GOLDRUSH_XMAS_4","Batu Blok Ais"
"TID_GOLDRUSH_XMAS_5","Kepungan Bersalji"
"TID_GOLDRUSH_XMAS_6","Pembalut Hadiah"
"TID_GOLDRUSH_XMAS_7","Tambah Hiasan"
"TID_GOLDRUSH_XMAS_8","Tasik Beku"
"TID_GOLDRUSH_XMAS_9","Kristal Berfros"
"TID_GOLDRUSH_XMAS_10","Pemburuan Harta Karun"
"TID_RAID_BOSS_DIFFICULTY_CAP","Tahap Cabaran Bos anda telah direndahkan supaya sepadan dengan tahap Pasukan anda. Cabaran tahap lebih rendah tidak membelanjakan sebarang tiket tetapi anda hanya akan mendapat ganjaran kerana mencabar Bos di tahap anda!"
"TID_RAID_BOSS_DIFFICULTY","Cabaran:"
"TID_BOSS_3","Medan Meradang"
"TID_BOSS_4","Hari Pasukan"
"TID_BOSS_5","Lambungan Meja"
"TID_BOSS_6","Parti Pemburuan"
"TID_COOP_3","Pembela Bilik Kebal"
"TID_COOP_4","Kawasan Terbiar"
"TID_COOP_5","Transit Rosak"
"TID_COOP_6","Kekal Selamat"
"TID_RAID_2","Zon Mesin"
"TID_RAID_3","Sekerap Logam"
"TID_BUTTON_INVITE_PLAYER","JEMPUT"
"TID_BUTTON_JOIN_TEAM","MINTA SERTAI"
"TID_BUTTON_TEAM_FULL","PENUH"
"TID_DECIMAL_MARK","."
"TID_RARITY_HEADER_0","GANJARAN KEMAJUAN TROFI"
"TID_RARITY_HEADER_1","JARANG"
"TID_RARITY_HEADER_2","SANGAT JARANG"
"TID_RARITY_HEADER_3","EPIK"
"TID_RARITY_HEADER_4","MITOS"
"TID_RARITY_HEADER_5","LEGENDA"
"TID_SETTINGS_KAKAO","RAKAN KAKAO"
"TID_HERO_INFO_LEVEL_WITH_NUMBER","KUASA <NUMBER>"
"TID_HERO_INFO_LEVEL_WITH_NUMBER_LONG","TAHAP KUASA <NUMBER>"
"TID_IN_YOUR_TEAM","PASUKAN ANDA"
"TID_TEAM_REQEST_JOIN_FAIL_TEAM_FULL","Tidak boleh hantar jemputan. Pasukan anda telah penuh"
"TID_EVENT_ENDS_IN","Acara tamat dalam: <TIME>"
"TID_EVENT_LOCKED_CAN_CLAIM_WARNING","Buka kunci acara dari skrin Kemajuan Trofi"
"TID_EVENT_LOCKED_CAN_CLAIM","Tahniah! Anda kini boleh membuka kunci acara dari skrin Kemajuan Trofi"
"TID_BATTLE_ROYALE_3D","Lembah Maut"
"TID_BATTLE_ROYALE_7D","Lembah Batu"
"TID_WANTED_4D","Pelindung Kemautan"
"TID_GOLDRUSH_3D","Gua Cendawan"
"TID_WEEKEND_OFFER","Tawaran Hari Minggu"
"TID_EXCLUSIVE_OFFER","Tawaran Eksklusif"
"TID_EPIC_OFFER","Tawaran Epik"
"TID_MEGA_OFFER","Tawaran Besar"
"TID_FEATURED_OFFER","Tawaran Khas"
"TID_TAIPEI_OFFER","Tawaran Pameran Permainan Taipei"
"TID_RAID_BOSS_ENRAGE_4","<c99ffffff>Bos dalam MOD DEWA!</c>"
"TID_RAID_BOSS_ENRAGE_WARNING_1","Bos menjadi <cffbb22bb> MARAH </c> dalam:"
"TID_RAID_BOSS_ENRAGE_WARNING_2","Bos menjadi <cffbb2222> BERANG </c> dalam:"
"TID_RAID_BOSS_ENRAGE_WARNING_3","Bos menjadi <cffbbbb22> BARAN </c> dalam:"
"TID_RAID_BOSS_ENRAGE_WARNING_4","Bos bertukar ke <cffffffff>MOD DEWA</c> dalam:"
"TID_HERO_INFO_LOCKED_INFO_SHORT","Buka Kotak Brawl untuk membuka kunci"
"TID_ROBO_WARS_1","Pengepungan Besar"
"TID_ROBO_WARS_INTRO_TEXT","Musnahkan pangkalan musuh"
"TID_ROBO_WARS_SCRAP","Bolt:"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_0","<c998888ff>Pasukan anda</c> telah pasang Robot Kepungan!"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_0","<c99dd3333>Pasukan musuh</c> telah pasang Robot Kepungan!"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_1","<c998888ff>Pasukan anda</c> telah membina <c99bb22bb>Robo MARAH!</c>"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_1","<c99dd3333>Pasukan musuh</c> telah membina <c99bb22bb>Robo MARAH!</c>"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_2","<c998888ff>Pasukan anda </c> membina <c99bb2222>Robo BERANG!</c>"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_2","<c99dd3333>Pasukan musuh </c> membina <c99bb2222>Robo BERANG!</c>"
"TID_ROBO_WARS_OWN_ROBO_SPAWNED_3","<c998888ff>Pasukan anda </c> membina <c99bbbb22>Robo BARAN!</c>"
"TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_3","<c99dd3333>Pasukan musuh </c> membina <c99bbbb22>Robo BARAN!</c>"
"TID_ROBO_WARS_SCRAP_AMOUNT","<v1>/<v2>"
"TID_BRAWL_BOX_INFO","Kumpulkan <c33a5d7><COUNT> Token </c> dari pertempuran untuk membuka Kotak Brawl ini."
"TID_STAR_BOX_INFO","Kumpulkan <cff8E1b><COUNT> Token Bintang </c> dari kemenangan pertama anda dalam acara yang berbeza untuk membuka Kotak Besar ini."
"TID_ALLIANCE_LOCATION","LOKASI KELAB"
"TID_LOCATION_TITLE","PILIH LOKASI"
"TID_SETTINGS_LOCATION","LOKASI"
"TID_REGION_INT","Antarabangsa"
"TID_POPUP_CHANGE_LOCATION_TITLE","Tukar lokasi?"
"TID_POPUP_CHANGE_LOCATION","Adakah anda pasti mahu menukar lokasi? Lokasi hanya boleh ditukar sekali dalam sehari"
"TID_CHANGE_LOCATION_RESULT_0","Lokasi ditukar ke <COUNTRY>"
"TID_CHANGE_LOCATION_RESULT_1","Masih tidak boleh menukar lokasi. Cuba lagi dalam <TIME>"
"TID_SKIN_INFO_CAMPAIGN_2_AVAILABLE","Raikan Tahun Baharu Cina Brawl dengan kulit perayaan ini!"
"TID_SKIN_INFO_CAMPAIGN_2_NOT_AVAILABLE","Kulit Brawl Tahun Baharu Cina"
"TID_SKIN_INFO_CAMPAIGN_5_AVAILABLE","Raikan Tahun Baharu Cina Brawl dengan kulit perayaan ini!"
"TID_SKIN_INFO_CAMPAIGN_5_NOT_AVAILABLE","Kulit Brawl Tahun Baharu Cina."
"TID_CACTUS_PINK_SKIN","SPIKE SAKURA"
"TID_CACTUS_PINK_SKIN_SHOP","SPIKE\nSAKURA"
"TID_TRICKSHOT_DUDE","RICO"
"TID_TRICKSHOT_GOLD_SKIN","RICO MEWAH"
"TID_TRICKSHOT_GOLD_SKIN_SHOP","RICO\nMEWAH"
"TID_SKIN_POPCORN_RICO","RICO POPCORN"
"TID_SKIN_POPCORN_RICO_SHOP","RICO\nPOPCORN"
"TID_SKIN_FOOTBULL","BULL TOUCHDOWN"
"TID_SKIN_FOOTBULL_SHOP","BULL\nTOUCHDOWN"
"TID_SKIN_DUMPLING_DARRYL","DARRYL LADU"
"TID_SKIN_DUMPLING_DARRYL_SHOP","DARRYL\nLADU"
"TID_SKIN_LUNAR_BROCK","BROCK TARIAN SINGA"
"TID_SKIN_LUNAR_BROCK_SHOP","BROCK\nTARIAN SINGA"
"TID_SKIN_LUNAR_COLT","EJEN DIRAJA COLT"
"TID_SKIN_LUNAR_COLT_SHOP","EJEN DIRAJA\nCOLT"
"TID_SKIN_VALENTINE_POCO","POCO PEMIKAT HATI"
"TID_SKIN_VALENTINE_POCO_SHOP","POCO\nPEMIKAT HATI"
"TID_BANKHEIST_9","Sekelip Mata"
"TID_BANKHEIST_10","Guruh-Gemuruh"
"TID_BANKHEIST_11","Pusing dan Tembak"
"TID_BANKHEIST_12","Jambatan Jauh"
"TID_BANKHEIST_13","Kasus Miring"
"TID_WANTED_10","Parti Kolam Renang"
"TID_WANTED_11","Kandang Lembu"
"TID_WANTED_12","Terserlah"
"TID_WANTED_13","Kek Lapis"
"TID_WANTED_14","Musim Kering"
"TID_NOT_ENOUGH_LEGENDARY_TROPHIES","Tidak cukup Mata Bintang!"
"TID_NOT_ENOUGH_GOLD_TITLE","Tidak cukup syiling!"
"TID_NOT_ENOUGH_GOLD_TEXT","Beli <NUM> syiling yang kurang?"
"TID_NOT_ENOUGH_GOLD_TEXT_ONE","Beli syiling yang kurang?"
"TID_TEAM_INVITATION_POPUP_MUTE_ALL","SEKAT SEMUA JEMPUTAN UNTUK 1 JAM SETERUSNYA"
"TID_TEAM_INVITATION_SETTING_MUTE","Sekat semua jemputan pasukan"
"TID_BUTTON_TEAM_DND","JANGAN GANGGU"
"TID_SHOP_VALENTINE_OFFER","Tawaran Hari Kekasih"
"TID_SHOP_BRAWLER_BUNDLE","Pakej Brawler"
"TID_SHOP_SEASONAL_SKIN_OFFER","Tawaran Kulit Bermusim"
"TID_SHOP_WELCOME_OFFER","Tawaran Selamat Datang"
"TID_SHOP_BRAWLER_PACK","Pek Brawler"
"TID_SHOP_STAR_POWER_OFFER","Tawaran Kuasa Bintang"
"TID_SHOP_UPGRADE_BUNDLE","Pakej Naik Taraf"
"TID_SHOP_NEW_BRAWLER_OFFER","Tawaran Brawler Baharu"
"TID_SHOP_NEW_SKIN_RELEASE","Keluaran Kulit Baharu"
"TID_SHOP_NEW_SKIN_OFFER","Tawaran Kulit Baharu"
"TID_FRIENDLY_GAME_ROOM_LOCKED","Capai pengalaman tahap <NUM> untuk buka kunci Permainan Persahabatan."
"TID_HEROES_COMING_SOON","BRAWLER AKAN DATANG"
"TID_RARITY_NAME_0_UPPER","GANJARAN KEMAJUAN TROFI"
"TID_RARITY_NAME_1_UPPER","JARANG"
"TID_RARITY_NAME_2_UPPER","SUPERJARANG"
"TID_RARITY_NAME_3_UPPER","EPIK"
"TID_RARITY_NAME_4_UPPER","MITOS"
"TID_RARITY_NAME_5_UPPER","LEGENDA"
"TID_STARTER_PACK_5","Pek Tahap 50"
"TID_STARTER_PACK_6","Pek Tahap 75"
"TID_STARTER_PACK_7","Pek Tahap 100"
"TID_STARTER_PACK_8","Pek Tahap 125"
"TID_WHIRLWIND","CARL"
"TID_WHIRLWIND_SHORT_DESC","PEJUANG"
"TID_WHIRLWIND_DESC","Carl membaling beliung seperti bumerang. Supernya ialah putaran kart yang melanggar sesiapa sahaja di sekelilingnya."
"TID_WHIRLWIND_WEAPON","BELIUNG"
"TID_WHIRLWIND_ULTI","PUTING BELIUNG"
"TID_WHIRLWIND_WEAPON_DESC","Carl membaling beliung seperti bumerang. Selepas beliungnya kembali, dia boleh membalingnya sekali lagi."
"TID_WHIRLWIND_ULTI_DESC","Carl berputar gila-gila selama beberapa saat, terkapai-kapai dan merosakkan musuh berdekatan."
"TID_STAT_DAMAGE_EACH_WAY","Kerosakan semasa terkena"
"TID_STAT_DAMAGE_PER_SWING","Kerosakan setiap ayunan"
"TID_HINT_43","Apabila beliung Carl mengena halangan, ia melantun dan kembali, membolehkan Carl membalingnya sekali lagi dengan lebih cepat."
"TID_SPEC_ABI_PROJECTILE_SPEED","Lemparan Berkuasa"
"TID_SPEC_ABI_PROJECTILE_SPEED_DESC","Carl membaling beliung <c00cc00><VALUE1>%</c> lebih laju, membolehkan ia bergerak dan kembali dengan lebih cepat."
"TID_SPEC_ABI_SUPERSPEED","Pusaran"
"TID_SPEC_ABI_SUPERSPEED_DESC","Kart milik Carl yang berputar bertambah laju semasa supernya aktif!"
"TID_HERO_SORTING_TROPHIES","Trofi Paling Minimum"
"TID_HERO_SORTING_TROPHIES_DESC","Trofi Paling Maksimum"
"TID_HERO_SORTING_RARITY","Mengikut Kenadiran"
"TID_HERO_SORTING_RARITY_DESC","Kenadiran Menurun"
"TID_HERO_SORTING_POWER_DESC","Tahap Kuasa"
"TID_HERO_SORTING_RANKUP","Terdekat Naik Pangkat"
"TID_MUTE_INVITES_LABEL","Jangan Ganggu:"
"TID_GEM_BALANCE_TITLE","Baki Permata"
"TID_JP_BUTTON","Baki Permata"
"TID_GEM_BALANCE","Baki Permata Semasa: <total>\n\nPermata Percuma: <free>\n\nPermata Dibeli: <paid>"
"TID_IAP_INFO_TEXT","청약철회는 구매일로부터 7일 이내 가능(단, 사용시 철회불가) 법정대리인 동의 없는 미성년자명의 결제 시 취소가능"
"TID_SETTINGS_LINE","LINE"
