Name,Character,Model,CameraModel,IdleAnim,WalkAnim,PrimarySkillAnim,SecondarySkillAnim,PrimarySkillRecoilAnim,PrimarySkillRecoilAnim2,SecondarySkillRecoilAnim,SecondarySkillRecoilAnim2,ReloadingAnim,PushbackAnim,HappyAnim,HappyLoopAnim,SadAnim,SadLoopAnim,HeroScreenIdleAnim,HeroScreenAnim,HeroScreenLoopAnim,SignatureAnim,EnterAnim,ProfileAnim,BossAutoAttackAnim,BossAutoAttackRecoilAnim,BossAutoAttackRecoilAnim2,IdleFace,WalkFace,HappyFace,HappyLoopFace,SadFace,SadLoopFace,HeroScreenIdleFace,HeroScreenFace,HeroScreenLoopFace,SignatureFace,ProfileFace,HappyEffect,SadEffect,HeadRotationIngame,HatScaleIngame,PetInSameSprite,AttackLocksAttackAngle,UltiLocksAttackAngle,MainAttackProjectile,UltiProjectile,MainAttackEffect,UltiAttackEffect,UseBlueTextureInMenus,MainAttackUseEffect,UltiUseEffect,MeleeHitEffect,SpawnEffect,UltiLoopEffect,UltiLoopEffect2,SpawnedItem,KillCelebrationSoundVO,InLeadCelebrationSoundVO,StartSoundVO,UseUltiSoundVO,TakeDamageSoundVO,DeathSoundVO,AttackSoundVO,BoneEffect1,BoneEffect2,BoneEffect3,BoneEffect4,BoneEffectUse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TntDudeSnowtel,TntDude,dynamike_groom_geo.scw,dynamike_groom_portrait.scw,DynamikeGroomIdle,DynamikeGroomWalk,DynamikeGroomPrimary,DynamikeGroomSecondary,DynamikeGroomRecoil,,DynamikeGroomUlti,,DynamikeGroomReload,DynamikeGroomPushback,DynamikeGroomWin,DynamikeGroomWinloop,DynamikeGroomLose,DynamikeGroomLoseloop,DynamikeGroomIdle,DynamikeGroomWin,DynamikeGroomWinloop,DynamikeGroomWin,DynamikeGroomIdle,DynamikeGroomProfile,,,,DynaStill,DynaStill,DynaWin,DynaWinLoop,DynaLose,DynaLoseLoop,DynaWinLoop,DynaWin,DynaWinLoop,DynaWin,DynaStill,,,,,,true,true,Mike006Projectile,Mike006UltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SafeRed,,heist_safe_red.scw,portrait_cam.scw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SnakeOilDefault,SnakeOil,byron_geo.scw,byron_base_cam.scw,ByronIdle,ByronWalk,ByronAttack,ByronSuper,ByronRecoil,,ByronSuperRecoil,,,ByronPushback,ByronWin,ByronWinloop,ByronLose,ByronLoseloop,ByronIdle,ByronWin,ByronWinloop,ByronWin,ByronIdle,ByronProfile,,,,ByronWin,ByronWin,ByronWin,ByronWinLoop,ByronLose,ByronLoseLoop,ByronWinLoop,ByronWin,ByronWinLoop,ByronWin,ByronStill,,,,,,true,true,,,byron_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EnragerDefault,Enrager,edgar_geo.scw,edgar_base_cam.scw,EdgarIdle,EdgarWalk,EdgarAttack,EdgarSuper,EdgarRecoil,,EdgarSuper,,,EdgarPushback,EdgarWin,EdgarWinloop,EdgarLose,EdgarLoseloop,EdgarIdle,EdgarWin,EdgarWinloop,EdgarWin,EdgarIdle,EdgarProfile,,,,EdgarWin,EdgarWin,EdgarWin,EdgarWinLoop,EdgarLose,EdgarLoseLoop,EdgarWinLoop,EdgarWin,EdgarWinLoop,EdgarWin,EdgarStill,,,,,,true,,,,edgar_def_atk,,,,edgar_def_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlowerNutcracker,Blower,gale_nutcracker_geo.scw,gale_base_cam.scw,GaleNutcrackerIdle,GaleNutcrackerWalk,GaleNutcrackerPrimary,GaleNutcrackerPrimary,GaleNutcrackerRecoil,,GaleNutcrackerRecoil,,GaleNutcrackerIdle,GaleNutcrackerPushback,GaleNutcrackerWin,GaleNutcrackerWinloop,GaleNutcrackerLose,GaleNutcrackerLoseloop,GaleNutcrackerIdle,GaleNutcrackerWin,GaleNutcrackerWinloop,GaleNutcrackerWin,GaleNutcrackerIdle,GalePortrait,,,,,,,,,,,,,,,,,,,,true,true,Gale003Projectile,Gale003UltiProjectile,gale_003_atk,gale_003_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RocketGirlOg,RocketGirl,brock_redux_geo.scw,brock_base_cam.scw,BrockReduxIdle,BrockReduxWalk,BrockReduxPrimary,BrockReduxSecondary,BrockReduxRecoil,,BrockReduxRecoil2,,BrockReduxIdle,BrockReduxPushback,BrockBoomboxWinIntro,BrockBoomboxWin,BrockReduxLose,BrockReduxLoseloop,BrockReduxIdle,BrockBoomboxWinIntro,BrockBoomboxWin,BrockBoomboxWin,BrockReduxIdle,BrockReduxProfile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClusterBombDudeSnowman,ClusterBombDude,tick_snowman_geo.scw,tick_base_cam.scw,TickSnowmanIdle,TickSnowmanWalk,TickSnowmanPrimary,TickSnowmanSecondary,TickSnowmanRecoil,,TickSnowmanUltRecoil,,TickSnowmanIdle,TickSnowmanIdle,TickSnowmanWin,TickSnowmanWinloop,TickSnowmanLose,TickSnowmanLoseloop,TickSnowmanIdle,TickSnowmanWin,TickSnowmanWinloop,TickSnowmanWin,TickSnowmanIdle,TickProfile,,,,,,,,,,,,,,,,,,,,true,true,Tick003Projectile,Tick003UltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HammerDudeXmas,HammerDude,frank_xmas_geo.scw,frank_base_cam.scw,FrankXmasIdle,FrankXmasWalk,FrankXmasPrimary,FrankXmasSecondary,FrankXmasRecoil,,FrankXmasRecoil2,,FrankReloading,FrankXmasPushback,FrankXmasWin,FrankXmasWinloop,FrankXmasLose,FrankXmasLoseloop,FrankXmasIdle,FrankXmasWin,FrankXmasWinloop,FrankXmasWin,FrankXmasIdle,FrankXmasProfile,,,,Frank003Win,Frank003Win,Frank003Win,Frank003Win,Frank003Win,Frank003Win,Frank003Win,Frank003Win,Frank003Win,Frank003Win,Frank003Win,frank_003_lobby,,,,,,,,,frank_003_atk,frank_003_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BowDudeWarrior,BowDude,bo_warrior_geo.scw,bo_base_cam.scw,BoWarriorIdle,BoWarriorWalk,BowGuyAttack,BowGuySecondary,BowGuyRecoil,,BowGuyRecoil2,,,BoWarriorIdle,BoWarriorWin,BoWarriorWinloop,BowGuyLose,BowGuyLoseloop,BoWarriorIdle,BoWarriorWin,BoWarriorWinloop,BoWarriorWin,BoWarriorIdle,BowGuyProfile,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClusterBombDudeGold,ClusterBombDude,tick_geo.scw,tick_base_cam.scw,TickIdle,TickWalk,TickPrimary,TickSecondary,TickRecoil,,TickUltRecoil,,TickIdle,TickIdle,TickWin,TickWinloop,TickLose,TickLoseloop,TickIdle,TickWin,TickWinloop,TickWin,TickIdle,TickProfile,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,,,,true,true,,TickGoldUltiProjectile,tick_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClusterBombDudeSilver,ClusterBombDude,tick_geo.scw,tick_base_cam.scw,TickIdle,TickWalk,TickPrimary,TickSecondary,TickRecoil,,TickUltRecoil,,TickIdle,TickIdle,TickWin,TickWinloop,TickLose,TickLoseloop,TickIdle,TickWin,TickWinloop,TickWin,TickIdle,TickProfile,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,,,,true,true,,TickSilverUltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CrowGold,Crow,crow_geo.glb,crow_base_cam.scw,CrowIdle,CrowWalk,CrowPrimary,CrowSecondary,CrowRecoil,,CrowIdle,,CrowReload,CrowPushback,CrowWin,CrowWinloop,CrowLose,CrowLoseloop,CrowIdle,CrowWin,CrowWinloop,CrowWin,CrowIdle,CrowProfile,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,,,,true,,,,crow_attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CrowSilver,Crow,crow_geo.glb,crow_base_cam.scw,CrowIdle,CrowWalk,CrowPrimary,CrowSecondary,CrowRecoil,,CrowIdle,,CrowReload,CrowPushback,CrowWin,CrowWinloop,CrowLose,CrowLoseloop,CrowIdle,CrowWin,CrowWinloop,CrowWin,CrowIdle,CrowProfile,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BarrelBotGold,BarrelBot,darryl_geo.scw,darryl_base_cam.scw,DarrylIdle,DarrylWalk,DarrylPrimary,BarrelbotSecondary,DarrylRecoil,DarrylRecoil2,DarrylRecoil,,DarrylReload,DarrylPushback,BarrelbotWin,BarrelbotWinloop,BarrelbotLose,BarrelbotLoseloop,DarrylIdle,BarrelbotWin,BarrelbotWinloop,BarrelbotWinloop,DarrylHide,DarrylProfile,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,,,,true,,,,darryl_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BarrelBotSilver,BarrelBot,darryl_geo.scw,darryl_base_cam.scw,DarrylIdle,DarrylWalk,DarrylPrimary,BarrelbotSecondary,DarrylRecoil,DarrylRecoil2,DarrylRecoil,,DarrylReload,DarrylPushback,BarrelbotWin,BarrelbotWinloop,BarrelbotLose,BarrelbotLoseloop,DarrylIdle,BarrelbotWin,BarrelbotWinloop,BarrelbotWinloop,DarrylHide,DarrylProfile,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClusterBombPetSnowman,ClusterBombPet,bombhead_snowman_geo.scw,portrait_cam.scw,BombheadSnowmanIdle,BombheadSnowmanIdle,BombheadSnowmanIdle,BombheadSnowmanIdle,BombheadSnowmanIdle,,BombheadSnowmanIdle,,BombheadSnowmanIdle,BombheadSnowmanIdle,BombheadSnowmanIdle,BombheadSnowmanIdle,BombheadSnowmanIdle,BombheadSnowmanIdle,BombheadSnowmanIdle,BombheadSnowmanIdle,BombheadSnowmanIdle,BombheadSnowmanIdle,BombheadSnowmanIdle,BombheadSnowmanIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MechanicGold,Mechanic,jessie_geo.scw:jessie_main+jessie_gun+jessie_hat+jessie_backpack,jessie_base_cam.scw,JunkerIdle,JunkerWalk,JunkerPrimary,JunkerUltiAttack,JunkerRecoil,,JunkerUltiRecoil,,JunkerReload,JunkerPushback,JunkerWin,JunkerWinloop,JunkerLose,JunkerLoseloop,JunkerIdle,JunkerWin,JunkerWinloop,JunkerWin,JunkerIdle,JunkerProfile,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,,,,,,,,mechanic_attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MechanicSilver,Mechanic,jessie_geo.scw:jessie_main+jessie_gun+jessie_hat+jessie_backpack,jessie_base_cam.scw,JunkerIdle,JunkerWalk,JunkerPrimary,JunkerUltiAttack,JunkerRecoil,,JunkerUltiRecoil,,JunkerReload,JunkerPushback,JunkerWin,JunkerWinloop,JunkerLose,JunkerLoseloop,JunkerIdle,JunkerWin,JunkerWinloop,JunkerWin,JunkerIdle,JunkerProfile,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlackHoleGold,BlackHole,tara_geo.scw,tara_base_cam.scw,TaraIdle,TaraWalk,TaraPrimary,TaraSecondary,TaraRecoil,,TaraSecondaryRecoil,,TaraReload,TaraIdle,TaraWin,TaraWinloop,TaraLose,TaraLoseloop,TaraIdle,TaraWin,TaraWinloop,TaraWin,TaraIdle,TaraProfile,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,,,,true,true,,,tara_def_atk,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlackHoleSilver,BlackHole,tara_geo.scw,tara_base_cam.scw,TaraIdle,TaraWalk,TaraPrimary,TaraSecondary,TaraRecoil,,TaraSecondaryRecoil,,TaraReload,TaraIdle,TaraWin,TaraWinloop,TaraLose,TaraLoseloop,TaraIdle,TaraWin,TaraWinloop,TaraWin,TaraIdle,TaraProfile,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,,,,true,true,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RuffsDefault,Ruffs,ruffs_geo.scw,spike_base_cam.scw,RuffsIdle,RuffsWalk,RuffsAttack,RuffsSuper,RuffsRecoil,,RuffsSuperRecoil,,RuffsIdle,RuffsPushback,RuffsWin,RuffsWinloop,RuffsLose,RuffsLoseloop,RuffsIdle,RuffsWin,RuffsWinloop,RuffsWin,RuffsIdle,RuffsPortrait,,,,RuffsWinLoop,RuffsWinLoop,RuffsWin,RuffsWinLoop,RuffsLose,RuffsLoseLoop,RuffsWinLoop,RuffsWin,RuffsWinLoop,RuffsWin,RuffsStill,,,,,,true,true,,,ruffs_def_atk,cactus_003_attack_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BullDudeOx,BullDude,bull_ox_geo.scw,bull_ox_portrait.scw,BullDudeLaserIdle,BullDudeLaserWalk,BullDudeLaserPrimary,BullDudeLaserSecondary,BullDudeLaserRecoil,,BullDudeLaserRecoil,,BullDudeLaserReload,BullDudeLaserPushback,BullDudeLaserWin,BullDudeLaserWinloop,BullDudeLaserLose,BullDudeLaserLoseloop,BullDudeLaserIdle,BullDudeLaserWin,BullDudeLaserWinloop,BullDudeLaserWin,BullDudeLaserIdle,BullDudeLaserProfile,,,,Bull003WinLoop,Bull003WinLoop,Bull003Win,Bull003WinLoop,Bull003Lose,Bull003LoseLoop,Bull003WinLoop,Bull003Win,Bull003WinLoop,Bull003Win,Bull003Still,,,,,,true,,Bull003Projectile,,bull_003_atk,,,,,,,,,,Visor_Bull_Kill_VO,Visor_Bull_Lead_VO,Visor_Bull_Start_VO,Visor_Bull_Ulti_VO,Visor_Bull_Hurt_VO,Visor_Bull_Die_VO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CactusLord,Cactus,spike_lord_geo.scw,spike_lord_portrait.scw,SpikeLordIdle,SpikeLordWalk,SpikeLordPrimary,SpikeLordSecondary,SpikeLordRecoil,,SpikeLordRecoil2,,SpikeLordReload,SpikeLordIdle,SpikeLordWin,SpikeLordWinloop,SpikeLordLose,SpikeLordLoseloop,SpikeLordIdle,SpikeLordWin,SpikeLordWinloop,SpikeLordWin,SpikeLordIdle,SpikeLordProfile,,,,,,,,,,,,,,,,,,,,true,true,Spike004Projectile,Spike004UltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BarrelBotLaser,BarrelBot,darryl_droid_geo.scw,darryl_base_cam.scw,DarrylDroidIdle,DarrylDroidWalk,DarrylDroidPrimary,DarrylDroidSecondary,DarrylDroidRecoil,DarrylDroidRecoil2,DarrylDroidRecoil,,DarrylDroidReload,DarrylDroidPushback,DarrylDroidWin,DarrylDroidWinloop,DarrylDroidLose,DarrylDroidLoseloop,DarrylDroidIdle,DarrylDroidWin,DarrylDroidWinloop,DarrylDroidWinloop,DarrylDroidHide,DarrylDroidProfile,,,,,,,,,,,,,,,,,,,,true,,Darryl004Projectile,,bull_003_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proto01Default,Proto01,shark_leon_geo.scw,leon_base_cam.scw,LeonIdle,LeonWalk,LeonAttack,LeonSecondary,LeonRecoil,LeonRecoil2,LeonRecoil,,LeonReload,LeonPushback,LeonWin,LeonWinloop,LeonLose,LeonLoseloop,LeonIdle,LeonWin,LeonWinloop,LeonWin,LeonIdle,LeonProfile,,,,LeonIdle,LeonIdle,LeonWin,LeonWinLoop,LeonLose,LeonLoseLoop,LeonIdle,LeonWin,LeonWinLoop,LeonIdle,LeonIdle,,,,,,,,,,leon_002_atk,,,,leon_004_ulti_use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IceDudeCrooner,IceDude,lou_crooner_geo.scw,lou_portrait.scw,LouIdle,LouWalk,LouAttack,LouSuper,LouRecoil,,LouRecoil,,LouIdle,LouIdle,LouCroonerWin,LouCroonerWinloop,LouCroonerLose,LouCroonerLoseloop,LouIdle,LouCroonerWin,LouCroonerWinloop,LouCroonerWin,LouIdle,LouCroonerPortrait,,,,LouWinLoop,LouWinLoop,LouWin,LouWinLoop,Lou003Lose,Lou003LoseLoop,LouWinLoop,LouWin,LouWinLoop,LouWin,LouStill,,,,,,,,Lou003Projectile,Lou003UltiProjectile,lou_003_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WhirlwindDarkTide,Whirlwind,carl_pirate_geo.scw,carl_base_cam.scw,CarlPirateIdle,CarlPirateWalk,CarlPirateAttack,CarlPirateSecondary,CarlPirateAttackRecoil,,CarlPirateSecondaryRecoil,,CarlPirateReload,CarlPiratePushback,CarlPirateWin,CarlPirateWinloop,CarlPirateLose,CarlPirateLoseloop,CarlPirateIdle,CarlPirateWin,CarlPirateWinloop,CarlPirateWin,CarlPirateIdle,CarlPirateProfile,,,,Carl005WinLoop,Carl005WinLoop,Carl005WinLoop,Carl005WinLoop,Carl005WinLoop,Carl005WinLoop,Carl005WinLoop,Carl005WinLoop,Carl005WinLoop,Carl005WinLoop,Carl005Still,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RuffsRonin,Ruffs,ruffs_rohin_geo.scw,spike_base_cam.scw,RuffsRoninIdle,RuffsRoninWalk,RuffsRoninAttack,RuffsRoninSuper,RuffsRoninRecoil,,RuffsRoninSuperRecoil,,RuffsRoninIdle,RuffsRoninPushback,RuffsRoninWin,RuffsRoninWinloop,RuffsRoninLose,RuffsRoninLoseloop,RuffsRoninIdle,RuffsRoninWin,RuffsRoninWinloop,RuffsRoninWin,RuffsRoninIdle,RuffsRoninPortrait,,,,RuffsWinLoop,RuffsWinLoop,RuffsWin,RuffsWinLoop,RuffsLose,RuffsLoseLoop,RuffsWinLoop,RuffsWin,RuffsWinLoop,RuffsWin,RuffsStill,,,,,,true,true,Ruffs002Projectile,Ruffs002UltiProjectile,ruffs_def_atk,cactus_003_attack_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RuffsCoverDefault,RuffsCover,ruffs_sandbags.scw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PercenterCrew,Percenter,colette_crew_geo.scw,colette_portrait.scw,PercenterCrewIdle,PercenterCrewWalk,PercenterCrewAttack,PercenterCrewSuper,PercenterCrewRecoil,,PercenterCrewIdle,,PercenterCrewIdle,PercenterCrewIdle,PercenterCrewWin,PercenterCrewIdle,PercenterCrewLose,PercenterCrewLoseloop,PercenterCrewIdle,PercenterCrewWin,PercenterCrewIdle,PercenterCrewWin,PercenterCrewIdle,PercenterCrewPortrait,,,,ColetteIdle,ColetteIdle,ColetteHappy,ColetteIdle,ColetteLose,ColetteLoseLoop,ColetteIdle,ColetteHappy,ColetteIdle,ColetteHappy,ColetteIdle,,,,,,true,,Colette003Projectile,,colette_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
